COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
23,Verona,517228,257814,259414,6948,6547,13495,18190,17475,35665,29075,28668,57743,29199,28696,57895,26326,26723,53049,25054,23062,48116,18319,20374,38693,16352,18216,34568,14669,16035,30704,13908,13962,27870,13096,12842,25938,11996,11704,23700,10423,10151,20574,8498,8359,16857,6337,6336,12673,4595,4954,9549,2993,3205,6198,1375,1521,2896,461,584,1045,415.3,10.1,61.6,28.3
24,Vicenza,545991,269010,277481,7700,7624,15324,20569,20317,40886,31542,31704,63246,33580,32994,66074,28337,28761,57098,22000,25120,47120,19047,21113,40160,16763,18430,35193,15493,16826,32319,14214,14979,29193,13228,13244,26472,11660,11682,23342,10060,10215,20275,8425,8397,16822,6352,6382,12734,5007,4924,9931,3190,2908,6098,1420,1395,2815,423,466,889,448.9,9.9,66.5,27.5
25,Belluno,227993,110641,117352,3757,3454,7211,9004,8998,18002,13556,13449,27005,13939,14128,28067,11815,11661,23476,9746,10076,19822,7297,8156,15453,6583,7313,13896,5811,6789,12600,5373,5864,11237,4976,5688,10664,4533,5209,9742,4061,4736,8797,3524,4173,7697,2635,2983,5618,1862,2194,4056,1273,1503,2776,628,671,1299,268,307,575,505.7,10.7,70.9,27.3
26,Treviso,547402,271234,276168,8740,8304,17044,20775,20218,40993,35829,34728,70557,36090,34744,70834,31587,31270,62857,23415,25572,48987,19011,21213,40224,15833,17709,33542,13517,15101,28618,12566,12742,25308,11995,11971,23966,10857,10675,21532,9468,9397,18865,7303,7680,14983,5561,5731,11292,4191,4347,8538,2747,2768,5515,1288,1387,2675,461,611,1072,469.5,9.1,71.7,26.0
27,Venezia,517970,257222,261108,8222,7642,15864,20540,20103,40643,31040,30187,61227,29590,29181,58411,26849,26429,53278,23530,23657,47187,20136,20635,40771,17449,18041,35490,14891,15718,30609,13198,12962,26160,12157,12011,24168,10198,10338,20536,9304,9914,19218,7436,8207,15643,5355,6279,11634,3829,4783,8612,2227,3022,5249,955,1447,2402,316,552,868,481.1,9.2,65.5,27.0
28,Padova,586479,289975,296504,8647,8351,16998,23785,22929,46714,36663,35510,72173,35350,34744,70094,31528,31236,62764,25105,27538,52643,20745,22431,43176,17622,19455,37077,16011,17316,33327,13844,14355,28199,13554,13789,27343,12005,12075,24080,10623,10755,21378,8492,8800,17292,6259,6504,12763,4821,5295,10116,3094,3322,6416,1405,1545,2950,422,554,976,481.5,9.6,68.9,26.8
29,Rovigo,286688,141941,144567,4710,4516,9226,11672,11148,22820,18506,17941,36447,17348,16977,34325,15184,14884,30248,11100,13293,24393,10046,11197,21243,8605,9360,17965,7397,7988,15385,6918,6890,13808,6755,6519,13274,5850,5801,11651,5465,5134,10599,4239,4197,8436,3045,3170,6215,2592,2761,5353,1637,1717,3354,679,822,1501,193,252,445,503.8,10.1,71.7,26.7
30,Udine,717581,347444,370137,10785,10644,21429,27975,27676,55651,43341,42693,86034,46551,45124,91675,37302,38840,76142,29048,31550,60598,21937,27194,49131,19923,24612,44535,18398,22119,40517,16849,19221,36070,15623,17133,32756,13627,14432,28059,12724,13704,26428,11190,11825,23015,8471,9226,17697,6567,6917,13484,4249,4238,8487,2041,2164,4205,843,825,1668,471.3,10.9,72.0,27.1
33,Piacenza,280483,142209,138864,3379,3202,6581,9444,8901,18345,16384,15995,32379,16871,15881,32152,14556,14393,28949,13273,12456,25729,9345,10583,19928,8673,9183,17856,7586,8304,15900,7464,7449,14913,7216,6572,13788,6333,5898,12231,6190,5624,11814,5373,5106,10479,4175,3904,8079,3066,2782,5848,1867,1636,3503,769,717,1486,245,278,523,399.7,11.3,63.5,28.7
34,Parma,343394,172295,171089,4362,4270,8632,11941,11601,23542,20625,19918,40543,19809,19640,39449,18126,17165,35291,25034,25729,50763,11098,12079,23177,10192,10457,20649,9387,9379,18766,8531,8454,16985,7843,7538,15381,7418,6926,14344,6129,6217,12346,4791,4723,9514,3639,3515,7164,2182,2084,4266,871,1020,1891,257,280,537,60,94,154,386.4,6.5,58.1,26.2
35,Reggio nell'Emilia,344517,172502,172015,4948,4872,9820,12319,12077,24396,21299,20916,42215,20606,20538,41144,17653,17019,34672,14561,15146,29707,12654,13404,26058,11302,11977,23279,10076,10281,20357,8803,8423,17226,8177,7654,15831,7168,7389,14557,7151,6615,13766,5663,5688,11351,4155,4113,8268,3247,2983,6230,1803,1765,3568,668,771,1439,249,384,633,448.7,9.7,66.6,27.5
36,Modena,394563,196888,197675,5859,5617,11476,15256,14758,30014,23795,23917,47712,23008,22815,45823,19704,19263,38967,16662,16871,33533,13824,15255,29079,12728,13550,26278,11206,11848,23054,9669,9780,19449,8883,8926,17809,8199,8024,16223,8610,8078,16688,7149,7034,14183,5235,4979,10214,3841,3622,7463,2202,2117,4319,777,891,1668,281,330,611,479.3,10.3,67.7,27.7
37,Bologna,641767,319426,322341,7718,7501,15219,20870,20598,41468,34928,33951,68879,34970,33644,68614,30822,30116,60938,29418,27764,57182,23690,26405,50095,23167,23934,47101,18427,21045,39472,17256,17974,35230,16332,16069,32401,14708,14705,29413,14540,14410,28950,12226,12841,25067,8406,8216,16622,6351,6740,13091,3761,4116,7877,1399,1648,3047,437,664,1101,385.0,10.3,58.1,29.3
38,Ferrara,345422,172379,173043,5476,5209,10685,14101,13463,27564,21483,21065,42548,21293,20369,41662,18207,17812,36019,13956,15073,29029,12089,13169,25258,10415,11218,21633,9671,10174,19845,8027,8044,16071,8369,7957,16326,6926,6532,13458,7018,6673,13691,5778,5730,11508,4045,4122,8167,2928,3182,6110,1778,1992,3770,640,921,1561,179,338,517,506.7,9.9,70.3,27.0
39,Ravenna,256570,130118,126452,2909,2767,5676,7421,7119,14540,13055,12480,25535,13391,12680,26071,12068,10901,22969,10443,10222,20665,9607,10009,19616,8775,9143,17918,8466,8484,16950,7466,7245,14711,7156,6721,13877,6530,6152,12682,6534,6295,12829,5739,5511,11250,4226,4093,8319,3212,3275,6487,2111,2027,4138,759,942,1701,250,386,636,361.0,13.0,57.0,31.2
40,Forlì,329422,164004,165418,4709,4428,9137,11875,11614,23489,19278,18884,38162,19327,18870,38197,15857,16029,31886,13136,13907,27043,11324,12548,23872,10356,11529,21885,10008,10756,20764,8883,8861,17744,7804,7721,15525,7043,6936,13979,7059,6760,13819,5922,5904,11826,4665,4276,8941,3621,3370,6991,2120,1925,4045,754,796,1550,263,304,567,443.1,11.1,66.1,28.4
41,Pesaro e Urbino,279418,138802,140616,3999,3945,7944,10271,9846,20117,16933,16030,32963,16335,15389,31724,13684,13712,27396,10907,11913,22820,8835,10589,19424,8186,9272,17458,7840,8717,16557,7223,7472,14695,6576,6592,13168,6393,6199,12592,6199,6099,12298,5610,5464,11074,4087,3854,7941,3117,2949,6066,1775,1672,3447,603,664,1267,229,238,467,455.0,11.5,66.8,28.6
42,Ancona,333688,161231,172457,4547,4446,8993,11989,11997,23986,19177,18848,38025,19567,19006,38573,16093,16583,32676,13349,14973,28322,10881,13602,24483,10125,12248,22373,9498,10751,20249,8371,9084,17455,7491,8021,15512,7062,7509,14571,6645,7256,13901,5829,6491,12320,4485,4776,9261,3291,3587,6878,1915,2102,4017,688,837,1525,228,340,568,427.0,11.0,65.3,28.4
43,Macerata,265987,127414,138573,3629,3544,7173,9718,9375,19093,15955,15203,31158,15894,15331,31225,12756,13133,25889,8889,11479,20368,7689,10223,17912,6841,9302,16143,6775,8483,15258,6236,7143,13379,5736,6203,11939,5400,6110,11510,5766,6224,11990,5414,5807,11221,4236,4240,8476,3526,3507,7033,1948,2050,3998,699,838,1537,307,378,685,439.5,14.0,70.9,29.2
44,Ascoli Piceno,263997,126686,137311,3711,3465,7176,9876,9399,19275,15314,14426,29740,15707,14917,30624,12837,12725,25562,8956,11744,20700,7439,10657,18096,6887,9692,16579,6838,8532,15370,6537,7471,14008,5768,6371,12139,5564,5979,11543,5792,6072,11864,5228,5512,10740,3948,4006,7954,3261,3245,6506,1927,1883,3810,810,853,1663,286,362,648,434.9,13.1,68.6,29.1
45,Massa e Carrara,223342,110051,113891,3397,3407,6804,8511,8431,16942,13271,12888,25559,13333,13012,26345,11891,11901,23792,9013,10655,19668,7816,9125,16941,6709,7802,14511,5753,6486,12239,5282,5511,10793,5041,5148,10189,4687,4721,9408,4475,4430,8905,3674,3661,7335,2683,2576,5259,2255,2112,4367,1411,1188,2599,599,581,1180,250,256,506,461.3,10.4,66.9,27.5
46,Lucca,344633,162793,181840,4297,3979,8276,10856,10428,21284,17805,17243,35048,19273,19095,38368,17081,18131,35212,12955,16527,29482,10865,14290,25155,9449,12794,22243,8702,11234,19936,8363,10071,18434,8056,9047,17103,7359,8498,15857,7553,8341,15894,6335,7335,13670,4986,5583,10569,4344,4628,8972,2728,2711,5439,1213,1278,2491,573,627,1200,355.9,13.5,61.8,30.1
48,Firenze,1035954,511489,524665,12133,11701,23834,29989,29177,59166,49760,49423,98983,54010,52804,106814,48922,50284,99206,45303,47385,92688,38464,44360,82824,36390,40928,77318,32990,35580,68570,30142,31096,61238,28811,28503,57314,24578,24703,49281,24510,23543,48053,19302,19047,38349,14277,14415,28692,11712,11523,23235,6676,6322,12998,2582,2739,5321,938,1132,2070,332.5,10.7,53.5,30.2
49,Livorno,143189,71153,72036,1565,1500,3065,4513,4474,8987,6295,6281,12576,6907,6896,13803,6647,6516,13163,7728,6133,13861,5400,5943,11343,5257,5381,10638,4856,4962,9818,4399,4392,8791,3884,3985,7869,3245,3429,6674,3263,3517,6780,2647,2964,5611,1849,2144,3993,1490,1814,3304,788,1028,1816,296,489,785,124,188,312,361.6,10.8,51.4,30.5
50,Pisa,359241,180556,178095,4493,4298,8791,11214,10650,21864,17710,17165,34835,19873,18910,38783,18315,17606,36011,15250,15852,31102,13217,14477,27694,11998,12749,24747,10968,11445,22413,10571,10428,20909,9660,9121,18781,8705,8252,16957,8470,7902,16372,6745,6546,13921,5182,4926,10108,4277,4095,8372,2575,2259,4834,971,993,1964,362,421,783,371.3,11.4,56.9,29.9
51,Arezzo,296812,150681,146131,4291,4131,8422,10461,10327,20788,16933,16386,33319,16956,16394,33350,14717,13968,28685,11049,12451,23500,10490,10892,21382,9909,10350,20259,8844,9304,18148,8163,7941,16104,7735,7006,14741,7016,6132,13148,6913,6002,12915,5896,5294,11190,4577,3985,8562,3705,3055,6760,2019,1643,3662,737,620,1357,270,250,520,450.0,11.6,64.8,28.9
52,Siena,246774,125061,121713,3115,2990,6105,7349,7274,14623,12591,12476,25067,13434,12817,26251,11599,11626,23225,9397,10255,19652,8655,9660,18315,8609,8981,17590,8125,8553,16678,7597,7010,14607,6957,6075,13032,6419,5605,12024,6222,5542,11764,5247,4534,9781,4164,3557,7721,3147,2734,5881,1737,1348,3085,508,485,993,189,191,380,369.6,11.5,57.5,30.2
53,Grosseto,163374,85540,77834,2292,2231,4523,5724,5487,11211,9078,8827,17905,9272,8775,18047,8611,7657,16268,7146,6859,14005,6596,6422,13018,6231,5913,12144,5895,5263,11158,4690,3855,8545,4486,3430,7916,4040,3281,7321,3709,3019,6728,3046,2565,5611,2055,1834,3889,1554,1292,2846,750,744,1494,258,275,533,107,105,212,437.4,8.7,59.1,28.1
54,Perugia,733694,369642,364052,10623,9913,20536,27542,26283,53825,42413,40094,82507,41366,39274,80640,34031,33630,67661,27448,30435,57883,24245,27583,51828,23245,25814,49059,21744,22796,44540,18763,19106,37869,18670,17674,36344,17656,16440,34096,16934,15561,32495,15243,14140,29383,11939,10521,22460,9439,7806,17245,5416,4354,9770,2024,1834,3858,901,794,1695,466.6,12.5,66.3,29.2
58,Roma,1499585,758631,740954,19890,18670,38560,52196,50254,102450,76810,74192,151002,77167,74173,151340,73204,67553,140757,79788,66696,146484,58901,62818,121719,54375,59531,113906,48644,51338,99982,41400,41562,82962,38018,37516,75534,34840,34178,69018,32458,30936,63394,27643,26824,54467,19766,19463,39229,13179,13823,27002,6898,7115,14013,2569,3115,5684,885,1197,2082,403.5,9.1,54.9,28.9
61,Caserta,816391,400895,415496,11949,11005,22954,32703,30984,63687,47355,45293,92648,47565,44909,92474,44715,39158,83873,35324,36763,72087,23717,29611,53328,21465,27127,48592,19270,23482,42752,18803,21400,40203,18618,19987,38605,16854,18765,35619,16350,16960,33310,15583,17185,32768,11864,12787,24651,10001,10703,20704,5511,5618,11129,2473,2751,5224,775,1008,1783,488.0,13.2,69.7,28.6
62,Benevento,265902,128501,137401,3578,3327,6905,9601,9191,18792,15262,14559,29821,15764,15146,30910,13072,13104,26176,10034,11797,21831,7216,9808,17024,6744,8709,15453,6468,8082,14550,6193,7400,13593,6356,7109,13465,5640,6286,11926,5292,5929,11221,5427,5768,11195,4617,4533,9150,4019,3748,7767,1995,1804,3799,891,806,1697,332,295,627,436.3,14.7,70.0,29.6
63,Napoli,1461107,715161,745946,19526,18441,37967,53877,52943,106820,77279,73853,151132,74753,72064,146817,68695,67986,136681,64254,67244,131498,54246,61621,115867,51424,56908,108332,42514,47434,89948,39639,43325,82964,36500,40149,76649,33443,35249,68692,29179,31081,60260,26182,28707,54889,18568,19619,38187,13429,15673,29102,7309,7750,15059,3254,4209,7463,1090,1690,2780,420.3,10.0,57.8,29.0
64,Avellino,400828,193394,207434,5856,5701,11557,16161,15556,31717,23596,22886,46482,23623,22621,46244,19099,19395,38494,14538,17446,31984,10487,14183,24670,9559,12828,22387,8846,11422,20268,8936,10339,19275,9227,10086,19313,8291,9254,17545,8417,9000,17417,8545,9152,17697,7238,7322,14560,5999,5658,11657,3089,2780,5869,1396,1302,2698,491,503,994,505.5,15.6,75.0,29.3
65,Salerno,577352,281982,295370,8706,8073,16779,22940,20834,43774,33834,32549,66383,35048,32838,67886,28836,29490,58326,22494,25736,48230,18932,20788,39720,15356,20384,35740,13302,15853,29155,13562,15158,28720,12658,13342,26000,11365,12976,24341,10771,11643,22414,10434,10374,20808,8542,9349,17891,7520,8249,15769,4358,4332,8690,2372,2325,4697,952,1077,2029,475.3,14.7,73.1,28.7
66,Aquila degli Abruzzi,392154,204624,187530,5617,5918,11535,15001,16267,31268,21941,23260,45201,21178,21404,42582,18367,16406,34773,16859,13695,30554,14923,10150,25073,13717,9538,23255,12253,9561,21814,11008,8913,19921,10335,9180,19515,9632,8891,18523,9219,8691,17910,8581,8493,17074,6661,6966,13627,5143,5390,10533,2622,3095,5717,1157,1286,2443,410,426,836,627.0,14.5,71.7,29.5
67,Teramo,318176,153078,165098,4673,4380,9053,12399,11580,23979,18564,17577,36141,17915,17348,35263,15169,15614,30783,11044,14578,25622,8168,12052,20220,7937,11289,19226,7916,9913,17829,7568,8894,16462,7118,7857,14975,6978,6962,13940,6813,6689,13502,6458,6578,13036,5582,5464,11046,4248,4026,8274,2662,2395,5057,1359,1344,2703,507,558,1065,456.6,15.2,71.4,29.5
69,Chieti,374408,176623,197785,5570,5374,10944,14533,13850,28383,21116,19867,40983,20804,20262,41066,17199,17880,35079,13857,16887,30744,9058,13984,23042,8742,13201,21943,8627,11873,20500,8490,10933,19423,8097,9748,17845,7862,9131,16993,7707,8846,16553,7992,8755,16747,6706,6820,13526,5221,5426,10647,3045,2956,6001,1466,1528,2994,531,464,995,464.0,15.6,71.1,29.9
70,Campobasso,338787,159751,179036,4925,4650,9575,11850,11328,23178,18766,17853,36619,19002,18348,37350,15767,16546,32313,11941,14865,26806,8326,12851,21177,7693,11558,19251,7945,10677,18622,8016,10072,18088,8302,9404,17706,7417,8451,15868,7175,8049,15224,7158,8290,15448,6475,7058,13533,5036,5099,10135,2455,2438,4893,1141,1111,2252,361,388,749,427.8,15.7,69.0,30.4
71,Foggia,454802,224446,230356,7522,7154,14676,19598,18180,37778,26445,25750,52195,27032,25700,52732,23332,22252,45584,18664,19887,38551,14583,16795,31378,13802,15616,29418,12702,13939,26641,12202,12877,25079,11204,11426,22630,9319,9636,18955,8196,8418,16614,7609,8484,16093,5571,6139,11710,3854,4535,8389,1810,2082,3892,753,1032,1785,248,454,702,517.5,9.8,67.9,27.4
72,Bari delle Puglie,945589,462842,482747,13269,12824,26093,39268,37011,76279,54443,51725,106168,55859,53213,109072,45140,46561,91701,36612,42566,79178,28704,35505,64209,27102,33329,60431,25690,29759,55449,24498,26199,50697,22700,23031,45731,21046,21543,42589,17892,18156,36048,18900,19267,38167,12983,12721,25704,9605,9941,19546,5411,5130,10541,2685,3065,5750,1035,1201,2236,478.6,11.3,67.6,28.3
75,Lecce,877576,438674,438902,13646,12818,26464,37773,35821,73594,51872,49545,101417,51024,49492,100516,39914,39999,79913,37697,36896,74593,29769,32851,62620,28168,31145,59313,25040,26643,51683,23153,23692,46845,21738,20906,42644,18605,18227,36832,16955,16166,33121,15346,15238,30584,11780,11903,23683,8356,8893,17249,4743,4830,9573,2174,2746,4920,921,1091,2012,523.2,11.1,69.4,27.8
76,Potenza,467094,225940,241154,7110,6761,13871,18025,17368,35393,26849,24952,51801,28205,26961,55166,22242,22722,44964,17934,22351,40285,14101,17492,31593,12618,15313,27931,11486,13252,24738,11597,12938,24535,10998,11607,22605,10125,10935,21060,8641,9230,17871,8849,10332,19181,6753,7517,14270,5694,6196,11890,2835,2934,5769,1383,1690,3073,495,603,1098,473.4,13.1,70.0,28.8
78,Cosenza,491578,231496,260082,7090,6854,13944,21087,20188,41275,30623,28729,59352,30212,28829,59041,24161,25633,49794,17845,23715,41560,14107,19832,33939,11433,16347,27780,10358,13698,24056,10593,13035,23628,9717,11656,21373,9518,11699,21217,8232,9916,18148,8968,10755,19723,6835,7670,14505,5462,6039,11501,3070,3025,6095,1628,1838,3466,557,624,1181,491.9,13.1,74.8,27.9
79,Catanzaro,508152,242001,266151,7730,7257,14987,21388,20498,41886,30293,28981,59274,30425,29090,59515,24867,25694,50561,18907,23483,42390,14495,20329,34824,11711,16931,28642,10880,14218,25098,11240,14088,25328,11381,13120,24501,11008,12227,23235,9745,10550,20295,9631,10813,20444,7768,7794,15562,5551,5860,11411,2953,2951,5904,1442,1579,3021,586,688,1274,495.7,12.6,72.1,28.2
80,Reggio di Calabria,479921,233592,246329,6438,6119,12557,21704,20523,42227,31710,29474,61184,31229,29371,60600,23361,23707,47068,19601,22497,42098,14652,19349,34001,12783,16741,29524,11458,14007,25465,11228,13411,24639,11216,12478,23694,10089,11283,21372,9251,9505,18756,7151,6735,13886,5773,5513,11286,3265,2948,6213,1873,1855,3728,651,611,1262,159,202,361,499.3,8.1,71.1,26.3
81,Trapani,405734,200456,205280,4277,3752,8029,15597,13998,29595,22568,21129,43697,21821,20887,42708,19856,19823,39677,17001,18874,35875,14182,16496,30678,12898,15095,27993,11836,13213,25049,11241,12213,23454,10705,10378,21083,8707,8935,17642,8220,7645,15865,7851,8388,16239,5839,5667,11506,4255,4545,8800,2180,2152,4332,1065,1494,2559,357,596,953,393.1,11.1,60.0,29.2
82,Palermo,853598,420482,433116,11414,10658,22072,32919,31190,64109,49964,47562,97526,49113,46095,95208,43195,41888,85083,35875,37166,73041,27288,31605,58893,25313,29989,55302,22881,27872,50753,22368,24732,47100,20197,21518,41715,18158,19589,37747,16180,16522,32702,15674,16937,32611,12053,11729,23782,9505,9480,18985,5087,4941,10028,2538,2761,5299,760,882,1642,446.0,11.6,65.8,28.6
83,Messina,575901,281294,294607,7112,6676,13788,21850,20455,42305,33080,31448,64528,32297,31133,63430,25900,26688,52588,21819,25341,47160,18538,23106,41644,16824,20958,37782,15305,18040,33345,14459,15866,30325,13791,14638,28429,13010,13554,26564,12646,12352,24998,11470,12067,23537,8686,8616,17302,7325,7164,14489,4087,3559,7646,2161,2107,4268,934,839,1773,431.5,13.1,66.3,29.5
84,Agrigento,409412,208028,201384,4944,4414,9358,16375,14592,30967,23903,21601,45504,24472,22370,46842,21538,20421,41959,17174,16928,34102,12934,14616,27550,12762,13590,26352,11318,12508,23826,11604,12274,23878,10761,9769,20530,9501,9626,19127,7783,7262,15045,8717,8421,17138,5963,5453,11416,4665,4268,8933,2204,1827,4031,1114,1133,2247,296,311,607,446.4,10.9,64.1,28.7
85,Caltanissetta,382441,197513,184928,4350,3981,8331,15889,13965,29854,21789,19814,41603,22400,20340,42740,20280,18275,38555,16253,16503,32756,13223,13643,26866,11804,12449,24253,11210,11908,23118,11591,10992,22583,10900,9679,20579,9122,8644,17766,7761,6785,14546,8472,7748,16220,5529,4239,9768,3856,3540,7396,1914,1263,3177,928,929,1857,242,231,473,455.8,9.6,61.2,28.5
87,Catania,869673,437965,431708,11515,10364,21879,33984,31401,65385,50263,45591,95854,51679,46111,97790,43583,40148,83731,35216,39156,74372,30512,33029,63541,28654,32167,60821,25433,28137,53570,25947,26670,52617,23374,21838,45212,19529,19222,38751,15934,15760,31694,16896,16654,33550,10737,10262,20999,8278,8414,16692,3866,3574,7440,1970,2402,4372,595,808,1403,437.8,9.5,61.7,28.3
