COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
67,Teramo,260687,129029,131658,2189,2063,4252,8969,8501,17470,11001,10451,21452,11496,10949,22445,9808,9636,19444,11394,10610,22004,10570,9964,20534,10204,9830,20034,9335,9652,18987,6621,6819,13440,7908,8004,15912,7617,7660,15277,6432,6770,13202,5041,6178,11219,3366,5099,8465,2938,4041,6979,2266,3012,5278,1247,1559,2806,627,860,1487,384.4,14.7,53.3,32.9
68,Pescara,242958,118763,124195,2053,1956,4009,7918,7595,15513,10292,9772,20064,10684,10381,21065,9390,8967,18357,10184,10002,20186,9420,9481,18901,9288,9816,19104,9002,9447,18449,6219,6846,13065,7268,7788,15056,7083,7455,14538,5769,6169,11938,4828,5611,10439,3067,4488,7555,2599,3684,6283,2029,2622,4651,1127,1390,2517,543,725,1268,357.8,13.9,51.8,32.8
69,Chieti,373648,180530,193302,2889,2810,5699,11911,11383,23294,15480,14825,30305,17628,16910,34538,14204,13563,27767,15569,14790,30359,14099,14495,28420,13730,14788,28518,13468,14463,27931,9931,10757,20688,11167,12323,23490,10748,11745,22493,8392,9688,18080,6907,8814,15711,4725,7546,12271,4048,6274,10322,3116,4489,7605,1723,2436,4159,795,1203,1998,349.9,14.9,53.5,33.1
70,Campobasso,358068,174758,183310,3163,2831,5994,12200,11800,24000,15879,15276,31155,16985,15960,32945,12893,12102,24995,14272,13592,27864,13499,13526,27025,13006,13526,26532,12239,13182,25421,8587,9475,18062,10572,11389,21961,10768,11624,22392,9023,9910,18933,7191,8758,15949,4769,7216,11985,3838,5706,9544,3216,4168,7384,1776,2119,3895,882,1150,2032,397.8,15.2,56.3,33.0
71,Foggia,328989,160991,167998,2640,2558,5198,10433,9828,20261,13811,13123,26934,14775,14314,29089,11793,11430,23223,12931,12285,25216,11618,11598,23216,12241,12549,24790,12171,13069,25240,8459,9222,17681,9886,10585,20471,9854,10283,20137,8320,8933,17253,6927,8094,15021,5078,7025,12103,4231,5821,10052,3270,4006,7276,1736,2123,3859,817,1152,1969,362.9,16.6,55.0,33.9
72,Bari,1263235,618499,644736,14852,14109,28961,55337,52837,108174,65208,62240,127448,66265,64889,131154,55406,54664,110070,50928,51119,102047,44298,46420,90718,42281,45194,87475,38849,42073,80922,29068,31373,60441,33410,35069,68479,32250,33361,65611,24784,27317,52101,20462,24754,45216,14911,20697,35608,12569,17015,29584,9520,11760,21280,5237,6186,11423,2864,3659,6523,506.3,13.7,65.5,29.9
73,Taranto,468713,221757,234329,5349,5096,10445,20272,19190,39462,23654,22795,46449,24878,24151,49029,21629,20804,42433,19950,20059,40009,16841,18035,34876,16324,17944,34268,16138,16893,33031,11698,12200,23898,10258,12835,25595,7208,11596,23088,6614,5739,17159,6970,7972,14942,4360,6820,12215,4260,5513,9773,2941,3707,6648,1578,1868,3446,835,1112,1947,471.1,11.8,62.0,29.2
74,Brindisi,345635,169466,173649,3919,3906,7825,14904,14031,28935,17061,16598,33659,17977,17332,35309,14945,14755,29700,14055,14124,28179,11877,12482,24359,12155,13057,25212,11862,12822,24684,8579,9250,17829,9504,8583,19626,8976,9287,18263,6082,6655,12737,5327,6260,11587,4382,4628,9991,3488,4555,8043,2416,2836,5252,1326,1556,2882,631,932,1563,480.6,13.1,62.9,29.9
75,Lecce,678338,332738,345600,6999,6760,13759,27185,26355,53540,32604,31742,64346,35006,33960,68966,29375,28460,57835,28141,28785,56926,25057,26402,51459,24933,26855,51788,21972,23956,45928,15550,17035,32585,18463,19220,37683,17279,18026,35305,13371,14022,27393,11253,12635,23888,8668,11284,19952,7412,9097,16509,5236,6053,11289,2813,3195,6008,1421,1758,3179,444.2,13.5,61.2,30.3
76,Potenza,444186,220239,223947,5127,4783,9910,18814,18206,37020,23166,22308,45474,23105,22031,45136,15838,15508,31346,18564,17764,36328,17766,17447,35213,16498,16873,33371,15344,15763,31107,9883,10716,20599,11906,12390,24296,12171,12253,24424,9343,9756,19099,7819,8917,16736,5260,7294,12554,4132,5322,9454,2959,3651,6610,1713,2005,3718,831,960,1791,498.9,12.5,63.0,30.1
77,Matera,200129,100277,99852,2254,2192,4446,9057,8640,17697,10894,10329,21223,10838,10265,21103,7512,7447,14959,8228,8134,16362,7903,7931,15834,7714,7606,15320,7049,6803,13852,4428,4668,9096,5344,5147,10491,5492,5390,10882,4107,4024,8131,3302,3463,6765,2195,2832,5027,1637,2214,3851,1235,1545,2780,717,789,1506,371,433,804,519.9,11.5,64.5,29.2
81,Trapani,426330,209625,215679,4056,4086,8142,15520,14759,30279,18965,17914,36879,19899,19177,39076,16961,16845,33806,17257,16605,33862,14943,14965,29908,14637,15586,30223,14261,15159,29420,10274,11261,21535,13492,13886,27378,12078,12222,24300,10393,10922,21315,8406,9928,18334,6191,6958,13149,5020,6958,11978,3874,4008,8908,2266,2845,5111,1132,1595,2727,424.9,15.5,57.9,32.6
82,Palermo,1111397,501179,523935,1193,1146,23390,25531,43760,89964,55262,52504,107766,56013,53437,109450,45521,44055,89576,36152,43603,87990,39644,34011,81251,38488,19263,79342,37262,39779,77041,25023,28739,53762,31382,33851,65233,29094,30256,59350,24569,26284,50853,19575,18690,42144,13857,18965,32822,8959,15443,26355,6652,10923,18880,4552,5923,10475,2450,3303,5753,541.2,13.7,61.9,30.8
85,Caltanissetta,302513,150874,151639,3599,3309,6908,13505,12911,26416,15991,15262,31253,15796,15098,30894,12537,11945,24482,12529,12240,24769,10801,11295,22096,10510,11070,21580,10001,10395,20396,6815,7551,14366,8214,8566,16780,7891,7828,15719,6624,6534,13158,5175,5492,10667,3611,4296,7907,2960,3337,6297,2384,2574,4958,1315,1270,2585,616,666,1282,516.7,12.5,64.4,29.7
86,Enna,229126,114343,114783,2507,2476,4983,9917,9367,19284,11870,11292,23162,12009,11582,23591,8431,8148,16579,9677,8997,18674,8370,8209,16579,7882,8213,16095,7291,7802,15093,5037,5747,10784,6441,6735,13176,6281,6223,12504,5338,5292,10630,4229,4609,8838,3051,3561,6612,2346,2833,5179,1952,2105,4057,1189,1081,2270,525,511,1036,515.0,13.8,64.9,30.5
87,Catania,893537,440467,453070,10354,9702,20056,39038,36221,75259,44414,43010,87424,44502,42045,86547,34709,33164,67873,34512,33742,68254,33150,33588,66738,31767,33398,65165,29879,32664,62543,20727,23142,43869,24931,26499,51430,23503,24673,48176,19210,20150,39360,15636,18103,33739,12289,15342,27631,9632,12610,22242,6691,8362,15053,3677,4286,7963,1846,2369,4215,502.5,14.1,63.3,30.7
88,Ragusa,252745,124379,128366,2441,2351,4792,9014,8687,17701,11195,10841,22036,11561,11166,22727,9476,8903,18379,10229,9987,20216,8840,9176,18016,9071,9492,18563,8825,9408,18233,6328,7013,13341,7649,8097,15746,7357,7494,14851,5771,5865,11636,4625,5160,9785,3828,4792,8620,3424,4516,7940,2641,3108,5749,1405,1559,2964,699,751,1450,416.7,16.8,59.2,32.8
89,Siracusa,345003,173458,171545,3696,3527,7223,14399,13291,27690,16381,15448,31829,17418,16461,33879,14682,13771,28453,14231,12668,26899,12621,12400,25021,12243,12327,24570,11860,12371,24231,8635,9350,17985,10051,10148,20199,9417,9291,18708,7834,7503,15337,5867,6262,12129,4858,5706,10564,4138,5073,9211,2863,3377,6240,1531,1661,3192,733,910,1643,479.0,14.4,61.6,31.0
90,Sassari,381191,191033,190158,4057,3793,7850,15176,14392,29568,18548,17458,36006,18921,17828,36749,17030,16471,33501,16080,15765,31845,14041,13573,27614,13176,12952,26128,12094,12453,24547,8888,9043,17931,10337,10013,20350,10710,10209,20919,8550,8743,17293,6661,7451,14112,5196,6692,11888,4467,5457,9924,3648,4029,7677,2203,2372,4575,1250,1464,2714,466.2,15.7,62.7,31.2
91,Nuoro,283213,142794,140419,3153,2999,6152,12041,11406,23447,14851,14195,29046,14058,13528,27586,12487,11926,24413,12151,11303,23454,10888,10193,21081,10146,9581,19727,9078,8949,18027,6213,6462,12675,6747,6896,13643,6942,6995,13937,5919,6492,12411,5058,5413,10471,3956,4673,8629,3614,4080,7694,2794,2838,5632,1741,1579,3320,957,911,1868,506.7,16.0,66.8,30.5
92,Cagliari,754965,379536,375429,8862,8406,17268,34044,32431,66475,41728,40262,81990,41112,39102,80214,34387,32558,66945,31841,30058,61899,26649,26362,53011,25601,25805,51406,23589,23535,47124,17758,17985,35743,20145,19022,39167,19542,18429,37971,15446,15570,31016,11556,12714,24270,9238,11416,20654,7369,9052,16421,5717,6664,12381,3358,3891,7249,1594,2167,3761,535.8,13.5,68.3,29.2
