COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
17,Brescia,469831,237527,232304,7064,6707,13771,23666,23402,47068,25849,25473,51322,22332,22480,44812,21551,23091,44642,19763,19504,39267,17786,18074,35860,15276,15628,30904,14897,15150,30047,14472,14299,28771,12385,11585,23970,11898,11274,23172,9746,8473,18219,8640,7940,16580,5364,4148,9512,3833,2892,6725,2007,1373,3380,782,644,1426,216,167,383,575.3,7.4,61.2,27.4
18,Pavia,302086,152497,149589,4257,4064,8321,13195,12707,25902,15337,15111,30448,14976,14579,29555,13906,14197,28103,11555,12068,23623,10733,11469,22202,10172,10185,20357,10527,10598,21125,10458,10166,20624,9206,8678,17884,8386,7656,16042,6653,6366,13019,5425,5084,10509,3455,3016,6471,2495,2178,4673,1329,1088,2417,348,318,666,84,61,145,498.3,7.4,56.1,28.6
19,Cremona,295667,151298,144369,4379,3956,8335,13917,13046,26963,15769,15060,30829,14540,13932,28472,14061,14088,28149,11718,11508,23226,9798,10045,19843,9946,9936,19882,10221,9561,19782,9901,9203,19104,8458,7758,16216,7810,7117,14927,6946,6269,13215,5259,4977,10236,3991,3537,7528,2521,2417,4938,1526,1435,2961,427,422,849,110,102,212,548.6,8.9,60.2,28.5
20,Mantova,394054,202762,191292,5522,5045,10567,17883,17329,35212,20979,19974,40953,20001,18737,38738,18630,18412,37042,20003,15669,35672,14197,14163,28360,12922,13180,26102,13781,13140,26921,12703,11847,24550,10366,9583,19949,9064,8744,17808,8712,8255,16967,7036,6914,13950,4917,4520,9437,3530,3353,6883,1739,1724,3463,607,547,1154,170,156,326,529.8,8.6,59.3,28.2
23,Verona,396348,200461,195887,6240,6112,12352,20342,19913,40255,23067,22266,45333,20548,19773,40321,18090,18367,36457,15085,16187,31272,13466,14157,27623,12872,13006,25878,13158,12622,25780,12305,11633,23938,9535,8894,18429,8668,8437,17105,8815,8232,17047,6959,6336,13295,4668,4239,8907,3651,3288,6939,2072,1692,3764,712,555,1267,208,178,386,611.9,9.0,67.4,27.3
24,Vicenza,174132,82674,91458,2506,2469,4975,9538,9202,18740,10790,10474,21264,9343,9347,18690,7080,8434,15514,5831,7199,13030,4998,6515,11513,4669,5866,10535,4724,5897,10621,4251,5305,9556,3883,4470,8353,3492,4076,7568,3485,4056,7541,2863,3318,6181,1892,1878,3770,1688,1634,3322,1055,859,1914,425,350,775,161,109,270,604.7,10.0,73.4,27.2
25,Belluno,375696,192127,183569,5693,5300,10993,18857,18040,36897,22664,21736,44400,20971,19428,40399,18907,18096,37003,15792,15134,30926,12769,12851,25620,11855,11631,23486,12020,11435,23455,10992,10485,21477,8998,8529,17527,8294,7831,16125,7939,7608,15547,6143,5857,12000,3968,3681,7649,3452,3300,6752,1958,1794,3752,642,564,1206,213,269,482,601.4,8.9,68.3,27.0
26,Treviso,356585,178492,178093,5131,4905,10036,15689,15109,30798,18254,17722,35976,16625,15734,32359,16845,16789,33634,15882,15374,31256,13745,13632,27377,12204,12445,24649,12225,12352,24577,11052,11165,22217,9621,9653,19274,8376,8428,16804,7516,7778,15294,6047,6299,12346,3954,4265,8219,3092,3613,6705,1544,1837,3381,500,741,1241,190,252,442,499.5,8.8,56.8,28.6
27,Venezia,397756,201650,196106,6172,5802,11974,18626,17977,36603,23028,22275,45303,20696,19978,40674,19051,18561,37612,17177,16212,33389,13531,13727,27258,13318,13285,26603,13406,13009,26415,12774,11758,24532,9791,9322,19113,8360,8208,16568,8749,8559,17308,6301,6364,12665,4638,4636,9274,3372,3637,7009,1930,2004,3934,581,614,1195,149,178,327,561.2,9.0,64.7,27.6
28,Padova,217696,109599,108097,3458,3212,6670,10774,10521,21295,12590,12111,24701,11014,10704,21718,10530,10445,20975,7994,8566,16560,7413,7525,14938,7592,7410,15002,7600,7365,14965,6677,6385,13062,5916,5421,11337,4804,4800,9604,4345,4226,8571,3337,3416,6753,2515,2635,5150,1780,1871,3651,905,1082,1987,277,299,576,78,103,181,586.3,8.8,65.2,27.4
29,Rovigo,501735,247338,254397,7052,6778,13830,25227,24589,49816,28038,27332,55370,24125,23052,47177,22523,22971,45494,19912,21261,41173,16387,18164,34551,15625,17297,32922,14952,15974,30926,14343,15068,29411,12022,12846,24868,11870,12758,24628,10971,11498,22469,8550,9358,17908,5772,5687,11459,5336,5172,10508,3065,2998,6063,1146,1106,2252,422,488,910,574.8,10.2,64.9,28.4
30,Udine,226717,116668,110049,3469,3295,6764,10169,9778,19947,11966,11253,23219,10553,10093,20646,10133,10602,20735,10971,9505,20476,8047,8370,16417,7386,7579,14965,7308,7260,14568,7507,6894,14401,6370,5924,12294,6615,5831,12446,4912,4406,9318,4960,4168,9128,2782,2230,5012,1951,1661,3612,1028,768,1796,407,329,736,134,103,237,532.0,7.9,56.6,28.5
33,Piacenza,267288,135345,131943,3664,3514,7178,11852,11630,23482,13761,13331,27092,13019,12325,25344,12250,12574,24824,10953,11357,22310,8917,9674,18591,8835,9120,17955,8400,8557,16957,8402,8102,16504,7322,6977,14299,7777,7016,14793,6304,5750,12054,5736,5126,10862,3277,2944,6221,2638,2186,4824,1488,1154,2642,560,425,985,190,181,371,516.3,8.9,58.0,29.0
34,Parma,244904,123568,121336,3598,3513,7111,11243,10882,22125,13159,12827,25986,12239,11959,24198,11722,12113,23835,9642,10563,20205,7958,8751,16709,8264,8332,16596,7685,7730,15415,7718,7493,15211,6861,6302,13163,6402,5846,12248,5679,5128,10807,4701,4158,8859,2857,2511,5368,2159,1823,3982,1167,938,2105,396,347,743,118,120,238,531.7,8.1,60.0,28.1
35,ReggioEmilia,279226,141296,137930,4101,3679,7780,12297,12101,24398,14360,14074,28434,13112,12847,25959,13176,13924,27100,11630,11967,23597,9696,10367,20063,9681,9528,19209,8995,8625,17620,8751,8299,17050,7932,7546,15478,7610,7032,14642,6567,6098,12665,5613,4950,10563,3310,2940,6250,2468,2165,4633,1395,1186,2581,460,436,896,142,166,308,513.1,8.2,56.9,28.6
36,Modena,457428,232529,224899,6255,5953,12208,20118,19997,40115,23123,22305,45428,21445,20540,41985,22139,22348,44487,21074,19951,41025,16467,16307,32774,16183,16035,32218,15691,15186,30877,14040,13203,27243,12726,11807,24533,11833,11046,22879,10523,10017,20540,9203,8425,17628,5207,5103,10310,3651,3753,7404,1953,1990,3943,672,686,1358,226,247,473,507.8,8.0,55.5,28.6
37,Bologna,230804,117453,113351,3246,3003,6249,10425,10101,20526,12913,12467,25380,10904,10324,21228,11346,11444,22790,10205,10074,20279,8455,8272,16727,8266,7821,16087,8523,7926,16449,7833,7108,14941,6261,5596,11857,5534,5165,10699,4402,4353,8755,4028,3921,7949,2336,2578,4914,1562,1693,3255,851,1005,1856,272,365,637,91,135,226,508.6,7.4,57.5,27.8
38,Ferrara,225757,115138,110615,2771,2518,5289,9215,8922,18137,10935,10792,21727,10403,10158,20561,11009,11190,22199,10448,10086,20534,8837,8384,17221,8977,8217,17194,8197,7591,15788,7229,6947,14176,6151,5557,11708,5813,5573,11386,4496,4359,8855,4518,4385,8903,2695,2545,5240,1951,1922,3873,983,943,1926,384,385,773,126,141,267,446.9,8.2,52.6,28.9
39,Ravenna,251081,128609,122474,3959,3763,7722,11328,10733,22061,12860,12373,25233,11449,10836,22285,11847,12305,24152,11253,10917,22170,9417,9405,18822,9587,9407,18994,8293,7925,16218,7783,7603,15386,6640,5965,12605,6527,6103,12630,5133,4612,9745,5134,4597,9731,3088,2631,5719,2622,2012,4634,1065,800,1863,465,366,831,159,121,280,517.4,8.3,56.5,28.4
40,Forlì,223043,112290,110753,3236,3058,6294,9718,9227,18945,10949,10716,21665,10659,9862,20521,10373,10869,21242,9146,9762,18908,7594,7830,15424,7808,7978,15786,6928,7219,14147,6535,6774,13309,6209,6060,12269,6050,6016,12066,5212,4900,10112,4881,4358,9239,2800,2575,5375,2449,2107,4556,1129,908,2037,486,389,875,128,145,273,500.5,9.2,56.5,29.2
41,Pesaro,267335,130939,136398,3832,3697,7529,11711,11071,22782,12801,12264,25065,12755,11949,24704,11743,12647,24390,10941,11486,22427,8750,9763,18513,8789,9763,18552,7976,9051,17027,7613,8597,16210,7041,7853,14894,6677,7288,13965,5899,6310,12209,5394,5643,11037,3610,3733,7343,2951,2967,5918,1520,1370,2890,733,694,1427,203,252,453,494.4,10.7,58.0,29.7
42,Ancona,239652,116572,123076,3435,3111,6546,10283,9537,19820,11327,10659,21986,10791,10408,21199,10742,11631,22373,8750,10461,19211,7926,8840,16766,7739,8417,16156,7064,8214,15278,6533,7770,14303,6221,7043,13264,6224,7224,13448,5461,5639,11100,5186,5325,10511,3499,3505,7004,2846,2925,5775,1526,1438,2964,781,701,1482,238,228,466,476.5,11.6,57.2,30.4
43,Macerata,209178,101904,107274,3165,2963,6128,9147,8699,17846,9786,9274,19060,9086,8689,17775,9326,9707,19033,7752,8781,16533,6772,7631,14403,6831,7737,14568,6194,7274,13468,5709,6662,12371,5950,6428,12378,5400,5926,11326,5165,5471,10636,4324,4679,9003,2989,3046,6035,2295,2388,4683,1284,1254,2538,562,497,1059,167,168,335,501.6,11.0,56.4,30.3
44,AscoliPiceno,169429,81791,87638,2447,2561,5008,8595,8323,16918,9840,9726,19566,9232,9151,18383,7869,9101,16970,5677,7331,13008,4540,5782,10322,4808,5941,10749,4269,5044,9313,4308,4902,9210,4011,4312,8323,4310,4421,8731,3466,3484,6950,3359,3099,6458,1824,1680,3504,1585,1435,3020,969,800,1769,481,395,876,201,150,351,575.5,9.5,69.4,27.5
45,Massa,284475,135450,149025,4167,3926,8093,13365,13146,26511,15670,15081,30751,14456,13834,28290,12671,14803,27474,9113,12721,21834,7287,10195,17482,7887,10452,18339,7291,8820,16111,7340,8864,16204,6956,7671,14627,7772,8451,16223,6260,6516,12776,5836,5617,11453,3200,3166,6366,3084,2930,6014,1716,1574,3290,978,887,1865,401,371,772,525.5,10.6,64.9,28.9
46,Lucca,790719,400918,389801,11562,11069,22631,33331,32692,66023,41347,40063,81410,36830,35676,72506,37013,38361,75374,31518,32480,63998,26495,28465,54960,28906,29320,58226,25873,25769,51642,25308,24637,49945,21560,20365,41925,24455,21918,46373,17580,15638,33218,16483,14203,30686,8769,7532,16301,7727,6368,14095,3720,3089,6809,1842,1583,3425,599,573,1172,495.2,8.3,56.2,28.9
48,Firenze,121588,61081,60507,1276,1268,2544,4548,4482,9030,5334,5263,10597,4945,4935,9880,5500,6043,11543,6095,5804,11899,4745,4855,9600,5046,4857,9903,4371,4280,8651,4063,3979,8042,3467,3470,6937,3626,3368,6994,2514,2424,4938,2298,2153,4451,1374,1322,2696,984,967,1951,542,601,1143,261,304,565,92,132,224,388.2,7.9,46.6,29.9
49,Livorno,283535,147158,136377,4145,4027,8172,12890,12314,25204,15357,14658,30015,14694,13679,28373,14301,13991,28292,12088,11605,23693,10182,9660,19842,10631,9879,20510,9266,8644,17910,8958,8222,17180,7674,6625,14299,7598,6680,14278,5775,5047,10822,5447,4525,9972,3194,2646,5840,2688,2292,4980,1349,1101,2450,697,578,1275,224,204,428,538.3,8.5,60.4,28.0
50,Pisa,238740,122956,115784,3806,3606,7412,9937,9696,19633,12535,12186,24721,11351,10375,21726,11312,11313,22625,9309,9422,18731,8535,8273,16808,8940,8406,17346,7607,7234,14841,7506,7314,14820,6764,6293,13057,7457,6788,14245,5261,4687,9948,5320,4402,9722,2712,2292,5004,2537,1932,4469,1215,865,2080,634,524,1158,218,176,394,520.5,8.6,56.9,29.0
51,Arezzo,205926,108033,97893,2979,2845,5824,8517,8186,16703,10153,9841,19994,9888,8959,18847,10054,9867,19921,8992,8294,17286,8261,7463,15724,8416,7584,16000,7213,6436,13649,6412,5751,12163,6059,5137,11196,6169,5315,11484,4613,4087,8700,4535,3648,8183,2491,1930,4421,1917,1577,3494,859,594,1453,384,285,669,121,94,215,496.2,7.6,53.3,28.9
52,Siena,114289,64367,49892,1603,1582,3185,4975,4789,9764,5751,5485,11236,6162,5218,11380,6979,5461,12440,6510,4678,11188,5757,3740,9497,5819,3625,9444,4615,2996,7641,4097,2873,6970,3418,2405,5823,3077,2231,5308,1990,1578,3568,1785,1510,3295,800,716,1516,575,560,1135,278,255,533,133,137,270,43,53,96,554.0,4.7,52.0,26.6
53,Grosseto,572048,294013,278035,7734,7641,15375,23046,22189,45235,29158,27610,56768,28707,26458,55165,27144,26846,53990,24927,24459,49386,21722,20614,42336,21005,20420,41425,18395,17690,36085,17129,17184,34313,15384,14673,30057,16696,15715,32411,12354,11235,23589,12515,10430,22945,6499,5927,12426,6228,5060,11288,3012,2187,5199,1756,1238,2994,602,459,1061,476.4,9.0,56.1,29.2
54,Perugia,902479,480023,422456,11519,11373,22892,36682,35385,72067,41976,40606,82582,42074,38687,80761,45778,40199,85977,49424,38569,87993,43471,35146,78617,42267,34026,76293,35719,29374,65093,32982,26571,59553,24870,21225,46095,24203,21907,46110,16792,16072,32864,14967,14944,29911,7729,7832,15561,5625,6194,11819,2430,2467,4897,1154,1438,2592,361,441,802,465.7,5.9,48.3,28.2
58,Roma,714089,353605,360484,9973,9668,19641,30502,30077,60579,39119,37654,76773,34615,32666,67281,32179,32623,64802,31560,30545,62105,25298,26337,51635,27308,28341,55649,21936,22301,44237,23842,24509,48351,15359,16603,31962,18648,20487,39135,12023,13073,25096,14050,15829,29879,6814,7451,14265,6052,7210,13262,2326,2556,4882,1571,1959,3530,430,595,1025,487.2,8.2,57.7,28.4
61,Caserta,238425,118799,119626,3585,3513,7098,10208,9952,20160,12578,11862,24440,10743,10192,20935,10143,10379,20522,9123,9690,18813,9262,9222,18484,10017,9553,19570,7575,7286,14861,7334,7621,14955,5505,5732,11237,6281,6842,13123,4575,4930,9505,5275,5740,11015,2629,2881,5510,2337,2541,4878,919,917,1836,551,580,1131,159,193,352,507.1,9.0,56.8,29.2
62,Benevento,1001060,498836,502224,13074,12453,25527,42450,40118,82568,50307,48625,98932,46827,45018,91845,44392,45750,90142,44804,45161,89965,36641,37863,74504,38207,39946,78153,31649,31096,62745,35268,35060,70328,22253,23211,45464,28582,30208,58790,17372,18097,35469,20990,22184,43174,9271,9527,18798,9201,9753,18954,3842,3673,7515,2818,3356,6174,888,1125,2013,460.2,8.2,54.3,29.1
63,Napoli,392617,194347,198270,5824,5510,11334,18347,17816,36163,21349,20284,41633,18161,17658,35819,17310,17855,35165,15266,16946,32212,14684,15166,29850,14937,14916,29853,11169,11433,22602,11788,12207,23995,8764,9422,18186,10465,11222,21687,7127,7646,14773,8426,9234,17660,4141,4316,8457,3846,4017,7863,1470,1384,2854,1017,967,1984,256,271,527,536.5,8.8,59.6,28.6
64,Avellino,550157,266129,284038,7195,6555,13750,24411,23523,47934,28789,27349,56138,25560,24371,49931,23816,25057,48873,22424,24381,46805,17894,21134,39028,18174,21518,39692,14357,16495,30852,16814,19565,36379,11259,13111,24360,15303,17721,33024,10124,11271,21395,12963,14044,27007,5847,6232,12079,6177,6608,12785,2485,2317,4802,1946,2092,4038,591,694,1285,481.3,10.1,58.4,29.6
65,Salerno,352993,164251,188787,5180,4972,10107,17897,17140,35037,19955,19099,39054,16230,17030,33260,13239,17184,30423,11497,15999,27496,10798,14629,25427,10717,13844,24561,9385,11978,21363,8638,11400,20038,7779,9700,17479,8088,9915,18003,6716,8101,14817,6811,7570,14381,4469,4261,8730,3922,3686,7608,1805,1365,3170,865,693,1558,260,221,481,530.9,10.1,65.0,28.4
66,Aquila,254806,127319,127487,3519,3329,6848,11380,11049,22429,12748,12343,25091,11617,10631,22248,10789,10821,21610,9575,10510,20085,9149,9510,18659,8784,8858,17642,7659,7884,15543,7898,8434,16332,6802,6979,13781,6524,6946,13470,5966,6116,12082,6354,6072,12426,3748,3025,6773,2609,2869,5478,1268,1189,2457,704,706,1410,226,216,442,522.6,10.2,57.6,30.0
67,Teramo,343938,168915,175023,5367,5146,10513,16068,15568,31636,17298,16909,34207,15877,15018,30895,14682,15368,30050,14431,15139,29570,12143,13133,25276,11904,12928,24832,9868,10797,20665,10392,11314,21706,8635,9326,17961,7640,8389,16029,6438,7149,13587,7146,7890,15036,4171,4288,8459,3681,3715,7396,1840,1620,3460,1007,1003,2010,327,323,650,535.7,10.2,60.2,29.0
69,Chieti,365420,176279,189141,5938,5861,11799,16654,16047,32701,19359,18315,37674,16509,16132,32641,15666,16230,31896,14286,16634,30920,13975,15703,29678,13405,14738,28143,10037,11147,21184,10505,11776,22281,8652,9986,18638,8532,10208,18740,6444,7815,14259,6812,8149,14961,3878,4355,8233,3202,3617,6819,1464,1386,2850,725,831,1556,236,211,447,516.1,8.6,58.4,28.5
70,Campobasso,356239,177854,178385,5755,5592,11347,17410,17016,34426,19411,18655,38066,17172,15743,32915,17116,16156,33272,16223,16281,32504,15968,15118,31086,14936,13902,28838,11323,10470,21793,11463,11698,23161,7547,8066,15613,7888,9183,17071,4941,5904,10845,5140,7038,12178,2266,2843,5109,1955,2690,4645,727,935,1662,456,847,1303,157,248,405,547.4,5.8,57.4,26.7
71,Foggia,679382,338194,341188,10110,9616,19726,34460,33362,67822,37058,36097,73155,34614,32789,67403,30386,31744,62130,29449,31480,60929,26241,27000,53241,25301,25342,50643,19492,19293,38785,22721,23304,46025,13518,14277,27795,17425,18221,35646,9404,10145,19549,12875,13194,26069,4909,4887,9796,5630,5725,11355,2067,1874,3941,2008,2263,4271,526,575,1101,553.5,7.2,61.4,27.1
72,Bari,553224,276154,277070,8230,8115,16345,28004,27049,55053,30399,29563,59962,25899,24452,50351,24503,24679,49182,22280,22822,45102,22182,21958,44140,20410,20102,40512,16629,16273,32902,18158,18182,36340,12674,13393,26067,14292,15121,29413,8933,9509,18442,10377,11449,21826,4873,4885,9758,4403,4927,9330,1887,1944,3831,1511,2018,3529,510,629,1139,575.7,8.0,60.9,27.8
75,Lecce,524504,251621,272883,8256,7851,16107,26536,25675,52211,28679,27225,55904,24819,23926,48745,22128,23499,45627,20481,23800,44281,19206,21710,40916,18671,21492,40163,13577,14991,28568,15359,18731,34090,10582,12227,22809,12744,15896,28640,7724,9584,17308,10914,12859,23773,4278,4671,8949,4281,5168,9449,1609,1547,3156,1388,1602,2990,389,429,818,550.0,7.8,60.8,27.8
76,Potenza,451153,214417,236736,5471,5093,10564,22861,21239,44100,26430,23915,50345,24332,22777,47109,19873,21492,41365,18044,21924,39968,14914,18652,33566,14954,19497,34451,11110,13335,24445,13744,17378,31122,7936,9505,17441,11209,14421,25630,6196,7455,13651,8763,10346,19109,3209,3321,6530,3100,3808,6908,1080,1090,2170,917,1119,2036,274,369,643,486.9,6.5,60.7,27.2
78,Cosenza,433974,216282,217692,5541,5143,10684,20324,19544,39868,23880,22682,46562,22867,20927,43794,20002,19589,39591,19508,19069,38577,17589,17245,34834,16574,17035,33609,12700,12578,25278,14487,15499,29986,9752,10370,20122,10565,12464,23029,6294,6878,13172,7800,9195,16995,3299,3399,6698,2729,3512,6241,1205,1133,2338,855,1065,1920,311,365,676,500.4,6.5,57.7,27.5
79,Catanzaro,372723,184660,188063,4744,4568,9312,17735,16782,34517,21349,20328,41677,18892,17904,36796,15756,16685,32441,16272,17192,33464,14203,14610,28813,13966,14569,28535,10956,10954,21910,12945,13526,26471,7824,8001,15825,9604,10608,20212,5265,5757,11022,7030,7709,14739,2872,2942,5814,2852,3325,6177,1076,1043,2119,976,1173,2149,343,387,730,500.7,7.3,59.7,27.6
80,ReggioCalabria,283947,141597,142350,4271,3747,8018,16329,15319,31648,17653,16820,34473,14026,13497,27523,12980,13495,26475,12337,13127,25464,11685,11255,22940,10533,10437,20970,7859,7463,15322,8632,8416,17048,4918,4950,9868,5903,6644,12547,3276,3771,7047,5172,6488,11660,2233,2337,4570,2172,2547,4719,749,782,1531,700,1009,1709,169,246,415,617.9,7.6,67.7,26.1
81,Trapani,698873,352537,346336,9875,9580,19455,35645,34164,69809,39287,37280,76567,34727,32689,67416,31978,31769,63747,32164,30499,62663,28152,27225,55377,26921,26324,53245,21472,21013,42485,22346,21501,43847,13545,13595,27140,15539,16966,32505,9579,9941,19520,13890,15740,29630,6411,6577,12988,6329,6568,12897,2263,2104,4367,1940,2231,4171,474,570,1044,563.8,8.2,62.5,27.3
82,Palermo,460538,227567,232971,5715,5562,11277,22883,21654,44537,24930,24215,49145,22899,22205,45104,20056,21395,41451,19643,20830,40473,16332,17181,33513,16367,17712,34079,12144,12763,24907,15118,15746,30864,9452,10168,19620,11881,13092,24973,6733,6957,13690,10553,10686,21239,4578,4165,8743,4639,4776,9415,1582,1473,3055,1548,1857,3405,514,534,1048,528.4,9.0,61.7,28.2
83,Messina,312358,155973,156385,4906,4715,9621,16869,15698,32567,19126,17839,36965,15832,15191,31023,13274,14067,27341,13833,14546,28379,12989,12118,25107,12607,12408,25015,8630,7984,16614,10452,10067,20519,5420,5557,10977,6802,8050,14852,3502,3630,7132,5831,7491,13322,2237,2271,4508,2195,2835,5030,644,698,1342,676,1024,1700,148,196,344,592.6,6.8,65.0,26.3
84,Girgenti,266378,136492,129886,4116,3867,7983,14036,13199,27235,15916,14661,30577,13015,12002,25017,12069,11679,23748,12631,12513,25144,11700,10057,21757,10780,9892,20672,7990,6936,14926,9816,9008,18824,5499,5165,10664,6309,6801,13110,2974,3149,6123,4832,5737,10569,1792,1712,3504,1709,2023,3732,584,514,1098,574,829,1403,150,142,292,586.1,6.1,60.9,26.5
85,Caltanissetta,563400,279984,283416,7460,7046,14506,28794,27176,55970,31762,30575,62337,27214,26397,53611,25412,26741,52153,24825,27143,51968,23163,22075,45238,22301,21935,44236,15271,14881,30152,19119,19179,38298,10623,10920,21543,14589,16056,30645,6986,7675,14661,10903,12674,23577,3920,3991,7911,4166,4942,9108,1487,1442,2929,1499,2024,3523,490,544,1034,534.1,7.0,59.8,27.2
87,Catania,341490,173270,168220,4945,4435,9380,19226,17585,36811,20579,19140,39719,17811,16413,34224,16873,16021,32894,15878,16145,32023,14243,12880,27123,13189,12987,26176,8706,8383,17089,11803,11245,23048,5859,5913,11772,7992,8788,16780,3875,3807,7682,6284,7556,13840,2109,2153,4262,2203,2691,4894,698,694,1392,806,1167,1973,191,217,408,594.8,6.2,63.8,26.0
