COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
1,Torino,1148687,560842,587845,8689,8452,17141,31922,30396,62318,40720,39171,79891,31268,29882,61150,49181,48939,98120,68162,55337,123499,51098,53478,104576,47101,52702,99803,41680,47747,89427,39839,45162,85001,34908,39169,74077,30158,33692,63850,25599,29405,55004,20827,24463,45290,16631,20308,36939,11933,14866,26799,7166,9108,16274,3048,4103,7151,912,1465,2377,261.9,10.7,37.0,33.0
2,Vercelli,359505,169874,189631,2685,2556,5241,10101,9977,20078,13488,12863,26351,9002,9010,18012,14287,16048,30335,15384,17388,32772,14810,16416,31226,12996,14979,27975,11295,14248,25543,11204,13916,25120,10015,12528,22543,9922,12186,22108,8832,10402,19234,7653,9378,17031,8861,6011,14872,4784,5745,10529,2771,3532,6303,1344,1779,3123,440,669,1109,272.3,14.2,41.6,34.4
3,Novara,389312,185548,203764,3215,3226,6441,12166,11628,23794,15491,15159,30650,11508,10937,22445,17371,18014,35385,18714,18836,37550,16123,17478,33601,13984,16314,30298,12082,14498,26580,11827,14196,26023,10364,12711,23075,10340,12072,22412,9133,10423,19556,7840,9195,17035,6468,7600,14068,4603,5618,10221,2736,3421,6157,1212,1791,3003,371,647,1018,304.4,12.7,43.4,33.0
4,Cuneo,619708,314804,304902,6436,6267,12733,23881,23601,47452,30396,29934,60330,23605,22565,46170,30510,29174,59684,37362,26688,64050,23726,23280,47006,20328,21963,42291,17569,19574,37143,17181,18835,36016,16215,17025,33240,15545,15592,31137,14483,14258,28741,12322,12346,24668,10481,9777,20258,7642,7108,14750,4561,4341,8902,1928,1924,3853,633,650,1284,431.4,12.1,53.4,30.5
6,Alessandria,755968,378796,377172,6108,5949,12057,23307,23242,46549,32142,31122,63264,24239,23467,47706,36222,34705,70927,40526,34129,74655,31304,30359,61663,26849,28758,55607,23345,25976,49321,23124,24995,48119,21829,23643,45472,20402,20902,41304,18779,17996,36775,16177,16164,32341,13976,14173,28149,10641,10775,21416,6566,6662,13228,2441,2977,5418,819,1178,1997,327.6,13.6,46.5,32.7
7,Aosta,226074,107474,118600,2052,2026,4078,7575,7545,15120,9936,9654,19590,7055,7019,14074,9731,10029,19760,10374,10085,20459,8675,9386,18061,7283,8534,15817,6505,7986,14491,6294,7912,14206,5881,7141,13022,5835,6806,12641,5502,6466,11968,4634,5707,10341,4169,4972,9141,2956,3628,6584,1840,2246,4086,851,1033,1884,326,425,751,356.0,14.9,50.0,33.1
8,Imperia,162353,82376,79977,1244,1254,2498,4496,4384,8880,6213,6151,12364,4490,4694,9184,6330,6320,12650,10592,6829,17421,6880,6758,13638,6116,6288,12404,5548,6016,11564,5213,5545,10758,4938,5097,10035,4637,4671,9308,4175,4219,8394,3707,3801,7508,3191,3157,6348,2248,2264,4512,1390,1457,2847,721,784,1505,247,288,535,301.4,13.9,42.8,33.9
9,Savona,220938,110247,110691,1860,1810,3670,7196,6822,14018,10127,9649,19776,7922,7516,15438,10194,10134,20328,11342,10124,21466,9053,9217,18270,8133,8769,16902,7270,8269,15539,7101,7706,14807,6455,6575,13030,5752,5745,11497,5043,5063,10106,4326,4343,8669,3424,3406,6830,2471,2600,5071,1623,1721,3344,691,832,1523,264,390,654,326.2,11.6,46.7,31.7
10,Genova,831269,402214,429055,6305,6233,12538,23785,23328,47113,31854,30908,62762,25887,25612,51499,35614,38109,73723,35039,40662,75701,36986,38645,75631,34147,37566,71713,31222,34980,66202,29215,32202,61417,26486,27364,53850,23021,23750,46771,19008,19801,38809,15583,16792,32375,12415,13625,26040,8071,9664,17735,4806,5890,10696,2018,2708,4726,752,1216,1968,268.5,10.3,39.4,32.5
11,La Spezia,221917,113813,108104,2033,2072,4105,7919,7745,15664,10785,10636,21421,8298,8254,16552,11609,10105,21714,18223,9745,27968,8895,8951,17846,7812,8799,16611,7277,8096,15373,6291,6838,13129,5091,5685,10776,4376,4867,9243,3994,4391,8385,3811,4093,7904,3236,3106,6342,2000,2271,4271,1291,1389,2680,626,771,1397,246,290,536,376.3,10.2,49.0,29.6
12,Varese,382322,179737,202585,3483,3306,6789,12976,12678,25654,16828,16625,33453,12532,12449,24981,18467,19971,38438,17526,20933,38459,16716,18947,35663,13904,16314,30218,11476,14349,25825,10875,13762,24637,10254,12425,22679,9629,10927,20556,7949,8666,16615,6160,7047,13207,4782,5725,10507,3327,4198,7525,1811,2545,4356,762,1250,2012,280,468,748,311.1,9.4,43.6,30.7
13,Como,487186,232912,254274,5152,4999,10151,18351,18155,36506,23395,23080,46475,16509,16413,32922,24132,25143,49275,21050,24992,46042,20511,22182,42693,17309,19915,37224,14396,17679,32075,13981,16691,30672,12834,15149,27983,12447,13422,25869,10060,11033,21093,8135,8775,16910,6320,7070,13390,4422,4922,9344,2595,3026,5621,1008,1243,2251,305,385,690,368.5,9.5,47.7,30.1
14,Sondrio,133726,64733,68993,1768,1713,3481,6163,6130,12293,7444,7406,14850,5345,5236,10581,6631,6127,12758,5404,5734,11138,4867,5153,10020,3810,4579,8389,3224,4044,7268,3109,3929,7038,3252,3765,7017,3519,3863,7382,2984,3222,6206,2578,2856,5434,1905,2179,4084,1306,1483,2789,892,963,1855,392,463,855,140,148,288,533.5,11.9,61.8,29.5
15,Milano,2001555,974797,1026758,18982,18317,37299,65950,64707,130657,84073,82726,166799,62973,62546,125519,96783,103086,199869,95494,107886,203380,96544,97890,194434,85271,89601,174872,73229,79256,152485,67535,72706,140241,59541,62508,122049,52025,52682,104707,38810,40750,79560,29594,32943,62537,22549,25654,48203,14369,17900,32269,7703,10050,17753,2675,4322,6997,697,1228,1925,305.1,7.5,39.6,30.2
16,Bergamo,584742,276789,307953,9163,8866,18029,29828,29786,59614,36357,35934,72291,24628,24413,49041,30864,31792,62656,22265,29330,51595,20430,24849,45279,17127,21481,38608,14546,19231,33777,14113,18014,32127,13012,15934,28946,12555,13663,26218,10244,11101,21345,8317,8877,17194,6329,6734,13063,4036,4397,8433,2044,2428,4472,742,881,1623,189,242,431,536.6,7.8,63.5,26.5
17,Brescia,710583,348627,361956,10041,9898,19939,34537,33643,68180,42156,41069,83225,28649,28216,56865,36380,35816,72196,30346,33248,63594,27509,28679,56188,23665,26165,49830,20951,23503,44454,19074,21112,40186,17059,18398,35457,15320,16061,31381,13465,13740,27205,10903,11644,22547,8731,9284,18015,5462,6169,11631,3095,3443,6538,1036,1425,2461,248,443,691,522.9,8.9,60.4,27.5
18,Pavia,481780,238165,243615,4005,3866,7871,15011,14856,29867,20151,19387,39538,13914,13566,27480,22384,22460,44844,22088,22809,44897,21271,20689,41960,18302,19445,37747,15664,17103,32767,14763,16203,30966,14113,14982,29095,13641,13939,27580,11701,11651,23352,10225,10431,20656,8734,8790,17524,6240,6537,12777,3927,4333,8260,1505,1875,3380,526,693,1219,317.9,12.9,44.3,32.8
19,Cremona,400834,179308,221526,3996,4068,8064,15201,14644,29845,19588,19411,38999,12528,12216,24744,17665,17172,34837,15875,16997,32872,15000,15295,30295,13220,13809,27029,11290,12639,23929,10494,11471,21965,9509,10487,19996,8479,8894,17373,7761,8152,15913,6983,7290,14273,5440,5931,11371,3456,3732,7188,1880,38169,40049,705,863,1568,238,286,524,433.8,25.5,68.1,34.0
20,Mantova,397647,199551,198096,4351,4208,8559,16194,16015,32209,21747,20969,42716,15313,14932,30245,20570,19444,40014,19121,17832,36953,16837,15938,32775,14283,14710,28993,12082,13182,25264,11034,11761,22795,10270,10520,20790,9230,9147,18377,8098,7902,16000,7404,7445,14849,6006,6095,12101,3682,4026,7708,2107,2372,4479,926,1177,2103,296,421,717,439.0,10.6,54.8,29.3
21,Bolzano,269565,136637,132928,3130,2977,6107,10975,10778,21753,13757,13444,27201,9537,9073,18610,12607,12112,24719,17430,12470,29900,12637,11727,24364,10784,10262,21046,8116,8638,16754,7341,8076,15417,6640,7219,13859,6205,6852,13057,5189,5737,10926,4420,4736,9156,3355,3640,6995,2242,2622,4864,1486,1593,3079,608,717,1325,178,255,433,440.2,9.3,50.4,29.2
22,Trento,390548,189011,201537,4148,4050,8198,15990,15654,31644,22476,22082,44558,13296,13110,26406,17918,17315,35233,19215,17446,36661,14332,15683,30015,12110,14330,26440,10470,12848,23318,9918,12521,22439,9052,11590,20642,9303,11025,20328,8335,9516,17851,7363,8236,15599,6174,6582,12756,4522,4765,9287,2811,2939,5750,1159,1358,2517,419,487,906,442.0,12.6,57.1,30.3
23,Verona,563114,278764,284350,6508,6403,12911,24808,23853,48661,31496,30864,62360,21794,20908,42702,28684,28215,56899,29397,26633,56030,21476,23251,44727,18536,20602,39138,15843,18347,34190,14570,16956,31526,13196,14819,28015,12367,12890,25257,11218,11449,22667,9901,10339,20240,7965,8157,16122,5132,5644,10776,3981,2517,6498,1355,1766,3121,537,737,1274,459.5,10.5,57.0,28.8
24,Vicenza,528149,251521,276628,6950,6642,13592,26017,25132,51149,32449,31926,64375,22435,22028,44463,27520,27863,55383,20628,26220,46848,17571,21541,39112,14705,18790,33495,12944,16699,29643,12098,15543,27641,11708,14121,25829,10757,12107,22864,9991,10732,20723,8930,9242,18172,7039,7638,14677,4863,5119,9982,2999,3178,6177,1384,1473,2857,533,634,1167,511.2,10.9,65.2,27.8
25,Belluno,210299,97784,112515,2312,2276,4588,9824,9517,19341,13615,13189,26804,9322,9341,18663,10066,9480,19546,9241,9294,18535,6200,8545,14745,5099,7483,12582,4297,6597,10894,4094,6266,10360,3891,5774,9665,4102,5445,9547,3981,5065,9046,3773,4504,8277,3209,3905,7114,2299,2763,5062,1498,1791,3289,688,863,1551,273,417,690,502.0,14.4,70.7,29.0
26,Treviso,560707,270342,290365,7533,7364,14897,29761,28953,58714,38507,37803,76310,23653,22706,46359,30913,30097,61010,24089,27092,51181,18928,23148,42076,15939,19483,35422,13542,16984,30526,11806,14870,26676,10668,12920,23588,9940,10805,20745,9518,10297,19815,8588,9143,17731,7005,7495,14500,4854,5275,10129,2874,3361,6235,1552,1706,3258,672,863,1535,559.0,10.8,70.5,26.6
27,Venezia,594240,292153,302087,8190,7742,15932,30095,29023,59118,36645,35715,72360,24092,23797,47889,31350,30787,62137,28291,28108,56399,23589,24089,47678,20252,21407,41659,17442,18889,36331,15092,16500,31592,13003,14349,27352,11260,11999,23259,9799,10664,20463,7992,9147,17139,6664,8049,14713,4375,5663,10038,2486,3519,6005,1125,1858,2983,411,782,1193,536.9,9.6,63.2,27.0
28,Padova,631977,308219,323758,8996,8559,17555,33746,32707,66453,40298,39095,79393,26857,26053,52910,33493,33367,66860,26882,29619,56501,23824,25256,49080,20206,22509,42715,16233,19036,35269,14657,17250,31907,13346,15133,28479,11690,12744,24434,11016,11692,22708,9455,10222,19677,7639,8555,16194,5098,5847,10945,2871,3531,6402,1372,1809,3181,540,774,1314,571.3,10.1,67.4,26.8
29,Rovigo,315654,155328,160326,4839,4718,9557,17307,16798,34105,21182,20481,41663,13141,12908,26049,16839,16729,33568,12209,14681,26890,12247,12390,24637,10463,11177,21640,8138,9214,17352,7338,8083,15421,6415,7000,13415,5871,5961,11832,5551,5428,10979,4728,4854,9582,4033,4172,8205,2613,2789,5402,1488,1721,3209,696,860,1556,230,362,592,604.1,10.2,70.3,26.4
30,Udine,718130,338662,379468,7791,7507,15298,31698,30475,62173,44557,43465,88022,31906,30780,62686,37043,36790,73833,38343,34479,72822,21139,30008,51147,17608,25060,42668,15591,23160,38751,14732,22287,37019,14120,19962,34082,13433,17627,31060,12757,15468,28225,11616,13087,24703,10393,11252,21645,7742,8520,16262,4678,5337,10015,2502,2917,5419,1013,1287,2300,451.0,12.8,65.3,28.6
31,Gorizia,205232,106544,98688,2293,2035,4328,8264,7587,15851,12151,11721,23872,7570,7009,14579,9343,8895,18238,18743,8864,27607,7827,7948,15775,6825,7266,14091,5630,6237,11867,4959,5891,10850,4558,5211,9769,4080,4680,8760,3669,4245,7914,3231,3359,6590,2941,3048,5989,2331,2423,4754,1263,1354,2617,626,645,1271,240,270,510,447.4,11.5,56.1,28.9
32,Fiume,348405,170962,177443,2830,2787,5617,10265,9924,20189,15155,14689,29844,10800,10687,21487,14986,15942,30928,24320,18415,42735,16394,16966,33360,15025,15147,30172,11970,12877,24847,11073,12008,23081,9610,10839,20449,8112,9518,17630,6879,7967,14846,4899,6234,11133,3827,5261,9088,2581,4279,6860,1387,2322,3709,626,1151,1777,223,430,653,282.5,8.9,39.8,30.8
33,Piacenza,290407,146477,143930,3197,3009,6206,11620,11448,23068,15402,14973,30375,11217,10797,22014,15359,14883,30242,16272,13346,29618,11460,11443,22903,9800,10545,20345,8066,9242,17308,7747,8424,16171,7205,7626,14831,6724,6610,13334,5967,5579,11546,5401,5146,10547,4706,4488,9194,3221,3224,6445,1955,1960,3915,862,867,1729,296,320,616,431.2,11.7,55.4,29.5
34,Parma,373616,185156,188460,3615,3675,7290,14573,14204,28777,19888,19582,39470,15048,14558,29606,20520,19776,40296,19156,17856,37012,14611,15119,29730,12381,13571,25952,10575,12052,22627,9752,11227,20979,9287,9799,19086,8173,8705,16878,7377,7511,14888,6747,6745,13492,5739,5722,11461,3990,4214,8204,2324,2487,4811,1056,1203,2259,344,454,798,402.5,11.4,55.1,29.4
35,ReggioE,360843,178947,181896,3944,3735,7679,15559,15401,30960,21213,21219,42432,15477,15079,30556,19746,18856,38602,16273,16925,33198,14234,14362,28596,12571,13167,25738,10477,11778,22255,9784,10641,20425,8675,9116,17791,7392,7309,14701,6541,6442,12983,5955,5957,11912,5124,5114,10238,3299,3641,6940,1679,1944,3623,761,875,1636,243,335,578,450.7,10.2,59.5,28.1
