COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
67,Teramo,249521,121891,127630,3442,3372,6814,12305,11696,24001,14981,14128,29109,13805,13611,27416,9546,9131,18677,10921,10773,21694,9862,9804,19666,7874,8393,16267,6576,7937,14513,4695,6818,11513,4610,6332,10942,4896,6039,10935,4368,5153,9521,4060,4186,8246,3531,3664,7195,2916,3038,5954,2130,2105,4235,1012,1021,2033,361,429,790,583.0,14.2,75.8,28.3
68,Pescara,211561,103715,107846,2820,2674,5494,10027,9549,19576,12572,12104,24676,12109,11339,23448,8022,7878,15900,9332,9410,18742,8570,8808,17378,6991,7107,14098,5821,6723,12544,4125,5658,9783,3964,5450,9414,4124,4963,9087,3704,4216,7920,3218,3596,6814,2828,2931,5759,2377,2431,4808,1784,1748,3532,963,912,1875,364,349,713,550.0,13.7,73.9,28.3
69,Chieti,374719,178414,196293,4929,4703,9632,17864,17238,35102,22242,21214,43456,21112,20292,41404,14821,14422,29243,16373,16679,33052,13967,15335,29302,10602,12325,22927,8712,11732,20444,6495,10651,17146,6643,10016,16665,6860,9494,16354,6548,8193,14741,5896,6793,12689,5433,6214,11647,4392,4958,9350,3273,3600,6873,1619,1709,3328,633,725,1364,551.3,15.3,76.3,28.7
70,Campobasso,399584,193399,206185,10180,9898,20078,19771,18612,38383,18501,18016,36517,21916,21071,42987,14431,13950,28381,20669,20543,41212,14101,12497,26598,12831,13803,26634,9806,12580,22386,7280,11010,18290,6648,9965,16613,7707,9959,17666,7142,8621,15763,6904,8024,14928,5660,6436,12096,4604,5096,9700,3167,3712,6879,1617,1795,3412,464,597,1061,692.8,14.5,74.9,28.4
71,Foggia,523586,257120,266466,8274,7892,16166,26686,26008,52694,31543,30563,62106,29827,29348,59166,20084,19608,39692,23538,23135,46673,21006,21006,42012,16991,16986,33977,14894,15871,30765,11178,14014,25192,10466,13210,23685,10329,11854,22183,9155,10038,19193,7866,8839,16705,5962,6652,12614,4732,5438,10170,2966,3626,6592,1247,1763,3010,376,615,991,622.5,11.1,74.5,27.2
72,Bari,1010893,494083,516810,14182,13953,28135,49619,47836,97455,58360,57289,115649,54705,54100,108805,39804,39860,79664,45839,45401,91240,39564,40373,79937,29522,32764,62286,26400,31402,57802,21628,28081,49709,20950,26233,47183,20415,23942,44357,18274,19244,37518,16674,17094,33768,14296,14177,28473,11209,11259,22468,7863,8235,16098,3599,3989,7588,1180,1578,2758,576.4,13.3,73.3,28.2
73,Ionio,321873,159735,162138,4833,4582,9415,16475,16000,32475,19317,19183,38500,18559,18330,36889,13099,12866,25965,14295,14190,28485,12961,12813,25774,9629,9840,19469,8968,9604,18572,7737,8773,16510,7013,8247,15260,6451,6875,13326,5407,5561,10968,4914,4921,9835,3832,3839,7671,3062,3036,6098,1897,1912,3809,952,1065,2017,334,501,835,615.3,11.1,74.8,27.0
74,Brindisi,254047,125711,128336,3357,3097,6454,11733,11239,22972,14892,14413,29305,14644,14245,28889,10461,10102,20563,11531,11576,23107,10129,10414,20543,6892,7324,14216,6682,7649,14331,6196,7131,13327,5718,6755,12473,5504,5768,11272,4919,4918,9837,4034,4214,8248,3496,3516,7012,2844,2930,5774,1624,1656,3280,797,1017,1814,258,372,630,543.0,12.5,71.7,28.2
75,Lecce,526542,260891,265651,7620,7395,15015,26297,25693,51990,32540,31941,64481,29508,28607,58115,20552,20126,40678,23516,23100,46616,20324,21002,41326,15425,15967,31392,14526,15679,30205,12502,14636,27138,11748,13172,24920,10537,11519,22056,9600,9614,19214,8286,8167,16453,6411,6799,13210,5547,5491,11038,3537,3658,7195,1841,2198,4039,574,887,1461,606.3,12.3,75.5,27.6
76,Potenza,376482,184150,192337,6063,5737,11800,20088,19536,39624,23559,22805,46364,22041,21312,43353,14294,13696,27990,17210,16464,33674,15270,15163,30433,11303,12010,23313,9927,11560,21487,7315,9865,17180,6300,8407,14707,6313,7950,14263,6120,7190,13310,5560,6063,11623,4871,5123,9994,3657,4209,7866,2522,3106,5628,1277,1552,2829,460,589,1044,652.9,13.2,81.0,27.0
77,Matera,166770,82697,84076,2720,2634,5354,8991,8509,17500,10202,9941,20143,9428,8897,18325,6837,6751,13588,7467,7000,14467,7367,7020,14387,5424,5198,10622,4616,5004,9620,3451,4160,7611,2258,2888,5146,3135,3722,6857,3025,3375,6400,2769,3062,5831,2059,2317,4376,1432,1746,3178,885,1105,1990,492,553,1045,139,194,330,650.5,11.6,76.4,26.8
78,Cosenza,580763,280256,306637,8866,8336,17202,31918,30688,62606,38198,36028,74226,35656,34522,70178,24071,23011,47082,26628,26283,52911,22710,23972,46682,16522,19718,36240,13311,18278,25459,10096,16426,26522,8737,13928,22665,8316,11896,20212,8387,10809,19196,7886,9573,17459,6814,8300,15114,5458,6616,12074,3881,4813,8694,2024,2470,4494,777,970,1747,625.0,13.4,84.7,26.4
79,Catanzaro,606286,289935,316348,9249,8690,17939,32631,31477,64108,37352,36085,73437,39768,40747,80515,24870,23738,48611,26862,26851,53713,23551,24439,47990,17772,20108,37880,15046,19511,34557,6810,10881,17691,9052,14561,23613,9022,12971,21993,9089,12081,21170,8430,10561,18991,7540,8684,16224,5978,7013,12991,4160,4810,8970,2075,2357,4432,678,783,1461,653.6,13.5,85.9,26.4
80,ReggiodiCalabria,578127,278686,299443,8314,8040,16354,29696,28468,58164,35038,32892,67930,34156,32900,67056,24029,23259,47288,27886,27470,55356,22608,23399,46007,15761,18234,33995,13022,17047,30069,10396,16164,26558,9254,14094,23348,8859,12486,21345,8740,10931,19671,8745,10259,19004,7436,8159,15595,6468,7012,13480,4706,4946,9652,2492,2600,5092,1080,1083,2163,593.4,14.3,79.2,27.5
81,Trapani,375141,183799,191342,4346,4260,8606,15124,14590,29714,19633,19401,39034,19411,18793,38204,14741,14207,28948,18327,17265,35592,14883,14785,29668,12801,13054,25855,10711,12446,23157,8745,10975,19720,7995,10202,18197,8189,9429,17618,7579,8517,16096,7042,7293,14335,4997,5389,10386,4552,4830,9382,2832,3407,6239,1432,1751,3183,459,748,1207,463.2,13.3,63.7,29.8
82,Palermo,890659,436832,453827,11288,10945,22233,40168,38431,78599,48212,46428,94640,47634,45758,93392,33885,33472,67357,42442,41250,83692,35489,35615,71104,30542,31364,61906,25452,28525,53977,20803,25393,46196,18863,23638,42501,17910,22033,39943,16505,18794,35299,14645,16247,30892,11953,13054,25007,10036,10403,20439,6482,7168,13650,3297,3656,6953,1226,1653,2879,515.5,12.9,67.1,29.0
83,Messina,626986,304580,322406,7472,7171,14643,27165,25896,53061,34430,33063,67493,34931,34362,69293,25337,24536,49873,29070,29512,58582,23823,25448,49271,18503,20522,39025,16641,20224,36865,14195,18524,32719,12848,16894,29742,11683,14556,26239,11580,12843,24423,10455,11326,21781,8990,9563,18553,8154,8178,16332,5330,5489,10819,2798,2919,5717,1175,1380,2555,487.9,14.6,70.1,29.3
84,Agrigento,418185,209751,208434,6061,5769,11830,20459,19604,40063,24417,23610,48027,23107,21738,44845,16141,14814,30955,20025,18420,38445,17682,16519,34201,14653,14249,28902,11629,12090,23719,8768,10901,19669,8155,9933,18088,8368,9676,18044,7939,8341,16280,7222,7450,14672,5618,5658,11276,4612,4608,9220,3019,3034,6053,1444,1513,2957,432,507,939,596.5,12.5,72.1,28.1
85,Caltanissetta,256665,129423,127242,3876,3676,7552,13366,12666,26032,15949,15085,31034,14522,13695,28217,10513,10002,20515,11822,11199,23021,10367,9966,20333,8699,8339,17038,7029,7314,14343,5498,6188,11686,4953,5862,10815,5129,5719,10848,4850,4888,9738,4484,4338,8822,3140,3153,6293,2543,2518,5061,1741,1699,3440,728,713,1441,214,222,436,633.6,11.3,74.4,27.2
86,Enna,216240,110509,106603,3305,3004,6309,10827,10176,21003,12545,11991,24536,12077,11335,23412,8706,8080,16786,10176,9479,19655,8943,8243,17186,7350,7042,14392,5973,6331,12304,4712,5408,10120,4147,5052,9199,4505,5274,9779,4422,3728,7278,4281,4137,8418,2910,2902,5812,2864,2087,4951,1745,1485,3230,797,645,1442,224,204,428,612.6,12.7,72.8,28.0
87,Catania,713108,343463,361443,9272,8807,18079,24025,30869,63096,39249,37970,77219,39528,38018,77546,27904,26494,54398,32919,31895,64814,27911,28084,55995,22593,23520,46113,19824,22554,42378,17441,20828,38269,15984,19605,35589,15204,17467,32671,13858,14797,28655,12409,12950,25359,8947,9839,18786,7960,8295,16255,5213,5555,10768,2422,2778,5200,800,1118,1918,529.3,12.5,68.1,28.9
88,Ragusa,223078,110649,112429,2830,2629,5459,9285,8687,17972,12055,11194,23249,12247,11532,23779,9128,8431,17559,10646,10182,20828,8917,8510,17427,6809,6879,13688,5713,6511,12224,5339,6392,11731,5066,6773,11839,5047,6188,11235,4786,5110,9896,4105,4347,8452,3014,3211,6225,2756,2800,5556,1791,1792,3583,833,937,1770,282,324,606,499.5,13.2,65.4,29.7
89,Siracusa,277495,139562,137933,3564,3424,6988,12007,11402,23409,14943,14281,29224,15880,14991,30871,11961,11216,23177,13151,12481,25632,11372,10677,22049,9301,8676,17977,7632,7825,15457,6846,7578,14424,6494,7587,14081,6118,6833,12951,5517,5816,11333,4816,4776,9592,3668,3766,7434,3236,3187,6423,1875,2099,3974,875,971,1846,306,347,653,520.0,12.2,66.5,28.8
90,Sassari,302354,151713,150641,3928,3736,7664,14022,13143,27165,17167,15954,33121,16537,16025,32562,12347,11712,24059,13132,12865,25997,12776,12095,24871,9912,10026,19938,8218,9091,17309,7083,8413,15496,6719,7824,14543,7052,7091,14143,6049,5915,11964,5375,5329,10704,4271,4217,8488,3474,3491,6965,2204,2175,4379,1072,1070,2142,375,469,844,542.5,12.7,68.9,28.8
91,Nuoro,224621,113244,111377,3075,2923,5998,10754,10256,21010,13053,12456,25509,12399,11506,23905,8785,8302,17087,9249,8663,17912,8673,8518,17191,7062,7777,14839,6355,6747,13102,5446,6227,11673,5443,6017,11460,4973,5162,10135,4752,4492,9244,4048,3869,7917,3568,3372,6940,2744,2593,5337,1711,1520,3231,847,678,1525,307,299,606,584.2,13.5,72.0,28.8
92,Cagliari,507161,253519,253642,7026,6660,13686,24919,23816,48735,29479,28386,57865,26766,26111,52877,20243,19687,39930,22239,21077,43316,20991,20117,41108,17308,16892,34200,13894,14927,28821,12266,14014,26280,11417,12497,23914,11393,11624,23017,10562,10639,21201,8742,9009,17751,6490,7060,13550,4902,5468,10370,2969,3360,6329,1399,1636,3035,514,662,1176,584.9,11.5,69.3,28.2
