COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
23,Verona,585858,289591,296267,6317,6009,12326,23113,22304,45417,31905,31111,63016,31182,30590,61772,21437,20166,41603,28088,27308,55396,25205,25384,50589,21104,22255,43359,18469,20052,38521,15695,17692,33387,14246,16294,30540,12604,14129,26733,11688,12159,23847,10217,10441,20658,6694,7306,14000,6164,6550,12714,3323,3794,7117,1584,1873,3457,556,850,1406,434.6,10.6,60.7,29.2
24,Vicenza,559361,274245,285116,6903,6487,13390,24325,23555,47880,31439,30358,61797,31527,31061,62588,20974,20466,41440,26893,25811,52704,23493,24106,47599,18172,20100,38272,15250,17936,33186,13408,16014,29422,12258,14803,27061,11552,13314,24866,10401,11268,21669,9186,9879,19065,7711,8106,15817,5591,6027,11618,3120,3444,6564,1485,1695,3180,557,686,1243,492.4,11.5,66.8,28.4
25,Belluno,216234,106846,109388,2054,1987,4041,8121,7883,16004,11415,11163,22578,12826,12085,24911,8371,6490,14861,11012,7886,18898,8900,8454,17354,7088,7847,14935,5803,7092,12895,4980,6310,11290,4640,6102,10742,4374,5546,9920,3554,4188,7742,3994,4698,8692,4312,5041,9353,2601,3154,5755,1633,1978,3611,844,1031,1875,324,453,777,454.8,16.8,69.8,30.6
26,Treviso,570567,281448,289119,6920,6604,13524,25090,24464,49554,34611,33958,68569,36165,35380,71545,21003,19183,40186,28620,25329,53949,22932,23558,46490,18537,20887,39424,15822,17982,33804,13245,15817,29062,11561,13854,25415,10199,12097,22296,9335,9963,19298,8704,9384,18088,7380,8066,15446,5673,6015,11688,3393,3764,7157,1545,1903,3448,713,911,1624,513.8,12.0,73.9,27.6
27,Venezia,629134,312544,316590,7997,7726,15723,29078,28062,57140,36700,35518,72218,36136,35261,71397,23826,22604,46430,30564,28589,59153,27237,26063,53300,23077,22870,45947,19659,20472,40131,16703,17980,34683,14380,15582,29962,12148,13597,25745,10267,11097,21364,8521,9695,18216,6564,7886,14450,5113,6538,11651,2789,4066,6855,1293,2032,3325,492,952,1444,525.8,10.1,67.8,27.5
28,Padova,668017,329367,338650,8489,8026,16515,32167,30746,62913,40155,38975,79130,38654,37818,76472,25424,24774,50198,32173,31231,63404,26821,27346,54167,23025,23842,46867,19714,21545,41259,15792,18163,33955,14079,16500,30579,12686,14161,26847,10775,11929,22704,9943,10708,20651,8079,8926,17005,6032,7005,13037,3375,4119,7494,1436,1949,3385,548,887,1435,540.7,10.8,71.0,27.3
29,Rovigo,336798,167510,169288,4732,4409,9141,17089,16385,33474,20535,20167,40702,20090,19660,39750,12298,12231,24529,15968,15801,31769,13712,13731,27443,11788,11662,23450,10013,10583,20596,7811,8962,16773,6982,7637,14619,6037,6554,12591,5452,5582,11034,5009,5039,10048,4069,4194,8263,3204,3450,6654,1717,1872,3589,736,948,1684,268,421,689,584.0,10.8,74.6,26.8
30,ProvinciadelFriuli,721618,354240,367378,7279,6853,14132,26792,25934,52726,37206,36107,73313,42330,40288,82618,28948,23506,52454,37648,30190,67838,30860,29929,60789,26659,31546,58205,15074,18702,33776,16808,22014,38822,15752,21175,36927,14837,18988,33825,13860,16491,30351,12459,14176,26635,10345,11545,21890,8312,9132,17444,5390,6127,11517,2537,3129,5666,1144,1546,2690,428.9,13.5,64.1,29.9
31,Gorizia,200146,100318,99828,1832,1805,3637,7155,6901,14056,9930,9751,19681,11600,11413,23013,7016,6292,13308,9500,7857,17357,9604,8294,17898,7745,7556,15301,6652,6844,13496,5481,5972,11453,4779,5642,10421,4292,4977,9269,3836,4466,8302,3346,3932,7278,2814,2913,5727,2284,2436,4720,1532,1669,3201,668,781,1449,252,327,579,413.2,12.6,61.3,30.2
32,Trieste,460596,223228,237368,3693,3692,7385,13096,12856,25952,17541,17237,34778,20817,20314,41131,14940,14921,29861,20724,20868,41592,23914,23292,47206,21084,21093,42177,18841,19232,38073,14630,16126,30756,12961,14801,27762,11187,13096,24283,9124,11300,20424,7630,9440,17070,5338,7098,12436,3905,5489,9394,2364,3928,6292,1029,1787,2816,410,798,1208,288.6,10.1,44.3,31.9
33,Piacenza,294777,148050,146727,2739,2661,5400,12073,12204,24277,14199,13914,28113,15102,14708,29810,10838,10324,21162,15184,14142,29326,13175,12508,25683,11048,10801,21849,9521,10063,19584,6305,7076,13381,7536,8051,15587,6900,7242,14142,6224,6211,12435,5491,5170,10661,4596,4449,9045,3652,3568,7220,2118,2163,4281,962,1085,2047,387,387,774,457.2,12.7,60.4,30.0
34,Parma,381760,190323,191437,3385,3362,6747,12752,12383,25135,17444,17327,34771,19541,19261,38802,14726,13987,28713,20348,18909,39257,17450,16893,34343,14617,14367,28984,12321,13038,25359,10448,11593,22041,9459,10679,20138,8985,9315,18300,7655,8110,15765,6830,6845,13675,5716,5883,11599,4421,4556,8977,2655,2970,5625,1138,1382,2520,432,577,1009,359.1,12.1,54.8,30.5
35,Reggionell'Emilia,375261,187469,187797,3767,3709,7476,13973,13605,27578,18539,18336,36875,20616,20842,41453,14768,14361,29129,19553,18413,37966,17094,16289,33383,13975,13825,27800,12410,12766,25176,10356,11280,21636,9481,10126,19607,8308,8586,16894,6940,6884,13824,5887,5803,11690,4965,5105,10070,3738,4048,7786,2057,2422,4479,761,1002,1763,281,395,676,403.2,10.4,58.3,29.0
36,Modena,467537,233456,234081,4946,4715,9661,18203,17855,36058,24120,23804,47924,26580,26185,52765,18820,18028,36848,23619,22960,46579,21016,20022,41038,17278,16653,33931,14540,15192,29732,12279,13647,25926,11453,12274,23727,10093,10536,20629,8356,8559,16915,6869,7165,14034,6108,6251,12359,4953,5248,10201,2725,3069,5794,1143,1369,2512,355,549,904,429.3,11.0,61.6,28.7
37,Bologna,714674,351255,363419,5859,5822,11681,22874,21736,44610,31381,30314,61695,35398,34411,69809,26786,26433,53219,35515,35050,70565,31839,32039,63878,26869,27746,54615,23361,25349,48710,21109,23984,45093,19783,22078,41861,17371,18943,36314,14559,15785,30344,12550,13188,25738,10344,11446,21790,8308,9448,17756,4744,5857,10601,1897,2655,4552,708,1135,1843,330.0,12.0,51.9,31.2
38,Ferrara,381293,190014,191282,3970,3878,7848,19832,19553,39385,20016,19534,39550,21916,21222,43138,14658,14318,28976,19496,19449,38945,16181,15748,31929,13498,13196,26694,10877,11925,22802,9474,10433,19907,8664,9298,17962,7469,7815,15284,6901,6857,13758,5887,5568,11455,4640,4901,9541,5355,5888,11243,866,1173,2039,271,445,716,43,81,121,555.2,10.4,67.4,27.4
39,Ravenna,279112,139898,139214,2208,2248,4456,8664,8580,17244,11918,11655,23573,13375,12838,26213,9888,9237,19125,13417,12707,26124,12334,11646,23980,10343,9796,20139,9050,9243,18293,8377,8997,17374,7842,8415,16257,7481,7708,15189,6389,6438,12827,5594,5601,11195,4720,4905,9625,4122,4421,8543,2586,2803,5389,1113,1322,2435,477,654,1131,352.1,15.0,54.6,32.5
40,Forli',444528,221264,223264,4875,4699,9574,17962,17456,35418,23497,22770,46267,24838,24548,49386,16971,16928,33899,21691,21456,43147,19084,18672,37756,15128,15022,30150,12881,13586,26467,11395,12839,24234,10789,12063,22852,10335,10960,21295,8711,8707,17418,7222,7169,14391,6035,6255,12290,5098,4987,10085,3019,3201,6220,1288,1364,2652,445,582,1027,456.8,11.9,63.7,29.1
41,PesaroUrbino,311860,155536,156324,3679,3580,7259,13498,12828,26326,17017,16453,33470,17803,17251,35054,12119,11385,23504,15580,14553,30133,12740,12294,25034,10231,10451,20682,8903,9510,18413,7434,8827,16261,7127,8105,15232,6822,7560,14382,5931,6312,12243,5194,5310,10504,4529,4541,9070,3612,3693,7305,2195,2318,4513,837,959,1796,285,394,679,501.1,12.5,67.3,28.8
42,Ancona,372226,180621,191610,3975,3830,7805,14655,14163,28818,19271,18980,38251,22366,22182,44548,15476,16436,31912,17685,18174,35859,15608,16016,31624,12808,13439,26247,10969,12745,23714,7726,9345,17071,7140,8518,15658,8096,9396,17492,6754,7564,14313,5603,6319,11922,5121,5716,10837,3776,4327,8103,2352,2832,5184,931,1178,2109,309,450,759,425.1,12.0,64.8,28.6
43,Macerata,290053,141153,148900,3217,3151,6368,13077,13275,26352,15718,15060,30778,15851,15729,31580,10938,10720,21658,14178,13728,27906,12136,12411,24547,9552,10027,19579,7946,9146,17092,6557,8657,15214,4994,6437,11431,5972,7312,13284,5229,5928,11157,4425,4967,9392,4119,4570,8689,3495,3788,7283,2375,2456,4831,979,1104,2083,395,434,829,505.8,13.8,69.4,28.9
44,AscoliPiceno,303854,147242,156612,3631,3472,7103,13277,12707,25984,17212,16598,33810,17481,16923,34404,11563,11339,22902,13793,13776,27569,12195,12802,24997,9524,10278,19802,8059,9870,17929,6773,9188,15961,6044,8285,14329,6171,7755,13926,5532,6267,11799,4536,4978,9514,4221,4541,8762,3587,3903,7490,2272,2346,4618,971,1106,2077,400,478,878,492.0,13.3,70.0,28.8
45,MassaeCarrara,196703,97067,99636,2149,2089,4238,7723,7359,15082,10683,10551,21234,11157,11308,22465,7604,7612,15216,9736,9171,18907,8356,8326,16682,6997,7050,14047,5712,6524,12236,4947,5999,10946,4477,5167,9644,3973,4284,8257,3462,3677,7139,3100,3296,6396,2690,2826,5516,2253,2214,4467,1254,1300,2554,546,608,1154,248,275,523,432.4,11.9,64.6,28.8
46,Lucca,352184,168477,183707,3331,3128,6459,11712,11457,23169,16384,15919,32303,17900,17464,35364,12189,11994,24183,15775,15413,31188,15054,15597,30651,12424,13682,26106,10711,12933,23644,8820,11630,20450,7960,10639,18599,7553,9510,17063,7049,8464,15513,6363,7273,13636,5562,6578,12140,4763,5715,10478,2856,3518,6374,1426,1885,3311,645,908,1553,364.7,15.3,59.3,31.7
47,Pistoia,210945,103997,106948,1836,1730,3566,6701,6390,13091,9154,8692,17846,10397,10140,20537,7561,7638,15199,9780,9967,19747,9069,9377,18446,7781,8026,15807,6802,7481,14283,5997,6990,12987,5712,6498,12210,5136,5568,10704,4519,4723,9242,4244,4229,8473,3365,3455,6820,3107,3029,6136,1726,1777,3503,793,836,1629,317,402,719,336.6,13.7,53.9,31.9
48,Firenze,322526,148543,173983,1973,1895,3868,7556,7201,14757,10168,10177,20345,12235,11749,23984,9461,10360,19821,12315,15447,27762,13500,16073,29573,12392,14436,26828,11954,14418,26372,10971,13659,24630,10382,12841,23223,9284,11135,20419,7644,9416,17060,6512,8173,14685,4958,6507,11465,3902,5063,8965,2131,3178,5309,885,1535,2420,320,720,1040,220.7,12.7,40.0,34.8
49,Livorno,249458,123522,125936,2098,2000,4098,7702,7175,14877,10675,10262,20937,11705,11426,23131,9201,9110,18311,11260,11098,22358,11475,11349,22824,10048,9899,19947,8689,9192,17881,7738,8574,16312,7223,7614,14837,6500,6667,13167,5615,5737,11352,4475,4762,9237,3692,4057,7749,2838,3461,6299,1625,2093,3718,692,974,1666,271,486,757,320.4,12.1,50.1,31.8
50,Pisa,341421,169987,171434,2851,2611,5462,10371,10003,20374,14542,14074,28616,16360,15962,32322,11741,11058,22799,15115,14679,29794,15437,15045,30482,13312,13032,26344,11365,12281,23646,10119,11427,21546,9362,10303,19665,8695,9539,18234,8013,8224,16237,7026,7213,14239,6053,6013,12066,4978,4814,9792,2886,3021,5907,1261,1483,2744,500,652,1152,333.3,14.2,53.1,32.5
51,Arezzo,316370,160916,155454,3425,3209,6634,11934,11484,23418,16604,16033,32637,17854,17468,35322,12062,11441,23503,15357,13871,29228,13549,12386,25935,11169,10731,21900,9754,10205,19959,8690,9075,17765,8490,8848,17338,7469,7788,15257,6550,6420,12970,5807,5319,11126,4950,4416,9366,3860,3496,7356,2219,2021,4240,876,907,1783,297,336,633,443.8,12.0,62.3,29.6
52,Siena,268451,135431,133020,2247,2285,4532,8658,8270,16928,11919,11606,23525,13688,13348,27036,9336,9092,18428,12489,12307,24796,12070,11465,23535,10104,9821,19925,8908,9055,17963,7668,8472,16140,7907,8200,16107,7405,7664,15069,6381,5999,12380,5444,4895,10339,4648,4182,8830,3561,3395,6956,1942,1817,3759,805,839,1644,251,308,559,356.4,12.5,53.7,31.5
53,Grosseto,185799,96145,89653,1850,1640,3490,6637,6327,12964,9104,8857,17961,9970,9657,19627,7004,6547,13551,9239,8317,17556,8625,7821,16446,7297,6500,13797,6412,6057,12469,5506,5635,11141,5466,5339,10805,4994,4551,9545,3871,3333,7205,3409,2894,6303,2775,2481,5256,2114,1862,3976,1205,1143,2348,526,517,1043,141,175,316,402.5,10.9,56.4,30.0
54,Perugia,534320,268353,265967,5926,5774,11700,21828,21023,42851,29122,28234,57356,31219,30372,61591,21112,20462,41574,25286,23935,49221,21701,21116,42817,17232,17282,34514,15293,16208,31501,13501,15347,28848,13015,14260,27275,12351,12862,25213,9986,9872,19858,9354,8846,18200,8421,8052,16473,6445,6104,12549,4026,3829,7855,1908,1747,3655,627,642,1269,477.1,13.1,67.5,29.1
55,Terni,191547,97260,94787,1927,1815,3742,7268,6852,14120,9639,9527,19166,10247,10117,20364,7411,6974,14385,9154,8487,17641,8340,7593,15933,6708,6816,13024,6001,6138,12139,5341,5775,11116,5172,5425,10597,4766,4857,9623,3851,3760,7611,3515,3288,6803,2983,2799,5782,2419,2299,4718,1524,1341,2865,726,649,1375,268,275,543,427.5,12.9,61.1,30.1
56,Viterbo,236709,119734,116975,2499,2353,4852,9155,8676,17831,12343,12057,24400,13345,13115,26460,9169,8754,17923,10962,10138,21100,9569,9034,18603,7676,7388,15064,7047,7094,14141,6057,6960,13017,6177,6879,13056,6135,6365,12500,4930,4656,9586,4455,3997,8452,4034,3704,7738,3107,2827,5934,2023,1884,3907,804,793,1597,247,301,548,459.5,13.8,65.0,30.1
57,Rieti,174932,89379,85553,2006,1865,3871,7287,6947,14234,9482,9102,18584,10230,9599,19829,6967,6359,13326,8352,7182,15534,6820,6232,13052,5499,5269,10768,4794,5075,9869,4131,4901,9032,4178,4757,8935,4388,4460,8848,3684,3576,7260,3571,3225,6796,3131,2757,5888,2355,2142,4497,1530,1297,2827,715,579,1294,259,229,488,517.0,14.5,69.1,29.8
58,Roma,1562414,766561,795853,17127,16443,33570,58916,57297,116213,74241,72970,147211,74561,73289,147850,55224,59029,114253,71957,78831,150788,76683,75756,152439,66209,63966,130175,57568,59702,117270,47752,52229,99981,41900,45765,87665,35034,37956,72990,27052,29178,56230,21704,24167,45871,16609,19682,36291,12784,14750,27534,7298,9057,16355,3004,4035,7039,938,1751,2689,384.5,8.7,52.0,29.2
59,Latina,227158,114802,112347,3673,3403,7076,12765,12668,25433,14164,13849,28013,13823,13201,27024,9389,8931,18320,11425,10166,21591,10619,8859,19478,7886,7115,15001,6433,6468,12901,3938,4398,8336,4415,5371,9786,4229,4629,8858,3509,3572,7081,2843,3022,5874,2274,2513,4787,1683,1962,3645,1029,1292,2321,512,639,1151,193,289,482,707.7,9.7,78.5,25.5
60,Frosinone,445524,216311,229213,6229,5867,12096,22747,21802,44549,27958,26985,54943,27479,26499,53978,17905,17117,35022,20019,19686,39705,17147,17400,34547,12595,13880,26475,10514,13214,23728,8045,12264,20309,7962,11484,19446,8085,10539,18624,6788,7664,14452,7118,7539,14657,5933,6617,12550,4771,5035,9806,2963,3235,6198,1468,1707,3175,585,679,1264,605.4,13.4,80.4,27.2
62,Benevento,349695,169769,179920,5127,4822,9949,17494,16889,34383,21607,20960,42567,20216,19995,40211,13038,12548,25586,15989,15570,31559,13917,14267,28184,10814,11506,22320,9177,10854,20031,6356,9141,15497,6168,8327,14495,6206,8091,14297,5545,6596,12141,5593,6306,11899,4485,5165,9650,3779,4132,7911,2475,2808,5288,1284,1372,2656,499,571,1071,600.0,13.6,78.4,27.6
63,Napoli,2191731,1060638,1131093,29928,28566,58494,101733,98163,199896,127181,122845,250026,120654,118884,239538,87244,87738,174982,96407,98911,195318,83280,87905,171185,70828,76532,147360,62347,72559,134906,53343,64607,117950,49610,60885,110495,42057,51136,93193,37204,43507,80711,32808,38703,71511,25797,30176,55973,20561,23763,44324,12345,15493,27838,5416,7465,12881,1895,3255,5150,529.2,11.3,68.9,28.0
64,Avellino,451446,220536,230910,6930,6641,13571,24001,23229,47230,29331,28288,57619,26966,26223,53189,17339,16717,34056,20086,19826,39912,18204,17896,36100,13451,14060,27511,11453,13127,24580,7604,11137,18741,7155,10259,17414,7419,9540,16959,7013,7953,14966,6773,7722,14495,5596,6413,12009,5071,5485,10556,3537,3773,7310,1889,1893,3782,718,728,1446,655.4,14.3,84.5,27.0
65,Salerno,705225,345116,360109,10453,9868,20321,36416,34888,71304,45247,43600,88847,42401,40986,83387,26798,25776,52574,31326,31131,62457,27904,28690,56594,22184,23257,45441,18339,21085,39424,14842,19007,33849,13285,16682,29967,11636,14192,25828,10871,12677,23548,9980,11236,21216,7982,9191,17173,6990,7850,14840,4735,5644,10379,2591,3042,5633,1136,1307,2443,615.2,12.9,80.4,27.0
66,AquiladegliAbruzzi,365706,178913,186793,4338,4143,8481,16287,15617,31904,21430,20520,41950,21472,20686,42158,14554,14121,28675,15799,15396,31195,13896,14093,27989,11155,11829,22984,9262,11002,20264,7500,10110,17610,7075,9813,16888,7091,8703,15794,6876,7677,14553,6585,7056,13641,5742,5944,11686,4790,4896,9686,3093,3127,6220,1492,1534,3026,476,526,1002,527.6,15.1,74.5,29.0
