COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
66,L'Aquila,365077,179159,185918,3391,3252,6643,14563,13909,28472,14425,13546,27971,16983,16401,33384,17334,16657,33991,17512,17085,34597,15847,16395,32242,10470,11207,21677,11896,12428,24324,11716,12002,23718,9900,10234,20134,8193,9282,17475,6272,8536,14808,5836,7926,13762,5524,6557,12081,4298,4879,9177,2954,3253,6207,1403,1591,2994,642,778,1420,409.4,13.5,54.2,31.1
67,Teramo,272103,133666,138437,2545,2396,4941,10640,10062,20702,11512,11079,22591,13758,13215,26973,13967,13356,27323,13354,12622,25976,11115,11480,22595,7643,7985,15628,8925,9123,18048,8682,8651,17333,7320,7585,14905,5916,7061,12977,4095,6096,10191,3907,5548,9455,3784,4744,8528,2931,3473,6404,2076,2214,4290,1067,1123,2190,429,624,1053,405.6,12.9,56.0,30.3
68,Pescara,239866,117397,122469,2244,2197,4441,9428,8974,18402,10262,9691,19953,11780,11481,23261,11815,11447,23262,11397,11435,22832,10094,10414,20508,6850,7437,14287,7934,8434,16368,7775,8115,15890,6481,6657,13138,5447,6206,11653,3722,5134,8856,3392,4638,8030,3196,3964,7160,2600,2887,5487,1676,1954,3630,875,891,1766,429,513,942,398.8,12.3,54.9,30.3
69,Chieti,400210,192152,208058,4024,3880,7904,17036,16293,33329,16223,15701,31924,19481,18747,38228,20042,19782,39824,18884,18823,37707,16912,17859,34771,11395,12420,23815,12685,14056,26741,12426,13485,25911,9682,11005,20687,7990,10137,18127,5717,9093,14810,5493,8286,13779,5225,7155,12380,4110,5269,9379,2800,3480,6280,1400,1690,3090,627,897,1524,427.6,12.7,56.2,30.1
70,Campobasso,406853,198222,208631,3903,3760,7663,17587,16326,33913,16537,15429,31966,20060,19439,39499,21114,20324,41438,19335,18859,38194,16435,17053,33488,10788,11876,22664,13062,14129,27191,13160,13965,27125,10904,11808,22712,8709,10333,19042,6030,9056,15086,5419,7923,13342,5583,7208,12791,4457,5243,9700,3160,3515,6675,1385,1653,3038,594,732,1326,432.2,12.9,56.3,30.2
71,Foggia,659639,326782,332857,8400,7979,16379,34752,32981,67733,35564,33686,69250,35376,34155,69531,32023,31653,63676,29426,28962,58388,26255,26983,53238,17363,18669,36032,19728,20614,40342,19329,19580,38909,16214,16195,32409,13497,14349,27846,9830,12399,22229,8843,11559,20402,7767,9020,16787,6067,6695,12762,3978,4461,8439,1630,2038,3668,740,879,1619,574.3,11.0,67.6,27.6
72,Bari,1200544,589990,610554,14726,13779,28505,59899,57002,116901,63683,60631,124314,61204,59503,120707,56210,55990,112200,52766,52755,105521,45100,47180,92280,32674,34924,67598,37150,38878,76028,36007,36825,72832,28009,30514,58523,24020,28093,52113,18699,24562,43261,17378,22390,39768,15488,18603,34091,12402,13125,25527,8458,8736,17194,4281,4738,9019,1836,2326,4162,545.5,12.5,66.7,28.6
73,Taranto,423369,210039,213330,5371,5089,10460,21185,20117,41302,22908,22000,44908,22113,21816,43929,20089,19781,39870,18878,19206,38084,17599,18040,35639,12749,13202,25951,13755,13715,27470,12507,12560,25067,9397,9713,19110,8156,8935,17091,6756,7913,14669,5895,7250,13145,4848,5592,10440,3546,3875,7421,2570,2599,5169,1167,1284,2451,550,643,1193,536.4,10.4,65.3,27.6
74,Brindisi,313006,154149,158857,3883,3680,7563,15364,14692,30056,15767,15307,31074,15671,15069,30740,14204,13734,27938,13704,13922,27626,13029,13740,26769,9075,9876,18951,10173,10606,20779,9475,9910,19385,6870,7280,14150,6030,6756,12786,5338,6528,11866,4853,5925,10778,4040,4620,8660,3038,3283,6321,2190,2245,4435,990,1115,2105,455,569,1024,524.0,11.8,63.9,28.7
75,Lecce,623905,307003,316902,7380,6997,14377,29261,28139,57400,31282,29803,61085,31257,31098,62355,29924,29881,59805,29566,30022,59588,24129,25512,49641,16323,18110,34433,19397,20229,39626,18368,19145,37513,14582,14953,29535,12884,13962,26846,10652,13033,23685,9967,11749,21716,8251,9349,17600,6297,6739,13036,4521,4663,9184,2037,2321,4358,925,1197,2122,502.3,12.1,63.2,28.8
76,Potenza,445168,219768,225400,5438,5198,10636,21870,20704,42574,19516,18637,38153,23832,22757,46589,23918,23186,47104,21528,21189,42717,18491,18966,37457,11541,12637,24178,13786,14304,28090,13833,14068,27901,10890,11181,22071,9194,10370,19564,6582,8910,15492,5661,7514,13175,4989,6196,11185,4099,4651,8750,2798,2894,5692,1309,1397,2706,493,641,1134,509.9,10.6,60.3,28.2
77,Matera,182398,91539,90859,2304,2186,4490,9406,8698,18104,8488,8048,16536,9537,9127,18664,9594,9351,18945,8837,8502,17339,7731,7418,15149,4842,5134,9976,5796,5579,11375,5997,5831,11828,4618,4407,9025,3819,4019,7838,2727,3358,6085,2178,2842,5020,2072,2500,4572,1655,1866,3521,1256,1259,2515,504,521,1025,178,213,391,540.3,10.7,62.0,28.0
78,Cosenza,686349,333478,352871,8845,8441,17286,35474,33707,69181,33559,31401,64960,36494,35213,71707,36483,35613,72096,33079,32416,65495,28004,29282,57286,18191,20373,38564,20731,22468,43199,19597,21028,40625,15079,17172,32251,12358,15510,27868,8932,14001,22933,7536,11500,19036,6535,9228,15763,5646,6984,12630,3961,4776,8737,2007,2511,4518,967,1247,2214,536.5,10.5,63.7,27.5
79,Catanzaro,718451,349537,368914,9939,9689,19628,39687,37318,77005,37476,35466,72942,37783,36330,74113,36682,35920,72602,32784,32487,65271,28031,29058,57089,19186,20730,39916,21325,23074,44399,20240,21398,41638,15844,17491,33335,13229,16172,29401,9783,14990,24773,7538,12156,19694,6826,9953,16779,5949,7546,13495,4226,5319,9545,2103,2597,4700,906,1220,2126,594.1,10.9,67.8,27.3
80,ReggiodiCalabria,639472,310544,328928,7947,7565,15512,32365,30050,62415,32699,30500,63199,33392,31349,64741,32330,31581,63911,29163,28369,57532,24434,26250,50684,16539,19013,35552,20053,22196,42249,18785,19972,38757,13650,15589,29239,11275,13993,25268,8962,13623,22585,7679,11963,19642,6765,9660,16425,5865,7218,13083,4829,5622,10451,2441,2870,5311,1371,1545,2916,528.7,12.5,65.9,28.4
81,Trapani,421611,206491,215120,4379,4180,8559,17875,17136,35011,18797,17870,36667,19836,18986,38822,18161,17714,35875,17769,17904,35673,16848,17311,34159,11380,12360,23740,14570,15060,29630,13850,13930,27780,11736,12183,23919,9780,10970,20750,7640,9931,17571,6780,9022,15802,6485,8390,14875,5040,5770,10810,3495,3842,7337,1460,1745,3205,610,816,1426,462.1,14.2,59.2,31.0
82,Palermo,1021701,500106,521595,11863,11272,23135,48424,46212,94636,47989,45220,93209,49284,47154,96438,46344,45616,91960,44336,43899,88235,41052,42710,83762,27725,30488,58213,33594,35860,69454,31925,33171,65096,27350,28438,55788,22792,25605,48397,17501,22268,39769,15031,20120,35151,13245,17772,31017,10290,12225,22515,7134,8140,15274,2980,3695,6675,1247,1730,2977,508.2,12.3,60.7,29.6
83,Messina,667963,321431,346532,6831,6719,13550,28349,26596,54945,29405,27939,57344,30674,29451,60125,30273,29559,59832,29325,29754,59079,26146,29514,55660,17980,21233,39213,22190,25185,47375,20851,22617,43468,16368,18483,34851,14634,17484,32118,11956,16237,28193,10605,14534,25139,8833,11582,20415,7359,8662,16021,5310,6127,11437,2853,3164,6017,1489,1692,3181,433.9,13.4,57.2,30.8
84,Agrigento,471903,236179,235724,5221,4973,10194,22170,20379,42549,22423,20781,43204,24647,23090,47737,23026,22516,45542,21988,21278,43266,19319,19397,38716,12203,13178,25381,15742,15973,31715,15313,14919,30232,13099,12801,25900,10329,10736,21065,7453,9186,16639,6679,8329,15008,6232,7184,13416,4874,5351,10225,3373,3403,6776,1498,1574,3072,590,676,1266,491.7,11.8,60.8,29.1
85,Caltanissetta,298498,149717,148781,3660,3379,7039,14677,13871,28548,15025,13985,29010,15870,15201,31071,15074,14508,29582,14219,13675,27894,12305,12298,24603,7943,8654,16597,9405,9733,19138,8986,9020,18006,7758,7569,15327,6172,6474,12646,4577,5400,9977,4094,4710,8804,3850,4278,8128,2928,2968,5896,2046,1912,3958,823,839,1662,305,307,612,524.2,11.1,63.5,28.1
86,Enna,242675,121856,120819,2994,2753,5747,12223,11324,23547,10957,10279,21236,12775,12058,24833,12224,11398,23622,11232,10827,22059,9600,9925,19525,6521,7092,13613,7965,8140,16105,7553,7540,15093,6310,6170,12480,5295,5576,10871,3908,4644,8552,3296,4141,7437,3445,3640,7085,2637,2505,5142,1830,1673,3503,765,770,1535,326,364,690,533.4,12.0,62.5,28.8
87,Catania,800049,391120,408929,9005,8461,17466,36227,34234,70461,36296,34459,70755,36920,35589,72509,37056,36495,73551,35569,35908,71477,31849,34578,66427,21652,24490,46142,26062,27915,53977,24550,25928,50478,20656,21797,42453,17660,20082,37742,14925,18493,33418,13270,16646,29916,11304,13583,24887,8578,9422,18000,5917,6347,12264,2547,3033,5580,1077,1469,2546,474.5,12.5,58.2,30.1
88,Ragusa,239337,117683,121654,2443,2313,4756,9847,9384,19231,9967,9201,19168,11397,10877,22274,10672,10263,20935,10410,10123,20533,9740,10315,20055,6499,7298,13797,8120,8610,16730,7703,7979,15682,6225,6290,12515,5184,5663,10847,4512,5570,10082,4315,5720,10035,4050,4895,8945,3140,3390,6530,2170,2255,4425,919,1037,1956,370,471,841,439.4,15.0,58.3,31.4
89,Siracusa,323012,161448,161564,3516,3253,6769,14801,14084,28885,15933,14877,30810,15488,14877,30365,14392,14013,28405,13962,13381,27343,13115,13363,26478,9343,10105,19448,10915,11063,21978,10231,10118,20349,8818,8320,17138,6938,7112,14050,6137,6833,12970,5558,6628,12186,4773,5610,10383,3655,3747,7402,2359,2414,4773,1039,1205,2244,475,561,1036,494.9,12.9,61.2,29.9
90,Sassari,349953,175919,174034,4104,3852,7956,15625,14661,30286,17620,16867,34487,17976,17413,35389,16196,15538,31734,15295,14452,29747,13510,13190,26700,9810,9820,19630,11315,10780,22095,11230,10562,21792,9276,9490,18766,7455,7965,15420,6237,7492,13729,5595,6805,12400,5530,5665,11195,4440,4409,8849,2815,2955,5770,1288,1425,2713,602,693,1295,514.4,14.1,65.1,29.8
91,Nuoro,256822,128758,128064,3124,2966,6090,11839,11173,23012,13611,12932,26543,13108,12721,25829,12115,11644,23759,11555,10775,22330,10003,9872,19875,6601,6943,13544,7043,7406,14449,7451,7429,14880,6328,6948,13276,5671,5926,11597,4599,5355,9954,4535,5115,9650,3979,4102,8081,3270,3044,6314,2194,2039,4233,1135,1136,2271,597,538,1135,538.2,14.4,67.5,29.5
92,Cagliari,669248,336671,332577,9082,8602,17684,34637,32860,67497,37224,35589,72813,35837,34410,70247,30685,29870,60555,28557,27917,56474,25450,24985,50435,19146,19010,38156,21645,19985,41630,21033,19414,40447,17133,16564,33697,13185,13811,26996,11031,12874,23905,9616,11156,20772,8680,9515,18195,6887,7546,14433,4251,5058,9309,1811,2284,4095,781,1127,1908,603.3,12.2,70.3,28.0
