COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
19,Cremona,334281,162787,171494,2338,2172,4510,8934,8423,17357,12165,11542,23707,11238,10779,22017,10737,10636,21373,12758,11802,24560,10385,9851,20236,12712,11919,24631,11881,11337,23218,12196,12040,24236,12070,12784,24854,7957,8590,16547,9608,11116,20724,9698,11159,20857,7523,9788,17311,5221,7859,13080,3340,5998,9338,1491,2683,4174,535,1016,1551,323.5,20.5,51.1,37.1
20,Mantova,376892,184507,192385,2787,2659,5446,10241,9808,20049,13783,12985,26768,12560,12012,24572,11952,11576,23528,14054,13339,27393,11696,11426,23122,13143,12960,26103,12797,12571,25368,13160,13133,26293,13646,13993,27639,9503,10273,19776,11744,12784,24528,11296,12271,23567,9077,10411,19488,6236,8673,14909,4102,6616,10718,1955,3270,5225,775,1625,2400,339.9,21.3,52.4,37.3
21,Bolzano-Bozen,414041,204304,209737,4499,4318,8817,16292,15619,31911,21222,20166,41388,18010,17354,35364,15447,15060,30507,16378,15160,31538,16030,15324,31354,15370,14656,30026,12973,12807,25780,13270,13110,26380,12185,13585,25770,7935,9474,17409,9180,10655,19835,9405,10487,19892,7090,8641,15731,4667,6249,10916,2545,4080,6625,1278,2180,3458,528,812,1340,472.9,14.7,60.2,31.7
22,Trento,427845,209098,218747,3518,3316,6834,13525,12754,26279,18600,17718,36318,17065,16512,33577,16101,15599,31700,16663,15731,32394,14417,13874,28291,14361,14161,28522,13005,12960,25965,14086,14110,28196,14787,15409,30196,8876,10021,18897,10749,12150,22899,11749,13640,25389,8790,11202,19992,6115,8779,14894,3709,6283,9992,2059,3110,5169,923,1418,2341,383.1,19.2,57.0,34.8
23,Verona,733595,358870,374725,6321,6113,12434,23994,22857,46851,31892,30276,62168,27737,27003,54740,25730,24740,50470,27552,27358,54910,25198,24863,50061,27269,26612,53881,24783,24445,49228,25117,25129,50246,24857,26142,50999,16811,17985,34796,19495,21731,41226,18350,21017,39367,13795,17692,31487,9555,13627,23182,5819,9488,15307,3102,4874,7976,1493,2773,4266,387.1,17.3,54.4,34.4
24,Vicenza,677884,331525,346359,6358,6132,12490,24131,22923,47054,31906,30609,62515,27299,26270,53569,24635,24202,48837,26509,25531,52040,24171,23928,48099,25357,24619,49976,22440,22039,44479,22297,22180,44477,21308,22708,44016,14218,16109,30327,17040,19173,36213,16224,18711,34935,11380,14907,26287,7678,11868,19546,4794,7998,12792,2550,4114,6664,1230,2338,3568,417.9,15.9,56.4,33.2
25,Belluno,221155,106531,114624,1651,1640,3291,6277,6118,12395,8308,8102,16410,7741,7459,15200,7706,7598,15304,8316,8013,16329,7549,6968,14517,7705,7260,14965,6732,6757,13489,7347,7431,14778,7583,8020,15603,5530,6021,11551,6209,7297,13506,6280,7608,13888,4720,6543,11263,3213,5197,8410,2051,3648,5699,1080,1867,2947,533,1077,1610,356.3,20.8,53.7,36.6
26,Treviso,668620,326840,341780,5850,5775,11625,22831,21757,44588,30444,29178,59622,27532,26156,53688,25473,24706,50179,25903,25018,50921,23216,22685,45901,24046,23523,47569,20934,20711,41645,21852,22016,43868,22004,23114,45118,13885,14983,28868,17711,19087,36798,16036,18808,34844,12070,16264,28334,8383,12204,20587,4670,8677,13347,2663,4394,7057,1337,2724,4061,405.4,17.2,57.1,33.7
27,Venezia,807251,395059,412192,7646,7007,14653,27405,26218,53623,36220,35106,71326,32178,30910,63088,28191,26929,55120,31682,30066,61748,29092,28320,57412,30928,30691,61619,27638,27491,55129,27740,27777,55517,26416,28355,54771,18271,19898,38169,20379,22146,42525,19101,21888,40989,14128,18431,32559,9155,13591,22746,5104,9613,14717,2504,5008,7512,1281,2747,4028,398.6,15.6,54.4,33.5
28,Padova,762998,373509,389489,6963,6796,13759,27012,25715,52727,36310,34773,71083,31562,30110,61672,27895,27392,55287,29273,28236,57509,26762,26202,52964,27695,27580,55275,25555,25602,51157,25780,25824,51604,24175,25567,49742,16356,17950,34306,19284,21297,40581,17197,19961,37158,13112,16615,29727,9129,13359,22488,5169,9063,14232,2887,4697,7584,1393,2750,4143,413.4,16.1,57.1,33.1
29,Rovigo,251908,123423,128485,1875,1798,3673,7337,6849,14186,10050,9561,19611,10052,9356,19408,9648,9566,19214,10184,9139,19323,7470,7073,14543,8037,7866,15903,8309,8452,16761,9040,9129,18169,9134,9534,18668,5731,6396,12127,7021,7952,14973,6490,7350,13840,5268,6283,11551,3704,5339,9043,2253,3718,5971,1218,1979,3197,602,1145,1747,348.6,19.3,54.1,35.6
30,Udine,516910,251608,265302,3681,3562,7243,13972,13319,27291,18980,18235,37215,17675,16606,34281,16297,15718,32015,19675,18584,38259,18340,17167,35507,19535,18017,37552,16356,16001,32357,16985,17033,34018,17642,19149,36791,12956,14357,27313,16010,17269,33279,16222,18262,34484,11569,15406,26975,7505,11436,18941,4587,8405,12992,2444,4319,6763,1177,2457,3634,336.9,20.3,51.3,37.0
31,Gorizia,142412,68127,74285,1102,1020,2122,3857,3659,7516,5183,4862,10045,4437,4277,8714,3918,3947,7865,5183,4803,9986,4835,4664,9499,5548,5335,10883,4678,4742,9420,4999,5085,10084,5152,5913,11065,3811,4296,8107,3936,4637,8573,4295,5310,9605,3152,4295,7447,2080,3151,5231,1239,2407,3646,485,1273,1758,237,609,846,337.3,19.9,49.8,37.4
32,Trieste,300304,139643,160661,1774,1602,3376,6482,6296,12778,8820,8397,17217,7623,7322,14945,7259,6927,14186,9414,8905,18319,9043,9181,18224,10758,10763,21521,9216,9644,18860,9586,10182,19768,10387,12713,23100,8812,10456,19268,9903,12222,22125,11017,13938,24955,8469,11614,20083,5777,8910,14687,3191,6318,9509,1469,3496,4965,643,1775,2418,290.5,25.8,49.9,41.1
33,Piacenza,284881,140244,144637,1789,1686,3475,6950,6625,13575,9422,9038,18460,8840,8359,17199,8478,8057,16535,9358,8844,18202,8939,8505,17444,10333,9780,20113,9774,9499,19273,10774,10468,21242,10686,11000,21686,7658,7923,15581,9858,10505,20363,9184,10013,19197,7272,8621,15893,5105,6733,11838,3285,5005,8290,1742,2657,4399,797,1319,2116,309.1,22.4,50.2,38.8
34,Parma,395497,193449,202048,2700,2419,5119,9934,9473,19407,13156,12334,25490,11856,11086,22942,11101,10594,21695,13147,12681,25828,12274,11800,24074,14301,13972,28273,13479,13211,26690,14236,14284,28520,14807,15591,30398,10895,11805,22700,13974,14799,28773,13086,14506,27592,10089,11857,21946,6883,9438,16321,4365,6723,11088,2155,3576,5731,1011,1899,2910,320.4,21.9,49.5,38.9
35,Reggionell'Emilia,392696,193499,199197,2747,2627,5374,10448,9913,20361,13350,12853,26203,12483,11917,24400,12118,11547,23665,14173,13691,27864,12564,11937,24501,14198,13771,27969,13679,13147,26826,14340,14024,28364,14955,15535,30490,10997,11409,22406,13223,13679,26902,12293,13292,25585,9176,10927,20103,6273,8466,14739,4055,6193,10248,1704,2896,4600,723,1373,2096,329.4,19.6,48.4,37.6
36,Modena,553852,272738,281114,4022,3762,7784,15153,14425,29578,19916,19358,39274,18411,17640,36051,17378,16821,34199,20628,19835,40463,18500,18158,36658,20429,20065,40494,19819,19455,39274,20589,20143,40732,20803,21384,42187,15155,15887,31042,17160,18317,35477,16186,17273,33459,12178,13908,26086,7976,10917,18893,4930,7679,12609,2391,3985,6376,1114,2102,3216,326.4,18.0,48.1,36.6
37,Bologna,918844,443407,475437,6057,5721,11778,22859,21805,44664,30777,29122,59899,27776,26354,54130,25704,25082,50786,30675,30799,61474,29827,30303,60130,34236,35271,69507,32442,33428,65870,34351,35360,69711,35282,37695,72977,26200,28549,54749,30331,33126,63457,27246,30553,57799,19974,24930,44904,13736,19698,33434,9443,15467,24910,4445,7986,12431,2046,4188,6234,296.7,19.5,46.7,38.1
38,Ferrara,383639,186759,196880,2660,2489,5149,10022,9548,19570,13544,13019,26563,12981,12562,25543,12299,12142,24441,13880,13111,26991,11921,11806,23727,13256,13605,26861,13293,13819,27112,14162,14192,28354,14398,15328,29726,10747,11473,22220,11967,13278,25245,11239,12326,23565,8407,10113,18520,5577,7671,13248,3742,5798,9540,1818,3012,4830,846,1588,2434,314.2,18.8,48.6,37.1
39,Ravenna,351876,172306,179570,2526,2348,4874,9384,8940,18324,13116,12670,25786,11983,11452,23435,10620,10404,21024,11848,11952,23800,10525,10934,21459,12593,13013,25606,12520,12757,25277,13108,12965,26073,13016,13117,26133,9108,9643,18751,10966,11415,22381,10332,11076,21408,7949,8788,16737,5565,7194,12759,3980,5810,9790,2099,3188,5287,1068,1904,2972,322.1,20.5,51.7,37.3
40,Forlì,565470,278912,286558,4510,4220,8730,17361,16632,33993,23122,22136,45258,20999,20243,41242,19175,18867,38042,21559,20745,42304,19265,18980,38245,21041,20843,41884,19543,19362,38905,20123,19946,40069,20062,20441,40503,14244,14724,28968,16304,17438,33742,14850,16060,30910,10449,12293,22742,7452,9763,17215,5278,7936,13214,2490,3961,6451,1085,1968,3053,359.8,16.8,51.4,35.0
41,PesaroUrbino,316383,156597,159786,2480,2295,4775,9422,8959,18381,12580,11857,24437,11862,11139,23001,10730,10541,21271,11731,11319,23050,10219,9602,19821,10784,10669,21453,10565,10651,21216,11256,10987,22243,11489,11581,23070,8089,8410,16499,9955,10233,20188,8678,9352,18030,6528,7716,14244,4744,6172,10916,3282,4816,8098,1529,2323,3852,674,1164,1838,363.1,18.8,53.0,35.9
42,Ancona,416611,201847,214764,2995,2836,5831,11447,11106,22553,15551,14806,30357,14475,13779,28254,14140,13746,27886,15092,14223,29315,13061,13143,26204,14176,15155,29331,13828,14773,28601,15073,15498,30571,15570,15958,31528,10979,11845,22824,12547,14055,26602,11669,13384,25053,8444,10478,18922,5954,8433,14387,4203,6760,10963,1893,3238,5131,750,1548,2298,328.0,18.6,49.9,36.5
43,Macerata,286155,139807,146348,2010,1835,3845,7681,7241,14922,10379,10007,20386,10136,9883,20019,10299,9571,19870,10303,10035,20338,8294,8318,16612,10079,10288,20367,9637,10019,19656,10581,10502,21083,10429,10807,21236,7468,7954,15422,9158,9716,18874,8489,9313,17802,5974,7335,13309,4155,5775,9930,2762,4411,7173,1358,2242,3600,615,1096,1711,319.5,18.7,49.6,36.7
44,AscoliPiceno,340758,166723,174035,2669,2475,5144,10139,9658,19797,13815,13068,26883,13271,12707,25978,12519,12276,24795,12382,12358,24740,10117,10186,20303,12188,12520,24708,11733,11947,23680,12541,12512,25053,12420,12693,25113,8511,9053,17564,9531,10379,19910,8989,10039,19028,6434,7693,14127,4463,6216,10679,2991,4788,7779,1395,2309,3704,615,1158,1773,347.4,16.9,51.5,35.1
45,Massa-Carrara,200955,97637,103318,1376,1280,2656,5375,5352,10727,7665,7241,14906,7062,6935,13997,6832,6646,13478,7393,6857,14250,6143,5871,12014,6968,6834,13802,6548,6537,13085,7203,7303,14506,7200,7574,14774,5002,5643,10645,6009,6397,12406,5678,6504,12182,4443,5552,9995,3126,4514,7640,2010,3426,5436,1053,1846,2899,551,1006,1557,334.2,21.0,53.2,36.9
46,Lucca,380356,183011,197345,2761,2683,5444,10371,9952,20323,13892,13583,27475,12483,12121,24604,11634,11268,22902,12857,12570,25427,12169,11894,24063,13395,12998,26393,12304,12263,24567,13148,13325,26473,13301,14269,27570,9338,10554,19892,10936,12445,23381,11372,13168,24540,9073,11479,20552,6487,9422,15909,4130,7168,11298,2279,4050,6329,1081,2133,3214,346.7,23.4,55.1,37.8
47,Pistoia,254335,123817,130518,1801,1782,3583,6836,6512,13348,8976,8499,17475,7914,7760,15674,7512,7395,14907,8951,8711,17662,8219,8303,16522,9153,9332,18485,8702,8665,17367,8864,8860,17724,8947,9237,18184,6725,7025,13750,7866,8461,16327,7671,8552,16223,6096,7295,13391,4294,5783,10077,2975,4641,7616,1533,2396,3929,782,1309,2091,330.3,22.2,52.2,37.9
48,Firenze,1146367,553022,593345,8176,7780,15956,30672,29201,59873,40391,38250,78641,35954,33889,69843,31745,31042,62787,39347,39995,79342,36812,38246,75058,42535,44092,86627,37991,39861,77852,41436,42019,83455,41131,44113,85244,31140,32764,63904,33075,37105,70180,34473,39116,73589,27044,33117,60161,19670,26885,46555,12613,20280,32893,6327,10503,16830,2490,5087,7577,322.3,21.6,51.2,37.9
49,Livorno,335265,163960,171305,2427,2303,4730,9169,8555,17724,11769,11340,23109,10467,10004,20471,9663,9154,18817,12378,11264,23642,11118,11095,22213,12074,12465,24539,11119,11464,22583,12042,12391,24433,12467,12675,25142,9861,10190,20051,10272,10698,20970,10314,11419,21733,7861,9413,17274,5230,7257,12487,3312,5422,8734,1677,2807,4484,740,1389,2129,331.0,20.1,49.6,37.6
50,Pisa,375933,183942,191991,2606,2608,5214,9892,9216,19108,12800,12368,25168,11523,10943,22466,10946,10405,21351,13302,12903,26205,12134,12306,24440,13520,13761,27281,12755,12651,25406,13495,13435,26930,13737,14202,27939,10285,10532,20817,11472,12090,23562,11712,12833,24545,9227,10678,19905,6502,8655,15157,4500,6756,11256,2449,3731,6180,1085,1918,3003,322.3,22.3,51.3,38.2
51,Arezzo,306340,151698,154642,2089,2060,4149,7912,7653,15565,10927,10205,21132,10194,9755,19949,9816,9404,19220,11541,11379,22920,9440,9254,18694,10559,10493,21052,10254,9997,20251,11285,10939,22224,11764,11825,23589,8466,8550,17016,9699,9996,19695,9343,9654,18997,7216,7951,15167,5200,6629,11829,3533,5135,8668,1725,2549,4274,735,1214,1949,320.7,20.6,50.4,37.4
52,Siena,257221,127114,130107,1589,1398,2987,5898,5512,11410,7818,7358,15176,7498,6877,14375,7322,7135,14457,8867,8327,17194,7416,7244,14660,8629,8867,17496,8800,8689,17489,9860,9621,19481,10469,10459,20928,7400,7621,15021,9013,9548,18561,8862,9168,18030,6810,7689,14499,4937,6059,10996,3626,5153,8779,1652,2374,4026,648,1008,1656,288.6,23.1,48.4,39.7
53,Grosseto,216325,107624,108701,1462,1385,2847,5640,5253,10893,7511,7205,14716,6905,6509,13414,6998,6699,13697,7920,7465,15385,6532,6598,13130,7409,7636,15045,7289,7310,14599,8024,8054,16078,8430,8496,16926,6140,6269,12409,7291,7223,14514,6698,6789,13487,5174,5547,10721,3653,4296,7949,2796,3645,6441,1220,1586,2806,532,736,1268,314.0,20.1,48.9,37.7
54,Perugia,552936,273747,279189,3885,3576,7461,14646,13842,28488,20083,19125,39208,19318,18271,37589,18747,17659,36406,20694,19632,40326,16971,16770,33741,19196,19493,38689,19004,19257,38261,20753,20959,41712,21529,22010,43539,15430,15782,31212,17272,17841,35113,15831,16694,32525,11772,13348,25120,8486,10573,19059,6029,8356,14385,2807,3932,6739,1294,2069,3363,316.0,18.5,48.8,36.7
55,Terni,222847,110127,112720,1517,1474,2991,5959,5708,11667,8201,7588,15789,7319,6834,14153,7185,6819,14004,7991,7717,15708,6900,7209,14109,7951,7902,15853,7524,7570,15094,8246,8571,16817,8775,9073,17848,6361,6746,13107,7498,7431,14929,6631,6687,13318,4691,5186,9877,3293,4319,7612,2421,3468,5889,1120,1600,2720,544,818,1362,320.1,18.2,47.8,37.0
56,Viterbo,257075,128168,128907,1815,1743,3558,7260,6833,14093,9847,9173,19020,9239,8826,18065,9177,8851,18028,10059,9431,19490,7730,7758,15488,8697,8638,17335,8911,8640,17551,9272,9301,18573,9912,9953,19865,6842,7132,13974,7864,7847,15711,7604,7808,15412,5416,5831,11247,3979,4734,8713,2680,3800,6480,1230,1693,2923,634,915,1549,335.4,18.0,50.0,36.1
57,Rieti,143162,71360,71802,1002,974,1976,3871,3760,7631,5635,5368,11003,5317,5100,10417,5243,4994,10237,5524,4934,10458,3824,3742,7566,4273,4334,8607,4349,4311,8660,4911,4842,9753,5180,5341,10521,3774,3873,7647,4581,4708,9289,4412,4383,8795,3610,3747,7357,2660,3081,5741,1878,2574,4452,900,1150,2050,416,586,1002,353.8,22.5,56.4,37.1
58,Roma,3490377,1694830,1795547,33503,31448,64951,120479,114844,235323,160027,151893,311920,135503,129638,265141,121464,118638,240102,129459,130701,260160,119617,128059,247676,134723,144131,278854,126974,135305,262279,125902,131040,256942,116675,125428,242103,81262,90762,172024,86939,96593,183532,75939,85738,161677,53996,65365,119361,35399,50121,85520,21823,37132,58955,10199,18296,28495,4947,10415,15362,381.1,13.3,51.4,33.0
59,Latina,376238,188548,187690,3837,3757,7594,14721,14072,28793,19004,18103,37107,16927,16152,33079,15767,14885,30652,16960,16353,33313,12262,12360,24622,13989,13671,27660,12881,12553,25434,12388,12236,24624,11520,11894,23414,7854,8279,16133,8668,8699,17367,8017,7872,15889,5815,6104,11919,3830,4572,8402,2393,3560,5953,1151,1674,2825,564,894,1458,443.4,12.8,57.4,31.0
60,Frosinone,422630,208956,213674,3452,3310,6762,13608,12880,26488,18268,17458,35726,18154,17320,35474,17708,16567,34275,17737,16356,34093,11432,11314,22746,13232,13049,26281,13557,13665,27222,14304,14461,28765,14140,14649,28789,9776,10234,20010,11140,11923,23063,11207,11928,23135,8542,9567,18109,6066,7890,13956,3915,6580,10495,1824,2973,4797,894,1550,2444,389.3,18.6,57.5,34.4
61,Caserta,677959,333935,344024,7828,7432,15260,29067,26919,55986,38841,36862,75703,34621,32491,67112,30097,28623,58720,26789,26358,53147,20258,20494,40752,20554,21792,42346,20501,21663,42164,20790,21813,42603,19514,20977,40491,12869,14467,27336,14435,16184,30619,13566,15058,28624,10510,12254,22764,6972,9420,16392,3867,6327,10194,1982,3231,5213,874,1659,2533,506.2,14.0,66.7,30.1
62,Benevento,286499,141220,145279,2582,2483,5065,9666,9210,18876,13530,12710,26240,12906,12153,25059,11611,11057,22668,11212,10128,21340,7456,7225,14681,8383,8596,16979,8955,9132,18087,9390,9886,19276,9176,10114,19290,6015,6965,12980,8050,8546,16596,7697,8248,15945,5942,6722,12664,4235,5451,9686,2369,3639,6008,1358,1955,3313,687,1059,1746,427.3,18.8,61.1,34.1
63,Napoli,2709929,1324816,1385113,32157,30754,62911,120358,114257,234615,152970,146326,299296,134708,128166,262874,117748,115439,233187,116430,112126,228556,93311,93292,186603,85359,89071,174430,79532,84078,163610,80048,84236,164284,72242,79259,151501,52581,59772,112353,54616,62065,116681,47820,56560,104380,36383,46802,83185,23745,35628,59373,13365,25952,39317,7551,13763,21314,3892,7567,11459,514.5,13.1,65.7,29.6
64,Avellino,427509,211841,215668,3916,3686,7602,14691,13820,28511,20717,19223,39940,19933,19021,38954,18396,17327,35723,17407,15878,33285,12282,11427,23709,13122,12787,25909,13351,13705,27056,14076,14437,28513,13127,14274,27401,8657,10132,18789,10663,11764,22427,11012,11494,22506,8376,9292,17668,6106,7594,13700,3231,5394,8625,1841,2872,4713,937,1541,2478,422.1,17.8,61.1,33.2
65,Salerno,957452,472652,484800,9618,9081,18699,36166,34115,70281,48435,46541,94976,47381,43968,91349,41998,40855,82853,39613,37445,77058,27554,27499,55053,30156,31254,61410,30724,31980,62704,31809,33036,64845,29046,31018,60064,18704,20650,39354,21317,23218,44535,21219,23068,44287,16376,18752,35128,10803,13908,24711,6030,9835,15865,3702,5486,9188,2001,3091,5092,440.3,15.2,61.7,31.6
