COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
17,Brescia,593284,295629,297655,9393,9138,18531,30700,29928,60628,33442,32427,65869,30868,30690,61558,26627,27799,54426,26765,25582,52347,20541,22228,42769,18617,19650,38267,17040,17623,34663,15761,16029,31790,14793,14633,29426,12832,13175,26007,11733,11795,23528,9980,10284,20264,7849,7833,15682,5228,5186,10414,2356,2552,4908,905,851,1756,199,252,451,614.1,9.4,67.8,27.2
18,Pavia,511582,251259,260323,5951,5934,11885,22965,22171,45136,27885,27138,55023,27669,27953,55617,23965,27083,51048,19717,22355,42072,16961,18502,35463,15522,16891,32418,14124,14936,29060,13352,14200,27552,13064,13055,26119,11766,12146,23912,11129,11292,22421,9169,9501,18670,7965,7713,15678,5456,5212,10668,3056,2743,5799,1180,1120,2300,363,378,741,500.3,11.4,65.7,28.6
19,Cremona,348749,173995,174804,5154,4782,9936,17079,16767,33846,19367,19017,38384,18464,17891,36355,15537,16184,31721,13590,14471,28061,12040,12951,24991,10680,10993,21673,10268,10364,20632,9966,10024,19990,9335,9132,18467,7840,7798,15638,7111,7205,14316,6080,6163,12243,5282,5196,10428,3579,3437,7016,1794,1614,3408,615,602,1217,214,213,427,583.9,10.8,67.9,28.0
20,Mantova,349494,176955,172039,5020,4844,9864,17721,16905,34626,19910,18983,38893,18600,18052,36652,15882,16069,31951,14800,14321,29121,12672,12562,25234,11144,10927,22071,10100,9850,19950,9739,9403,19142,9144,8708,17852,7510,7159,14669,6322,6233,12555,6128,6079,12207,5283,5017,10800,3929,3835,7764,1994,2009,4003,802,798,1600,255,285,540,608.4,12.1,70.7,27.9
23,Verona,474710,237349,237361,6862,6434,13296,23668,23324,46992,26616,26364,52980,25557,24770,50327,21586,22150,43736,23828,20147,43975,15601,17543,33144,14537,15386,29923,13649,14122,27771,12953,13292,26245,11649,11680,23329,9773,9698,19471,8507,8675,17182,7254,7931,15185,6796,7057,13853,4851,4976,9827,2507,2478,4985,867,971,1838,288,363,651,587.4,11.1,69.6,27.5
24,Vicenza,496182,240719,255460,7940,7823,15763,28699,28114,56813,30843,30280,61123,28272,27827,56099,21448,24149,45597,17080,21261,38341,14933,18747,33680,13870,16183,30053,12697,14584,27281,12001,13056,25057,10672,11541,22213,9429,10062,19491,8553,8729,17285,7851,7945,15796,7182,6697,13879,5107,4743,9850,2689,2419,5108,1051,938,1989,402,362,764,672.1,11.5,80.6,26.4
25,Belluno,192694,86715,105979,3225,3149,6374,12149,12030,24179,13596,13761,27357,11141,11798,22939,5641,8232,13873,6617,7345,13962,3774,6538,10312,3766,6309,10075,3564,5823,9387,3449,5580,9029,3373,5132,8505,3412,4543,7955,3157,4179,7336,3062,3798,6860,2738,3337,6075,2056,2264,4320,1218,1354,2572,542,588,1130,235,219,454,767.1,15.0,98.1,26.5
26,Treviso,491053,241266,249737,8461,8022,16483,30046,29367,59413,33864,32841,66705,30208,29043,59251,22348,23999,46347,18344,20056,38400,13785,16828,30613,12489,14158,26647,12061,13355,25416,11300,12087,23387,10136,10743,20879,8699,9033,17732,7429,7773,15202,6906,7041,13947,6229,6282,12511,4694,4691,9385,2591,2709,5300,1183,1148,2381,493,561,1054,755.3,11.8,89.9,25.3
27,Venezia,473495,232878,233567,7328,7279,14607,24851,23689,48540,26961,26193,53154,24646,24382,49028,21802,22024,43826,21561,19729,41290,17075,17156,34231,14826,14486,29312,13295,13493,26788,12019,11917,23936,11453,11560,23013,9671,10063,19784,8061,8368,16429,6795,7629,14424,5528,6456,11984,3735,4635,8370,2117,2783,4900,830,1223,9053,324,502,826,639.1,12.9,73.4,27.8
28,Padova,519192,257122,262070,8702,8223,16925,29181,28430,57561,33137,31353,64490,30818,29211,60029,23812,24524,48336,19298,21712,41010,17426,18976,36402,14838,15801,30639,13963,14887,28850,12884,13436,26320,11550,11980,23580,9847,10198,20045,8343,8681,17024,7699,8235,15934,6816,7074,13890,5061,5198,10259,2447,2605,5052,909,1080,1989,391,466,857,681.3,11.1,80.2,26.2
30,Udine,627344,284606,342736,10805,10564,21369,39526,38104,77630,43734,43009,86743,34789,37175,71961,18954,30627,49581,20311,27322,47633,14332,23724,38056,13369,20859,34228,12329,18217,30546,11600,16286,27886,11439,15169,26608,11079,14335,25414,9948,12322,22270,9901,11413,21314,8836,9566,18402,6687,6954,13641,4103,4169,8272,2031,2111,4142,833,810,1648,722.4,14.3,93.9,26.3
33,Piacenza,255378,131064,124320,3724,3498,7216,13338,12907,26245,15076,14654,29730,14084,13285,27369,10742,10155,20897,11207,9797,21004,8290,8864,17154,7809,7912,15721,7115,6882,13997,6833,6366,13199,6763,6293,13056,6178,5772,11950,5613,5159,10772,4895,4501,9396,4134,3555,7689,2916,2527,5443,1492,1416,2908,656,570,1226,199,207,406,669.5,12.0,73.6,28.0
34,Parma,325822,155237,157195,4696,4759,9455,16176,15909,32085,18460,14317,36464,17774,16848,34622,15055,14873,29928,14042,13491,27533,11425,11334,22759,0,10147,19850,8946,9113,18059,8634,8401,17035,8391,8032,16423,7501,7417,14918,6682,6336,13018,6070,5802,11872,4899,4421,9320,3452,3128,6580,1932,1799,3731,851,772,1623,251,296,547,616.7,11.4,70.2,27.9
35,ReggioEmilia,310257,157269,152988,5214,5138,10352,16858,16722,33580,18262,17962,36224,17044,16449,33493,14609,13718,28327,12196,12847,25043,10884,10938,21822,9340,9135,18475,8430,8226,16656,8254,7911,16165,8156,7524,15680,6935,6745,13680,5854,5595,11449,5472,5088,10560,4299,3921,8220,3017,2765,5782,1619,1523,3142,624,564,1188,202,217,419,699.8,10.5,74.4,26.9
36,Modena,352964,178016,174948,5553,5497,11050,18902,18302,37204,20324,19783,40107,18801,18560,37361,15995,15970,31965,14013,14596,28609,12387,12634,25021,10111,10468,20579,9124,9395,18519,8965,9027,17992,9569,9113,18682,8503,8050,16553,7167,6738,13905,6542,6080,12622,5266,4608,9874,3653,3232,6885,2128,1888,4016,777,748,1525,236,259,495,669.4,11.1,72.6,27.6
37,Bologna,577729,289047,288677,8043,7773,15816,27418,26768,54186,30566,29874,60440,28382,28044,56426,26567,26860,53427,25768,25289,51057,20627,21598,42225,17562,18732,36294,16392,16640,33032,15882,15968,31850,16300,15862,32162,14437,13948,28385,11623,11460,23088,10809,10759,21568,8612,8523,17135,5500,5535,11035,2947,3081,6028,1136,1324,2460,476,639,1115,559.6,10.7,63.6,28.5
38,Ferrara,307748,155365,152383,5405,5057,10462,17336,16733,34069,18690,18159,36849,16858,16233,33091,14193,13970,28163,11770,12366,24136,11043,10935,21978,8803,8729,17532,8926,8538,17464,7823,7472,15295,7952,7522,15474,7042,6627,13669,5451,5390,10841,5028,5014,10042,4293,4304,8597,2725,2763,5488,1366,1692,3058,490,621,1111,171,258,429,718.1,10.7,76.3,26.7
39,Ravenna,248247,127527,120720,3186,3029,6215,10042,9924,19966,11687,11177,22864,11386,10924,22310,11140,11003,22143,12183,10216,22399,9465,9003,18468,8265,7865,16130,7566,7283,14849,7315,6881,14196,7525,7020,14545,6927,6456,13383,5745,5410,11155,5433,5101,10534,4458,4054,8512,2616,2746,5362,1678,1622,3300,669,706,1375,241,300,541,501.1,12.1,57.3,30.4
40,Forlì,301408,150500,150908,4837,4711,9548,15061,14570,29631,16354,15910,32264,15434,15049,30483,13189,14750,27939,12042,12990,25032,10551,11250,21801,9245,9609,18854,7948,8179,16127,7785,7733,15518,7900,7660,15560,7227,7171,14398,6078,5738,11816,6021,5589,11610,4438,4155,8593,3082,2687,5769,1723,1492,3215,740,627,1367,845,1038,1883,607.3,11.7,68.7,28.3
41,PesaroUrbino,261171,128455,132716,3993,3790,7783,13000,12273,25273,14682,14201,28883,14556,13844,28400,11048,12439,23487,9353,10836,20189,8140,9707,17847,7162,8279,15441,6577,7295,13872,6599,6955,13554,6627,7100,13727,6560,6604,13164,5403,5311,10714,5229,5134,10363,4092,3994,8086,2858,2669,5527,1686,1516,3202,658,570,1228,232,199,431,595.5,12.1,71.4,28.4
42,Ancona,312758,154932,169277,4875,4673,9548,16014,20376,31390,17688,17585,27772,17106,16813,33919,14146,14872,30068,12662,14364,27026,10331,12224,22555,8803,10079,18882,7957,8720,16677,7973,8774,16747,7639,8327,15966,7067,7950,15017,6225,6526,12751,5783,6307,12090,4545,5033,9578,3129,3442,6571,1987,2071,4058,695,760,1455,307,381,688,593.0,11.9,66.6,28.6
43,Macerata,251295,122041,136755,3914,3554,7468,13033,12923,18955,14619,13780,28399,13720,13418,27138,10503,13407,23410,7416,11198,18614,7187,9444,16631,6335,7762,14097,5670,6853,12523,5950,7211,13161,6228,7192,13420,6125,7083,13208,5573,5979,11552,5404,5816,11220,4350,4771,9121,2895,3201,6096,1970,2035,4005,834,795,1629,315,333,648,472.9,14.5,70.0,29.9
44,AscoliPiceno,253529,120294,133235,3823,3762,7585,13086,12456,25542,14186,13260,27446,13520,13346,26866,10949,12712,23661,7960,11224,19184,6932,9926,16858,6434,8175,14609,5532,6749,12281,5693,6857,12550,6080,7034,13114,5935,6382,12317,5116,5492,10608,4968,5365,10333,3994,4374,8368,2868,3140,6008,2028,1899,3927,885,778,1663,305,304,609,595.3,14.1,74.2,28.8
45,MassaCarrara,212276,102780,109496,3220,3160,6380,12106,11560,23666,13364,13059,26423,12520,12586,25106,9672,10970,20642,6551,9302,15853,5989,7465,13454,5382,6281,11663,5138,5878,11016,5041,5595,10636,4957,5283,10240,4259,4410,8669,3707,3688,7395,3692,3607,7299,2864,2749,5613,2027,1923,3950,1374,1222,2596,668,530,1198,249,228,477,660.5,11.8,81.6,26.6
46,Lucca,322345,155485,177426,4093,4061,8154,16071,15747,31818,19499,18690,38189,19113,18824,37937,14765,17230,32095,9768,14791,24561,8452,12159,20611,7944,10788,18732,7499,9641,17140,7253,9397,16650,7795,8373,16168,6871,9152,16023,6227,7306,13533,6342,7161,13503,5250,5418,0,3877,4055,7932,2649,2562,5211,1376,1371,2747,641,700,1341,540.1,9.1,70.5,27.6
48,Firenze,998912,497338,507726,12210,11725,23935,44255,42708,86963,50686,39866,100334,50713,50038,100751,45660,48718,94378,42697,96392,89089,36305,38842,75147,32195,0,66191,30178,30771,60949,27554,28244,55798,27592,26830,54492,23341,22894,46235,19917,19559,39476,19499,19035,38534,15017,13921,28938,10116,9465,19581,5810,5329,11139,2696,2489,5185,897,900,1797,456.4,10.7,61.0,28.9
49,Livorno,135612,67614,67998,1536,1460,2996,5489,5384,10873,6096,6133,12229,5906,5926,11832,6056,6148,12204,6361,5906,12267,5648,5360,11008,5079,4771,9850,4246,4252,8498,3949,3961,7910,3987,3985,7972,3456,3667,7123,2775,2952,5727,2643,2785,5428,1929,2144,4073,1222,1581,2803,773,967,1740,355,463,818,108,153,261,456.2,11.0,54.1,30.2
50,Pisa,335887,179220,168080,4243,4212,8455,16269,15533,31802,18559,17710,36269,22558,16842,28037,16042,15676,31718,14183,14354,28537,12704,12715,25419,11486,11285,22771,10252,9872,20124,9561,9486,19047,9330,8618,17948,7925,7700,15625,6863,6423,13286,6862,6435,13297,5241,4718,9959,3597,3236,6833,2154,1924,4078,897,849,1746,494,492,936,548.6,11.3,61.7,29.0
51,Arezzo,283387,144342,138995,4287,4165,8452,13961,13573,27534,15690,15034,30724,15351,14836,30237,13314,12791,26105,10119,11854,21973,9699,10034,19733,8472,8552,17024,7892,7585,15477,7812,7298,15110,7570,6972,14542,7075,6482,13557,6317,5597,11914,6046,5283,11329,4625,3889,8514,3083,2677,5760,1936,1492,3428,841,644,1485,252,237,489,619.2,11.8,69.9,28.4
52,Siena,241535,124795,116735,3283,3066,6349,10655,10227,20882,11918,11830,23748,11999,11516,23520,10909,10865,21774,10886,10199,21085,9311,9167,18478,8128,7552,15680,7311,6776,14087,7038,6385,13423,7032,6421,13453,6269,5596,11865,5780,5036,10816,5387,4786,10173,4051,3257,7308,2428,2007,4435,1486,1144,2630,596,494,1090,328,411,739,534.5,10.7,60.1,29.3
53,Grosseto,146634,72476,70514,2140,2075,4215,7259,7009,14268,8184,7894,16078,7932,7586,15518,7413,7061,14474,6148,6555,12703,6178,5625,11798,4781,4244,9025,4564,3933,8497,4406,3815,8221,4290,3510,7800,0,3020,6669,2838,2452,5290,2586,2224,4810,1723,1571,3294,1048,930,1978,591,630,1221,234,227,461,161,153,314,591.8,8.1,64.2,27.0
61,Caserta,788331,376604,411727,10794,10070,20864,40530,38177,78707,44937,42426,87363,44132,42529,86661,35527,39367,74894,29534,34327,63861,19837,28135,47972,18245,24480,42725,18269,23064,41333,17821,21317,39138,17962,20398,38360,18433,20859,39292,16101,17490,33591,16309,17999,34308,12241,12757,24998,8477,9638,18115,4487,5063,9550,2203,2622,4825,765,1009,1774,583.3,13.0,73.1,28.6
62,Benevento,252635,118598,134142,3646,3386,7032,12924,12562,25486,14263,13484,27647,14249,13851,28100,10028,12302,22325,6677,11000,17677,6088,9471,15559,5749,7970,13719,5844,7565,13409,5464,6944,12408,5601,6692,12293,6094,6819,12913,5889,6155,12044,6085,6177,12262,4178,4040,8218,2965,2955,5920,1752,1689,3441,792,772,1564,310,308,618,588.5,13.7,74.7,29.1
63,Napoli,1302057,641314,660686,17996,16565,34561,59660,57084,116744,66959,63709,130668,65928,64554,130482,60344,62083,122427,59489,59144,118633,45279,50100,95379,41239,44826,86065,36270,40433,76703,35332,36987,72319,32547,34485,67032,32193,34890,67083,25353,25867,51220,23484,26678,50162,16904,17292,34196,12051,13581,25639,5906,6568,12474,3106,4031,7187,1274,1809,3083,515.4,10.2,61.3,28.7
64,Avellino,401015,186204,207861,5517,5249,10766,20925,19654,40529,22375,21145,43520,22824,21621,44445,16743,19553,36296,11175,17035,28210,9097,13870,29967,8344,11862,20206,8418,11109,19527,8432,10735,19167,8788,10553,19341,9700,10722,20422,8981,9659,18640,9194,9314,18508,6382,6384,12766,4590,4709,9299,2808,2758,5566,1399,1396,2795,512,533,1045,609.5,13.7,74.1,29.0
65,Salerno,556139,265597,290542,7961,7458,15419,28232,27256,55488,31357,29767,61124,30099,28759,58858,25165,27516,52681,19155,23827,42982,14202,18621,32823,13640,16996,30636,12450,15295,27745,12302,14700,27002,12036,13846,25882,12805,15141,27946,11264,12676,23940,11561,13153,24714,8493,9025,17518,7065,8156,15221,4199,4351,8550,2495,2828,5323,1116,1171,2287,606.3,15.5,75.8,29.3
66,Aquila,396971,201109,216897,5785,5362,11147,21410,20299,41709,23502,22004,36938,22510,21469,43979,22375,20158,35063,10712,18213,28925,9061,15265,24326,8621,13159,21783,8630,12273,20903,8932,11580,20512,9379,11425,20804,9895,11030,20925,9738,10058,19796,8921,8941,17862,7031,6808,13839,4724,4606,9330,8156,2727,5883,1283,1128,2411,444,392,836,583.1,14.0,71.9,29.6
67,Teramo,307352,134891,192267,4496,4341,8837,15821,15092,30913,17659,16500,34159,13834,46837,34103,12625,15160,27785,7725,13962,21687,7573,12123,19696,7392,10189,17581,0,8572,15304,6935,8091,15026,6893,7683,14576,7297,7720,15017,6827,7020,13847,6390,6305,12695,5079,4864,9943,4064,3908,7972,2612,2422,5064,1130,1049,2179,539,429,968,583.7,15.1,77.4,29.0
69,Chieti,365421,168169,196702,5068,5018,10086,18242,17621,35863,20007,18774,38781,20244,19464,39708,14198,17886,32084,10203,16563,26766,8320,14338,22658,7952,12483,20435,7438,10597,18035,7671,10268,17939,7750,9745,17495,8939,10396,19385,8523,8938,17461,7836,8495,16831,6220,6478,12698,4784,5031,9815,3076,2898,5974,1208,1213,2421,490,496,986,559.4,15.3,74.8,29.6
70,Campobasso,347229,158301,188868,5092,4950,10042,17087,16486,33573,19252,18428,37680,18997,18654,37651,13370,17075,30445,8306,14562,22868,7690,13239,20989,7421,11658,19079,7398,10751,18149,7059,9756,16815,7496,9568,17064,8558,10492,19050,8730,9719,18449,8070,8850,16920,5544,5959,11503,4188,4478,8666,2611,2748,5359,1057,1109,2166,375,386,761,566.1,14.2,73.8,29.7
71,Foggia,466336,228114,238192,7762,7332,15094,24703,23487,48190,26266,24978,51244,26424,24598,51022,22662,22419,45081,18589,20974,39563,15607,17955,33562,14073,15696,29769,12392,14008,26400,11338,12183,23521,10736,11767,22503,11198,12029,23227,8948,9461,18409,7225,8395,15620,4709,5347,10056,3014,4125,7169,1543,2015,3558,693,1038,1731,232,385,617,613.0,8.3,68.0,26.8
72,Bari,890662,426308,456354,13907,13217,27124,44893,43006,87899,50114,47933,98047,50463,49951,100414,31677,44183,84330,33544,39259,72803,27807,33734,61041,25141,28808,53949,22658,25127,47785,22829,24717,47546,20604,21774,42378,22682,23404,46086,17212,17121,34363,15529,16175,31704,11001,10805,21806,8386,8993,17379,4420,4274,8694,2482,2726,5208,959,1147,2106,587.4,10.6,70.6,27.6
75,Lecce,820719,384283,386436,12576,12067,24643,40944,39698,80642,40119,38699,78818,40579,39101,79680,35666,37412,73078,33270,33698,66968,26718,28791,55509,24079,24928,49007,21987,21967,43954,20287,19955,40242,18834,18364,37198,17887,17351,35238,15416,15578,80994,12774,13181,25955,9385,9892,19277,6927,7738,14665,3995,4499,8494,2006,2449,4455,834,1068,1902,631.4,9.6,61.5,29.4
78,Cosenza,465557,212724,252833,6252,5971,12223,25216,24005,49221,28511,26899,55410,29001,27528,56529,21961,25544,47505,13122,20879,34001,9682,16400,26082,9626,15058,24684,8664,13129,21793,9242,13487,22729,8431,11661,20092,9844,13190,23034,8479,10560,19039,9026,10808,19834,6001,6749,12750,4885,5806,10691,2594,2722,5316,1553,1815,3368,634,622,1256,588.0,12.9,79.9,27.7
79,Catanzaro,480971,221395,259571,6679,6285,12964,26052,24946,50998,27958,26391,54354,28625,27556,56181,21622,25564,47186,13833,20951,34784,10221,17690,27911,10209,16800,27009,10017,14847,24864,10608,14323,24931,10164,12848,23012,11029,13429,24458,9867,10687,20554,9004,10029,19033,6172,6493,12665,4734,5681,10415,2660,2827,5487,1395,1615,3010,546,609,1155,580.5,12.0,75.7,27.9
80,ReggioCalabria,444111,212964,231647,6869,6361,13230,24654,22745,47399,25095,23501,48596,24748,23448,48196,19716,22971,42687,14566,19425,33991,10967,16318,27285,10602,14579,25181,10529,13041,23570,10818,12557,22875,10023,11360,21383,11117,12150,23267,9041,8945,17986,8796,8813,17609,5978,6002,11980,4910,4872,9782,2442,2439,4881,1463,1484,2947,630,636,1266,613.1,12.1,73.6,28.1
81,Trapani,349795,172939,181856,4616,4314,8930,16572,15410,31982,19840,18518,38358,19704,19054,38758,16728,22877,34605,13896,15603,29499,11948,13240,25188,11175,12026,23201,9921,9943,19864,8555,8811,17366,8364,8462,16826,8720,8886,17606,6907,6733,13640,6402,7058,13460,4175,4187,8362,2933,3445,6378,1382,1578,2960,797,1197,1994,304,514,818,495.9,9.7,65.6,27.9
82,Palermo,794061,400476,393585,9591,9016,18607,36286,33178,69464,43014,38651,81665,44627,40161,84788,38217,37397,75614,35399,33907,69306,26573,29927,56500,24622,27081,51703,21787,24349,46136,22602,22668,45270,19551,20320,39871,20861,20534,41395,16468,15710,32178,16118,15949,32067,10780,10308,21088,7816,7801,15617,3277,3305,6582,2043,2303,4346,844,1020,1864,502.3,10.1,62.0,28.7
83,Messina,513325,248346,269924,7279,6894,14173,25447,23724,49171,26904,25823,52732,28414,27436,55850,23605,26450,50105,19036,23295,42331,13934,18575,32509,13442,17032,30474,12635,14586,27221,12617,14389,27006,12839,18494,26333,12890,13549,26439,10716,10789,21505,10238,10605,20843,7132,6887,14019,5508,5717,11225,3011,2882,5893,1851,1928,3779,848,869,1717,554.1,12.0,68.4,28.7
84,Girgenti,388635,194010,191625,5816,5446,11262,20501,18790,39291,23172,21296,44468,21940,19934,41874,18445,17877,36322,15472,15503,30975,13262,14199,27461,12169,12819,24988,10927,11069,21996,9938,10258,20196,9171,9342,18513,10049,9640,19689,8269,7436,15705,7299,7459,14758,1569,4415,8984,3432,3490,6922,1467,1428,2895,827,918,1745,285,306,591,618.6,9.2,68.5,27.4
85,Caltanissetta,338447,170080,164954,5490,5177,10667,17685,16256,33941,19180,17564,36744,18753,17261,36014,12575,15016,31004,13368,13382,26750,11781,12588,24369,11085,11283,22368,10229,9857,20086,9079,8790,17869,8810,8265,17075,9658,8897,18555,7087,6145,13232,6431,6080,12511,3862,3413,7275,2928,2882,5810,1148,1135,2283,690,733,1423,241,230,471,629.0,8.5,66.1,27.5
87,Catania,783139,397025,386114,11543,10927,22470,37335,35445,72780,42457,38329,80786,44864,40410,85274,39720,37635,77355,34028,34320,68348,28619,29740,58359,25812,26818,52630,23195,23534,46729,21667,22003,43670,19907,19206,39113,20355,19947,40302,14947,14152,29099,13369,13842,27211,7913,7511,15424,6086,6631,12717,2716,2814,5530,1759,2023,3782,733,827,1560,547.3,8.1,62.2,27.5
89,Siracusa,468575,235630,232945,6429,6143,12572,23547,21623,45170,26022,23516,49538,25905,23768,49673,23567,23341,46908,21051,22341,43392,17275,18898,36173,15459,16539,31998,12803,13143,25946,12113,12672,24785,11647,11156,22803,11933,11714,23647,8868,8166,17034,7957,8239,16196,4817,4632,9449,3486,3928,7414,1459,1526,2985,931,1187,2118,361,413,774,540.0,7.9,62.2,27.2
90,Sassari,318680,167271,164197,5010,4796,9806,17426,16439,33865,18644,18064,36708,17804,16800,27899,15212,15945,31157,15001,14884,23802,11619,12764,24383,10427,10936,21363,9676,9516,19192,9280,8798,18078,8462,7971,16433,7931,7124,15055,6116,5702,11818,4904,4997,9901,3969,3698,7667,2895,3035,5930,1746,1547,3293,854,864,1718,295,317,612,599.5,10.1,66.7,27.5
92,Cagliari,519093,261454,257589,7810,7261,15071,26195,25184,51429,28358,27101,55459,26313,24774,51087,24161,24634,48795,20709,22264,42973,19043,19668,38711,17837,18032,35869,16434,15785,32219,14788,14071,28859,13478,12862,26340,12744,12189,24933,10629,10133,20762,8478,8834,17312,6149,6121,12270,4363,4695,9058,2482,2342,4824,1101,1144,2245,382,495,877,581.0,9.2,63.9,27.8
