"code","province","age_class","male","female","total"
"001","Torino","0",14841,14965,29806
"001","Torino","1-4",45431,46109,91540
"001","Torino","5-9",47893,48677,96570
"001","Torino","10-14",45397,46042,91439
"001","Torino","15-19",43321,47956,91277
"001","Torino","20-24",41122,43279,84401
"001","Torino","25-29",34657,40907,75564
"001","Torino","30-34",32684,33208,65892
"001","Torino","35-39",34159,35042,69201
"001","Torino","40-44",27616,26352,53968
"001","Torino","45-49",25319,25279,50598
"001","Torino","50-54",21828,19197,41025
"001","Torino","55-59",18740,17238,35978
"001","Torino","60-64",13568,11680,25248
"001","Torino","65-69",9457,8352,17809
"001","Torino","70-74",5929,5501,11430
"001","Torino","75-79",3302,2924,6226
"001","Torino","80-84",1204,977,2181
"001","Torino","85+",508,397,905
"003","Novara","0",10241,10100,20341
"003","Novara","1-4",30513,30782,61295
"003","Novara","5-9",31603,32109,63712
"003","Novara","10-14",28810,30546,59356
"003","Novara","15-19",25872,31424,57296
"003","Novara","20-24",21345,27352,48697
"003","Novara","25-29",20841,25564,46405
"003","Novara","30-34",20296,21252,41548
"003","Novara","35-39",20923,21647,42570
"003","Novara","40-44",15521,15541,31062
"003","Novara","45-49",14039,14844,28883
"003","Novara","50-54",12148,11823,23971
"003","Novara","55-59",10017,10617,20634
"003","Novara","60-64",6937,6663,13600
"003","Novara","65-69",4621,5142,9763
"003","Novara","70-74",2774,2734,5508
"003","Novara","75-79",1474,1474,2948
"003","Novara","80-84",589,475,1064
"003","Novara","85+",209,183,392
"004","Cuneo","0",9594,9506,19100
"004","Cuneo","1-4",31512,30534,62046
"004","Cuneo","5-9",33607,33134,66741
"004","Cuneo","10-14",31286,31189,62475
"004","Cuneo","15-19",26995,31790,58785
"004","Cuneo","20-24",24859,25791,50650
"004","Cuneo","25-29",20984,24066,45050
"004","Cuneo","30-34",19315,19596,38911
"004","Cuneo","35-39",21991,21308,43299
"004","Cuneo","40-44",17323,14777,32100
"004","Cuneo","45-49",16584,15098,31682
"004","Cuneo","50-54",14079,10993,25072
"004","Cuneo","55-59",12260,10602,22862
"004","Cuneo","60-64",9022,6346,15368
"004","Cuneo","65-69",6365,5378,11743
"004","Cuneo","70-74",3732,2578,6310
"004","Cuneo","75-79",2125,1490,3615
"004","Cuneo","80-84",720,408,1128
"004","Cuneo","85+",307,205,512
"006","Alessandria","0",11049,11154,22203
"006","Alessandria","1-4",35766,35207,70973
"006","Alessandria","5-9",37929,37210,75139
"006","Alessandria","10-14",32823,32387,65210
"006","Alessandria","15-19",30263,34179,64442
"006","Alessandria","20-24",24817,26127,50944
"006","Alessandria","25-29",23373,25365,48738
"006","Alessandria","30-34",21428,19558,40986
"006","Alessandria","35-39",24579,22556,47135
"006","Alessandria","40-44",18573,15791,34364
"006","Alessandria","45-49",18087,16150,34237
"006","Alessandria","50-54",14822,11018,25840
"006","Alessandria","55-59",13432,11779,25211
"006","Alessandria","60-64",8995,6334,15329
"006","Alessandria","65-69",6615,5803,12418
"006","Alessandria","70-74",3828,2472,6300
"006","Alessandria","75-79",2150,1500,3650
"006","Alessandria","80-84",726,444,1170
"006","Alessandria","85+",287,221,508
"008","Porto Maurizio","0",1874,1870,3744
"008","Porto Maurizio","1-4",5518,5535,11053
"008","Porto Maurizio","5-9",6118,6164,12282
"008","Porto Maurizio","10-14",5961,6169,12130
"008","Porto Maurizio","15-19",5040,6380,11420
"008","Porto Maurizio","20-24",3973,5222,9195
"008","Porto Maurizio","25-29",3909,4786,8695
"008","Porto Maurizio","30-34",3616,3771,7387
"008","Porto Maurizio","35-39",4457,4660,9117
"008","Porto Maurizio","40-44",3397,3171,6568
"008","Porto Maurizio","45-49",3137,3568,6705
"008","Porto Maurizio","50-54",2914,2666,5580
"008","Porto Maurizio","55-59",2988,3084,6072
"008","Porto Maurizio","60-64",2090,1933,4023
"008","Porto Maurizio","65-69",1694,1693,3387
"008","Porto Maurizio","70-74",1022,860,1882
"008","Porto Maurizio","75-79",797,640,1437
"008","Porto Maurizio","80-84",290,176,466
"008","Porto Maurizio","85+",144,103,247
"010","Genova","0",10971,10923,21894
"010","Genova","1-4",33980,33920,67900
"010","Genova","5-9",38392,38099,76491
"010","Genova","10-14",32800,34035,66835
"010","Genova","15-19",27613,35514,63127
"010","Genova","20-24",25235,27431,52666
"010","Genova","25-29",21898,27109,49007
"010","Genova","30-34",18972,20074,39046
"010","Genova","35-39",22838,24736,47574
"010","Genova","40-44",15795,14978,30773
"010","Genova","45-49",15889,17473,33362
"010","Genova","50-54",12835,10983,23818
"010","Genova","55-59",13187,13613,26800
"010","Genova","60-64",9183,8071,17254
"010","Genova","65-69",8236,8257,16493
"010","Genova","70-74",4477,3586,8063
"010","Genova","75-79",3098,2828,5926
"010","Genova","80-84",1094,802,1896
"010","Genova","85+",630,561,1191
"013","Como","0",8730,8141,16871
"013","Como","1-4",26308,25735,52043
"013","Como","5-9",27228,26764,53992
"013","Como","10-14",24669,25145,49814
"013","Como","15-19",23011,24856,47867
"013","Como","20-24",15522,20818,36340
"013","Como","25-29",15201,17924,33125
"013","Como","30-34",15437,15409,30846
"013","Como","35-39",14147,14215,28362
"013","Como","40-44",12531,11845,24376
"013","Como","45-49",11606,10883,22489
