COD_PROV,year,births,cbr
66,1863,47040,38.4
67,1863,47040,38.4
68,1863,47040,38.4
69,1863,47040,38.4
70,1863,47040,38.4
66,1864,44961,36.51
67,1864,44961,36.51
68,1864,44961,36.51
69,1864,44961,36.51
70,1864,44961,36.51
66,1865,46644,37.69
67,1865,46644,37.69
68,1865,46644,37.69
69,1865,46644,37.69
70,1865,46644,37.69
66,1866,46626,37.48
67,1866,46626,37.48
68,1866,46626,37.48
69,1866,46626,37.48
70,1866,46626,37.48
66,1867,48241,38.59
67,1867,48241,38.59
68,1867,48241,38.59
69,1867,48241,38.59
70,1867,48241,38.59
66,1868,43089,34.3
67,1868,43089,34.3
68,1868,43089,34.3
69,1868,43089,34.3
70,1868,43089,34.3
66,1869,47968,37.99
67,1869,47968,37.99
68,1869,47968,37.99
69,1869,47968,37.99
70,1869,47968,37.99
66,1870,46800,36.88
67,1870,46800,36.88
68,1870,46800,36.88
69,1870,46800,36.88
70,1870,46800,36.88
66,1871,46874,36.76
67,1871,46874,36.76
68,1871,46874,36.76
69,1871,46874,36.76
70,1871,46874,36.76
66,1872,47806,37.37
67,1872,47806,37.37
68,1872,47806,37.37
69,1872,47806,37.37
70,1872,47806,37.37
66,1873,49869,38.86
67,1873,49869,38.86
68,1873,49869,38.86
69,1873,49869,38.86
70,1873,49869,38.86
66,1874,46177,35.86
67,1874,46177,35.86
68,1874,46177,35.86
69,1874,46177,35.86
70,1874,46177,35.86
66,1875,48925,37.87
67,1875,48925,37.87
68,1875,48925,37.87
69,1875,48925,37.87
70,1875,48925,37.87
66,1876,51233,39.53
67,1876,51233,39.53
68,1876,51233,39.53
69,1876,51233,39.53
70,1876,51233,39.53
66,1877,51711,39.77
67,1877,51711,39.77
68,1877,51711,39.77
69,1877,51711,39.77
70,1877,51711,39.77
66,1878,49786,38.17
67,1878,49786,38.17
68,1878,49786,38.17
69,1878,49786,38.17
70,1878,49786,38.17
66,1879,54081,41.32
67,1879,54081,41.32
68,1879,54081,41.32
69,1879,54081,41.32
70,1879,54081,41.32
66,1880,44557,33.94
67,1880,44557,33.94
68,1880,44557,33.94
69,1880,44557,33.94
70,1880,44557,33.94
66,1881,53612,40.7
67,1881,53612,40.7
68,1881,53612,40.7
69,1881,53612,40.7
70,1881,53612,40.7
66,1891,53059,38.49
67,1891,53059,38.49
68,1891,53059,38.49
69,1891,53059,38.49
70,1891,53059,38.49
66,1894,53567,38.35
67,1894,53567,38.35
68,1894,53567,38.35
69,1894,53567,38.35
70,1894,53567,38.35
66,1901,47323,32.86
67,1901,47323,32.86
68,1901,47323,32.86
69,1901,47323,32.86
70,1901,47323,32.86
66,1911,42915,30.12
67,1911,42915,30.12
68,1911,42915,30.12
69,1911,42915,30.12
70,1911,42915,30.12
66,1921,50615,35.51
67,1921,50615,35.51
68,1921,50615,35.51
69,1921,50615,35.51
70,1921,50615,35.51
66,1931,45029,29.83
67,1931,45029,29.83
68,1931,45029,29.83
69,1931,45029,29.83
70,1931,45029,29.83
76,1863,21451,43.21
77,1863,21451,43.21
76,1864,20795,41.74
77,1864,20795,41.74
76,1865,21308,42.62
77,1865,21308,42.62
76,1866,22033,43.91
77,1866,22033,43.91
76,1867,22013,43.72
77,1867,22013,43.72
76,1868,20483,40.54
77,1868,20483,40.54
76,1869,20266,39.97
77,1869,20266,39.97
76,1870,20123,39.55
77,1870,20123,39.55
76,1871,18951,37.12
77,1871,18951,37.12
76,1872,22037,43.04
77,1872,22037,43.04
76,1873,20868,40.65
77,1873,20868,40.65
76,1874,19374,37.64
77,1874,19374,37.64
76,1875,20942,40.57
77,1875,20942,40.57
76,1876,21632,41.8
77,1876,21632,41.8
76,1877,22584,43.52
77,1877,22584,43.52
76,1878,21982,42.25
77,1878,21982,42.25
76,1879,22587,43.29
77,1879,22587,43.29
76,1880,20339,38.88
77,1880,20339,38.88
76,1881,22959,43.77
77,1881,22959,43.77
76,1891,21069,41.53
77,1891,21069,41.53
76,1894,19480,38.79
77,1894,19480,38.79
76,1901,16928,34.53
77,1901,16928,34.53
76,1911,16884,35.95
77,1911,16884,35.95
76,1921,17750,38.0
77,1921,17750,38.0
76,1931,17806,35.28
77,1931,17806,35.28
78,1863,45526,39.26
79,1863,45526,39.26
80,1863,45526,39.26
78,1864,44060,37.79
79,1864,44060,37.79
80,1864,44060,37.79
78,1865,45711,39.0
79,1865,45711,39.0
80,1865,45711,39.0
78,1866,47104,39.98
79,1866,47104,39.98
80,1866,47104,39.98
78,1867,43496,36.71
79,1867,43496,36.71
80,1867,43496,36.71
78,1868,40903,34.35
79,1868,40903,34.35
80,1868,40903,34.35
78,1869,43710,36.51
79,1869,43710,36.51
80,1869,43710,36.51
78,1870,47003,39.06
79,1870,47003,39.06
80,1870,47003,39.06
78,1871,44286,36.61
79,1871,44286,36.61
80,1871,44286,36.61
78,1872,48207,39.69
79,1872,48207,39.69
80,1872,48207,39.69
78,1873,47106,38.63
79,1873,47106,38.63
80,1873,47106,38.63
78,1874,45027,36.78
79,1874,45027,36.78
80,1874,45027,36.78
78,1875,45434,36.97
79,1875,45434,36.97
80,1875,45434,36.97
78,1876,49556,40.17
79,1876,49556,40.17
80,1876,49556,40.17
78,1877,48675,39.3
79,1877,48675,39.3
80,1877,48675,39.3
78,1878,43812,35.23
79,1878,43812,35.23
80,1878,43812,35.23
78,1879,47078,37.71
79,1879,47078,37.71
80,1879,47078,37.71
78,1880,42350,33.8
79,1880,42350,33.8
80,1880,42350,33.8
78,1881,47924,38.1
79,1881,47924,38.1
80,1881,47924,38.1
78,1891,52698,40.12
79,1891,52698,40.12
80,1891,52698,40.12
78,1894,51297,38.56
79,1894,51297,38.56
80,1894,51297,38.56
78,1901,45221,33.03
79,1901,45221,33.03
80,1901,45221,33.03
78,1911,48199,34.67
79,1911,48199,34.67
80,1911,48199,34.67
78,1921,54785,37.03
79,1921,54785,37.03
80,1921,54785,37.03
78,1931,54442,32.66
79,1931,54442,32.66
80,1931,54442,32.66
61,1863,101714,38.98
62,1863,101714,38.98
63,1863,101714,38.98
64,1863,101714,38.98
65,1863,101714,38.98
61,1864,100785,38.35
62,1864,100785,38.35
63,1864,100785,38.35
64,1864,100785,38.35
65,1864,100785,38.35
61,1865,102599,38.78
62,1865,102599,38.78
63,1865,102599,38.78
64,1865,102599,38.78
65,1865,102599,38.78
61,1866,101559,38.12
62,1866,101559,38.12
63,1866,101559,38.12
64,1866,101559,38.12
65,1866,101559,38.12
61,1867,100092,37.32
62,1867,100092,37.32
63,1867,100092,37.32
64,1867,100092,37.32
65,1867,100092,37.32
61,1868,90849,33.64
62,1868,90849,33.64
63,1868,90849,33.64
64,1868,90849,33.64
65,1868,90849,33.64
61,1869,100381,36.93
62,1869,100381,36.93
63,1869,100381,36.93
64,1869,100381,36.93
65,1869,100381,36.93
61,1870,99920,36.52
62,1870,99920,36.52
63,1870,99920,36.52
64,1870,99920,36.52
65,1870,99920,36.52
61,1871,98783,35.86
62,1871,98783,35.86
63,1871,98783,35.86
64,1871,98783,35.86
65,1871,98783,35.86
61,1872,107612,38.87
62,1872,107612,38.87
63,1872,107612,38.87
64,1872,107612,38.87
65,1872,107612,38.87
61,1873,100139,35.98
62,1873,100139,35.98
63,1873,100139,35.98
64,1873,100139,35.98
65,1873,100139,35.98
61,1874,95395,34.11
62,1874,95395,34.11
63,1874,95395,34.11
64,1874,95395,34.11
65,1874,95395,34.11
61,1875,105965,37.69
62,1875,105965,37.69
63,1875,105965,37.69
64,1875,105965,37.69
65,1875,105965,37.69
61,1876,109900,38.89
62,1876,109900,38.89
63,1876,109900,38.89
64,1876,109900,38.89
65,1876,109900,38.89
61,1877,108830,38.33
62,1877,108830,38.33
63,1877,108830,38.33
64,1877,108830,38.33
65,1877,108830,38.33
61,1878,100571,35.24
62,1878,100571,35.24
63,1878,100571,35.24
64,1878,100571,35.24
65,1878,100571,35.24
61,1879,109143,38.05
62,1879,109143,38.05
63,1879,109143,38.05
64,1879,109143,38.05
65,1879,109143,38.05
61,1880,96424,33.46
62,1880,96424,33.46
63,1880,96424,33.46
64,1880,96424,33.46
65,1880,96424,33.46
61,1881,109047,37.65
62,1881,109047,37.65
63,1881,109047,37.65
64,1881,109047,37.65
65,1881,109047,37.65
61,1891,117241,38.73
62,1891,117241,38.73
63,1891,117241,38.73
64,1891,117241,38.73
65,1891,117241,38.73
61,1894,112528,36.7
62,1894,112528,36.7
63,1894,112528,36.7
64,1894,112528,36.7
65,1894,112528,36.7
61,1901,97543,30.89
62,1901,97543,30.89
63,1901,97543,30.89
64,1901,97543,30.89
65,1901,97543,30.89
61,1911,102162,31.02
62,1911,102162,31.02
63,1911,102162,31.02
64,1911,102162,31.02
65,1911,102162,31.02
61,1921,120717,34.28
62,1921,120717,34.28
63,1921,120717,34.28
64,1921,120717,34.28
65,1921,120717,34.28
61,1931,110014,31.58
62,1931,110014,31.58
63,1931,110014,31.58
64,1931,110014,31.58
65,1931,110014,31.58
33,1863,80959,39.92
34,1863,80959,39.92
35,1863,80959,39.92
36,1863,80959,39.92
37,1863,80959,39.92
38,1863,80959,39.92
39,1863,80959,39.92
40,1863,80959,39.92
33,1864,74237,36.41
34,1864,74237,36.41
35,1864,74237,36.41
36,1864,74237,36.41
37,1864,74237,36.41
38,1864,74237,36.41
39,1864,74237,36.41
40,1864,74237,36.41
33,1865,76482,37.31
34,1865,76482,37.31
35,1865,76482,37.31
36,1865,76482,37.31
37,1865,76482,37.31
38,1865,76482,37.31
39,1865,76482,37.31
40,1865,76482,37.31
33,1866,77892,37.8
34,1866,77892,37.8
35,1866,77892,37.8
36,1866,77892,37.8
37,1866,77892,37.8
38,1866,77892,37.8
39,1866,77892,37.8
40,1866,77892,37.8
33,1867,72090,34.8
34,1867,72090,34.8
35,1867,72090,34.8
36,1867,72090,34.8
37,1867,72090,34.8
38,1867,72090,34.8
39,1867,72090,34.8
40,1867,72090,34.8
33,1868,73236,35.17
34,1868,73236,35.17
35,1868,73236,35.17
36,1868,73236,35.17
37,1868,73236,35.17
38,1868,73236,35.17
39,1868,73236,35.17
40,1868,73236,35.17
33,1869,74813,35.74
34,1869,74813,35.74
35,1869,74813,35.74
36,1869,74813,35.74
37,1869,74813,35.74
38,1869,74813,35.74
39,1869,74813,35.74
40,1869,74813,35.74
33,1870,75559,35.91
34,1870,75559,35.91
35,1870,75559,35.91
36,1870,75559,35.91
37,1870,75559,35.91
38,1870,75559,35.91
39,1870,75559,35.91
40,1870,75559,35.91
33,1871,73752,34.87
34,1871,73752,34.87
35,1871,73752,34.87
36,1871,73752,34.87
37,1871,73752,34.87
38,1871,73752,34.87
39,1871,73752,34.87
40,1871,73752,34.87
33,1872,73995,34.87
34,1872,73995,34.87
35,1872,73995,34.87
36,1872,73995,34.87
37,1872,73995,34.87
38,1872,73995,34.87
39,1872,73995,34.87
40,1872,73995,34.87
33,1873,72939,34.26
34,1873,72939,34.26
35,1873,72939,34.26
36,1873,72939,34.26
37,1873,72939,34.26
38,1873,72939,34.26
39,1873,72939,34.26
40,1873,72939,34.26
33,1874,69133,32.37
34,1874,69133,32.37
35,1874,69133,32.37
36,1874,69133,32.37
37,1874,69133,32.37
38,1874,69133,32.37
39,1874,69133,32.37
40,1874,69133,32.37
33,1875,77127,36.0
34,1875,77127,36.0
35,1875,77127,36.0
36,1875,77127,36.0
37,1875,77127,36.0
38,1875,77127,36.0
39,1875,77127,36.0
40,1875,77127,36.0
33,1876,83175,38.7
34,1876,83175,38.7
35,1876,83175,38.7
36,1876,83175,38.7
37,1876,83175,38.7
38,1876,83175,38.7
39,1876,83175,38.7
40,1876,83175,38.7
33,1877,76076,35.29
34,1877,76076,35.29
35,1877,76076,35.29
36,1877,76076,35.29
37,1877,76076,35.29
38,1877,76076,35.29
39,1877,76076,35.29
40,1877,76076,35.29
33,1878,72909,33.71
34,1878,72909,33.71
35,1878,72909,33.71
36,1878,72909,33.71
37,1878,72909,33.71
38,1878,72909,33.71
39,1878,72909,33.71
40,1878,72909,33.71
33,1879,80186,36.96
34,1879,80186,36.96
35,1879,80186,36.96
36,1879,80186,36.96
37,1879,80186,36.96
38,1879,80186,36.96
39,1879,80186,36.96
40,1879,80186,36.96
33,1880,69443,31.91
34,1880,69443,31.91
35,1880,69443,31.91
36,1880,69443,31.91
37,1880,69443,31.91
38,1880,69443,31.91
39,1880,69443,31.91
40,1880,69443,31.91
33,1881,79709,36.51
34,1881,79709,36.51
35,1881,79709,36.51
36,1881,79709,36.51
37,1881,79709,36.51
38,1881,79709,36.51
39,1881,79709,36.51
40,1881,79709,36.51
33,1891,84405,36.48
34,1891,84405,36.48
35,1891,84405,36.48
36,1891,84405,36.48
37,1891,84405,36.48
38,1891,84405,36.48
39,1891,84405,36.48
40,1891,84405,36.48
33,1894,84794,36.04
34,1894,84794,36.04
35,1894,84794,36.04
36,1894,84794,36.04
37,1894,84794,36.04
38,1894,84794,36.04
39,1894,84794,36.04
40,1894,84794,36.04
33,1901,81431,33.32
34,1901,81431,33.32
35,1901,81431,33.32
36,1901,81431,33.32
37,1901,81431,33.32
38,1901,81431,33.32
39,1901,81431,33.32
40,1901,81431,33.32
33,1911,91379,34.1
34,1911,91379,34.1
35,1911,91379,34.1
36,1911,91379,34.1
37,1911,91379,34.1
38,1911,91379,34.1
39,1911,91379,34.1
40,1911,91379,34.1
33,1921,90428,30.8
34,1921,90428,30.8
35,1921,90428,30.8
36,1921,90428,30.8
37,1921,90428,30.8
38,1921,90428,30.8
39,1921,90428,30.8
40,1921,90428,30.8
33,1931,69157,21.44
34,1931,69157,21.44
35,1931,69157,21.44
36,1931,69157,21.44
37,1931,69157,21.44
38,1931,69157,21.44
39,1931,69157,21.44
40,1931,69157,21.44
56,1872,29611,35.13
57,1872,29611,35.13
58,1872,29611,35.13
59,1872,29611,35.13
60,1872,29611,35.13
56,1873,28342,33.36
57,1873,28342,33.36
58,1873,28342,33.36
59,1873,28342,33.36
60,1873,28342,33.36
56,1874,28921,33.78
57,1874,28921,33.78
58,1874,28921,33.78
59,1874,28921,33.78
60,1874,28921,33.78
56,1875,29962,34.73
57,1875,29962,34.73
58,1875,29962,34.73
59,1875,29962,34.73
60,1875,29962,34.73
56,1876,30388,34.95
57,1876,30388,34.95
58,1876,30388,34.95
59,1876,30388,34.95
60,1876,30388,34.95
56,1877,29658,33.85
57,1877,29658,33.85
58,1877,29658,33.85
59,1877,29658,33.85
60,1877,29658,33.85
56,1878,29367,33.27
57,1878,29367,33.27
58,1878,29367,33.27
59,1878,29367,33.27
60,1878,29367,33.27
56,1879,30298,34.07
57,1879,30298,34.07
58,1879,30298,34.07
59,1879,30298,34.07
60,1879,30298,34.07
56,1880,26676,29.78
57,1880,26676,29.78
58,1880,26676,29.78
59,1880,26676,29.78
60,1880,26676,29.78
56,1881,31298,34.68
57,1881,31298,34.68
58,1881,31298,34.68
59,1881,31298,34.68
60,1881,31298,34.68
56,1891,37577,35.8
57,1891,37577,35.8
58,1891,37577,35.8
59,1891,37577,35.8
60,1891,37577,35.8
56,1894,36309,33.2
57,1894,36309,33.2
58,1894,36309,33.2
59,1894,36309,33.2
60,1894,36309,33.2
56,1901,33272,27.81
57,1901,33272,27.81
58,1901,33272,27.81
59,1901,33272,27.81
60,1901,33272,27.81
56,1911,38867,29.68
57,1911,38867,29.68
58,1911,38867,29.68
59,1911,38867,29.68
60,1911,38867,29.68
56,1921,45058,30.05
57,1921,45058,30.05
58,1921,45058,30.05
59,1921,45058,30.05
60,1921,45058,30.05
56,1931,60631,25.44
57,1931,60631,25.44
58,1931,60631,25.44
59,1931,60631,25.44
60,1931,60631,25.44
8,1863,28782,36.63
9,1863,28782,36.63
10,1863,28782,36.63
11,1863,28782,36.63
8,1864,29030,36.61
9,1864,29030,36.61
10,1864,29030,36.61
11,1864,29030,36.61
8,1865,30851,38.57
9,1865,30851,38.57
10,1865,30851,38.57
11,1865,30851,38.57
8,1866,31167,38.62
9,1866,31167,38.62
10,1866,31167,38.62
11,1866,31167,38.62
8,1867,29345,36.05
9,1867,29345,36.05
10,1867,29345,36.05
11,1867,29345,36.05
8,1868,28969,35.28
9,1868,28969,35.28
10,1868,28969,35.28
11,1868,28969,35.28
8,1869,29522,35.65
9,1869,29522,35.65
10,1869,29522,35.65
11,1869,29522,35.65
8,1870,28906,34.61
9,1870,28906,34.61
10,1870,28906,34.61
11,1870,28906,34.61
8,1871,29447,34.96
9,1871,29447,34.96
10,1871,29447,34.96
11,1871,29447,34.96
8,1872,29006,34.23
9,1872,29006,34.23
10,1872,29006,34.23
11,1872,29006,34.23
8,1873,28090,32.95
9,1873,28090,32.95
10,1873,28090,32.95
11,1873,28090,32.95
8,1874,28424,33.15
9,1874,28424,33.15
10,1874,28424,33.15
11,1874,28424,33.15
8,1875,30300,35.13
9,1875,30300,35.13
10,1875,30300,35.13
11,1875,30300,35.13
8,1876,31179,35.94
9,1876,31179,35.94
10,1876,31179,35.94
11,1876,31179,35.94
8,1877,29256,33.54
9,1877,29256,33.54
10,1877,29256,33.54
11,1877,29256,33.54
8,1878,29305,33.4
9,1878,29305,33.4
10,1878,29305,33.4
11,1878,29305,33.4
8,1879,30266,34.31
9,1879,30266,34.31
10,1879,30266,34.31
11,1879,30266,34.31
8,1880,27265,30.73
9,1880,27265,30.73
10,1880,27265,30.73
11,1880,27265,30.73
8,1881,30210,33.86
9,1881,30210,33.86
10,1881,30210,33.86
11,1881,30210,33.86
8,1891,32573,33.09
9,1891,32573,33.09
10,1891,32573,33.09
11,1891,32573,33.09
8,1894,30780,30.42
9,1894,30780,30.42
10,1894,30780,30.42
11,1894,30780,30.42
8,1901,29754,27.64
9,1901,29754,27.64
10,1901,29754,27.64
11,1901,29754,27.64
8,1911,29255,24.49
9,1911,29255,24.49
10,1911,29255,24.49
11,1911,29255,24.49
8,1921,27916,21.12
9,1921,27916,21.12
10,1921,27916,21.12
11,1921,27916,21.12
8,1931,22459,15.64
9,1931,22459,15.64
10,1931,22459,15.64
11,1931,22459,15.64
12,1863,128626,37.76
13,1863,128626,37.76
14,1863,128626,37.76
15,1863,128626,37.76
16,1863,128626,37.76
17,1863,128626,37.76
18,1863,128626,37.76
19,1863,128626,37.76
20,1863,128626,37.76
12,1864,125423,36.75
13,1864,125423,36.75
14,1864,125423,36.75
15,1864,125423,36.75
16,1864,125423,36.75
17,1864,125423,36.75
18,1864,125423,36.75
19,1864,125423,36.75
20,1864,125423,36.75
12,1865,124551,36.42
13,1865,124551,36.42
14,1865,124551,36.42
15,1865,124551,36.42
16,1865,124551,36.42
17,1865,124551,36.42
18,1865,124551,36.42
19,1865,124551,36.42
20,1865,124551,36.42
12,1866,132706,38.74
13,1866,132706,38.74
14,1866,132706,38.74
15,1866,132706,38.74
16,1866,132706,38.74
17,1866,132706,38.74
18,1866,132706,38.74
19,1866,132706,38.74
20,1866,132706,38.74
12,1867,122685,35.75
13,1867,122685,35.75
14,1867,122685,35.75
15,1867,122685,35.75
16,1867,122685,35.75
17,1867,122685,35.75
18,1867,122685,35.75
19,1867,122685,35.75
20,1867,122685,35.75
12,1868,126022,36.65
13,1868,126022,36.65
14,1868,126022,36.65
15,1868,126022,36.65
16,1868,126022,36.65
17,1868,126022,36.65
18,1868,126022,36.65
19,1868,126022,36.65
20,1868,126022,36.65
12,1869,126234,36.65
13,1869,126234,36.65
14,1869,126234,36.65
15,1869,126234,36.65
16,1869,126234,36.65
17,1869,126234,36.65
18,1869,126234,36.65
19,1869,126234,36.65
20,1869,126234,36.65
12,1870,127835,37.05
13,1870,127835,37.05
14,1870,127835,37.05
15,1870,127835,37.05
16,1870,127835,37.05
17,1870,127835,37.05
18,1870,127835,37.05
19,1870,127835,37.05
20,1870,127835,37.05
12,1871,130993,37.89
13,1871,130993,37.89
14,1871,130993,37.89
15,1871,130993,37.89
16,1871,130993,37.89
17,1871,130993,37.89
18,1871,130993,37.89
19,1871,130993,37.89
20,1871,130993,37.89
12,1872,131125,37.69
13,1872,131125,37.69
14,1872,131125,37.69
15,1872,131125,37.69
16,1872,131125,37.69
17,1872,131125,37.69
18,1872,131125,37.69
19,1872,131125,37.69
20,1872,131125,37.69
12,1873,128017,36.57
13,1873,128017,36.57
14,1873,128017,36.57
15,1873,128017,36.57
16,1873,128017,36.57
17,1873,128017,36.57
18,1873,128017,36.57
19,1873,128017,36.57
20,1873,128017,36.57
12,1874,124355,35.65
13,1874,124355,35.65
14,1874,124355,35.65
15,1874,124355,35.65
16,1874,124355,35.65
17,1874,124355,35.65
18,1874,124355,35.65
19,1874,124355,35.65
20,1874,124355,35.65
12,1875,135691,38.28
13,1875,135691,38.28
14,1875,135691,38.28
15,1875,135691,38.28
16,1875,135691,38.28
17,1875,135691,38.28
18,1875,135691,38.28
19,1875,135691,38.28
20,1875,135691,38.28
12,1876,142280,39.9
13,1876,142280,39.9
14,1876,142280,39.9
15,1876,142280,39.9
16,1876,142280,39.9
17,1876,142280,39.9
18,1876,142280,39.9
19,1876,142280,39.9
20,1876,142280,39.9
12,1877,134533,37.5
13,1877,134533,37.5
14,1877,134533,37.5
15,1877,134533,37.5
16,1877,134533,37.5
17,1877,134533,37.5
18,1877,134533,37.5
19,1877,134533,37.5
20,1877,134533,37.5
12,1878,137442,38.08
13,1878,137442,38.08
14,1878,137442,38.08
15,1878,137442,38.08
16,1878,137442,38.08
17,1878,137442,38.08
18,1878,137442,38.08
19,1878,137442,38.08
20,1878,137442,38.08
12,1879,137521,37.87
13,1879,137521,37.87
14,1879,137521,37.87
15,1879,137521,37.87
16,1879,137521,37.87
17,1879,137521,37.87
18,1879,137521,37.87
19,1879,137521,37.87
20,1879,137521,37.87
12,1880,128167,35.08
13,1880,128167,35.08
14,1880,128167,35.08
15,1880,128167,35.08
16,1880,128167,35.08
17,1880,128167,35.08
18,1880,128167,35.08
19,1880,128167,35.08
20,1880,128167,35.08
12,1881,136915,37.25
13,1881,136915,37.25
14,1881,136915,37.25
15,1881,136915,37.25
16,1881,136915,37.25
17,1881,136915,37.25
18,1881,136915,37.25
19,1881,136915,37.25
20,1881,136915,37.25
12,1891,143761,37.27
13,1891,143761,37.27
14,1891,143761,37.27
15,1891,143761,37.27
16,1891,143761,37.27
17,1891,143761,37.27
18,1891,143761,37.27
19,1891,143761,37.27
20,1891,143761,37.27
12,1894,138558,35.11
13,1894,138558,35.11
14,1894,138558,35.11
15,1894,138558,35.11
16,1894,138558,35.11
17,1894,138558,35.11
18,1894,138558,35.11
19,1894,138558,35.11
20,1894,138558,35.11
12,1901,150579,35.19
13,1901,150579,35.19
14,1901,150579,35.19
15,1901,150579,35.19
16,1901,150579,35.19
17,1901,150579,35.19
18,1901,150579,35.19
19,1901,150579,35.19
20,1901,150579,35.19
12,1911,157290,32.87
13,1911,157290,32.87
14,1911,157290,32.87
15,1911,157290,32.87
16,1911,157290,32.87
17,1911,157290,32.87
18,1911,157290,32.87
19,1911,157290,32.87
20,1911,157290,32.87
12,1921,143696,28.22
13,1921,143696,28.22
14,1921,143696,28.22
15,1921,143696,28.22
16,1921,143696,28.22
17,1921,143696,28.22
18,1921,143696,28.22
19,1921,143696,28.22
20,1921,143696,28.22
12,1931,124967,22.4
13,1931,124967,22.4
14,1931,124967,22.4
15,1931,124967,22.4
16,1931,124967,22.4
17,1931,124967,22.4
18,1931,124967,22.4
19,1931,124967,22.4
20,1931,124967,22.4
41,1863,32659,36.79
42,1863,32659,36.79
43,1863,32659,36.79
44,1863,32659,36.79
41,1864,32277,36.22
42,1864,32277,36.22
43,1864,32277,36.22
44,1864,32277,36.22
41,1865,31986,35.75
42,1865,31986,35.75
43,1865,31986,35.75
44,1865,31986,35.75
41,1866,33634,37.45
42,1866,33634,37.45
43,1866,33634,37.45
44,1866,33634,37.45
41,1867,31641,35.09
42,1867,31641,35.09
43,1867,31641,35.09
44,1867,31641,35.09
41,1868,30442,33.63
42,1868,30442,33.63
43,1868,30442,33.63
44,1868,30442,33.63
41,1869,32338,35.59
42,1869,32338,35.59
43,1869,32338,35.59
44,1869,32338,35.59
41,1870,30246,33.16
42,1870,30246,33.16
43,1870,30246,33.16
44,1870,30246,33.16
41,1871,31526,34.44
42,1871,31526,34.44
43,1871,31526,34.44
44,1871,31526,34.44
41,1872,30318,33.03
42,1872,30318,33.03
43,1872,30318,33.03
44,1872,30318,33.03
41,1873,31076,33.77
42,1873,31076,33.77
43,1873,31076,33.77
44,1873,31076,33.77
41,1874,28767,31.18
42,1874,28767,31.18
43,1874,28767,31.18
44,1874,28767,31.18
41,1875,30304,32.76
42,1875,30304,32.76
43,1875,30304,32.76
44,1875,30304,32.76
41,1876,33171,35.77
42,1876,33171,35.77
43,1876,33171,35.77
44,1876,33171,35.77
41,1877,31801,34.21
42,1877,31801,34.21
43,1877,31801,34.21
44,1877,31801,34.21
41,1878,32339,34.7
42,1878,32339,34.7
43,1878,32339,34.7
44,1878,32339,34.7
41,1879,33299,35.64
42,1879,33299,35.64
43,1879,33299,35.64
44,1879,33299,35.64
41,1880,30593,32.66
42,1880,30593,32.66
43,1880,30593,32.66
44,1880,30593,32.66
41,1881,35181,37.46
42,1881,35181,37.46
43,1881,35181,37.46
44,1881,35181,37.46
41,1891,36374,36.39
42,1891,36374,36.39
43,1891,36374,36.39
44,1891,36374,36.39
41,1894,38085,37.42
42,1894,38085,37.42
43,1894,38085,37.42
44,1894,38085,37.42
41,1901,34081,32.15
42,1901,34081,32.15
43,1901,34081,32.15
44,1901,34081,32.15
41,1911,35756,32.74
42,1911,35756,32.74
43,1911,35756,32.74
44,1911,35756,32.74
41,1921,37396,32.72
42,1921,37396,32.72
43,1921,37396,32.72
44,1921,37396,32.72
41,1931,31496,25.87
42,1931,31496,25.87
43,1931,31496,25.87
44,1931,31496,25.87
1,1863,102773,36.84
2,1863,102773,36.84
3,1863,102773,36.84
4,1863,102773,36.84
5,1863,102773,36.84
6,1863,102773,36.84
7,1863,102773,36.84
1,1864,103865,37.05
2,1864,103865,37.05
3,1864,103865,37.05
4,1864,103865,37.05
5,1864,103865,37.05
6,1864,103865,37.05
7,1864,103865,37.05
1,1865,105096,37.31
2,1865,105096,37.31
3,1865,105096,37.31
4,1865,105096,37.31
5,1865,105096,37.31
6,1865,105096,37.31
7,1865,105096,37.31
1,1866,107707,38.05
2,1866,107707,38.05
3,1866,107707,38.05
4,1866,107707,38.05
5,1866,107707,38.05
6,1866,107707,38.05
7,1866,107707,38.05
1,1867,98258,34.54
2,1867,98258,34.54
3,1867,98258,34.54
4,1867,98258,34.54
5,1867,98258,34.54
6,1867,98258,34.54
7,1867,98258,34.54
1,1868,98888,34.6
2,1868,98888,34.6
3,1868,98888,34.6
4,1868,98888,34.6
5,1868,98888,34.6
6,1868,98888,34.6
7,1868,98888,34.6
1,1869,101328,35.28
2,1869,101328,35.28
3,1869,101328,35.28
4,1869,101328,35.28
5,1869,101328,35.28
6,1869,101328,35.28
7,1869,101328,35.28
1,1870,100458,34.81
2,1870,100458,34.81
3,1870,100458,34.81
4,1870,100458,34.81
5,1870,100458,34.81
6,1870,100458,34.81
7,1870,100458,34.81
1,1871,105706,36.46
2,1871,105706,36.46
3,1871,105706,36.46
4,1871,105706,36.46
5,1871,105706,36.46
6,1871,105706,36.46
7,1871,105706,36.46
1,1872,104343,35.78
2,1872,104343,35.78
3,1872,104343,35.78
4,1872,104343,35.78
5,1872,104343,35.78
6,1872,104343,35.78
7,1872,104343,35.78
1,1873,98561,33.6
2,1873,98561,33.6
3,1873,98561,33.6
4,1873,98561,33.6
5,1873,98561,33.6
6,1873,98561,33.6
7,1873,98561,33.6
1,1874,97998,33.21
2,1874,97998,33.21
3,1874,97998,33.21
4,1874,97998,33.21
5,1874,97998,33.21
6,1874,97998,33.21
7,1874,97998,33.21
1,1875,108776,36.65
