Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,269,213,482
1 anno compiuto a 2,187,171,358
2 anni compiuti a 3,258,246,504
3 a 4,238,188,426
4 a 5,236,196,432
dalla nascita a 5,919,801,1720
5 anni compiuti a 6,178,199,377
6  a 7,227,203,430
7 a 8,171,208,379
8 a 9,192,139,301
9  a 10,186,184,370
dai 5 ai 10,954,993,1947
10 anni compiuti a 11,196,149,345
11  a 12,174,168,342
12 a 13,230,190,420
13 a 14,196,172,368
14 a 15,194,182,376
dai 10  ai 15,990,861,1851
15 anni compiuti a 16,272,215,487
16 a 17,210,222,432
17 a 18,237,185,422
18 a 19,215,198,413
19 a 20,165,155,320
dai 15 ai 20,1099,975,2074
20 anni compiuti a 21,179,202,381
21 a 22,378,178,556
22 a 23,395,182,577
23 a 24,215,191,406
24 a 25,196,199,395
dai 20 ai 25,1563,952,2515
25 anni compiuti a 26,198,184,382
26 a 27,170,104,284
27 a 28,158,170,328
30 anni compiuti a,153,145,298
29 a 30,122,128,250
dai 25 ai 30,801,791,1592
30 anni compiuti a 31,192,234,426
31 a 32,141,169,310
32 a 33,128,140,268
33 a 34,142,157,299
34 a 35,152,144,296
dai 30 ai 35,755,844,1599
Da 35 anni compiuti a 36,171,144,315
36 a 37,6,147,124
37 a 38,4,97,121
38 a 39,9,129,133
39 a 40,8,120,109
dai 35 ai 40,664,621,1285
40 anni compiuti a 41,181,219,400
41 a 42,13,144,151
42 a 43,10,109,117
43 a 44,7,105,87
44 a 45,10,125,126
dai 40 ai 45,664,700,1364
45 anni compiuti a 46,127,158,285
46 a 47,12,123,105
47 a 48,11,120,111
48 a 49,15,124,111
49 a 50,4,80,77
dai 45 ai 50,574,562,1136
50 anni compiuti a 51,162,218,380
51 a 52,23,111,106
52 a 53,10,95,85
53 a 54,12,108,95
54 a 55,15,101,98
dai 50 ai 55,577,602,1179
55 anni compiuti a 56,97,108,205
56 a 57,22,97,126
57 a 58,23,99,81
58 a 59,15,95,88
59 a 60,16,63,73
dai 55 ai 50,451,476,927
60 anni compiuti a 61,179,220,399
61 a 62,19,79,64
62 a 63,21,75,81
63 a 64,10,60,57
64 a 65,20,48,68
dai 60 ai 65,441,490,931
65 anni compiuti a 66,78,68,146
66 a 67,17,51,46
67 a 68,17,65,43
68 a 69,13,46,41
69 a 70,15,28,36
dai 65 ai 70,268,234,502
70 anni compiuti a 71,90,86,176
71 a 72,59,51,110
72 a 73,56,45,101
73 a 74,25,43,68
74 a 75,30,30,60
dai 70 ai 75,260,235,545
75 anni compiuti a 76,24,35,59
76 a 77,33,20,53
77 a 78,15,21,36
78 a 79,20,14,34
79 a 80,18,11,29
dai 75 a 80,110,101,211
80 anni compiuti a 81,20,36,65
81 a 82,15,14,29
82 a 83,15,13,28
83 a 84,4,6,10
84 a 85,3,4,7
da 80 a 85 anni,66,73,139
85 anni compiuti a 86,10,6,16
86 a 87,2,6,8
87 a 88,2,1,3
88 a 89,3,1,4
89 a 90,1,1,2
da 85 a 90 anni,18,16,34
90 anni compiuti a 91,3,9,12
91 a 92,1,2,3
92 a 93,1,2,3
93 a 94,0,1,1
94 a 95,1,0,1
da 90 a 95,6,14,20
95 anni compiuti a 96,1,0,1
96 a 97,0,3,3
97 a 98,0,2,2
98 a 99,1,1,2
99 a 100,0,0,0
da 95 a 100,2,6,8
Centenari,2,2,4
ignota,0,0,0
Totale,11253,10532,21835
