Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,349,307,656
1 anno compiuto a 2,368,311,679
2 anni compiuti a 3,325,279,604
3 a 4,377,321,711
4 a 5,363,349,712
dalla nascita a 5,1433,1373,2806
5 anni compiuti a 6,367,378,745
6  a 7,328,334,662
7 a 8,297,329,626
8 a 9,300,279,579
9  a 10,294,268,562
dai 5 ai 10,1586,1586,3172
10 anni compiuti a 11,312,338,650
11  a 12,315,271,586
12 a 13,316,296,612
13 a 14,332,305,637
14 a 15,338,340,678
dai 10  ai 15,1633,1550,3183
15 anni compiuti a 16,405,329,734
16 a 17,369,352,721
17 a 18,347,277,624
18 a 19,338,325,663
19 a 20,272,310,582
dai 15 ai 20,1731,1591,3322
20 anni compiuti a 21,318,313,631
21 a 22,475,299,774
22 a 23,3,638,295
23 a 24,4,310,276
24 a 25,310,299,609
dai 20 ai 25,2051,1482,3533
25 anni compiuti a 26,249,259,508
26 a 27,280,231,511
27 a 28,243,283,526
30 anni compiuti a,231,252,483
29 a 30,207,228,435
dai 25 ai 30,1210,1313,2523
30 anni compiuti a 31,269,285,545
31 a 32,255,252,507
32 a 33,185,229,414
33 a 34,210,200,410
34 a 35,193,155,348
dai 30 ai 35,1103,1181,2284
Da 35 anni compiuti a 36,55,72,127
36 a 37,28,68,41
37 a 38,25,52,38
38 a 39,26,48,35
39 a 40,25,44,33
dai 35 ai 40,267,219,486
40 anni compiuti a 41,31,31,62
41 a 42,16,34,23
42 a 43,18,27,25
43 a 44,17,17,18
44 a 45,9,19,11
dai 40 ai 45,128,108,236
45 anni compiuti a 46,8,19,27
46 a 47,8,13,10
47 a 48,6,7,6
48 a 49,4,6,6
49 a 50,4,2,4
dai 45 ai 50,36,45,81
50 anni compiuti a 51,6,6,12
51 a 52,1,1,2
52 a 53,1,5,2
53 a 54,0,0,0
54 a 55,0,1,1
dai 50 ai 55,12,10,22
55 anni compiuti a 56,1,0,1
56 a 57,1,1,1
57 a 58,0,0,0
58 a 59,0,0,0
59 a 60,1,2,1
dai 55 ai 50,4,2,6
60 anni compiuti a 61,0,0,0
61 a 62,0,0,0
62 a 63,0,0,0
63 a 64,0,0,0
64 a 65,0,0,0
dai 60 ai 65,0,0,0
65 anni compiuti a 66,0,0,0
66 a 67,0,0,0
67 a 68,16862,16115,33077
