Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,311,304,615
1 anno compiuto a 2,253,246,499
2 anni compiuti a 3,277,296,573
3 a 4,317,235,552
4 a 5,257,272,529
dalla nascita a 5,1104,1049,2153
5 anni compiuti a 6,254,243,497
6  a 7,260,282,542
7 a 8,270,259,529
8 a 9,238,264,502
9  a 10,253,196,449
dai 5 ai 10,1275,1244,2519
10 anni compiuti a 11,278,236,514
11  a 12,252,235,487
12 a 13,345,252,597
13 a 14,266,230,496
14 a 15,267,212,479
dai 10  ai 15,1408,1165,2573
15 anni compiuti a 16,274,258,532
16 a 17,298,268,566
17 a 18,267,272,539
18 a 19,232,270,502
19 a 20,212,238,450
dai 15 ai 20,1283,1306,2589
20 anni compiuti a 21,219,266,485
21 a 22,1,400,248
22 a 23,1,471,219
23 a 24,2,290,297
24 a 25,5,233,240
dai 20 ai 25,9,1545,1180
25 anni compiuti a 26,218,244,462
26 a 27,3,400,216
27 a 28,175,205,380
30 anni compiuti a,210,217,427
29 a 30,4,159,140
dai 25 ai 30,974,1022,1996
30 anni compiuti a 31,261,320,590
31 a 32,178,130,308
32 a 33,178,155,333
33 a 34,172,167,339
34 a 35,169,148,317
dai 30 ai 35,958,929,1887
Da 35 anni compiuti a 36,180,172,352
36 a 37,152,175,327
37 a 38,161,134,295
38 a 39,138,151,289
39 a 40,114,109,223
dai 35 ai 40,745,741,1486
40 anni compiuti a 41,318,362,680
41 a 42,133,147,280
42 a 43,144,151,295
43 a 44,113,97,210
44 a 45,125,134,259
dai 40 ai 45,833,891,1724
45 anni compiuti a 46,175,179,354
46 a 47,126,109,235
47 a 48,95,107,202
48 a 49,135,111,246
49 a 50,80,93,173
dai 45 ai 50,641,599,1240
50 anni compiuti a 51,250,362,612
51 a 52,96,106,202
52 a 53,114,106,220
53 a 54,97,89,186
54 a 55,85,106,191
dai 50 ai 55,642,769,1411
55 anni compiuti a 56,84,128,212
56 a 57,72,81,153
57 a 58,84,70,154
58 a 59,66,65,131
59 a 60,64,56,120
dai 55 ai 50,370,400,770
60 anni compiuti a 61,185,272,457
61 a 62,77,83,160
62 a 63,45,59,104
63 a 64,50,54,104
64 a 65,47,66,113
dai 60 ai 65,404,514,918
65 anni compiuti a 66,64,72,136
66 a 67,43,45,88
67 a 68,32,31,63
68 a 69,39,32,71
69 a 70,23,35,58
dai 65 ai 70,201,215,416
70 anni compiuti a 71,86,127,213
71 a 72,53,49,102
72 a 73,24,34,58
73 a 74,33,19,52
74 a 75,19,27,46
dai 70 ai 75,215,256,471
75 anni compiuti a 76,28,37,65
76 a 77,23,26,49
77 a 78,16,20,36
78 a 79,13,16,29
79 a 80,11,13,24
dai 75 a 80,94,112,203
80 anni compiuti a 81,28,55,83
81 a 82,23,29,52
82 a 83,9,12,21
83 a 84,6,7,13
84 a 85,3,10,13
da 80 a 85 anni,69,113,182
85 anni compiuti a 86,5,9,14
86 a 87,6,5,11
87 a 88,0,6,6
88 a 89,3,2,5
89 a 90,4,2,6
da 85 a 90 anni,18,24,42
90 anni compiuti a 91,3,7,10
91 a 92,0,1,1
92 a 93,0,2,2
93 a 94,2,2,2
94 a 95,3,0,3
da 90 a 95,3,15,18
95 anni compiuti a 96,0,0,0
96 a 97,1,1,1
97 a 98,2,0,2
98 a 99,1,1,1
99 a 100,2,0,2
da 95 a 100,2,4,6
Centenari,2,0,2
ignota,0,0,0
Totale,13060,12874,25934
