Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,451,382,833
1 anno compiuto a 2,354,356,710
2 anni compiuti a 3,404,400,804
3 a 4,449,415,864
4 a 5,426,397,823
dalla nascita a 5,1633,1568,3201
5 anni compiuti a 6,440,394,834
6  a 7,376,436,812
7 a 8,413,420,833
8 a 9,369,366,735
9  a 10,345,334,679
dai 5 ai 10,1943,1930,3873
10 anni compiuti a 11,352,332,684
11  a 12,354,410,764
12 a 13,352,302,744
13 a 14,314,338,652
14 a 15,384,374,758
dai 10  ai 15,1756,1846,3602
15 anni compiuti a 16,373,392,765
16 a 17,395,415,810
17 a 18,382,441,813
18 a 19,411,390,801
19 a 20,340,352,692
dai 15 ai 20,1891,1990,3881
20 anni compiuti a 21,312,357,669
21 a 22,602,315,917
22 a 23,623,369,992
23 a 24,414,351,765
24 a 25,331,344,675
dai 20 ai 25,2282,1736,4018
25 anni compiuti a 26,355,352,707
26 a 27,384,340,724
27 a 28,364,314,678
30 anni compiuti a,15,316,292
29 a 30,302,226,528
dai 25 ai 30,1721,1524,3245
30 anni compiuti a 31,436,387,823
31 a 32,9,329,231
32 a 33,18,399,267
33 a 34,19,338,272
34 a 35,17,259,217
dai 30 ai 35,1661,1374,3035
Da 35 anni compiuti a 36,314,283,597
36 a 37,330,247,577
37 a 38,302,231,533
38 a 39,275,284,559
39 a 40,279,187,466
dai 35 ai 40,1500,1532,2732
40 anni compiuti a 41,374,444,818
41 a 42,244,179,423
42 a 43,270,215,485
43 a 44,219,188,407
44 a 45,210,175,391
dai 40 ai 45,1323,1201,2524
45 anni compiuti a 46,283,256,539
46 a 47,215,169,384
47 a 48,196,127,323
48 a 49,195,193,388
49 a 50,158,122,280
dai 45 ai 50,1047,867,1914
50 anni compiuti a 51,299,467,766
51 a 52,196,115,311
52 a 53,188,120,308
53 a 54,164,109,273
54 a 55,114,103,217
dai 50 ai 55,961,914,1875
55 anni compiuti a 56,183,214,397
56 a 57,145,122,267
57 a 58,103,79,182
58 a 59,94,85,179
59 a 60,82,68,150
dai 55 ai 50,607,568,1175
60 anni compiuti a 61,214,331,545
61 a 62,86,79,165
62 a 63,75,58,133
63 a 64,71,54,125
64 a 65,58,54,112
dai 60 ai 65,504,576,1080
65 anni compiuti a 66,86,119,205
66 a 67,64,62,126
67 a 68,49,41,90
68 a 69,50,45,95
69 a 70,44,54,98
dai 65 ai 70,293,321,614
70 anni compiuti a 71,88,164,252
71 a 72,35,56,91
72 a 73,26,31,57
73 a 74,24,29,53
74 a 75,24,26,50
dai 70 ai 75,197,306,503
75 anni compiuti a 76,40,50,90
76 a 77,15,25,40
77 a 78,24,15,39
78 a 79,21,23,44
79 a 80,15,12,27
dai 75 a 80,115,125,240
80 anni compiuti a 81,30,61,91
81 a 82,18,17,35
82 a 83,7,10,17
83 a 84,5,8,13
84 a 85,0,3,3
da 80 a 85 anni,60,99,159
85 anni compiuti a 86,7,8,15
86 a 87,3,5,8
87 a 88,2,8,0
88 a 89,1,4,5
89 a 90,0,3,3
da 85 a 90 anni,17,22,39
90 anni compiuti a 91,8,7,15
91 a 92,1,1,2
92 a 93,0,3,3
93 a 94,1,0,1
94 a 95,0,2,2
da 90 a 95,10,13,23
95 anni compiuti a 96,0,1,1
96 a 97,0,2,2
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,3,3
Centenari,0,2,2
ignota,3,4,7
Totale,19975,18223,38598
