Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,0,1427,1462
1 anno compiuto a 2,0,1123,1065
2 anni compiuti a 3,0,1168,1157
3 a 4,0,1052,1091
4 a 5,0,1092,1081
dalla nascita a 5,0,4405,4374
5 anni compiuti a 6,0,1097,1071
6  a 7,0,1030,1120
7 a 8,0,932,991
8 a 9,0,1027,1016
9  a 10,0,932,945
dai 5 ai 10,0,5027,5143
10 anni compiuti a 11,0,950,960
11  a 12,0,1015,982
12 a 13,0,1008,1023
13 a 14,0,1093,1053
14 a 15,0,1031,1036
dai 10  ai 15,0,5166,5054
15 anni compiuti a 16,0,1180,1170
16 a 17,0,1188,1178
17 a 18,0,1180,1197
18 a 19,0,1176,1272
19 a 20,0,1142,1222
dai 15 ai 20,5866,6039,11905
20 anni compiuti a 21,1055,1285,2340
21 a 22,1458,1213,2671
22 a 23,1604,1264,2868
23 a 24,1246,1096,2332
24 a 25,1177,1207,2384
dai 20 ai 25,6540,6055,12595
25 anni compiuti a 26,1064,1163,2227
26 a 27,1079,1131,2210
27 a 28,1096,1047,2053
30 anni compiuti a,1012,1125,2137
29 a 30,973,1051,2024
dai 25 ai 30,5334,5517,10651
30 anni compiuti a 31,1014,1117,2131
31 a 32,940,966,1906
32 a 33,869,936,1805
33 a 34,921,1171,2092
34 a 35,830,892,1722
dai 30 ai 35,4574,5082,9656
Da 35 anni compiuti a 36,341,434,775
36 a 37,278,344,622
37 a 38,281,340,610
38 a 39,234,275,509
39 a 40,198,273,471
dai 35 ai 40,1312,1675,2987
40 anni compiuti a 41,169,242,411
41 a 42,118,180,298
42 a 43,111,174,285
43 a 44,90,145,235
44 a 45,79,154,238
dai 40 ai 45,567,895,1462
45 anni compiuti a 46,56,122,178
46 a 47,59,111,170
47 a 48,41,67,108
48 a 49,32,37,69
49 a 50,17,39,56
dai 45 ai 50,205,376,581
50 anni compiuti a 51,14,29,48
51 a 52,14,24,38
52 a 53,11,13,24
53 a 54,12,10,22
54 a 55,0,14,0
dai 50 ai 55,51,90,141
55 anni compiuti a 56,3,7,10
56 a 57,2,9,11
57 a 58,1,2,3
58 a 59,0,2,0
59 a 60,0,3,0
dai 55 ai 50,6,23,29
60 anni compiuti a 61,0,0,0
61 a 62,0,0,0
62 a 63,0,0,0
63 a 64,1,1,0
64 a 65,0,0,0
dai 60 ai 65,1,1,0
65 anni compiuti a 66,0,0,0
66 a 67,44,58,102
67 a 68,64370,68456,132826
