Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,130,132,262
1 anno compiuto a 2,203,172,375
2 anni compiuti a 3,264,232,496
3 a 4,217,272,489
4 a 5,223,254,477
dalla nascita a 5,907,930,1837
5 anni compiuti a 6,243,256,499
6  a 7,242,240,482
7 a 8,234,219,453
8 a 9,202,233,435
9  a 10,242,234,476
dai 5 ai 10,1163,1182,2345
10 anni compiuti a 11,211,222,433
11  a 12,237,239,476
12 a 13,207,241,448
13 a 14,256,221,477
14 a 15,231,222,453
dai 10  ai 15,1142,1145,2287
15 anni compiuti a 16,262,251,513
16 a 17,250,281,531
17 a 18,238,237,475
18 a 19,228,258,486
19 a 20,215,206,421
dai 15 ai 20,1193,1233,2426
20 anni compiuti a 21,1,236,214
21 a 22,292,260,552
22 a 23,1,310,251
23 a 24,1,239,242
24 a 25,1,183,248
dai 20 ai 25,4,1260,1245
25 anni compiuti a 26,213,257,470
26 a 27,2,219,231
27 a 28,4,185,237
30 anni compiuti a,6,197,240
29 a 30,3,187,229
dai 25 ai 30,21,1001,1194
30 anni compiuti a 31,210,245,455
31 a 32,8,197,253
32 a 33,9,185,209
33 a 34,10,217,209
34 a 35,13,172,202
dai 30 ai 35,43,979,1118
Da 35 anni compiuti a 36,160,328,388
36 a 37,198,178,376
37 a 38,165,183,348
38 a 39,9,173,165
39 a 40,153,188,341
dai 35 ai 40,849,942,1791
40 anni compiuti a 41,179,196,375
41 a 42,183,219,402
42 a 43,271,164,335
43 a 44,148,154,302
44 a 45,155,158,313
dai 40 ai 45,836,891,1727
45 anni compiuti a 46,176,189,365
46 a 47,125,156,281
47 a 48,108,115,221
48 a 49,155,140,295
49 a 50,125,106,231
dai 45 ai 50,749,704,1453
50 anni compiuti a 51,157,150,307
51 a 52,163,139,302
52 a 53,126,140,266
53 a 54,131,111,242
54 a 55,121,115,236
dai 50 ai 55,698,655,1353
55 anni compiuti a 56,105,112,217
56 a 57,125,105,230
57 a 58,88,96,184
58 a 59,109,91,200
59 a 60,114,93,207
dai 55 ai 50,541,497,1038
60 anni compiuti a 61,103,122,225
61 a 62,112,90,202
62 a 63,81,74,155
63 a 64,87,82,169
64 a 65,73,91,164
dai 60 ai 65,456,459,915
65 anni compiuti a 66,64,81,145
66 a 67,68,46,114
67 a 68,69,69,138
68 a 69,55,53,108
69 a 70,51,57,108
dai 65 ai 70,307,306,613
70 anni compiuti a 71,56,74,130
71 a 72,50,55,105
72 a 73,41,46,87
73 a 74,33,44,77
74 a 75,31,33,64
dai 70 ai 75,211,232,463
75 anni compiuti a 76,34,39,73
76 a 77,16,23,39
77 a 78,21,19,40
78 a 79,19,13,31
79 a 80,11,5,16
dai 75 a 80,101,98,199
80 anni compiuti a 81,13,12,25
81 a 82,6,11,17
82 a 83,4,3,7
83 a 84,5,3,8
84 a 85,4,4,8
da 80 a 85 anni,32,33,65
85 anni compiuti a 86,2,0,2
86 a 87,2,5,7
87 a 88,1,1,2
88 a 89,1,2,3
89 a 90,0,1,0
da 85 a 90 anni,7,8,15
90 anni compiuti a 91,0,0,0
91 a 92,0,0,0
92 a 93,1,0,1
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,1,0,1
95 anni compiuti a 96,0,0,0
96 a 97,1,0,1
97 a 98,0,1,1
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,1,1,2
Centenari,0,0,0
ignota,1,1,1
Totale,12564,12996,25560
