Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,380,310,690
1 anno compiuto a 2,297,297,594
2 anni compiuti a 3,300,292,592
3 a 4,288,296,579
4 a 5,270,283,553
dalla nascita a 5,1159,1148,2298
5 anni compiuti a 6,283,283,566
6  a 7,288,308,596
7 a 8,240,235,475
8 a 9,247,241,488
9  a 10,225,227,452
dai 5 ai 10,1283,1294,2577
10 anni compiuti a 11,272,253,505
11  a 12,246,245,494
12 a 13,260,232,492
13 a 14,245,255,500
14 a 15,331,268,599
dai 10  ai 15,1354,1236,2590
15 anni compiuti a 16,373,313,686
16 a 17,329,308,637
17 a 18,327,286,613
18 a 19,292,325,617
19 a 20,390,307,597
dai 15 ai 20,1611,1539,3150
20 anni compiuti a 21,283,314,597
21 a 22,309,303,612
22 a 23,327,330,957
23 a 24,396,308,704
24 a 25,338,296,634
dai 20 ai 25,2153,1551,3704
25 anni compiuti a 26,245,254,509
26 a 27,237,329,566
27 a 28,211,240,451
30 anni compiuti a,225,256,481
29 a 30,238,238,476
dai 25 ai 30,1156,1327,2483
30 anni compiuti a 31,212,247,459
31 a 32,220,224,458
32 a 33,201,204,405
33 a 34,219,250,469
34 a 35,197,213,410
dai 30 ai 35,1038,1158,2196
Da 35 anni compiuti a 36,107,240,437
36 a 37,16,241,225
37 a 38,7,225,225
38 a 39,9,208,245
39 a 40,16,200,215
dai 35 ai 40,1071,1150,2221
40 anni compiuti a 41,235,245,480
41 a 42,19,197,236
42 a 43,19,204,214
43 a 44,25,192,208
44 a 45,18,176,154
dai 40 ai 45,1004,1057,2061
45 anni compiuti a 46,155,205,360
46 a 47,20,155,156
47 a 48,31,178,178
48 a 49,29,153,175
49 a 50,25,143,137
dai 45 ai 50,784,871,1655
50 anni compiuti a 51,197,208,405
51 a 52,38,163,195
52 a 53,45,171,175
53 a 54,43,150,175
54 a 55,37,139,157
dai 50 ai 55,826,910,1736
55 anni compiuti a 56,171,166,337
56 a 57,42,141,155
57 a 58,41,145,125
58 a 59,53,118,138
59 a 60,46,135,140
dai 55 ai 50,710,724,1434
60 anni compiuti a 61,123,169,292
61 a 62,39,112,102
62 a 63,50,96,129
63 a 64,53,92,110
64 a 65,68,100,141
dai 60 ai 65,523,654,1177
65 anni compiuti a 66,79,105,184
66 a 67,46,96,87
67 a 68,43,86,89
68 a 69,40,60,84
69 a 70,58,72,68
dai 65 ai 70,393,433,826
70 anni compiuti a 71,73,100,173
71 a 72,63,84,147
72 a 73,85,68,153
73 a 74,57,68,125
74 a 75,42,46,88
dai 70 ai 75,320,366,686
75 anni compiuti a 76,37,65,100
76 a 77,27,46,73
77 a 78,32,35,67
78 a 79,17,26,43
79 a 80,26,40,66
dai 75 a 80,139,210,349
80 anni compiuti a 81,25,25,51
81 a 82,22,15,37
82 a 83,13,15,28
83 a 84,7,9,16
84 a 85,7,8,15
da 80 a 85 anni,74,73,147
85 anni compiuti a 86,9,5,14
86 a 87,2,4,6
87 a 88,2,3,5
88 a 89,3,5,8
89 a 90,1,1,2
da 85 a 90 anni,17,18,35
90 anni compiuti a 91,0,1,1
91 a 92,1,1,2
92 a 93,0,1,1
93 a 94,0,1,1
94 a 95,0,0,0
da 90 a 95,1,4,5
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,0,0
Centenari,0,0,0
ignota,0,0,0
Totale,1607,13013,32020
