Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,536,513,1049
1 anno compiuto a 2,365,402,767
2 anni compiuti a 3,480,441,921
3 a 4,455,418,873
4 a 5,457,442,899
dalla nascita a 5,1757,1703,3460
5 anni compiuti a 6,407,393,800
6  a 7,403,384,787
7 a 8,369,405,774
8 a 9,373,423,801
9  a 10,379,346,725
dai 5 ai 10,1931,1956,3887
10 anni compiuti a 11,401,357,758
11  a 12,377,367,744
12 a 13,397,390,787
13 a 14,408,345,753
14 a 15,337,331,668
dai 10  ai 15,1914,1771,3685
15 anni compiuti a 16,384,342,726
16 a 17,405,360,765
17 a 18,443,423,866
18 a 19,391,435,826
19 a 20,358,299,657
dai 15 ai 20,1981,1859,3843
20 anni compiuti a 21,401,449,853
21 a 22,518,348,866
22 a 23,597,393,990
23 a 24,447,331,778
24 a 25,419,405,824
dai 20 ai 25,2385,1926,4311
25 anni compiuti a 26,415,409,824
26 a 27,497,384,791
27 a 28,421,328,749
30 anni compiuti a,373,336,699
29 a 30,298,263,567
dai 25 ai 30,1944,1716,3650
30 anni compiuti a 31,533,489,1022
31 a 32,328,265,593
32 a 33,292,298,590
33 a 34,300,265,565
34 a 35,295,259,554
dai 30 ai 35,1718,1576,3324
Da 35 anni compiuti a 36,287,270,557
36 a 37,30,327,302
37 a 38,22,270,234
38 a 39,22,300,255
39 a 40,22,218,157
dai 35 ai 40,1402,1218,2620
40 anni compiuti a 41,496,532,1028
41 a 42,54,291,267
42 a 43,36,253,199
43 a 44,21,198,161
44 a 45,30,248,193
dai 40 ai 45,1486,1332,2838
45 anni compiuti a 46,275,277,552
46 a 47,34,165,188
47 a 48,32,145,165
48 a 49,36,185,176
49 a 50,21,131,99
dai 45 ai 50,901,905,1806
50 anni compiuti a 51,406,462,868
51 a 52,61,154,189
52 a 53,46,142,138
53 a 54,26,108,101
54 a 55,38,118,138
dai 50 ai 55,928,1023,1951
55 anni compiuti a 56,146,174,320
56 a 57,49,134,147
57 a 58,30,77,96
58 a 59,40,73,88
59 a 60,25,63,75
dai 55 ai 50,493,580,1073
60 anni compiuti a 61,251,366,617
61 a 62,38,116,189
62 a 63,49,70,109
63 a 64,22,64,59
64 a 65,22,54,59
dai 60 ai 65,555,782,1337
65 anni compiuti a 66,62,91,153
66 a 67,45,57,80
67 a 68,28,33,50
68 a 69,23,24,45
69 a 70,26,32,43
dai 65 ai 70,268,309,577
70 anni compiuti a 71,86,168,244
71 a 72,46,61,107
72 a 73,27,46,73
73 a 74,24,32,56
74 a 75,19,39,58
dai 70 ai 75,202,336,538
75 anni compiuti a 76,31,47,78
76 a 77,21,35,56
77 a 78,15,22,37
78 a 79,12,19,31
79 a 80,8,11,19
dai 75 a 80,87,134,221
80 anni compiuti a 81,26,41,67
81 a 82,13,28,41
82 a 83,10,9,19
83 a 84,6,6,11
84 a 85,3,7,10
da 80 a 85 anni,57,91,148
85 anni compiuti a 86,5,19,15
86 a 87,2,2,2
87 a 88,4,5,9
88 a 89,1,3,0
89 a 90,2,2,0
da 85 a 90 anni,11,20,31
90 anni compiuti a 91,0,7,7
91 a 92,3,2,5
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,1,1,0
da 90 a 95,3,10,13
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,0,0
Centenari,0,1,1
ignota,0,0,0
Totale,20502,19781,40283
