Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,279,277,556
1 anno compiuto a 2,186,202,388
2 anni compiuti a 3,255,265,520
3 a 4,265,249,514
4 a 5,220,257,477
dalla nascita a 5,926,973,1899
5 anni compiuti a 6,241,228,469
6  a 7,241,254,495
7 a 8,257,276,533
8 a 9,267,216,483
9  a 10,192,182,374
dai 5 ai 10,1198,1156,2354
10 anni compiuti a 11,231,230,461
11  a 12,209,179,388
12 a 13,269,250,519
13 a 14,224,219,443
14 a 15,233,205,439
dai 10  ai 15,1166,1084,2250
15 anni compiuti a 16,249,238,487
16 a 17,218,221,439
17 a 18,248,273,521
18 a 19,256,254,510
19 a 20,206,184,390
dai 15 ai 20,1177,1170,2347
20 anni compiuti a 21,256,289,545
21 a 22,219,190,409
22 a 23,312,220,532
23 a 24,185,175,360
24 a 25,218,214,432
dai 20 ai 25,1190,1088,2278
25 anni compiuti a 26,226,207,433
26 a 27,185,174,359
27 a 28,176,154,330
30 anni compiuti a,185,179,364
29 a 30,134,108,242
dai 25 ai 30,906,822,1728
30 anni compiuti a 31,285,305,590
31 a 32,161,143,304
32 a 33,121,126,247
33 a 34,179,168,347
34 a 35,161,145,306
dai 30 ai 35,907,887,1794
Da 35 anni compiuti a 36,163,168,331
36 a 37,9,146,179
37 a 38,7,110,149
38 a 39,9,144,116
39 a 40,3,107,70
dai 35 ai 40,670,682,1352
40 anni compiuti a 41,314,346,660
41 a 42,11,124,132
42 a 43,9,129,115
43 a 44,6,91,89
44 a 45,8,99,107
dai 40 ai 45,757,789,1546
45 anni compiuti a 46,143,146,289
46 a 47,13,117,98
47 a 48,6,77,70
48 a 49,12,115,121
49 a 50,9,68,58
dai 45 ai 50,520,493,1013
50 anni compiuti a 51,246,276,522
51 a 52,17,100,103
52 a 53,15,100,80
53 a 54,13,60,52
54 a 55,14,80,67
dai 50 ai 55,586,578,1164
55 anni compiuti a 56,131,101,232
56 a 57,18,67,75
57 a 58,17,87,60
58 a 59,13,48,51
59 a 60,8,32,38
dai 55 ai 50,361,325,690
60 anni compiuti a 61,202,253,455
61 a 62,31,78,86
62 a 63,19,53,52
63 a 64,8,36,36
64 a 65,11,32,32
dai 60 ai 65,401,459,860
65 anni compiuti a 66,45,64,109
66 a 67,18,39,46
67 a 68,20,21,47
68 a 69,13,34,38
69 a 70,4,18,22
dai 65 ai 70,157,217,374
70 anni compiuti a 71,105,82,187
71 a 72,28,35,53
72 a 73,13,36,28
73 a 74,13,15,18
74 a 75,8,19,20
dai 70 ai 75,210,201,411
75 anni compiuti a 76,28,23,51
76 a 77,9,20,18
77 a 78,7,22,9
78 a 79,9,14,9
79 a 80,4,11,7
dai 75 a 80,95,66,161
80 anni compiuti a 81,29,31,60
81 a 82,15,6,21
82 a 83,2,7,3
83 a 84,5,5,7
84 a 85,2,10,4
da 80 a 85 anni,66,51,117
85 anni compiuti a 86,3,4,7
86 a 87,0,2,2
87 a 88,1,1,2
88 a 89,0,2,2
89 a 90,0,1,1
da 85 a 90 anni,6,9,15
90 anni compiuti a 91,0,2,2
91 a 92,0,1,1
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,1,1
da 90 a 95,0,4,4
95 anni compiuti a 96,0,0,0
96 a 97,0,7,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,7,0,7
Centenari,0,0,0
ignota,0,0,0
Totale,1159,11331,22920
