Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,569,601,1170
1 anno compiuto a 2,394,388,782
2 anni compiuti a 3,498,445,943
3 a 4,498,459,957
4 a 5,457,425,882
dalla nascita a 5,1847,1717,3564
5 anni compiuti a 6,542,489,1031
6  a 7,502,442,944
7 a 8,463,452,915
8 a 9,479,438,917
9  a 10,384,388,772
dai 5 ai 10,2370,2209,4579
10 anni compiuti a 11,504,452,956
11  a 12,421,379,800
12 a 13,507,519,1026
13 a 14,454,402,856
14 a 15,555,451,1006
dai 10  ai 15,2441,2203,4644
15 anni compiuti a 16,523,519,1042
16 a 17,479,476,955
17 a 18,477,516,993
18 a 19,518,516,1034
19 a 20,417,374,791
dai 15 ai 20,2414,2401,4815
20 anni compiuti a 21,479,559,1038
21 a 22,745,433,1178
22 a 23,798,497,1295
23 a 24,459,406,865
24 a 25,402,374,776
dai 20 ai 25,2883,2269,5152
25 anni compiuti a 26,462,492,954
26 a 27,375,379,754
27 a 28,325,372,697
30 anni compiuti a,427,378,805
29 a 30,318,294,612
dai 25 ai 30,1907,1915,3822
30 anni compiuti a 31,580,653,1233
31 a 32,337,311,648
32 a 33,319,280,599
33 a 34,360,286,646
34 a 35,298,289,587
dai 30 ai 35,1894,1819,3713
Da 35 anni compiuti a 36,449,411,881
36 a 37,399,324,633
37 a 38,309,295,594
38 a 39,290,294,584
39 a 40,262,238,500
dai 35 ai 40,1610,1582,3192
40 anni compiuti a 41,518,619,1137
41 a 42,262,239,501
42 a 43,316,287,603
43 a 44,277,258,535
44 a 45,290,250,540
dai 40 ai 45,1663,1653,3316
45 anni compiuti a 46,495,507,1002
46 a 47,268,283,551
47 a 48,296,257,553
48 a 49,282,246,528
49 a 50,174,154,328
dai 45 ai 50,1515,1447,2962
50 anni compiuti a 51,713,669,1382
51 a 52,217,204,421
52 a 53,229,258,487
53 a 54,195,186,381
54 a 55,200,205,405
dai 50 ai 55,1554,1522,3076
55 anni compiuti a 56,360,369,729
56 a 57,230,243,473
57 a 58,197,156,353
58 a 59,230,102,362
59 a 60,143,116,259
dai 55 ai 50,1130,1046,2176
60 anni compiuti a 61,518,468,986
61 a 62,190,136,326
62 a 63,177,149,326
63 a 64,142,104,246
64 a 65,111,102,213
dai 60 ai 65,1138,959,2097
65 anni compiuti a 66,223,218,441
66 a 67,103,195,206
67 a 68,83,92,175
68 a 69,94,76,170
69 a 70,60,63,123
dai 65 ai 70,563,552,1115
70 anni compiuti a 71,244,227,471
71 a 72,99,78,177
72 a 73,91,61,152
73 a 74,59,40,99
74 a 75,67,43,110
dai 70 ai 75,560,449,1009
75 anni compiuti a 76,118,79,197
76 a 77,68,51,119
77 a 78,59,33,92
78 a 79,46,29,75
79 a 80,29,13,42
dai 75 a 80,320,205,525
80 anni compiuti a 81,83,61,144
81 a 82,51,39,90
82 a 83,24,11,35
83 a 84,10,8,18
84 a 85,15,11,26
da 80 a 85 anni,183,130,313
85 anni compiuti a 86,17,14,31
86 a 87,4,8,12
87 a 88,7,8,15
88 a 89,6,5,11
89 a 90,0,1,1
da 85 a 90 anni,34,36,70
90 anni compiuti a 91,14,11,25
91 a 92,3,4,7
92 a 93,1,0,1
93 a 94,1,1,2
94 a 95,2,0,2
da 90 a 95,21,16,37
95 anni compiuti a 96,0,0,0
96 a 97,2,0,2
97 a 98,0,0,0
98 a 99,2,1,3
99 a 100,0,1,1
da 95 a 100,4,2,6
Centenari,1,0,1
ignota,0,0,0
Totale,26521,24733,51354
