Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,352,325,677
1 anno compiuto a 2,314,339,653
2 anni compiuti a 3,343,361,704
3 a 4,342,365,707
4 a 5,362,392,654
dalla nascita a 5,1361,1357,2718
5 anni compiuti a 6,337,380,717
6  a 7,288,327,615
7 a 8,297,310,607
8 a 9,296,303,599
9  a 10,300,301,601
dai 5 ai 10,1518,1621,3139
10 anni compiuti a 11,329,365,694
11  a 12,314,324,638
12 a 13,317,343,660
13 a 14,366,369,735
14 a 15,414,385,779
dai 10  ai 15,1740,1766,3506
15 anni compiuti a 16,414,405,819
16 a 17,396,353,749
17 a 18,340,355,695
18 a 19,368,378,746
19 a 20,347,364,711
dai 15 ai 20,1865,1835,3720
20 anni compiuti a 21,322,371,693
21 a 22,642,392,1034
22 a 23,757,410,1167
23 a 24,399,351,750
24 a 25,355,365,718
dai 20 ai 25,2475,1887,4362
25 anni compiuti a 26,391,368,664
26 a 27,348,407,755
27 a 28,275,346,621
30 anni compiuti a,283,309,592
29 a 30,294,347,621
dai 25 ai 30,1501,1732,3233
30 anni compiuti a 31,354,341,695
31 a 32,295,295,590
32 a 33,251,277,528
33 a 34,328,382,705
34 a 35,249,303,552
dai 30 ai 35,1472,1598,3070
Da 35 anni compiuti a 36,279,334,613
36 a 37,21,293,206
37 a 38,24,275,288
38 a 39,19,276,290
39 a 40,30,299,286
dai 35 ai 40,1362,1494,2856
40 anni compiuti a 41,272,344,616
41 a 42,37,279,330
42 a 43,31,299,296
43 a 44,34,262,286
44 a 45,16,297,222
dai 40 ai 45,1347,1468,2810
45 anni compiuti a 46,285,336,621
46 a 47,28,229,236
47 a 48,34,212,228
48 a 49,40,234,227
49 a 50,42,181,198
dai 45 ai 50,1141,1225,2366
50 anni compiuti a 51,228,204,432
51 a 52,75,222,268
52 a 53,57,201,213
53 a 54,48,241,178
54 a 55,68,190,209
dai 50 ai 55,1082,1072,2154
55 anni compiuti a 56,187,236,423
56 a 57,61,163,181
57 a 58,51,178,164
58 a 59,57,155,152
59 a 60,61,163,155
dai 55 ai 50,846,888,1734
60 anni compiuti a 61,175,187,362
61 a 62,89,150,165
62 a 63,56,130,130
63 a 64,52,130,107
64 a 65,60,117,113
dai 60 ai 65,702,702,1404
65 anni compiuti a 66,100,103,203
66 a 67,45,88,88
67 a 68,46,93,97
68 a 69,35,88,64
69 a 70,39,75,78
dai 65 ai 70,444,430,874
70 anni compiuti a 71,88,97,185
71 a 72,75,76,151
72 a 73,61,54,115
73 a 74,52,60,112
74 a 75,43,58,101
dai 70 ai 75,319,345,664
75 anni compiuti a 76,30,56,86
76 a 77,43,45,88
77 a 78,30,24,54
78 a 79,17,28,45
79 a 80,13,12,25
dai 75 a 80,133,165,298
80 anni compiuti a 81,12,13,25
81 a 82,15,6,21
82 a 83,10,3,13
83 a 84,6,4,10
84 a 85,9,7,16
da 80 a 85 anni,52,33,85
85 anni compiuti a 86,4,1,5
86 a 87,1,2,3
87 a 88,1,0,1
88 a 89,1,0,1
89 a 90,3,1,4
da 85 a 90 anni,10,4,14
90 anni compiuti a 91,0,0,0
91 a 92,0,0,0
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,0,0,0
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,0,0
Centenari,0,0,0
ignota,0,0,0
Totale,(9717),19887,39704
