Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,722,901,1623
1 anno compiuto a 2,721,717,1438
2 anni compiuti a 3,631,746,1377
3 a 4,655,646,1301
4 a 5,588,623,1211
dalla nascita a 5,3377,3533,6950
5 anni compiuti a 6,741,791,1532
6  a 7,648,692,1340
7 a 8,703,656,1359
8 a 9,596,618,1214
9  a 10,487,578,1065
dai 5 ai 10,3475,3335,6810
10 anni compiuti a 11,630,677,1307
11  a 12,611,692,1303
12 a 13,453,514,967
13 a 14,530,570,1100
14 a 15,450,448,898
dai 10  ai 15,2683,2931,5614
15 anni compiuti a 16,751,809,1560
16 a 17,541,543,1084
17 a 18,546,518,1064
18 a 19,539,498,1037
19 a 20,476,421,897
dai 15 ai 20,2853,2789,5642
20 anni compiuti a 21,404,434,838
21 a 22,476,498,974
22 a 23,300,353,743
23 a 24,382,351,733
24 a 25,348,314,662
dai 20 ai 25,1970,1950,3920
25 anni compiuti a 26,530,581,1120
26 a 27,377,380,757
27 a 28,352,306,658
30 anni compiuti a,301,274,575
29 a 30,251,230,481
dai 25 ai 30,1820,1771,3591
30 anni compiuti a 31,247,293,540
31 a 32,220,235,455
32 a 33,223,175,398
33 a 34,188,193,383
34 a 35,169,141,310
dai 30 ai 35,1047,1039,2086
Da 35 anni compiuti a 36,232,255,487
36 a 37,138,160,293
37 a 38,141,123,267
38 a 39,127,102,229
39 a 40,116,116,232
dai 35 ai 40,732,756,1508
40 anni compiuti a 41,103,140,243
41 a 42,112,114,226
42 a 43,91,88,179
43 a 44,58,82,140
44 a 45,39,54,93
dai 40 ai 45,403,478,881
45 anni compiuti a 46,67,92,159
46 a 47,60,66,126
47 a 48,23,31,57
48 a 49,14,16,30
49 a 50,22,22,44
dai 45 ai 50,186,230,416
50 anni compiuti a 51,20,26,46
51 a 52,12,20,32
52 a 53,8,11,19
53 a 54,4,9,13
54 a 55,5,5,10
dai 50 ai 55,49,71,120
55 anni compiuti a 56,6,10,16
56 a 57,2,4,6
57 a 58,4,0,4
58 a 59,2,3,5
59 a 60,1,3,4
dai 55 ai 50,15,20,35
60 anni compiuti a 61,1,1,1
61 a 62,1,1,1
62 a 63,1,1,1
63 a 64,0,0,0
64 a 65,1,1,1
dai 60 ai 65,4,4,0
65 anni compiuti a 66,0,0,0
66 a 67,4,20,24
67 a 68,43001,43514,97315
