Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,245,299,544
1 anno compiuto a 2,241,226,467
2 anni compiuti a 3,238,225,463
3 a 4,244,252,496
4 a 5,257,258,515
dalla nascita a 5,980,961,1941
5 anni compiuti a 6,250,256,506
6  a 7,244,243,487
7 a 8,234,247,481
8 a 9,253,241,494
9  a 10,272,253,525
dai 5 ai 10,1353,1210,2493
10 anni compiuti a 11,287,276,563
11  a 12,313,267,580
12 a 13,309,248,557
13 a 14,342,262,604
14 a 15,322,248,570
dai 10  ai 15,1573,1301,2874
15 anni compiuti a 16,344,328,672
16 a 17,296,280,576
17 a 18,319,277,596
18 a 19,288,318,606
19 a 20,277,555,4
dai 15 ai 20,1525,1480,3005
20 anni compiuti a 21,269,272,541
21 a 22,426,246,672
22 a 23,438,275,713
23 a 24,235,232,467
24 a 25,233,258,491
dai 20 ai 25,1591,1285,2876
25 anni compiuti a 26,211,250,470
26 a 27,194,246,440
27 a 28,186,217,403
30 anni compiuti a,188,217,405
29 a 30,181,239,420
dai 25 ai 30,960,1178,2138
30 anni compiuti a 31,192,254,446
31 a 32,188,176,364
32 a 33,169,196,365
33 a 34,230,282,512
34 a 35,193,230,423
dai 30 ai 35,972,1138,2110
Da 35 anni compiuti a 36,212,219,461
36 a 37,210,241,451
37 a 38,219,248,467
38 a 39,19,175,244
39 a 40,207,221,428
dai 35 ai 40,1023,1203,2226
40 anni compiuti a 41,212,252,464
41 a 42,222,265,487
42 a 43,254,474,4
43 a 44,191,256,447
44 a 45,204,219,423
dai 40 ai 45,1049,1246,2295
45 anni compiuti a 46,226,283,509
46 a 47,195,218,413
47 a 48,190,203,393
48 a 49,206,217,423
49 a 50,175,176,351
dai 45 ai 50,992,1097,2089
50 anni compiuti a 51,210,236,446
51 a 52,191,187,378
52 a 53,176,195,371
53 a 54,192,193,385
54 a 55,169,169,338
dai 50 ai 55,938,980,1918
55 anni compiuti a 56,176,184,360
56 a 57,169,156,325
57 a 58,148,182,330
58 a 59,150,195,296
59 a 60,180,180,360
dai 55 ai 50,823,838,1661
60 anni compiuti a 61,157,186,343
61 a 62,133,152,287
62 a 63,128,156,278
63 a 64,113,122,235
64 a 65,96,120,216
dai 60 ai 65,623,736,1359
65 anni compiuti a 66,104,119,223
66 a 67,104,120,224
67 a 68,88,102,190
68 a 69,100,83,183
69 a 70,80,95,175
dai 65 ai 70,476,519,995
