Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,1249,1188,2437
1 anno compiuto a 2,942,932,1874
2 anni compiuti a 3,1036,1044,2080
3 a 4,974,1000,1974
4 a 5,1034,960,1994
dalla nascita a 5,3986,3936,7922
5 anni compiuti a 6,922,932,1854
6  a 7,911,914,1825
7 a 8,888,851,1739
8 a 9,862,933,1795
9  a 10,881,883,1764
dai 5 ai 10,4464,4513,8977
10 anni compiuti a 11,842,829,1671
11  a 12,930,941,1871
12 a 13,960,917,1877
13 a 14,960,960,1920
14 a 15,953,928,1879
dai 10  ai 15,4645,4573,9218
15 anni compiuti a 16,1134,1059,2193
16 a 17,1069,1134,2203
17 a 18,1,1124,1135
18 a 19,2,1176,1274
19 a 20,2,1054,1150
dai 15 ai 20,5357,5732,11309
20 anni compiuti a 21,1022,1126,2148
21 a 22,6,2045,1169
22 a 23,6,2206,1137
23 a 24,7,1118,1056
24 a 25,6,1090,998
dai 20 ai 25,7301,5186,12487
25 anni compiuti a 26,953,1028,1981
26 a 27,16,889,968
27 a 28,23,795,902
30 anni compiuti a,17,855,905
29 a 30,14,976,1029
dai 25 ai 30,4468,4922,9390
30 anni compiuti a 31,947,1008,1955
31 a 32,33,927,1027
32 a 33,42,821,913
33 a 34,39,825,981
34 a 35,42,705,951
dai 30 ai 35,4313,4880,9193
Da 35 anni compiuti a 36,929,1088,2017
36 a 37,50,923,937
37 a 38,75,825,954
38 a 39,86,916,1012
39 a 40,86,851,906
dai 35 ai 40,4444,4897,9341
40 anni compiuti a 41,810,899,1709
41 a 42,109,827,856
42 a 43,103,840,868
43 a 44,116,729,794
44 a 45,112,720,770
dai 40 ai 45,3926,4187,8113
45 anni compiuti a 46,862,857,1719
46 a 47,130,795,751
47 a 48,129,734,770
48 a 49,131,708,745
49 a 50,117,640,686
dai 45 ai 50,3739,3899,7548
50 anni compiuti a 51,736,803,1539
51 a 52,156,669,707
52 a 53,145,738,619
53 a 54,166,608,656
54 a 55,162,594,597
dai 50 ai 55,3345,3412,6757
55 anni compiuti a 56,631,687,1318
56 a 57,206,654,700
57 a 58,186,567,649
58 a 59,170,590,606
59 a 60,218,586,657
dai 55 ai 50,3028,3299,6327
60 anni compiuti a 61,587,664,1251
61 a 62,217,539,609
62 a 63,227,521,572
63 a 64,190,462,486
64 a 65,174,328,422
dai 60 ai 65,2437,2753,5190
65 anni compiuti a 66,337,407,744
66 a 67,209,329,388
67 a 68,233,329,490
68 a 69,220,344,414
69 a 70,153,272,346
dai 65 ai 70,1604,1985,3589
70 anni compiuti a 71,267,362,629
71 a 72,185,238,299
72 a 73,214,247,337
73 a 74,177,217,276
74 a 75,188,178,300
dai 70 ai 75,972,1147,1574
75 anni compiuti a 76,167,265,432
76 a 77,147,146,211
77 a 78,112,137,163
78 a 79,112,94,153
79 a 80,85,87,138
dai 75 a 80,639,631,930
80 anni compiuti a 81,68,95,163
81 a 82,50,55,78
82 a 83,36,29,48
83 a 84,24,22,39
84 a 85,31,30,39
da 80 a 85 anni,209,204,299
85 anni compiuti a 86,24,31,55
86 a 87,14,14,16
87 a 88,21,13,25
88 a 89,7,7,8
89 a 90,8,4,9
da 85 a 90 anni,74,62,89
90 anni compiuti a 91,3,9,12
91 a 92,4,2,4
92 a 93,3,3,3
93 a 94,1,6,7
94 a 95,0,4,4
da 90 a 95,25,9,26
95 anni compiuti a 96,0,0,0
96 a 97,0,1,0
97 a 98,0,1,0
98 a 99,0,1,0
99 a 100,0,0,0
da 95 a 100,0,2,1
Centenari,0,0,0
ignota,0,0,0
Totale,60763,62511,123274
