Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,319,283,602
1 anno compiuto a 2,175,145,320
2 anni compiuti a 3,249,221,470
3 a 4,231,231,462
4 a 5,225,232,457
dalla nascita a 5,880,829,1709
5 anni compiuti a 6,226,217,443
6  a 7,199,244,443
7 a 8,233,218,451
8 a 9,207,190,397
9  a 10,227,179,406
dai 5 ai 10,1092,1048,2140
10 anni compiuti a 11,258,220,478
11  a 12,227,180,407
12 a 13,261,218,479
13 a 14,212,190,402
14 a 15,195,191,386
dai 10  ai 15,1148,999,2147
15 anni compiuti a 16,212,212,424
16 a 17,202,188,390
17 a 18,216,210,426
18 a 19,218,201,419
19 a 20,126,127,253
dai 15 ai 20,974,938,1912
20 anni compiuti a 21,199,198,397
21 a 22,228,169,397
22 a 23,223,180,403
23 a 24,1,199,174
24 a 25,3,196,196
dai 20 ai 25,1045,917,1962
25 anni compiuti a 26,221,204,425
26 a 27,0,213,170
27 a 28,4,169,166
30 anni compiuti a,3,204,189
29 a 30,2,157,122
dai 25 ai 30,964,851,1815
30 anni compiuti a 31,263,244,507
31 a 32,3,169,137
32 a 33,6,178,130
33 a 34,4,217,154
34 a 35,9,171,143
dai 30 ai 35,998,808,1806
Da 35 anni compiuti a 36,189,152,341
36 a 37,150,185,285
37 a 38,9,147,93
38 a 39,5,138,108
39 a 40,8,117,80
dai 35 ai 40,39,744,568
40 anni compiuti a 41,264,297,561
41 a 42,11,116,101
42 a 43,11,125,105
43 a 44,10,73,82
44 a 45,16,147,120
dai 40 ai 45,87,725,705
45 anni compiuti a 46,150,145,295
46 a 47,11,84,68
47 a 48,8,88,88
48 a 49,19,104,92
49 a 50,10,50,64
dai 45 ai 50,72,476,457
50 anni compiuti a 51,225,293,518
51 a 52,20,97,89
52 a 53,12,80,84
53 a 54,14,86,65
54 a 55,21,87,80
dai 50 ai 55,150,575,611
55 anni compiuti a 56,116,114,230
56 a 57,29,71,90
57 a 58,14,46,54
58 a 59,17,44,58
59 a 60,8,38,48
dai 55 ai 50,111,345,364
60 anni compiuti a 61,210,285,495
61 a 62,38,97,80
62 a 63,21,46,60
63 a 64,18,39,44
64 a 65,19,42,40
dai 60 ai 65,238,434,509
65 anni compiuti a 66,54,73,127
66 a 67,24,40,56
67 a 68,11,31,33
68 a 69,7,26,19
69 a 70,8,16,18
dai 65 ai 70,78,167,199
70 anni compiuti a 71,78,122,200
71 a 72,24,40,41
72 a 73,6,24,14
73 a 74,5,8,16
74 a 75,4,19,13
dai 70 ai 75,111,169,206
75 anni compiuti a 76,25,34,59
76 a 77,10,23,23
77 a 78,5,8,11
78 a 79,1,2,4
79 a 80,5,11,7
dai 75 a 80,42,68,79
80 anni compiuti a 81,27,46,73
81 a 82,9,8,18
82 a 83,3,7,5
83 a 84,1,3,4
84 a 85,3,3,3
da 80 a 85 anni,50,48,76
85 anni compiuti a 86,0,6,6
86 a 87,2,4,3
87 a 88,3,2,4
88 a 89,3,0,5
89 a 90,0,2,0
da 85 a 90 anni,14,8,18
90 anni compiuti a 91,6,3,6
91 a 92,1,1,1
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,1,0
da 90 a 95,7,5,7
95 anni compiuti a 96,1,2,1
96 a 97,0,0,0
97 a 98,0,1,0
98 a 99,0,1,1
99 a 100,0,1,0
da 95 a 100,2,4,2
Centenari,0,2,2
ignota,0,0,0
Totale,11155,10476,21631
