Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,1401,1260,2661
1 anno compiuto a 2,1051,944,1995
2 anni compiuti a 3,1284,1197,2481
3 a 4,1225,1065,2290
4 a 5,1121,1006,2217
dalla nascita a 5,4681,4302,8983
5 anni compiuti a 6,1172,1044,2216
6  a 7,1106,1132,2238
7 a 8,1117,1047,2164
8 a 9,972,1015,1987
9  a 10,955,927,1882
dai 5 ai 10,5322,5165,10487
10 anni compiuti a 11,1073,1044,2117
11  a 12,920,887,1807
12 a 13,1064,982,2046
13 a 14,869,793,1662
14 a 15,982,946,1928
dai 10  ai 15,4908,4652,9560
15 anni compiuti a 16,906,866,1772
16 a 17,904,1021,1925
17 a 18,931,944,1875
18 a 19,6,1031,1071
19 a 20,1,913,890
dai 15 ai 20,4685,4712,9417
20 anni compiuti a 21,956,1186,2139
21 a 22,11,942,879
22 a 23,12,1008,1061
23 a 24,9,879,836
24 a 25,23,930,985
dai 20 ai 25,4712,4947,9659
25 anni compiuti a 26,902,871,1773
26 a 27,31,889,951
27 a 28,23,737,757
30 anni compiuti a,50,953,1080
29 a 30,26,790,598
dai 25 ai 30,4331,4257,8488
30 anni compiuti a 31,1378,1483,2861
31 a 32,31,764,539
32 a 33,61,830,769
33 a 34,56,741,686
34 a 35,58,673,706
dai 30 ai 35,4376,4183,8559
Da 35 anni compiuti a 36,729,706,1435
36 a 37,77,606,719
37 a 38,63,534,496
38 a 39,74,677,653
39 a 40,45,449,390
dai 35 ai 40,3055,2964,6019
40 anni compiuti a 41,1188,1363,2551
41 a 42,66,524,419
42 a 43,124,680,613
43 a 44,47,411,350
44 a 45,118,676,730
dai 40 ai 45,3479,3475,6954
45 anni compiuti a 46,561,509,1070
46 a 47,106,473,496
47 a 48,64,361,340
48 a 49,102,450,474
49 a 50,56,285,253
dai 45 ai 50,2130,2072,4202
50 anni compiuti a 51,1086,1351,2277
51 a 52,76,371,304
52 a 53,118,471,440
53 a 54,72,262,255
54 a 55,123,428,377
dai 50 ai 55,2558,2627,5185
55 anni compiuti a 56,365,388,753
56 a 57,129,351,369
57 a 58,63,221,207
58 a 59,94,220,251
59 a 60,43,130,122
dai 55 ai 50,1287,1337,2624
60 anni compiuti a 61,792,1061,1853
61 a 62,87,161,208
62 a 63,122,269,260
63 a 64,66,180,170
64 a 65,92,197,201
dai 60 ai 65,1599,1500,3499
65 anni compiuti a 66,184,230,414
66 a 67,86,162,186
67 a 68,59,129,125
68 a 69,53,128,133
69 a 70,40,81,88
dai 65 ai 70,684,764,1446
70 anni compiuti a 71,298,473,771
71 a 72,91,81,172
72 a 73,119,105,218
73 a 74,64,59,123
74 a 75,62,69,131
dai 70 ai 75,628,787,1415
75 anni compiuti a 76,98,105,203
76 a 77,69,49,118
77 a 78,45,42,87
78 a 79,49,49,98
79 a 80,36,25,61
dai 75 a 80,297,270,567
80 anni compiuti a 81,116,206,322
81 a 82,28,43,71
82 a 83,39,32,71
83 a 84,8,22,30
84 a 85,23,19,42
da 80 a 85 anni,214,322,536
85 anni compiuti a 86,15,19,34
86 a 87,14,7,21
87 a 88,4,5,9
88 a 89,8,6,14
89 a 90,3,7,10
da 85 a 90 anni,44,44,88
90 anni compiuti a 91,13,15,28
91 a 92,6,6,12
92 a 93,3,3,6
93 a 94,1,3,4
94 a 95,3,2,5
da 90 a 95,26,29,55
95 anni compiuti a 96,1,3,4
96 a 97,1,1,2
97 a 98,0,1,1
98 a 99,1,3,4
99 a 100,0,0,0
da 95 a 100,3,8,11
Centenari,1,1,2
ignota,0,0,0
Totale,50321,50086,100417
