Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,3015,3036,6051
1 anno compiuto a 2,2638,2527,5165
2 anni compiuti a 3,2976,2997,5973
3 a 4,2873,2768,5641
4 a 5,2620,2646,5266
dalla nascita a 5,11116,10938,22054
5 anni compiuti a 6,2872,2735,5607
6  a 7,2762,2740,5502
7 a 8,2775,2754,5529
8 a 9,2378,2377,4755
9  a 10,2289,2263,4552
dai 5 ai 10,13076,12869,25945
10 anni compiuti a 11,2468,2321,4789
11  a 12,2550,2533,4892
12 a 13,2651,2540,5191
13 a 14,2312,2094,4406
14 a 15,2174,1983,4157
dai 10  ai 15,12164,11271,23435
15 anni compiuti a 16,2472,2340,4812
16 a 17,2116,2396,4812
17 a 18,2353,2314,4667
18 a 19,2408,2404,4812
19 a 20,2340,2247,4587
dai 15 ai 20,11989,11701,23690
20 anni compiuti a 21,2338,2339,4667
21 a 22,2917,2339,5206
22 a 23,2950,2208,5158
23 a 24,2190,1938,4128
24 a 25,2137,2127,4264
dai 20 ai 25,12532,10991,23523
25 anni compiuti a 26,2056,1969,4016
26 a 27,2061,2123,4184
27 a 28,1859,1973,3832
30 anni compiuti a,1991,2146,4137
29 a 30,1710,1605,3315
dai 25 ai 30,9677,9587,19264
30 anni compiuti a 31,2393,2590,4913
31 a 32,1636,1567,3253
32 a 33,1815,1787,3602
33 a 34,1490,1613,3103
34 a 35,1442,1508,2950
dai 30 ai 35,8826,8995,17821
Da 35 anni compiuti a 36,1662,1612,3274
36 a 37,1600,1841,3441
37 a 38,1475,1530,3005
38 a 39,1611,1732,3343
39 a 40,1350,1310,2660
dai 35 ai 40,7707,8025,15732
40 anni compiuti a 41,2175,2576,4751
41 a 42,1768,1398,3166
42 a 43,1604,1389,2993
43 a 44,1056,1002,2058
44 a 45,1311,1429,2740
dai 40 ai 45,7914,7794,15708
45 anni compiuti a 46,1202,1174,2376
46 a 47,1063,1158,2221
47 a 48,999,959,1958
48 a 49,1156,1264,2420
49 a 50,884,837,1721
dai 45 ai 50,5304,5392,10696
50 anni compiuti a 51,1652,2128,3780
51 a 52,920,909,1829
52 a 53,1078,1149,2227
53 a 54,732,779,1511
54 a 55,885,1022,1907
dai 50 ai 55,5267,5987,11254
55 anni compiuti a 56,836,990,1826
56 a 57,950,905,1856
57 a 58,606,684,1290
58 a 59,708,802,1510
59 a 60,477,500,977
dai 55 ai 50,3577,3972,7549
60 anni compiuti a 61,1509,2017,3526
61 a 62,942,1088,2030
62 a 63,759,763,1522
63 a 64,505,586,1091
64 a 65,559,682,1241
dai 60 ai 65,4274,5136,9410
65 anni compiuti a 66,585,705,1290
66 a 67,545,619,1164
67 a 68,420,478,902
68 a 69,392,475,867
69 a 70,293,318,611
dai 65 ai 70,2244,2590,4834
70 anni compiuti a 71,769,909,1671
71 a 72,222,336,397
72 a 73,212,379,388
73 a 74,134,227,251
74 a 75,159,232,274
dai 70 ai 75,1254,1936,2199
75 anni compiuti a 76,235,240,475
76 a 77,138,207,225
77 a 78,101,145,162
78 a 79,84,171,144
79 a 80,57,85,99
dai 75 a 80,514,843,870
80 anni compiuti a 81,235,395,630
81 a 82,134,130,188
82 a 83,70,86,102
83 a 84,35,32,54
84 a 85,53,44,67
da 80 a 85 anni,563,527,806
85 anni compiuti a 86,37,61,98
86 a 87,41,16,63
87 a 88,13,23,21
88 a 89,19,14,27
89 a 90,8,16,11
da 85 a 90 anni,128,106,183
90 anni compiuti a 91,17,41,58
91 a 92,13,9,21
92 a 93,4,7,6
93 a 94,0,1,2
94 a 95,4,2,5
da 90 a 95,48,39,63
95 anni compiuti a 96,3,3,4
96 a 97,1,2,5
97 a 98,1,1,2
98 a 99,0,1,1
99 a 100,0,0,0
da 95 a 100,5,6,12
Centenari,2,3,5
ignota,156,54,210
Totale,122237,122694,244931
