Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,COMUNE DI CATANZARO.,COMUNE DI CATANZARO.,COMUNE DI CATANZARO.
1 anno compiuto a 2,343,324,667
2 anni compiuti a 3,246,248,494
3 a 4,346,284,630
4 a 5,340,294,634
dalla nascita a 5,299,303,605
5 anni compiuti a 6,1224,1129,2353
6  a 7,320,331,651
7 a 8,287,271,558
8 a 9,280,283,563
9  a 10,302,258,560
dai 5 ai 10,252,220,472
10 anni compiuti a 11,1441,1363,2804
11  a 12,301,281,582
12 a 13,280,256,536
13 a 14,362,290,652
14 a 15,318,226,544
dai 10  ai 15,291,249,540
15 anni compiuti a 16,1552,1302,2854
16 a 17,316,292,608
17 a 18,339,303,642
18 a 19,278,256,534
19 a 20,269,304,573
dai 15 ai 20,181,190,371
20 anni compiuti a 21,1383,1345,2728
21 a 22,251,270,521
22 a 23,376,290,596
23 a 24,428,240,668
24 a 25,283,196,479
dai 20 ai 25,257,235,492
25 anni compiuti a 26,1595,1161,2756
26 a 27,294,298,592
27 a 28,260,254,514
30 anni compiuti a,242,216,458
29 a 30,242,232,474
dai 25 ai 30,168,152,320
30 anni compiuti a 31,1206,1152,2358
31 a 32,336,375,711
32 a 33,163,144,307
33 a 34,185,183,368
34 a 35,213,184,397
dai 30 ai 35,196,171,367
Da 35 anni compiuti a 36,1093,1057,2150
36 a 37,90,150,240
37 a 38,43,37,80
38 a 39,9,35,22
39 a 40,8,12,16
dai 35 ai 40,9,19,20
40 anni compiuti a 41,199,245,444
41 a 42,35,32,67
42 a 43,5,26,14
43 a 44,7,11,11
44 a 45,9,12,15
dai 40 ai 45,6,7,10
45 anni compiuti a 46,93,82,175
46 a 47,35,57,92
47 a 48,11,12,17
48 a 49,2,9,4
49 a 50,2,4,3
dai 45 ai 50,3,5,6
50 anni compiuti a 51,65,87,152
51 a 52,8,7,15
52 a 53,0,5,1
53 a 54,1,0,1
54 a 55,4,1,5
dai 50 ai 55,1,0,1
55 anni compiuti a 56,14,15,29
56 a 57,8,10,18
57 a 58,0,2,0
58 a 59,1,0,1
59 a 60,1,0,1
dai 55 ai 50,0,1,2
60 anni compiuti a 61,10,14,24
61 a 62,0,3,3
62 a 63,0,0,0
63 a 64,0,1,1
64 a 65,0,0,0
dai 60 ai 65,0,1,1
65 anni compiuti a 66,4,1,5
66 a 67,2,3,5
67 a 68,0,0,0
68 a 69,14806,13788,28594
