Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,1477,1411,2888
1 anno compiuto a 2,1429,1283,2712
2 anni compiuti a 3,1539,1433,2972
3 a 4,1403,1339,2742
4 a 5,1341,1351,2692
dalla nascita a 5,5712,5406,11118
5 anni compiuti a 6,1412,1351,2763
6  a 7,1377,1305,2672
7 a 8,1350,1333,2682
8 a 9,1313,1301,2614
9  a 10,1249,1161,2410
dai 5 ai 10,6701,6540,13241
10 anni compiuti a 11,1277,1291,2568
11  a 12,1246,1095,2341
12 a 13,1358,1344,2702
13 a 14,1110,1026,2136
14 a 15,1368,1278,2646
dai 10  ai 15,6359,6034,12393
15 anni compiuti a 16,1140,1151,2291
16 a 17,1220,1214,2434
17 a 18,1082,1116,2198
18 a 19,1132,1334,2466
19 a 20,1069,1007,2076
dai 15 ai 20,5643,5822,11465
20 anni compiuti a 21,1187,1367,2554
21 a 22,1474,1114,2588
22 a 23,1697,1202,2899
23 a 24,1310,997,2307
24 a 25,1125,1202,2327
dai 20 ai 25,6793,5882,12675
25 anni compiuti a 26,1076,1064,2140
26 a 27,1126,1163,2289
27 a 28,863,978,1847
30 anni compiuti a,963,1084,2053
29 a 30,738,655,1413
dai 25 ai 30,4798,4944,9742
30 anni compiuti a 31,1240,1513,2753
31 a 32,811,700,1501
32 a 33,903,930,1833
33 a 34,746,927,1673
34 a 35,769,843,1612
dai 30 ai 35,4469,5003,9472
Da 35 anni compiuti a 36,835,773,1697
36 a 37,842,833,1785
37 a 38,614,669,1318
38 a 39,709,768,1477
39 a 40,535,535,1070
dai 35 ai 40,3565,3637,7202
40 anni compiuti a 41,1289,1558,2842
41 a 42,784,642,1426
42 a 43,832,624,1526
43 a 44,479,447,926
44 a 45,691,728,1419
dai 40 ai 45,4075,4064,8139
45 anni compiuti a 46,683,708,1391
46 a 47,641,684,1325
47 a 48,426,455,881
48 a 49,658,636,1294
49 a 50,364,355,719
dai 45 ai 50,2772,2838,5610
50 anni compiuti a 51,1207,1461,2668
51 a 52,458,499,957
52 a 53,530,584,1114
53 a 54,369,341,710
54 a 55,509,555,1064
dai 50 ai 55,3073,3440,6513
55 anni compiuti a 56,470,462,932
56 a 57,482,530,1012
57 a 58,326,342,668
58 a 59,351,343,693
59 a 60,220,230,440
dai 55 ai 50,1849,1896,3745
60 anni compiuti a 61,1151,1280,2431
61 a 62,444,456,900
62 a 63,476,340,816
63 a 64,286,249,535
64 a 65,375,334,709
dai 60 ai 65,2732,2659,5391
65 anni compiuti a 66,358,372,730
66 a 67,328,322,650
67 a 68,139,153,352
68 a 69,225,197,422
69 a 70,152,126,278
dai 65 ai 70,1262,1170,2432
70 anni compiuti a 71,587,632,1219
71 a 72,100,224,185
72 a 73,69,211,137
73 a 74,44,135,103
74 a 75,72,122,115
dai 70 ai 75,1279,1201,2484
75 anni compiuti a 76,68,149,109
76 a 77,46,120,103
77 a 78,37,84,64
78 a 79,31,99,62
79 a 80,22,38,33
dai 75 a 80,490,374,861
80 anni compiuti a 81,211,193,374
81 a 82,63,94,91
82 a 83,26,48,37
83 a 84,6,30,10
84 a 85,21,33,26
da 80 a 85 anni,398,441,839
85 anni compiuti a 86,23,29,29
86 a 87,14,20,22
87 a 88,11,17,12
88 a 89,6,14,9
89 a 90,3,9,6
da 85 a 90 anni,89,78,167
90 anni compiuti a 91,22,29,27
91 a 92,3,12,5
92 a 93,2,10,4
93 a 94,1,3,1
94 a 95,6,4,6
da 90 a 95,51,43,94
95 anni compiuti a 96,2,2,2
96 a 97,3,3,4
97 a 98,2,2,2
98 a 99,0,0,0
99 a 100,1,1,2
da 95 a 100,8,9,17
Centenari,0,9,9
ignota,0,0,0
Totale,63595,62902,126497
