Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,2951,2882,5836
1 anno compiuto a 2,2371,2248,4619
2 anni compiuti a 3,2480,2397,4877
3 a 4,2363,2306,4669
4 a 5,2290,2190,4480
dalla nascita a 5,9504,9081,18585
5 anni compiuti a 6,2236,2150,4386
6  a 7,2159,2159,4318
7 a 8,2053,1955,4008
8 a 9,2044,1926,3970
9  a 10,1992,1954,3946
dai 5 ai 10,10484,10144,20628
10 anni compiuti a 11,1944,1894,3838
11  a 12,2085,1965,4050
12 a 13,2250,1958,4208
13 a 14,2161,1873,4034
14 a 15,2454,1903,4357
dai 10  ai 15,10894,9593,20487
15 anni compiuti a 16,2430,2018,4508
16 a 17,2710,2283,4993
17 a 18,3005,2391,5396
18 a 19,3300,2502,5802
19 a 20,3039,2321,5360
dai 15 ai 20,14514,11515,26029
20 anni compiuti a 21,2961,2526,5487
21 a 22,4834,2667,7501
22 a 23,5202,2721,7923
23 a 24,3918,2642,6560
24 a 25,3648,2499,6147
dai 20 ai 25,20263,13055,33618
25 anni compiuti a 26,3646,2528,6174
26 a 27,3105,2454,5949
27 a 28,3316,2534,5850
30 anni compiuti a,3311,2402,5643
29 a 30,3097,2271,5368
dai 25 ai 30,16795,12189,28984
30 anni compiuti a 31,3892,2872,6764
31 a 32,3117,2399,5516
32 a 33,3381,2452,5833
33 a 34,3222,2474,5696
34 a 35,2842,2193,5035
dai 30 ai 35,16451,12189,28844
Da 35 anni compiuti a 36,3443,2521,5964
36 a 37,2915,2252,5167
37 a 38,2795,2148,4943
38 a 39,2643,1903,4546
39 a 40,2468,1737,4205
dai 35 ai 40,14264,10561,24825
40 anni compiuti a 41,3418,2601,6019
41 a 42,2719,1869,4588
42 a 43,2609,1732,4341
43 a 44,2000,1438,3537
44 a 45,2498,1731,4029
dai 40 ai 45,13143,9371,22514
45 anni compiuti a 46,2507,1876,4383
46 a 47,1938,1486,3424
47 a 48,1843,1186,3229
48 a 49,1887,1401,3288
49 a 50,1543,1229,2772
dai 45 ai 50,9718,7378,17096
50 anni compiuti a 51,2781,2092,5173
51 a 52,1810,1412,3222
52 a 53,1654,1347,3001
53 a 54,1325,1182,2707
54 a 55,1542,1203,2745
dai 50 ai 55,9112,7536,16648
55 anni compiuti a 56,1618,1379,3027
56 a 57,1596,1413,3009
57 a 58,1165,1029,2194
58 a 59,1166,959,2125
59 a 60,1019,846,1865
dai 55 ai 50,6194,5616,12210
60 anni compiuti a 61,1636,1557,3193
61 a 62,1081,1051,2132
62 a 63,901,803,1764
63 a 64,847,792,1639
64 a 65,707,593,1300
dai 60 ai 65,5212,4796,10028
65 anni compiuti a 66,740,838,1578
66 a 67,636,600,1236
67 a 68,605,515,1120
68 a 69,495,442,937
69 a 70,494,383,787
dai 65 ai 70,2880,2778,5658
70 anni compiuti a 71,580,732,1312
71 a 72,279,409,462
72 a 73,249,367,283
73 a 74,205,302,315
74 a 75,197,277,309
dai 70 ai 75,1935,2192,4127
75 anni compiuti a 76,253,307,560
76 a 77,173,233,241
77 a 78,131,170,192
78 a 79,99,12,149
79 a 80,72,119,103
dai 75 a 80,946,972,1898
80 anni compiuti a 81,146,194,340
81 a 82,130,124,158
82 a 83,63,52,76
83 a 84,45,52,59
84 a 85,30,34,47
da 80 a 85 anni,408,534,942
85 anni compiuti a 86,38,33,71
86 a 87,21,24,29
87 a 88,16,16,21
88 a 89,9,9,11
89 a 90,16,10,17
da 85 a 90 anni,97,111,208
90 anni compiuti a 91,11,13,24
91 a 92,4,2,9
92 a 93,3,2,3
93 a 94,6,1,6
94 a 95,4,1,5
da 90 a 95,17,36,53
95 anni compiuti a 96,0,2,2
96 a 97,1,4,1
97 a 98,0,2,2
98 a 99,1,2,1
99 a 100,0,1,1
da 95 a 100,6,7,13
Centenari,0,8,8
ignota,662,325,988
Totale,167386,133081,300457
