Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,173,160,333
1 anno compiuto a 2,185,187,372
2 anni compiuti a 3,176,188,364
3 a 4,176,183,359
4 a 5,201,194,395
dalla nascita a 5,738,752,1490
5 anni compiuti a 6,172,193,365
6  a 7,328,190,418
7 a 8,152,173,325
8 a 9,170,172,342
9  a 10,185,167,352
dai 5 ai 10,907,895,1802
10 anni compiuti a 11,158,147,305
11  a 12,154,164,318
12 a 13,173,161,334
13 a 14,164,154,318
14 a 15,153,164,317
dai 10  ai 15,802,790,1592
15 anni compiuti a 16,159,148,307
16 a 17,167,142,309
17 a 18,123,150,273
18 a 19,115,166,281
19 a 20,121,130,251
dai 15 ai 20,685,716,1421
20 anni compiuti a 21,155,134,289
21 a 22,115,119,234
22 a 23,173,136,309
23 a 24,122,109,231
24 a 25,115,113,228
dai 20 ai 25,680,611,1291
25 anni compiuti a 26,108,133,241
26 a 27,94,120,214
27 a 28,127,107,234
30 anni compiuti a,123,109,232
29 a 30,97,101,198
dai 25 ai 30,549,570,1119
30 anni compiuti a 31,102,132,234
31 a 32,111,87,198
32 a 33,94,85,179
33 a 34,92,90,182
34 a 35,94,85,179
dai 30 ai 35,493,479,972
Da 35 anni compiuti a 36,96,109,205
36 a 37,100,116,216
37 a 38,101,106,207
38 a 39,89,109,198
39 a 40,97,109,206
dai 35 ai 40,483,549,1032
40 anni compiuti a 41,89,118,207
41 a 42,99,118,217
42 a 43,102,96,198
43 a 44,63,92,155
44 a 45,74,72,146
dai 40 ai 45,427,496,923
45 anni compiuti a 46,87,83,170
46 a 47,76,88,164
47 a 48,87,92,179
48 a 49,61,97,158
49 a 50,66,68,134
dai 45 ai 50,377,428,805
50 anni compiuti a 51,73,102,175
51 a 52,84,71,155
52 a 53,78,65,143
53 a 54,68,63,128
54 a 55,50,69,128
dai 50 ai 55,362,367,729
55 anni compiuti a 56,69,69,138
56 a 57,53,86,139
57 a 58,61,75,136
58 a 59,53,68,121
59 a 60,62,66,128
dai 55 ai 50,298,364,662
60 anni compiuti a 61,69,97,166
61 a 62,70,61,131
62 a 63,69,60,129
63 a 64,46,50,96
64 a 65,45,46,91
dai 60 ai 65,299,324,613
65 anni compiuti a 66,33,30,63
66 a 67,36,17,53
67 a 68,40,31,71
68 a 69,32,28,60
69 a 70,33,44,77
dai 65 ai 70,174,150,324
70 anni compiuti a 71,39,41,80
71 a 72,35,33,68
72 a 73,31,35,66
73 a 74,23,23,46
74 a 75,22,24,46
dai 70 ai 75,150,156,306
75 anni compiuti a 76,23,18,41
76 a 77,11,18,29
77 a 78,23,18,41
78 a 79,22,19,41
79 a 80,9,8,17
dai 75 a 80,88,81,169
80 anni compiuti a 81,12,13,25
81 a 82,6,6,12
82 a 83,4,8,12
83 a 84,10,3,13
84 a 85,2,1,3
da 80 a 85 anni,34,31,65
85 anni compiuti a 86,1,2,3
86 a 87,1,1,2
87 a 88,0,3,3
88 a 89,0,0,0
89 a 90,1,1,2
da 85 a 90 anni,3,7,10
90 anni compiuti a 91,0,1,1
91 a 92,0,0,0
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,0,1,1
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,0,0
Centenari,0,1,1
ignota,0,0,0
Totale,7722,7938,15660
