Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,228,227,455
1 anno compiuto a 2,197,193,390
2 anni compiuti a 3,252,236,488
3 a 4,229,196,425
4 a 5,203,203,406
dalla nascita a 5,881,828,1709
5 anni compiuti a 6,216,228,444
6  a 7,196,206,402
7 a 8,197,207,404
8 a 9,212,191,403
9  a 10,209,210,419
dai 5 ai 10,1030,1046,2076
10 anni compiuti a 11,172,184,356
11  a 12,231,224,455
12 a 13,228,238,466
13 a 14,239,217,456
14 a 15,222,228,450
dai 10  ai 15,1092,1091,2183
15 anni compiuti a 16,265,265,530
16 a 17,253,265,518
17 a 18,232,252,484
18 a 19,230,271,501
19 a 20,183,218,401
dai 15 ai 20,1163,1271,2434
20 anni compiuti a 21,206,224,430
21 a 22,676,227,903
22 a 23,729,251,980
23 a 24,256,201,457
24 a 25,232,201,433
dai 20 ai 25,2099,1104,3203
25 anni compiuti a 26,182,200,382
26 a 27,191,231,422
27 a 28,151,192,343
30 anni compiuti a,180,215,395
29 a 30,171,203,374
dai 25 ai 30,875,1011,1916
30 anni compiuti a 31,193,181,374
31 a 32,183,185,368
32 a 33,130,173,303
33 a 34,167,248,415
34 a 35,145,190,335
dai 30 ai 35,818,977,1795
Da 35 anni compiuti a 36,186,198,384
36 a 37,194,187,381
37 a 38,203,136,389
38 a 39,102,195,357
39 a 40,173,184,357
dai 35 ai 40,918,950,1868
40 anni compiuti a 41,179,253,432
41 a 42,102,226,418
42 a 43,215,230,445
43 a 44,194,168,362
44 a 45,123,190,313
dai 40 ai 45,993,1067,1970
45 anni compiuti a 46,185,230,415
46 a 47,201,166,367
47 a 48,167,178,345
48 a 49,196,189,385
49 a 50,147,165,312
dai 45 ai 50,896,928,1824
50 anni compiuti a 51,170,163,333
51 a 52,159,158,317
52 a 53,143,174,317
53 a 54,164,147,311
54 a 55,167,157,324
dai 50 ai 55,803,799,1602
55 anni compiuti a 56,144,174,318
56 a 57,189,173,362
57 a 58,170,148,318
58 a 59,125,148,273
59 a 60,129,136,265
dai 55 ai 50,757,779,1536
60 anni compiuti a 61,147,166,313
61 a 62,110,132,242
62 a 63,108,125,233
63 a 64,116,107,223
64 a 65,106,96,202
dai 60 ai 65,587,626,1213
65 anni compiuti a 66,106,109,215
66 a 67,102,99,201
67 a 68,113,131,244
68 a 69,100,88,188
69 a 70,77,73,150
dai 65 ai 70,498,500,998
70 anni compiuti a 71,102,95,197
71 a 72,47,59,71
72 a 73,43,59,68
73 a 74,50,49,70
74 a 75,42,55,55
dai 70 ai 75,324,359,683
75 anni compiuti a 76,51,72,123
76 a 77,27,54,46
77 a 78,29,38,43
78 a 79,33,39,41
79 a 80,19,14,23
dai 75 a 80,196,225,421
80 anni compiuti a 81,25,25,50
81 a 82,18,16,22
82 a 83,5,8,6
83 a 84,8,10,8
84 a 85,1,7,8
da 80 a 85 anni,60,68,128
85 anni compiuti a 86,3,9,12
86 a 87,2,3,2
87 a 88,1,2,1
88 a 89,3,1,4
89 a 90,0,2,2
da 85 a 90 anni,9,18,27
90 anni compiuti a 91,0,1,1
91 a 92,0,1,1
92 a 93,0,1,1
93 a 94,1,2,1
94 a 95,0,0,0
da 90 a 95,3,3,6
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,1,1
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,1,1
Centenari,0,0,0
ignota,0,0,0
Totale,14140,13908,28048
