Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,548,497,1045
1 anno compiuto a 2,414,376,790
2 anni compiuti a 3,431,395,826
3 a 4,425,394,819
4 a 5,378,394,772
dalla nascita a 5,1648,1559,3207
5 anni compiuti a 6,438,399,837
6  a 7,414,424,838
7 a 8,347,360,707
8 a 9,370,347,717
9  a 10,382,341,723
dai 5 ai 10,1931,1821,3802
10 anni compiuti a 11,370,329,699
11  a 12,338,337,675
12 a 13,408,358,766
13 a 14,364,342,706
14 a 15,325,310,635
dai 10  ai 15,1805,1706,3511
15 anni compiuti a 16,370,377,747
16 a 17,363,414,777
17 a 18,413,393,806
18 a 19,444,442,886
19 a 20,331,328,659
dai 15 ai 20,1921,1954,3875
20 anni compiuti a 21,377,364,741
21 a 22,641,348,989
22 a 23,699,396,1095
23 a 24,885,338,1223
24 a 25,376,378,754
dai 20 ai 25,2478,1824,4302
25 anni compiuti a 26,348,325,683
26 a 27,363,330,693
27 a 28,271,287,558
30 anni compiuti a,303,301,604
29 a 30,290,262,552
dai 25 ai 30,1575,1515,3090
30 anni compiuti a 31,337,402,739
31 a 32,308,297,605
32 a 33,283,272,555
33 a 34,296,283,579
34 a 35,279,264,543
dai 30 ai 35,1561,1518,3081
Da 35 anni compiuti a 36,320,355,675
36 a 37,18,326,289
37 a 38,18,265,257
38 a 39,11,255,256
39 a 40,22,258,189
dai 35 ai 40,1404,1346,2750
40 anni compiuti a 41,302,353,655
41 a 42,14,260,207
42 a 43,26,277,220
43 a 44,18,237,168
44 a 45,23,245,217
dai 40 ai 45,1321,1165,2486
45 anni compiuti a 46,245,238,483
46 a 47,35,196,218
47 a 48,28,191,187
48 a 49,41,205,232
49 a 50,22,153,135
dai 45 ai 50,999,1010,2009
50 anni compiuti a 51,378,376,754
51 a 52,33,195,154
52 a 53,35,189,163
53 a 54,40,187,133
54 a 55,48,181,179
dai 50 ai 55,1130,1005,2135
55 anni compiuti a 56,307,202,409
56 a 57,38,192,157
57 a 58,39,155,162
58 a 59,37,160,144
59 a 60,41,114,112
dai 55 ai 50,828,777,1605
60 anni compiuti a 61,316,308,624
61 a 62,58,153,144
62 a 63,54,153,139
63 a 64,50,123,127
64 a 65,135,119,244
dai 60 ai 65,870,837,1707
65 anni compiuti a 66,131,134,265
66 a 67,51,117,100
67 a 68,41,105,79
68 a 69,41,89,84
69 a 70,34,50,67
dai 65 ai 70,492,464,956
70 anni compiuti a 71,151,125,276
71 a 72,70,66,136
72 a 73,80,61,141
73 a 74,59,41,100
74 a 75,83,58,141
dai 70 ai 75,443,351,794
75 anni compiuti a 76,51,37,88
76 a 77,44,37,81
77 a 78,35,39,74
78 a 79,21,12,33
79 a 80,25,20,45
dai 75 a 80,176,145,321
80 anni compiuti a 81,42,38,80
81 a 82,17,25,42
82 a 83,13,19,32
83 a 84,8,5,13
84 a 85,14,14,28
da 80 a 85 anni,94,101,195
85 anni compiuti a 86,11,7,18
86 a 87,5,3,8
87 a 88,5,4,9
88 a 89,2,0,2
89 a 90,3,4,7
da 85 a 90 anni,26,18,44
90 anni compiuti a 91,3,3,6
91 a 92,1,2,3
92 a 93,0,0,0
93 a 94,1,2,3
94 a 95,1,0,1
da 90 a 95,6,7,13
95 anni compiuti a 96,0,1,1
96 a 97,1,0,1
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,1,1,2
Centenari,0,0,0
ignota,13,0,13
Totale,21263,19671,40934
