Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,763,664,1427
1 anno compiuto a 2,710,657,1367
2 anni compiuti a 3,716,748,1464
3 a 4,713,686,1399
4 a 5,708,700,1408
dalla nascita a 5,2842,2791,5633
5 anni compiuti a 6,714,705,1419
6  a 7,740,655,1395
7 a 8,655,679,1334
8 a 9,645,595,1240
9  a 10,607,623,1230
dai 5 ai 10,3361,3257,6618
10 anni compiuti a 11,587,603,1190
11  a 12,732,712,1444
12 a 13,670,580,1250
13 a 14,577,606,1183
14 a 15,627,624,1251
dai 10  ai 15,3193,3025,6218
15 anni compiuti a 16,787,717,1454
16 a 17,636,763,1399
17 a 18,618,718,1336
18 a 19,585,690,1245
19 a 20,505,624,1129
dai 15 ai 20,3081,3482,6563
20 anni compiuti a 21,537,717,1254
21 a 22,566,636,1202
22 a 23,512,663,1175
23 a 24,2,4,504
24 a 25,1,6,435
dai 20 ai 25,2354,3172,5726
25 anni compiuti a 26,312,539,851
26 a 27,4,9,361
27 a 28,4,4,333
30 anni compiuti a,7,11,376
29 a 30,3,9,337
dai 25 ai 30,1719,2541,4260
30 anni compiuti a 31,471,660,1131
31 a 32,9,14,417
32 a 33,8,12,368
33 a 34,7,20,350
34 a 35,10,18,325
dai 30 ai 35,1931,2579,4510
Da 35 anni compiuti a 36,375,461,839
36 a 37,29,363,493
37 a 38,21,354,459
38 a 39,29,364,432
39 a 40,25,349,362
dai 35 ai 40,124,1805,2190
40 anni compiuti a 41,433,561,994
41 a 42,43,384,474
42 a 43,40,354,445
43 a 44,31,290,401
44 a 45,41,321,415
dai 40 ai 45,210,1785,2296
45 anni compiuti a 46,400,534,934
46 a 47,45,368,413
47 a 48,46,330,390
48 a 49,53,372,367
49 a 50,33,272,329
dai 45 ai 50,222,1742,2013
50 anni compiuti a 51,502,628,1130
51 a 52,71,398,426
52 a 53,69,358,397
53 a 54,79,358,373
54 a 55,74,340,418
dai 50 ai 55,416,1951,2242
55 anni compiuti a 56,341,433,774
56 a 57,107,391,433
57 a 58,-92,337,334
58 a 59,76,296,314
59 a 60,70,265,280
dai 55 ai 50,431,1630,1791
60 anni compiuti a 61,418,471,889
61 a 62,105,317,330
62 a 63,78,251,247
63 a 64,84,184,290
64 a 65,85,207,233
dai 60 ai 65,507,1377,1511
65 anni compiuti a 66,107,182,379
66 a 67,84,186,209
67 a 68,59,173,179
68 a 69,82,141,168
69 a 70,49,137,133
dai 65 ai 70,342,834,871
70 anni compiuti a 71,199,287,486
71 a 72,159,157,316
72 a 73,127,112,239
73 a 74,140,104,244
74 a 75,115,126,241
dai 70 ai 75,740,786,1526
75 anni compiuti a 76,108,101,204
76 a 77,97,115,212
77 a 78,90,78,168
78 a 79,74,89,163
79 a 80,54,51,105
dai 75 a 80,418,434,852
80 anni compiuti a 81,79,91,170
81 a 82,61,60,121
82 a 83,47,31,78
83 a 84,32,35,67
84 a 85,29,24,53
da 80 a 85 anni,248,241,489
85 anni compiuti a 86,18,26,44
86 a 87,17,17,34
87 a 88,16,11,27
88 a 89,12,8,20
89 a 90,8,4,12
da 85 a 90 anni,71,66,137
90 anni compiuti a 91,11,6,17
91 a 92,5,2,7
92 a 93,0,2,2
93 a 94,2,3,5
94 a 95,5,0,3
da 90 a 95,21,13,34
95 anni compiuti a 96,2,1,3
96 a 97,2,2,4
97 a 98,1,1,2
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,5,4,9
Centenari,0,0,0
ignota,0,0,0
Totale,32071,35392,68363
