Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,648,548,1196
1 anno compiuto a 2,516,461,977
2 anni compiuti a 3,568,544,1112
3 a 4,554,504,1058
4 a 5,486,457,943
dalla nascita a 5,2124,1966,4090
5 anni compiuti a 6,492,474,966
6  a 7,508,413,921
7 a 8,490,433,923
8 a 9,469,433,902
9  a 10,438,397,835
dai 5 ai 10,2311,2140,4451
10 anni compiuti a 11,439,417,856
11  a 12,403,367,770
12 a 13,410,370,780
13 a 14,317,287,604
14 a 15,385,359,744
dai 10  ai 15,1954,1800,3754
15 anni compiuti a 16,346,338,684
16 a 17,432,396,828
17 a 18,352,322,674
18 a 19,361,338,702
19 a 20,344,336,680
dai 15 ai 20,1838,1730,3568
20 anni compiuti a 21,361,393,757
21 a 22,473,322,795
22 a 23,479,333,802
23 a 24,345,333,678
24 a 25,350,336,686
dai 20 ai 25,2011,1707,3718
25 anni compiuti a 26,363,339,702
26 a 27,382,332,714
27 a 28,322,294,616
30 anni compiuti a,394,354,758
29 a 30,285,244,529
dai 25 ai 30,1736,1563,3299
30 anni compiuti a 31,411,425,836
31 a 32,268,177,445
32 a 33,302,212,544
33 a 34,247,260,507
34 a 35,255,232,487
dai 30 ai 35,1483,1336,2819
Da 35 anni compiuti a 36,267,229,496
36 a 37,265,268,533
37 a 38,216,181,397
38 a 39,241,213,454
39 a 40,210,193,343
dai 35 ai 40,1199,1024,2223
40 anni compiuti a 41,348,387,735
41 a 42,196,145,341
42 a 43,232,177,409
43 a 44,142,122,264
44 a 45,188,185,373
dai 40 ai 45,1106,1016,2122
45 anni compiuti a 46,185,149,334
46 a 47,150,180,330
47 a 48,133,115,248
48 a 49,136,145,281
49 a 50,99,72,171
dai 45 ai 50,703,661,1364
50 anni compiuti a 51,271,377,648
51 a 52,121,113,234
52 a 53,145,145,290
53 a 54,114,108,222
54 a 55,131,152,283
dai 50 ai 55,782,895,1677
55 anni compiuti a 56,139,154,293
56 a 57,121,130,251
57 a 58,87,96,183
58 a 59,113,117,230
59 a 60,71,57,128
dai 55 ai 50,531,554,1085
60 anni compiuti a 61,261,359,614
61 a 62,104,99,203
62 a 63,104,90,194
63 a 64,66,79,145
64 a 65,77,78,155
dai 60 ai 65,612,699,1311
65 anni compiuti a 66,78,98,176
66 a 67,72,69,141
67 a 68,63,52,115
68 a 69,55,41,96
69 a 70,32,42,74
dai 65 ai 70,300,302,602
70 anni compiuti a 71,103,138,241
71 a 72,38,30,68
72 a 73,42,35,77
73 a 74,31,32,63
74 a 75,25,28,53
dai 70 ai 75,239,263,502
75 anni compiuti a 76,37,27,64
76 a 77,21,17,38
77 a 78,13,18,31
78 a 79,14,21,35
79 a 80,12,13,25
dai 75 a 80,97,96,193
80 anni compiuti a 81,50,81,131
81 a 82,17,21,38
82 a 83,8,6,14
83 a 84,2,6,8
84 a 85,5,7,12
da 80 a 85 anni,82,121,203
85 anni compiuti a 86,3,8,11
86 a 87,6,5,11
87 a 88,2,4,0
88 a 89,5,3,8
89 a 90,1,2,3
da 85 a 90 anni,17,20,37
90 anni compiuti a 91,1,5,6
91 a 92,1,3,4
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,2,8,10
95 anni compiuti a 96,0,3,3
96 a 97,0,0,0
97 a 98,0,2,2
98 a 99,0,1,1
99 a 100,0,0,0
da 95 a 100,0,6,6
Centenari,0,1,1
ignota,0,0,0
Totale,19775,18455,38231
