Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,413,403,816
1 anno compiuto a 2,403,324,727
2 anni compiuti a 3,339,330,669
3 a 4,355,332,677
4 a 5,326,335,661
dalla nascita a 5,1423,1311,2734
5 anni compiuti a 6,338,322,660
6  a 7,295,312,607
7 a 8,288,329,617
8 a 9,269,312,581
9  a 10,269,255,524
dai 5 ai 10,1459,1539,2959
10 anni compiuti a 11,293,262,555
11  a 12,284,233,517
12 a 13,208,267,535
13 a 14,227,201,428
14 a 15,212,235,447
dai 10  ai 15,1284,1198,2482
15 anni compiuti a 16,227,221,448
16 a 17,258,257,515
17 a 18,235,208,443
18 a 19,270,293,563
19 a 20,257,242,499
dai 15 ai 20,1247,1221,2468
20 anni compiuti a 21,309,268,577
21 a 22,725,275,1000
22 a 23,798,252,1050
23 a 24,391,239,630
24 a 25,278,262,540
dai 20 ai 25,2501,1296,3797
25 anni compiuti a 26,256,281,537
26 a 27,221,205,426
27 a 28,192,204,396
30 anni compiuti a,198,251,449
29 a 30,190,189,379
dai 25 ai 30,1057,1130,2187
30 anni compiuti a 31,321,339,660
31 a 32,169,204,373
32 a 33,217,257,454
33 a 34,161,201,362
34 a 35,181,218,399
dai 30 ai 35,1049,1199,2248
Da 35 anni compiuti a 36,212,243,455
36 a 37,210,191,401
37 a 38,162,182,344
38 a 39,173,183,356
39 a 40,164,185,349
dai 35 ai 40,921,984,1905
40 anni compiuti a 41,313,335,648
41 a 42,154,158,307
42 a 43,172,174,346
43 a 44,159,138,297
44 a 45,170,167,337
dai 40 ai 45,968,967,1935
45 anni compiuti a 46,166,162,328
46 a 47,133,150,283
47 a 48,134,133,267
48 a 49,123,124,247
49 a 50,125,152,277
dai 45 ai 50,681,721,1401
50 anni compiuti a 51,298,300,598
51 a 52,146,118,264
52 a 53,131,126,257
53 a 54,103,106,209
54 a 55,120,149,269
dai 50 ai 55,798,799,1597
55 anni compiuti a 56,157,156,313
56 a 57,127,153,280
57 a 58,89,94,183
58 a 59,98,107,205
59 a 60,110,113,223
dai 55 ai 50,581,623,1204
60 anni compiuti a 61,209,292,501
61 a 62,106,94,200
62 a 63,89,83,172
63 a 64,70,70,140
64 a 65,71,78,149
dai 60 ai 65,545,617,1162
65 anni compiuti a 66,107,92,199
66 a 67,67,55,122
67 a 68,51,61,112
68 a 69,38,55,93
69 a 70,61,58,114
dai 65 ai 70,324,316,640
70 anni compiuti a 71,79,128,207
71 a 72,18,40,40
72 a 73,12,40,28
73 a 74,16,45,38
74 a 75,20,31,42
dai 70 ai 75,134,236,276
75 anni compiuti a 76,38,49,87
76 a 77,11,33,19
77 a 78,17,21,27
78 a 79,6,21,14
79 a 80,9,20,18
dai 75 a 80,74,133,127
80 anni compiuti a 81,32,40,72
81 a 82,17,18,25
82 a 83,3,8,7
83 a 84,7,5,11
84 a 85,5,5,7
da 80 a 85 anni,67,68,90
85 anni compiuti a 86,5,6,11
86 a 87,5,4,9
87 a 88,3,4,3
88 a 89,4,3,6
89 a 90,4,3,5
da 85 a 90 anni,13,20,24
90 anni compiuti a 91,2,6,8
91 a 92,0,0,0
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,1,0,1
da 90 a 95,5,3,6
95 anni compiuti a 96,0,0,0
96 a 97,1,0,1
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,1,1
Centenari,0,0,0
ignota,0,0,0
Totale,15711,14839,30550
