Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,411,388,799
1 anno compiuto a 2,344,328,672
2 anni compiuti a 3,415,370,785
3 a 4,382,358,740
4 a 5,353,334,687
dalla nascita a 5,1494,1390,2884
5 anni compiuti a 6,395,327,722
6  a 7,363,347,710
7 a 8,366,319,685
8 a 9,288,289,577
9  a 10,258,196,454
dai 5 ai 10,1670,1478,3148
10 anni compiuti a 11,341,275,616
11  a 12,262,267,529
12 a 13,307,281,588
13 a 14,252,190,442
14 a 15,320,215,565
dai 10  ai 15,1432,1253,2740
15 anni compiuti a 16,240,214,454
16 a 17,268,240,508
17 a 18,316,296,612
18 a 19,287,315,602
19 a 20,228,205,433
dai 15 ai 20,1339,1270,2609
20 anni compiuti a 21,287,307,594
21 a 22,6,450,267
22 a 23,3,501,295
23 a 24,2,315,254
24 a 25,2,332,299
dai 20 ai 25,1883,1422,3307
25 anni compiuti a 26,317,249,566
26 a 27,7,287,241
27 a 28,10,309,277
30 anni compiuti a,8,284,311
29 a 30,8,196,127
dai 25 ai 30,1393,1205,2598
30 anni compiuti a 31,380,341,721
31 a 32,235,169,404
32 a 33,226,202,428
33 a 34,214,190,404
34 a 35,238,190,428
dai 30 ai 35,1293,1092,2385
Da 35 anni compiuti a 36,243,171,414
36 a 37,229,216,445
37 a 38,240,164,404
38 a 39,235,184,419
39 a 40,130,96,226
dai 35 ai 40,1077,831,1908
40 anni compiuti a 41,367,319,686
41 a 42,216,153,349
42 a 43,237,170,407
43 a 44,122,102,224
44 a 45,219,215,434
dai 40 ai 45,1161,939,2100
45 anni compiuti a 46,189,169,358
46 a 47,167,152,319
47 a 48,146,133,279
48 a 49,135,146,281
49 a 50,58,55,113
dai 45 ai 50,695,653,1350
50 anni compiuti a 51,273,343,616
51 a 52,115,83,198
52 a 53,141,138,279
53 a 54,91,79,170
54 a 55,103,100,203
dai 50 ai 55,723,743,1466
55 anni compiuti a 56,112,109,221
56 a 57,108,95,198
57 a 58,72,66,138
58 a 59,54,81,135
59 a 60,38,38,76
dai 55 ai 50,379,389,768
60 anni compiuti a 61,232,275,507
61 a 62,140,152,292
62 a 63,102,83,185
63 a 64,69,56,125
64 a 65,54,59,113
dai 60 ai 65,597,625,1222
65 anni compiuti a 66,64,65,129
66 a 67,64,47,111
67 a 68,54,35,89
68 a 69,45,50,95
69 a 70,24,15,39
dai 65 ai 70,251,212,463
70 anni compiuti a 71,114,117,231
71 a 72,41,23,64
72 a 73,45,35,80
73 a 74,23,12,35
74 a 75,23,20,42
dai 70 ai 75,245,207,452
75 anni compiuti a 76,22,21,43
76 a 77,13,21,34
77 a 78,15,8,23
78 a 79,14,5,19
79 a 80,9,5,14
dai 75 a 80,73,60,133
80 anni compiuti a 81,41,31,92
81 a 82,6,8,14
82 a 83,4,6,10
83 a 84,2,2,4
84 a 85,3,3,6
da 80 a 85 anni,56,70,126
85 anni compiuti a 86,2,3,5
86 a 87,1,2,3
87 a 88,2,0,2
88 a 89,1,4,0
89 a 90,0,0,0
da 85 a 90 anni,8,6,14
90 anni compiuti a 91,2,1,3
91 a 92,1,1,2
92 a 93,0,1,1
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,3,3,6
95 anni compiuti a 96,0,0,0
96 a 97,1,1,1
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,1,1,1
Centenari,0,0,0
ignota,1,0,1
Totale,16236,14244,30480
