Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,375,409,784
1 anno compiuto a 2,234,228,462
2 anni compiuti a 3,404,347,751
3 a 4,315,334,649
4 a 5,351,368,719
dalla nascita a 5,1394,1277,2681
5 anni compiuti a 6,339,331,670
6  a 7,353,347,700
7 a 8,320,298,618
8 a 9,308,271,579
9  a 10,309,267,576
dai 5 ai 10,1629,1514,3143
10 anni compiuti a 11,312,295,607
11  a 12,297,248,545
12 a 13,366,327,693
13 a 14,306,241,547
14 a 15,311,236,547
dai 10  ai 15,1592,1347,2939
15 anni compiuti a 16,350,297,647
16 a 17,305,275,580
17 a 18,290,301,591
18 a 19,265,329,594
19 a 20,258,227,485
dai 15 ai 20,1468,1429,2897
20 anni compiuti a 21,279,324,603
21 a 22,267,269,536
22 a 23,274,254,1028
23 a 24,298,187,485
24 a 25,270,283,553
dai 20 ai 25,2288,1297,3585
25 anni compiuti a 26,252,267,519
26 a 27,295,237,492
27 a 28,290,223,442
30 anni compiuti a,214,237,451
29 a 30,173,178,351
dai 25 ai 30,1114,1141,2255
30 anni compiuti a 31,390,400,790
31 a 32,213,192,405
32 a 33,212,186,398
33 a 34,197,213,410
34 a 35,213,203,416
dai 30 ai 35,1225,1194,2419
Da 35 anni compiuti a 36,233,206,439
36 a 37,200,217,417
37 a 38,155,155,310
38 a 39,207,192,399
39 a 40,152,116,268
dai 35 ai 40,947,886,1833
40 anni compiuti a 41,418,434,852
41 a 42,177,175,352
42 a 43,168,131,299
43 a 44,122,113,235
44 a 45,169,159,328
dai 40 ai 45,1054,1012,2066
45 anni compiuti a 46,236,185,421
46 a 47,129,113,242
47 a 48,112,110,222
48 a 49,118,130,248
49 a 50,90,102,192
dai 45 ai 50,685,640,1325
50 anni compiuti a 51,364,400,764
51 a 52,139,133,272
52 a 53,128,115,243
53 a 54,107,97,204
54 a 55,128,106,234
dai 50 ai 55,866,851,1717
55 anni compiuti a 56,118,154,272
56 a 57,112,139,251
57 a 58,89,89,178
58 a 59,73,90,163
59 a 60,61,51,112
dai 55 ai 50,453,523,976
60 anni compiuti a 61,299,326,625
61 a 62,101,103,204
62 a 63,103,85,188
63 a 64,69,50,119
64 a 65,72,55,127
dai 60 ai 65,644,619,1263
65 anni compiuti a 66,99,90,189
66 a 67,58,56,114
67 a 68,45,35,80
68 a 69,45,42,87
69 a 70,32,25,57
dai 65 ai 70,279,248,527
70 anni compiuti a 71,136,112,248
71 a 72,23,39,42
72 a 73,16,38,28
73 a 74,13,27,20
74 a 75,11,10,20
dai 70 ai 75,259,222,481
75 anni compiuti a 76,37,28,65
76 a 77,7,28,15
77 a 78,11,22,16
78 a 79,9,19,17
79 a 80,8,9,15
dai 75 a 80,115,91,206
80 anni compiuti a 81,37,34,71
81 a 82,14,13,23
82 a 83,9,21,18
83 a 84,8,5,11
84 a 85,6,3,8
da 80 a 85 anni,79,94,173
85 anni compiuti a 86,16,10,26
86 a 87,3,6,9
87 a 88,4,4,8
88 a 89,1,2,3
89 a 90,3,4,3
da 85 a 90 anni,28,25,53
90 anni compiuti a 91,5,4,9
91 a 92,0,2,4
92 a 93,0,2,2
93 a 94,0,1,1
94 a 95,0,1,1
da 90 a 95,7,10,17
95 anni compiuti a 96,2,0,2
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,1,0,1
99 a 100,0,2,0
da 95 a 100,5,0,5
Centenari,0,0,0
ignota,0,0,0
Totale,16416,14829,31245
