Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,5427,5369,10796
1 anno compiuto a 2,3894,3718,7612
2 anni compiuti a 3,5015,4951,9966
3 a 4,5058,4716,9769
4 a 5,4772,4581,9353
dalla nascita a 5,18764,17966,36730
5 anni compiuti a 6,4784,4601,9385
6  a 7,4775,4587,9362
7 a 8,4693,4508,9141
8 a 9,4318,4324,8642
9  a 10,4139,4083,8222
dai 5 ai 10,22589,22103,44692
10 anni compiuti a 11,4629,4582,9211
11  a 12,4011,3962,8003
12 a 13,4010,4591,9501
13 a 14,4196,4044,8170
14 a 15,4445,4181,8626
dai 10  ai 15,22151,21360,43511
15 anni compiuti a 16,4392,4403,8795
16 a 17,4461,4563,9024
17 a 18,4352,4530,8882
18 a 19,4608,4853,9441
19 a 20,4033,3875,7908
dai 15 ai 20,21846,22204,44050
20 anni compiuti a 21,4634,5087,9721
21 a 22,5437,4739,10176
22 a 23,5714,4931,10645
23 a 24,4600,4073,8673
24 a 25,4366,4533,8909
dai 20 ai 25,24751,23463,48214
25 anni compiuti a 26,4162,4605,8767
26 a 27,3903,4253,8156
27 a 28,3556,3808,7364
30 anni compiuti a,3759,4442,8104
29 a 30,3097,2906,6003
dai 25 ai 30,18470,20014,38484
30 anni compiuti a 31,5310,6330,11700
31 a 32,3152,3203,6355
32 a 33,3302,3137,6739
33 a 34,3501,4019,7580
34 a 35,3361,3358,6719
dai 30 ai 35,18686,20407,39093
Da 35 anni compiuti a 36,3476,3080,7406
36 a 37,3375,3733,7108
37 a 38,2990,3977,5907
38 a 39,3447,3498,6925
39 a 40,2527,2301,4828
dai 35 ai 40,15735,16439,32174
40 anni compiuti a 41,6411,7209,13620
41 a 42,3196,3245,6441
42 a 43,3164,2906,6070
43 a 44,2330,2400,4530
44 a 45,2612,2670,5482
dai 40 ai 45,17722,18230,35952
45 anni compiuti a 46,3386,3628,6961
46 a 47,2285,2473,4758
47 a 48,1965,2064,4029
48 a 49,2350,2469,4728
49 a 50,1709,1688,3397
dai 45 ai 50,11554,12322,23876
50 anni compiuti a 51,5489,6859,12348
51 a 52,2471,2585,5056
52 a 53,2234,2240,4474
53 a 54,1818,1874,3722
54 a 55,2149,2171,4320
dai 50 ai 55,14491,15729,29920
55 anni compiuti a 56,2209,2451,4660
56 a 57,2170,2247,4417
57 a 58,1580,1649,3229
58 a 59,1558,1702,3260
59 a 60,1215,1210,2464
dai 55 ai 50,8732,9298,18030
60 anni compiuti a 61,4297,5361,9618
61 a 62,1895,2233,4128
62 a 63,1667,1403,2970
63 a 64,1948,1121,2369
64 a 65,1162,1123,2285
dai 60 ai 65,10129,11241,21370
65 anni compiuti a 66,1386,1614,3000
66 a 67,1107,1144,2248
67 a 68,878,823,1701
68 a 69,838,777,1615
69 a 70,656,619,1275
dai 65 ai 70,4865,4974,9839
70 anni compiuti a 71,1759,2234,3993
71 a 72,856,995,1851
72 a 73,770,677,1447
73 a 74,578,534,1112
74 a 75,525,485,1010
dai 70 ai 75,4488,4935,9413
75 anni compiuti a 76,660,693,1353
76 a 77,477,478,955
77 a 78,348,317,665
78 a 79,316,308,624
79 a 80,228,229,457
dai 75 a 80,2029,2025,4054
80 anni compiuti a 81,545,792,1337
81 a 82,297,369,666
82 a 83,199,263,462
83 a 84,131,154,285
84 a 85,102,122,224
da 80 a 85 anni,1274,1700,2974
85 anni compiuti a 86,94,151,245
86 a 87,75,75,150
87 a 88,56,60,116
88 a 89,39,43,81
89 a 90,22,23,45
da 85 a 90 anni,286,351,637
90 anni compiuti a 91,49,84,133
91 a 92,15,27,42
92 a 93,22,10,41
93 a 94,9,18,27
94 a 95,9,11,20
da 90 a 95,104,159,263
95 anni compiuti a 96,8,16,24
96 a 97,9,13,13
97 a 98,5,13,18
98 a 99,14,17,0
99 a 100,5,5,0
da 95 a 100,20,57,77
Centenari,5,8,13
ignota,129,23,152
Totale,213947,250357,494314
