Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,263,267,530
1 anno compiuto a 2,304,282,586
2 anni compiuti a 3,316,287,603
3 a 4,301,296,597
4 a 5,278,270,548
dalla nascita a 5,1199,1135,2334
5 anni compiuti a 6,275,256,531
6  a 7,286,291,577
7 a 8,249,253,502
8 a 9,231,280,511
9  a 10,261,232,493
dai 5 ai 10,1276,1312,2588
10 anni compiuti a 11,231,212,473
11  a 12,254,228,482
12 a 13,219,246,465
13 a 14,247,238,485
14 a 15,261,222,483
dai 10  ai 15,1242,1176,2418
15 anni compiuti a 16,260,248,508
16 a 17,237,240,477
17 a 18,261,229,490
18 a 19,2,237,213
19 a 20,230,227,457
dai 15 ai 20,1225,1187,2412
20 anni compiuti a 21,236,233,469
21 a 22,1,347,204
22 a 23,421,205,626
23 a 24,2,202,178
24 a 25,177,225,402
dai 20 ai 25,1383,1045,2428
25 anni compiuti a 26,189,224,413
26 a 27,8,216,190
27 a 28,3,174,182
30 anni compiuti a,1,168,233
29 a 30,5,155,150
dai 25 ai 30,902,979,1881
30 anni compiuti a 31,153,235,388
31 a 32,11,176,185
32 a 33,11,180,164
33 a 34,7,183,190
34 a 35,6,192,173
dai 30 ai 35,884,947,1831
Da 35 anni compiuti a 36,176,179,355
36 a 37,178,185,361
37 a 38,155,152,307
38 a 39,165,181,346
39 a 40,180,129,309
dai 35 ai 40,854,813,1669
40 anni compiuti a 41,160,218,378
41 a 42,162,156,318
42 a 43,169,166,335
43 a 44,153,130,283
44 a 45,143,144,287
dai 40 ai 45,787,814,1601
45 anni compiuti a 46,153,158,311
46 a 47,155,178,333
47 a 48,103,125,228
48 a 49,117,106,223
49 a 50,104,74,178
dai 45 ai 50,632,614,1273
50 anni compiuti a 51,153,208,361
51 a 52,128,119,247
52 a 53,147,117,264
53 a 54,86,89,175
54 a 55,112,79,191
dai 50 ai 55,626,612,1238
55 anni compiuti a 56,139,121,241
56 a 57,115,114,229
57 a 58,94,84,178
58 a 59,95,78,173
59 a 60,68,61,129
dai 55 ai 50,492,458,950
60 anni compiuti a 61,103,135,238
61 a 62,84,62,146
62 a 63,67,71,138
63 a 64,69,57,126
64 a 65,65,48,113
dai 60 ai 65,388,373,761
65 anni compiuti a 66,59,55,114
66 a 67,58,62,120
67 a 68,59,41,100
68 a 69,42,35,77
69 a 70,40,27,67
dai 65 ai 70,253,220,473
70 anni compiuti a 71,50,42,92
71 a 72,38,37,75
72 a 73,33,31,64
73 a 74,24,16,40
74 a 75,13,23,36
dai 70 ai 75,158,149,307
75 anni compiuti a 76,18,14,32
76 a 77,16,13,29
77 a 78,7,9,16
78 a 79,12,6,18
79 a 80,6,2,8
dai 75 a 80,59,44,103
80 anni compiuti a 81,12,4,16
81 a 82,8,5,13
82 a 83,1,5,6
83 a 84,2,3,5
84 a 85,1,2,3
da 80 a 85 anni,24,19,43
85 anni compiuti a 86,0,0,0
86 a 87,1,0,1
87 a 88,0,0,0
88 a 89,2,3,5
89 a 90,0,0,0
da 85 a 90 anni,2,2,4
90 anni compiuti a 91,1,1,1
91 a 92,0,1,1
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,0,0,0
da 90 a 95,2,2,2
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,1,0,1
99 a 100,0,0,0
da 95 a 100,1,0,1
Centenari,0,0,0
ignota,0,1,0
Totale,12655,12197,24853
