Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,208,172,380
1 anno compiuto a 2,140,141,281
2 anni compiuti a 3,195,178,373
3 a 4,182,143,325
4 a 5,175,203,378
dalla nascita a 5,692,665,1357
5 anni compiuti a 6,176,171,347
6  a 7,176,151,327
7 a 8,194,154,348
8 a 9,185,152,337
9  a 10,160,107,267
dai 5 ai 10,891,735,1626
10 anni compiuti a 11,181,176,357
11  a 12,200,125,325
12 a 13,197,151,348
13 a 14,185,128,313
14 a 15,202,138,340
dai 10  ai 15,965,718,1683
15 anni compiuti a 16,202,158,360
16 a 17,172,136,308
17 a 18,143,145,288
18 a 19,142,127,269
19 a 20,138,116,254
dai 15 ai 20,797,682,1479
20 anni compiuti a 21,162,186,348
21 a 22,214,147,361
22 a 23,228,174,402
23 a 24,172,165,337
24 a 25,171,158,329
dai 20 ai 25,947,810,1757
25 anni compiuti a 26,150,150,315
26 a 27,170,135,305
27 a 28,137,142,279
30 anni compiuti a,139,194,273
29 a 30,94,79,173
dai 25 ai 30,699,646,1345
30 anni compiuti a 31,172,285,407
31 a 32,105,89,194
32 a 33,105,117,222
33 a 34,105,111,216
34 a 35,117,106,223
dai 30 ai 35,604,618,1262
Da 35 anni compiuti a 36,134,115,279
36 a 37,16,90,119
37 a 38,12,122,92
38 a 39,9,115,109
39 a 40,8,67,69
dai 35 ai 40,528,534,1062
40 anni compiuti a 41,204,248,452
41 a 42,16,80,91
42 a 43,12,83,87
43 a 44,13,67,59
44 a 45,13,108,78
dai 40 ai 45,542,563,1105
45 anni compiuti a 46,126,138,264
46 a 47,12,65,70
47 a 48,17,56,62
48 a 49,10,75,69
49 a 50,7,57,50
dai 45 ai 50,379,389,768
50 anni compiuti a 51,175,246,421
51 a 52,19,72,70
52 a 53,23,82,62
53 a 54,12,40,47
54 a 55,21,74,67
dai 50 ai 55,443,492,935
55 anni compiuti a 56,70,78,148
56 a 57,22,53,71
57 a 58,14,47,38
58 a 59,16,46,45
59 a 60,11,38,40
dai 55 ai 50,254,272,526
60 anni compiuti a 61,132,192,324
61 a 62,30,59,69
62 a 63,19,65,47
63 a 64,8,30,25
64 a 65,11,44,27
dai 60 ai 65,330,360,690
65 anni compiuti a 66,51,53,104
66 a 67,14,36,34
67 a 68,5,20,16
68 a 69,10,28,20
69 a 70,13,17,18
dai 65 ai 70,152,141,293
70 anni compiuti a 71,46,74,120
71 a 72,20,21,41
72 a 73,14,18,32
73 a 74,11,12,23
74 a 75,10,10,20
dai 70 ai 75,101,138,239
75 anni compiuti a 76,14,18,32
76 a 77,8,8,16
77 a 78,4,1,5
78 a 79,6,5,11
79 a 80,6,6,12
dai 75 a 80,38,38,76
80 anni compiuti a 81,12,19,31
81 a 82,6,6,12
82 a 83,3,6,9
83 a 84,3,1,4
84 a 85,4,2,6
da 80 a 85 anni,28,34,62
85 anni compiuti a 86,1,4,5
86 a 87,1,2,3
87 a 88,1,0,1
88 a 89,1,0,1
89 a 90,0,0,0
da 85 a 90 anni,4,6,10
90 anni compiuti a 91,1,0,1
91 a 92,0,4,4
92 a 93,0,0,0
93 a 94,1,1,1
94 a 95,1,1,1
da 90 a 95,1,6,7
95 anni compiuti a 96,0,0,0
96 a 97,2,0,2
97 a 98,0,1,1
98 a 99,1,1,1
99 a 100,0,0,0
da 95 a 100,1,4,0
Centenari,0,0,0
ignota,0,0,0
Totale,8506,8080,16586
