Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,969,896,1865
1 anno compiuto a 2,669,631,1300
2 anni compiuti a 3,785,777,1560
3 a 4,740,745,1485
4 a 5,766,721,1487
dalla nascita a 5,2918,2874,5812
5 anni compiuti a 6,804,798,1602
6  a 7,766,758,1524
7 a 8,701,702,1403
8 a 9,732,724,1456
9  a 10,793,674,1467
dai 5 ai 10,3796,3656,7452
10 anni compiuti a 11,701,703,1404
11  a 12,663,620,1283
12 a 13,671,647,1318
13 a 14,637,632,1269
14 a 15,714,685,1397
dai 10  ai 15,3386,3261,6651
15 anni compiuti a 16,715,754,1469
16 a 17,723,731,1454
17 a 18,723,744,1467
18 a 19,831,838,1669
19 a 20,607,659,1266
dai 15 ai 20,3599,3726,7325
20 anni compiuti a 21,644,705,1349
21 a 22,771,589,1360
22 a 23,944,702,1645
23 a 24,608,689,1297
24 a 25,683,639,1322
dai 20 ai 25,3650,3324,6974
25 anni compiuti a 26,584,593,1177
26 a 27,535,580,1124
27 a 28,456,471,927
30 anni compiuti a,511,523,1034
29 a 30,448,439,887
dai 25 ai 30,2354,2615,4949
30 anni compiuti a 31,665,713,1378
31 a 32,508,476,984
32 a 33,460,516,976
33 a 34,528,518,1046
34 a 35,447,453,900
dai 30 ai 35,2608,2676,5284
Da 35 anni compiuti a 36,571,556,1127
36 a 37,570,591,1161
37 a 38,600,617,1217
38 a 39,587,595,1182
39 a 40,482,445,927
dai 35 ai 40,2810,2804,5614
40 anni compiuti a 41,556,647,1203
41 a 42,537,424,961
42 a 43,592,573,1165
43 a 44,445,397,842
44 a 45,442,450,892
dai 40 ai 45,2572,2491,5063
45 anni compiuti a 46,523,470,993
46 a 47,425,433,858
47 a 48,404,389,794
48 a 49,430,384,814
49 a 50,327,276,603
dai 45 ai 50,2109,1943,4052
50 anni compiuti a 51,610,588,1193
51 a 52,344,285,629
52 a 53,381,345,726
53 a 54,263,265,528
54 a 55,312,306,618
dai 50 ai 55,1910,1784,3694
55 anni compiuti a 56,330,353,683
56 a 57,350,373,723
57 a 58,306,277,583
58 a 59,285,345,630
59 a 60,282,239,521
dai 55 ai 50,1533,1387,3140
60 anni compiuti a 61,504,560,1064
61 a 62,280,265,545
62 a 63,270,272,542
63 a 64,225,223,448
64 a 65,243,224,467
dai 60 ai 65,1522,1514,3066
65 anni compiuti a 66,211,248,459
66 a 67,205,240,445
67 a 68,161,204,365
68 a 69,185,200,385
69 a 70,186,160,296
dai 65 ai 70,898,1052,1950
70 anni compiuti a 71,174,223,397
71 a 72,103,126,229
72 a 73,153,141,294
73 a 74,104,99,203
74 a 75,98,119,217
dai 70 ai 75,632,708,1340
75 anni compiuti a 76,87,106,193
76 a 77,86,87,173
77 a 78,61,88,149
78 a 79,53,70,123
79 a 80,41,56,97
dai 75 a 80,328,407,735
80 anni compiuti a 81,56,65,121
81 a 82,30,48,78
82 a 83,13,24,36
83 a 84,7,14,21
84 a 85,6,18,24
da 80 a 85 anni,111,169,280
85 anni compiuti a 86,8,16,24
86 a 87,5,9,14
87 a 88,6,7,13
88 a 89,4,11,15
89 a 90,1,4,5
da 85 a 90 anni,24,47,71
90 anni compiuti a 91,1,2,3
91 a 92,0,3,3
92 a 93,0,2,1
93 a 94,0,1,1
94 a 95,2,2,4
da 90 a 95,5,9,14
95 anni compiuti a 96,0,0,0
96 a 97,1,1,2
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,1,2,0
Centenari,0,0,0
ignota,0,0,0
Totale,37975,37578,75553
