Age_column,Male_column,Female_column,Total
Dalla nascita a 1 anno,194,169,363
1 anno compiuto a 2,158,174,332
2 anni compiuti a 3,174,186,360
3 a 4,154,173,327
4 a 5,163,183,346
dalla nascita a 5,649,716,1365
5 anni compiuti a 6,202,187,389
6  a 7,218,207,425
7 a 8,199,202,401
8 a 9,182,175,357
9  a 10,181,194,375
dai 5 ai 10,982,963,1947
10 anni compiuti a 11,171,166,337
11  a 12,215,193,408
12 a 13,194,173,367
13 a 14,197,168,365
14 a 15,180,200,380
dai 10  ai 15,957,909,1857
15 anni compiuti a 16,208,247,455
16 a 17,1,192,270
17 a 18,1,191,245
18 a 19,1,217,308
19 a 20,1,200,235
dai 15 ai 20,1008,1303,2311
20 anni compiuti a 21,177,245,422
21 a 22,372,225,598
22 a 23,452,207,659
23 a 24,188,198,386
24 a 25,2,186,197
dai 20 ai 25,1375,1073,2448
25 anni compiuti a 26,161,219,380
26 a 27,6,166,225
27 a 28,6,172,179
30 anni compiuti a,4,100,154
29 a 30,6,188,219
dai 25 ai 30,847,1026,1873
30 anni compiuti a 31,178,225,403
31 a 32,10,193,240
32 a 33,6,160,193
33 a 34,18,161,254
34 a 35,9,172,190
dai 30 ai 35,875,1102,1977
Da 35 anni compiuti a 36,193,231,424
36 a 37,157,204,391
37 a 38,153,207,360
38 a 39,160,189,349
39 a 40,180,176,356
dai 35 ai 40,373,1007,1380
40 anni compiuti a 41,201,207,408
41 a 42,153,184,337
42 a 43,167,159,326
43 a 44,156,163,319
44 a 45,179,161,340
dai 40 ai 45,856,874,1730
45 anni compiuti a 46,192,180,372
46 a 47,167,190,357
47 a 48,162,138,300
48 a 49,154,174,328
49 a 50,120,154,274
dai 45 ai 50,795,836,1631
50 anni compiuti a 51,189,242,431
51 a 52,142,174,316
52 a 53,135,148,281
53 a 54,163,169,332
54 a 55,133,149,282
dai 50 ai 55,760,882,1642
55 anni compiuti a 56,128,157,278
56 a 57,145,145,290
57 a 58,116,145,261
58 a 59,119,150,269
59 a 60,113,126,239
dai 55 ai 50,621,716,1337
60 anni compiuti a 61,171,131,302
61 a 62,117,164,281
62 a 63,92,102,194
63 a 64,100,123,222
64 a 65,90,88,178
dai 60 ai 65,570,607,1177
65 anni compiuti a 66,79,80,159
66 a 67,82,84,166
67 a 68,76,79,155
68 a 69,71,68,139
69 a 70,50,56,106
dai 65 ai 70,358,367,725
70 anni compiuti a 71,57,96,153
71 a 72,46,59,105
72 a 73,50,54,104
73 a 74,51,56,107
74 a 75,52,44,96
dai 70 ai 75,256,309,565
75 anni compiuti a 76,35,33,68
76 a 77,27,34,61
77 a 78,26,23,49
78 a 79,23,16,39
79 a 80,7,9,16
dai 75 a 80,118,115,233
80 anni compiuti a 81,18,19,37
81 a 82,14,17,31
82 a 83,5,6,11
83 a 84,9,9,18
84 a 85,6,10,16
da 80 a 85 anni,52,61,113
85 anni compiuti a 86,5,6,0
86 a 87,4,4,8
87 a 88,1,1,2
88 a 89,0,3,3
89 a 90,4,1,5
da 85 a 90 anni,10,14,24
90 anni compiuti a 91,3,0,3
91 a 92,2,3,0
92 a 93,0,0,0
93 a 94,0,0,0
94 a 95,4,2,6
da 90 a 95,0,0,0
95 anni compiuti a 96,0,0,0
96 a 97,0,0,0
97 a 98,0,0,0
98 a 99,0,0,0
99 a 100,0,0,0
da 95 a 100,0,0,0
Centenari,0,0,0
ignota,12160,13044,25204
