"code","province","age_class","male","female","total"
"001","Torino","0",7155,6991,14146
"001","Torino","1-4",32579,30759,63338
"001","Torino","5-9",39099,37989,77088
"001","Torino","10-14",47501,46233,93734
"001","Torino","15-19",47039,47281,94320
"001","Torino","20-24",54482,56149,110631
"001","Torino","25-29",56933,59646,116579
"001","Torino","30-34",43334,46349,89683
"001","Torino","35-39",56653,60679,117332
"001","Torino","40-44",60101,64250,124351
"001","Torino","45-49",54554,59210,113764
"001","Torino","50-54",47934,54935,102869
"001","Torino","55-59",39659,48668,88327
"001","Torino","60-64",34678,43300,77978
"001","Torino","65-69",26565,33831,60396
"001","Torino","70-74",18567,23132,41699
"001","Torino","75-79",11148,16010,27158
"001","Torino","80-84",5019,7649,12668
"001","Torino","85+",1919,3511,5430
"002","Vercelli","0",1990,2004,3994
"002","Vercelli","1-4",9030,8493,17523
"002","Vercelli","5-9",9667,9293,18960
"002","Vercelli","10-14",12453,12001,24454
"002","Vercelli","15-19",12805,12721,25526
"002","Vercelli","20-24",13962,14447,28409
"002","Vercelli","25-29",14062,14997,29059
"002","Vercelli","30-34",9828,10630,20458
"002","Vercelli","35-39",13385,14904,28289
"002","Vercelli","40-44",14995,16460,31455
"002","Vercelli","45-49",14384,15825,30209
"002","Vercelli","50-54",12265,14231,26496
"002","Vercelli","55-59",10300,13336,23636
"002","Vercelli","60-64",9760,12246,22006
"002","Vercelli","65-69",7785,10277,18062
"002","Vercelli","70-74",6287,8396,14683
"002","Vercelli","75-79",4183,5424,9607
"002","Vercelli","80-84",1896,2840,4736
"002","Vercelli","85+",887,1329,2216
"003","Novara","0",2566,2398,4964
"003","Novara","1-4",10950,10654,21604
"003","Novara","5-9",12188,11881,24069
"003","Novara","10-14",15076,15059,30135
"003","Novara","15-19",14681,14733,29414
"003","Novara","20-24",15849,16155,32004
"003","Novara","25-29",15726,16504,32230
"003","Novara","30-34",11479,12128,23607
"003","Novara","35-39",15817,16912,32729
"003","Novara","40-44",17120,18015,35135
"003","Novara","45-49",15695,16802,32497
"003","Novara","50-54",13288,15450,28738
"003","Novara","55-59",11025,13545,24570
"003","Novara","60-64",10109,12549,22658
"003","Novara","65-69",7950,10355,18305
"003","Novara","70-74",6403,7965,14368
"003","Novara","75-79",3889,5404,9293
"003","Novara","80-84",1825,2737,4562
"003","Novara","85+",737,1289,2026
"004","Cuneo","0",3941,3850,7791
"004","Cuneo","1-4",17047,16497,33544
"004","Cuneo","5-9",19517,18821,38338
"004","Cuneo","10-14",23534,23066,46600
"004","Cuneo","15-19",23334,22711,46045
"004","Cuneo","20-24",25091,23472,48563
"004","Cuneo","25-29",22955,22398,45353
"004","Cuneo","30-34",15199,16532,31731
"004","Cuneo","35-39",21389,21361,42750
"004","Cuneo","40-44",22599,21191,43790
"004","Cuneo","45-49",20059,19799,39858
"004","Cuneo","50-54",17208,18504,35712
"004","Cuneo","55-59",14337,16432,30769
"004","Cuneo","60-64",13409,15015,28424
"004","Cuneo","65-69",11363,12502,23865
"004","Cuneo","70-74",8882,9253,18135
"004","Cuneo","75-79",5750,5978,11728
"004","Cuneo","80-84",2602,2807,5409
"004","Cuneo","85+",980,1093,2073
"005","Asti","0",1204,1200,2404
"005","Asti","1-4",5443,5405,10848
"005","Asti","5-9",5862,5671,11533
"005","Asti","10-14",7286,7231,14517
"005","Asti","15-19",7915,7529,15444
"005","Asti","20-24",9063,8755,17818
"005","Asti","25-29",8341,8450,16791
"005","Asti","30-34",5940,6035,11975
"005","Asti","35-39",8074,8278,16352
"005","Asti","40-44",9077,8688,17765
"005","Asti","45-49",8483,8302,16785
"005","Asti","50-54",7748,8184,15932
"005","Asti","55-59",6293,7107,13400
"005","Asti","60-64",6211,6849,13060
"005","Asti","65-69",5466,6023,11489
"005","Asti","70-74",4205,4433,8638
"005","Asti","75-79",2718,2926,5644
"005","Asti","80-84",1286,1430,2716
"005","Asti","85+",453,636,1089
"006","Alessandria","0",2289,2212,4501
"006","Alessandria","1-4",10322,9988,20310
"006","Alessandria","5-9",12684,12040,24724
"006","Alessandria","10-14",15612,14884,30496
"006","Alessandria","15-19",15882,15294,31176
"006","Alessandria","20-24",17832,17408,35240
"006","Alessandria","25-29",18212,18348,36560
"006","Alessandria","30-34",13238,13911,27149
"006","Alessandria","35-39",18011,18612,36623
"006","Alessandria","40-44",19767,20009,39776
"006","Alessandria","45-49",18431,18558,36989
"006","Alessandria","50-54",15762,17496,33258
"006","Alessandria","55-59",13649,16321,29970
"006","Alessandria","60-64",12865,15023,27888
"006","Alessandria","65-69",10899,12837,23736
"006","Alessandria","70-74",8888,9687,18575
"006","Alessandria","75-79",5658,6254,11912
"006","Alessandria","80-84",2731,3288,6019
"006","Alessandria","85+",1204,1717,2921
"007","Valle d'Aosta","0",694,689,1383
"007","Valle d'Aosta","1-4",3066,2819,5885
"007","Valle d'Aosta","5-9",3405,3345,6750
"007","Valle d'Aosta","10-14",3881,3946,7827
"007","Valle d'Aosta","15-19",3656,3570,7226
"007","Valle d'Aosta","20-24",3984,3812,7796
"007","Valle d'Aosta","25-29",3944,3850,7794
"007","Valle d'Aosta","30-34",2996,2997,5993
"007","Valle d'Aosta","35-39",3929,3533,7462
"007","Valle d'Aosta","40-44",3933,3467,7400
"007","Valle d'Aosta","45-49",3293,3037,6330
"007","Valle d'Aosta","50-54",2544,2728,5272
"007","Valle d'Aosta","55-59",2053,2388,4441
"007","Valle d'Aosta","60-64",1818,2120,3938
"007","Valle d'Aosta","65-69",1476,1707,3183
"007","Valle d'Aosta","70-74",1235,1273,2508
"007","Valle d'Aosta","75-79",794,861,1655
"007","Valle d'Aosta","80-84",414,427,841
"007","Valle d'Aosta","85+",199,186,385
"008","Imperia","0",837,873,1710
"008","Imperia","1-4",4134,3966,8100
"008","Imperia","5-9",4822,4611,9433
"008","Imperia","10-14",5423,5422,10845
"008","Imperia","15-19",5508,5511,11019
"008","Imperia","20-24",6221,6188,12409
"008","Imperia","25-29",6216,6672,12888
"008","Imperia","30-34",4746,5220,9966
"008","Imperia","35-39",6079,6508,12587
"008","Imperia","40-44",6771,6919,13690
"008","Imperia","45-49",6120,6590,12710
"008","Imperia","50-54",5267,5950,11217
"008","Imperia","55-59",4694,5570,10264
"008","Imperia","60-64",4183,4948,9131
"008","Imperia","65-69",3590,4152,7742
"008","Imperia","70-74",2880,3200,6080
"008","Imperia","75-79",1933,2197,4130
"008","Imperia","80-84",998,1096,2094
"008","Imperia","85+",403,560,963
"009","Savona","0",1222,1137,2359
"009","Savona","1-4",5593,5452,11045
"009","Savona","5-9",7313,7163,14476
"009","Savona","10-14",8564,8396,16960
"009","Savona","15-19",8159,8164,16323
"009","Savona","20-24",9143,9007,18150
"009","Savona","25-29",9338,9501,18839
"009","Savona","30-34",7247,7902,15149
"009","Savona","35-39",9422,9927,19349
"009","Savona","40-44",9945,10026,19971
"009","Savona","45-49",8673,8842,17515
"009","Savona","50-54",7297,8056,15353
"009","Savona","55-59",6285,7494,13779
"009","Savona","60-64",5565,6580,12145
"009","Savona","65-69",4645,5199,9844
"009","Savona","70-74",3561,4030,7591
"009","Savona","75-79",2402,2716,5118
"009","Savona","80-84",1169,1420,2589
"009","Savona","85+",577,697,1274
"010","Genova","0",4636,4476,9112
"010","Genova","1-4",21787,21045,42832
"010","Genova","5-9",25926,24925,50851
"010","Genova","10-14",30488,30028,60516
"010","Genova","15-19",28553,29007,57560
"010","Genova","20-24",33820,34764,68584
"010","Genova","25-29",36449,38855,75304
"010","Genova","30-34",28380,31431,59811
"010","Genova","35-39",36620,41053,77673
"010","Genova","40-44",38014,41390,79404
"010","Genova","45-49",35973,38515,74488
"010","Genova","50-54",30825,35640,66465
"010","Genova","55-59",26390,31836,58226
"010","Genova","60-64",22726,27381,50107
"010","Genova","65-69",16430,20216,36646
"010","Genova","70-74",12515,15130,27645
"010","Genova","75-79",8455,10630,19085
"010","Genova","80-84",4410,5470,9880
"010","Genova","85+",1951,2750,4701
"011","La Spezia","0",1384,1281,2665
"011","La Spezia","1-4",6451,6056,12507
"011","La Spezia","5-9",7986,7381,15367
"011","La Spezia","10-14",9188,8729,17917
"011","La Spezia","15-19",8462,8266,16728
"011","La Spezia","20-24",9445,9370,18815
"011","La Spezia","25-29",10010,10359,20369
"011","La Spezia","30-34",7912,8340,16252
"011","La Spezia","35-39",9311,9433,18744
"011","La Spezia","40-44",9039,9135,18174
"011","La Spezia","45-49",7835,8212,16047
"011","La Spezia","50-54",6826,7875,14701
"011","La Spezia","55-59",5897,7084,12981
"011","La Spezia","60-64",4959,5793,10752
"011","La Spezia","65-69",3573,4539,8112
"011","La Spezia","70-74",2556,3165,5721
"011","La Spezia","75-79",1743,2391,4134
"011","La Spezia","80-84",1003,1241,2244
"011","La Spezia","85+",422,632,1054
"012","Varese","0",3208,3027,6235
"012","Varese","1-4",13689,13268,26957
"012","Varese","5-9",16003,15771,31774
"012","Varese","10-14",18250,18213,36463
"012","Varese","15-19",16826,17790,34530
"012","Varese","20-24",18434,19140,37574
"012","Varese","25-29",18557,20208,38765
"012","Varese","30-34",13564,15243,28807
"012","Varese","35-39",18118,19895,38013
"012","Varese","40-44",19465,21119,40584
"012","Varese","45-49",17309,18785,36094
"012","Varese","50-54",14026,16204,30230
"012","Varese","55-59",10855,13661,24516
"012","Varese","60-64",9577,12501,22078
"012","Varese","65-69",7934,10334,18268
"012","Varese","70-74",6006,7579,13585
"012","Varese","75-79",3363,4583,7946
"012","Varese","80-84",1272,2074,3346
"012","Varese","85+",436,900,1336
"013","Como","0",4262,4151,8413
"013","Como","1-4",18405,17846,36251
"013","Como","5-9",20061,19212,39273
"013","Como","10-14",22496,21932,44428
"013","Como","15-19",21302,22120,43422
"013","Como","20-24",22862,23322,46184
"013","Como","25-29",22089,23525,45614
"013","Como","30-34",15244,17062,32306
"013","Como","35-39",20807,22349,43156
"013","Como","40-44",21950,23115,45065
"013","Como","45-49",19442,20630,40072
"013","Como","50-54",15888,18397,34285
"013","Como","55-59",12534,15796,28330
"013","Como","60-64",11226,14225,25451
"013","Como","65-69",9299,11686,20985
"013","Como","70-74",7134,8328,15462
"013","Como","75-79",3934,4897,8831
"013","Como","80-84",1529,2109,3638
"013","Como","85+",526,812,1338
"014","Sondrio","0",1553,1502,3055
"014","Sondrio","1-4",6057,5929,11986
"014","Sondrio","5-9",6739,6647,13386
"014","Sondrio","10-14",7380,7179,14559
"014","Sondrio","15-19",6935,6651,13586
"014","Sondrio","20-24",6837,6345,13182
"014","Sondrio","25-29",5784,6162,11946
"014","Sondrio","30-34",4134,4489,8623
"014","Sondrio","35-39",5083,5412,10495
"014","Sondrio","40-44",5375,5354,10729
"014","Sondrio","45-49",4402,4528,8930
"014","Sondrio","50-54",3405,3980,7385
"014","Sondrio","55-59",2738,3430,6168
"014","Sondrio","60-64",2472,3248,5720
"014","Sondrio","65-69",2182,2795,4977
"014","Sondrio","70-74",2038,2337,4375
"014","Sondrio","75-79",1229,1392,2621
"014","Sondrio","80-84",574,686,1260
"014","Sondrio","85+",217,287,504
"015","Milano","0",14988,14475,29463
"015","Milano","1-4",66862,64428,131290
"015","Milano","5-9",82408,80025,162433
"015","Milano","10-14",95159,94067,189226
"015","Milano","15-19",90873,97332,188205
"015","Milano","20-24",97877,105918,203795
"015","Milano","25-29",101155,109945,211090
"015","Milano","30-34",76538,85697,162235
"015","Milano","35-39",101169,111658,212827
"015","Milano","40-44",106331,114326,220657
"015","Milano","45-49",93768,99064,192832
"015","Milano","50-54",77883,86288,164171
"015","Milano","55-59",61813,72824,134637
"015","Milano","60-64",51569,60868,112437
"015","Milano","65-69",37872,46577,84449
"015","Milano","70-74",25659,31754,57413
"015","Milano","75-79",13044,17702,30746
"015","Milano","80-84",4914,7770,12684
"015","Milano","85+",1603,3590,5193
"016","Bergamo","0",6934,6891,13825
"016","Bergamo","1-4",29117,28398,57515
"016","Bergamo","5-9",32073,31160,63233
"016","Bergamo","10-14",35329,34514,69843
"016","Bergamo","15-19",31427,31259,62686
"016","Bergamo","20-24",32045,31337,63382
"016","Bergamo","25-29",29216,29763,58979
"016","Bergamo","30-34",19410,20583,39993
"016","Bergamo","35-39",24106,25262,49368
"016","Bergamo","40-44",22970,24173,47143
"016","Bergamo","45-49",19055,20963,40018
"016","Bergamo","50-54",15253,18197,33450
"016","Bergamo","55-59",12319,15626,27945
"016","Bergamo","60-64",11032,13740,24772
"016","Bergamo","65-69",8589,10701,19290
"016","Bergamo","70-74",6244,7170,13414
"016","Bergamo","75-79",3216,3928,7144
"016","Bergamo","80-84",1163,1532,2695
"016","Bergamo","85+",360,569,929
"017","Brescia","0",8056,7892,15948
"017","Brescia","1-4",34538,33368,67906
"017","Brescia","5-9",39029,37568,76597
"017","Brescia","10-14",43304,42422,85726
"017","Brescia","15-19",38587,37307,75894
"017","Brescia","20-24",38965,37619,76584
"017","Brescia","25-29",36207,36947,73154
"017","Brescia","30-34",24421,25845,50266
"017","Brescia","35-39",29283,30675,59958
"017","Brescia","40-44",28980,29521,58501
"017","Brescia","45-49",24652,25216,49868
"017","Brescia","50-54",20437,22803,43240
"017","Brescia","55-59",17110,19960,37070
"017","Brescia","60-64",14529,16783,31312
"017","Brescia","65-69",11026,12953,23979
"017","Brescia","70-74",7680,9142,16822
"017","Brescia","75-79",4288,5373,9661
"017","Brescia","80-84",1327,2418,4245
"017","Brescia","85+",602,910,1512
"018","Pavia","0",2686,2571,5257
"018","Pavia","1-4",12037,11380,23417
"018","Pavia","5-9",13538,12735,26273
"018","Pavia","10-14",17339,16723,34062
"018","Pavia","15-19",18085,17750,35835
"018","Pavia","20-24",19758,19813,39571
"018","Pavia","25-29",19791,20321,40112
"018","Pavia","30-34",13385,14345,27730
"018","Pavia","35-39",19463,20052,39515
"018","Pavia","40-44",21265,21490,42755
"018","Pavia","45-49",19999,19639,39638
"018","Pavia","50-54",17101,18280,35381
"018","Pavia","55-59",14128,16069,30197
"018","Pavia","60-64",12638,14391,27029
"018","Pavia","65-69",10714,12182,22896
"018","Pavia","70-74",8353,9421,17774
"018","Pavia","75-79",5171,6116,11287
"018","Pavia","80-84",2428,3018,5446
"018","Pavia","85+",961,1377,2338
"019","Cremona","0",2956,2672,5628
"019","Cremona","1-4",12685,12153,24838
"019","Cremona","5-9",13405,12829,26234
"019","Cremona","10-14",17013,16306,33319
"019","Cremona","15-19",15966,15181,31147
"019","Cremona","20-24",16556,15771,32327
"019","Cremona","25-29",16337,16313,32650
"019","Cremona","30-34",10626,10774,21400
"019","Cremona","35-39",13433,13944,27377
"019","Cremona","40-44",14440,14189,28629
"019","Cremona","45-49",12902,13039,25941
"019","Cremona","50-54",11069,11768,22837
"019","Cremona","55-59",8989,10662,19651
"019","Cremona","60-64",7952,9166,17118
"019","Cremona","65-69",6223,7494,13717
"019","Cremona","70-74",4379,5098,9477
"019","Cremona","75-79",2623,3223,5846
"019","Cremona","80-84",1216,1490,2706
"019","Cremona","85+",390,584,974
"020","Mantova","0",3155,2941,6096
"020","Mantova","1-4",14413,13577,27990
"020","Mantova","5-9",15346,14771,30117
"020","Mantova","10-14",17439,16929,34368
"020","Mantova","15-19",17345,16538,33883
"020","Mantova","20-24",18039,17220,35259
"020","Mantova","25-29",18168,17974,36142
"020","Mantova","30-34",12774,13006,25780
"020","Mantova","35-39",16139,16171,32310
"020","Mantova","40-44",16035,15596,31631
"020","Mantova","45-49",14620,13812,28432
"020","Mantova","50-54",12114,12713,24827
"020","Mantova","55-59",9906,11261,21167
"020","Mantova","60-64",8693,9743,18436
"020","Mantova","65-69",7022,8032,15054
"020","Mantova","70-74",5227,5702,10929
"020","Mantova","75-79",3217,3833,7050
"020","Mantova","80-84",1619,2053,3672
"020","Mantova","85+",665,965,1630
"021","Bolzano - Bozen","0",3074,3010,6084
"021","Bolzano - Bozen","1-4",12885,12296,25181
"021","Bolzano - Bozen","5-9",16924,16147,33071
"021","Bolzano - Bozen","10-14",16119,15312,31431
"021","Bolzano - Bozen","15-19",13875,13420,27295
"021","Bolzano - Bozen","20-24",14585,13720,28305
"021","Bolzano - Bozen","25-29",14126,14576,28702
"021","Bolzano - Bozen","30-34",9387,10559,19946
"021","Bolzano - Bozen","35-39",11436,12144,23580
"021","Bolzano - Bozen","40-44",12503,12263,24766
"021","Bolzano - Bozen","45-49",10858,10631,21489
"021","Bolzano - Bozen","50-54",8956,8857,17813
"021","Bolzano - Bozen","55-59",6192,7122,13397
"021","Bolzano - Bozen","60-64",4929,6002,10931
"021","Bolzano - Bozen","65-69",3867,4975,8842
"021","Bolzano - Bozen","70-74",2913,3651,6564
"021","Bolzano - Bozen","75-79",1738,2149,3887
"021","Bolzano - Bozen","80-84",866,1044,1910
"021","Bolzano - Bozen","85+",283,423,706
"022","Trento","0",3526,3328,6854
"022","Trento","1-4",14357,13771,28128
"022","Trento","5-9",16535,16184,32719
"022","Trento","10-14",16662,16368,33030
"022","Trento","15-19",15189,14626,29815
"022","Trento","20-24",16385,15503,31888
"022","Trento","25-29",17270,16882,34152
"022","Trento","30-34",10356,10993,21349
"022","Trento","35-39",12811,13231,26042
"022","Trento","40-44",14527,15019,29546
"022","Trento","45-49",12391,13159,25550
"022","Trento","50-54",10374,11788,22162
"022","Trento","55-59",8404,10173,18577
"022","Trento","60-64",7466,9549,17015
"022","Trento","65-69",6114,8179,14293
"022","Trento","70-74",5101,6101,11202
"022","Trento","75-79",3429,4019,7448
"022","Trento","80-84",1719,1835,3554
"022","Trento","85+",656,724,1380
"023","Verona","0",5330,5253,10583
"023","Verona","1-4",23032,22598,45630
"023","Verona","5-9",27251,26135,53386
"023","Verona","10-14",29293,28146,57439
"023","Verona","15-19",27277,26446,53723
"023","Verona","20-24",27803,27127,54930
"023","Verona","25-29",27372,27686,55058
"023","Verona","30-34",18515,19087,37602
"023","Verona","35-39",22620,23745,46365
"023","Verona","40-44",22574,23364,45938
"023","Verona","45-49",19581,20861,40442
"023","Verona","50-54",16672,18421,35093
"023","Verona","55-59",13820,15928,29748
"023","Verona","60-64",11883,14170,26053
"023","Verona","65-69",9347,11206,20553
"023","Verona","70-74",7281,8181,15462
"023","Verona","75-79",4724,5398,10122
"023","Verona","80-84",2352,2868,5220
"023","Verona","85+",892,1297,2189
"024","Vicenza","0",5561,5161,10722
"024","Vicenza","1-4",23341,22427,45768
"024","Vicenza","5-9",27893,27667,55560
"024","Vicenza","10-14",29985,29406,59391
"024","Vicenza","15-19",27542,26686,54228
"024","Vicenza","20-24",26697,25819,52516
"024","Vicenza","25-29",24286,25406,49692
"024","Vicenza","30-34",16141,17738,33879
"024","Vicenza","35-39",20232,21359,41591
"024","Vicenza","40-44",20522,21308,41830
"024","Vicenza","45-49",16741,18293,35034
"024","Vicenza","50-54",13671,16337,30008
"024","Vicenza","55-59",11534,14332,25866
"024","Vicenza","60-64",10095,12543,22638
"024","Vicenza","65-69",8485,10376,18861
"024","Vicenza","70-74",6677,7689,14366
"024","Vicenza","75-79",4340,4995,9335
"024","Vicenza","80-84",2180,2483,4663
"024","Vicenza","85+",843,1221,2064
"025","Belluno","0",1854,1897,3751
"025","Belluno","1-4",8136,7902,16038
"025","Belluno","5-9",9804,9323,19127
"025","Belluno","10-14",10376,9761,20137
"025","Belluno","15-19",9359,8467,17826
"025","Belluno","20-24",10404,9497,19901
"025","Belluno","25-29",10579,10065,20644
"025","Belluno","30-34",7617,7397,15014
"025","Belluno","35-39",8648,8507,17155
"025","Belluno","40-44",8779,8844,17623
"025","Belluno","45-49",7284,7940,15224
"025","Belluno","50-54",5810,6962,12772
"025","Belluno","55-59",4684,6047,10731
"025","Belluno","60-64",4073,5504,9577
"025","Belluno","65-69",3522,4608,8130
"025","Belluno","70-74",3043,3555,6598
"025","Belluno","75-79",2029,2570,4599
"025","Belluno","80-84",1027,1328,2355
"025","Belluno","85+",416,693,1109
"026","Treviso","0",5466,5268,10734
"026","Treviso","1-4",23234,22411,45645
"026","Treviso","5-9",28132,27339,55471
"026","Treviso","10-14",30140,29539,59679
"026","Treviso","15-19",28122,26423,54545
"026","Treviso","20-24",28307,27104,55411
"026","Treviso","25-29",26492,26765,53257
