"code","province","age_class","male","female","total"
"026","Treviso","30-34",16178,16644,32822
"026","Treviso","35-39",21176,21167,42343
"026","Treviso","40-44",20290,21161,41451
"026","Treviso","45-49",17122,19138,36260
"026","Treviso","50-54",14324,16337,30661
"026","Treviso","55-59",11651,14113,25764
"026","Treviso","60-64",9643,11871,21514
"026","Treviso","65-69",7556,9585,17141
"026","Treviso","70-74",6046,6989,13035
"026","Treviso","75-79",4363,5137,9500
"026","Treviso","80-84",2182,2862,5044
"026","Treviso","85+",1027,1496,2523
"027","Venezia","0",6410,6249,12659
"027","Venezia","1-4",28921,27374,56295
"027","Venezia","5-9",35269,33430,68699
"027","Venezia","10-14",37349,35779,73128
"027","Venezia","15-19",33952,32618,66570
"027","Venezia","20-24",33793,32068,65861
"027","Venezia","25-29",32361,32682,65043
"027","Venezia","30-34",21957,22840,44797
"027","Venezia","35-39",26269,26515,52784
"027","Venezia","40-44",24935,25385,50320
"027","Venezia","45-49",20973,21888,42861
"027","Venezia","50-54",17236,19120,36356
"027","Venezia","55-59",14084,16545,30629
"027","Venezia","60-64",11395,13741,25136
"027","Venezia","65-69",8386,11004,19390
"027","Venezia","70-74",5921,7778,13699
"027","Venezia","75-79",3926,5374,9300
"027","Venezia","80-84",1825,2781,4606
"027","Venezia","85+",777,1540,2317
"028","Padova","0",6473,6136,12609
"028","Padova","1-4",27078,26178,53256
"028","Padova","5-9",33513,31890,65403
"028","Padova","10-14",35705,34932,70637
"028","Padova","15-19",34459,32953,67412
"028","Padova","20-24",33473,32244,65717
"028","Padova","25-29",29970,30343,60313
"028","Padova","30-34",19953,20598,40551
"028","Padova","35-39",23959,25024,48983
"028","Padova","40-44",22790,23841,46631
"028","Padova","45-49",20061,21153,41214
"028","Padova","50-54",17117,18914,36031
"028","Padova","55-59",13080,15828,28908
"028","Padova","60-64",11192,13725,24917
"028","Padova","65-69",9129,11014,20143
"028","Padova","70-74",6524,7980,14504
"028","Padova","75-79",4677,5578,10255
"028","Padova","80-84",2178,2983,5161
"028","Padova","85+",925,1469,2394
"029","Rovigo","0",3538,3245,6783
"029","Rovigo","1-4",15105,14426,29531
"029","Rovigo","5-9",16245,15472,31717
"029","Rovigo","10-14",17735,17173,34908
"029","Rovigo","15-19",17744,17148,34892
"029","Rovigo","20-24",17069,16536,33605
"029","Rovigo","25-29",15465,14613,30078
"029","Rovigo","30-34",9629,10194,19823
"029","Rovigo","35-39",11786,12487,24273
"029","Rovigo","40-44",11241,11510,22751
"029","Rovigo","45-49",10032,10005,20037
"029","Rovigo","50-54",8192,8936,17128
"029","Rovigo","55-59",6369,7518,13887
"029","Rovigo","60-64",5478,6421,11899
"029","Rovigo","65-69",4367,5153,9520
"029","Rovigo","70-74",3379,3672,7051
"029","Rovigo","75-79",2481,2757,5238
"029","Rovigo","80-84",1201,1414,2615
"029","Rovigo","85+",488,739,1227
"030","Udine","0",5758,5622,11380
"030","Udine","1-4",26446,25632,52078
"030","Udine","5-9",33393,31999,65392
"030","Udine","10-14",36397,34559,70956
"030","Udine","15-19",32552,29786,62338
"030","Udine","20-24",33950,28511,62461
"030","Udine","25-29",34421,33480,67901
"030","Udine","30-34",24270,24131,48401
"030","Udine","35-39",30096,29145,59241
"030","Udine","40-44",30005,29735,59740
"030","Udine","45-49",23629,26434,50063
"030","Udine","50-54",19146,22610,41756
"030","Udine","55-59",15777,20296,36073
"030","Udine","60-64",14364,19117,33481
"030","Udine","65-69",21555,15426,36981
"030","Udine","70-74",9372,11438,20810
"030","Udine","75-79",6323,7675,13998
"030","Udine","80-84",3142,3931,7073
"030","Udine","85+",1469,2038,3507
"031","Gorizia","0",899,726,1625
"031","Gorizia","1-4",3915,3799,7714
"031","Gorizia","5-9",4782,4561,9343
"031","Gorizia","10-14",5656,5406,11062
"031","Gorizia","15-19",4944,5089,10033
"031","Gorizia","20-24",5608,5302,10910
"031","Gorizia","25-29",6072,6322,12394
"031","Gorizia","30-34",4443,4652,9095
"031","Gorizia","35-39",4611,5047,9658
"031","Gorizia","40-44",5425,5838,11263
"031","Gorizia","45-49",4424,4971,9395
"031","Gorizia","50-54",3619,4068,7687
"031","Gorizia","55-59",2889,3548,6437
"031","Gorizia","60-64",2476,3465,5941
"031","Gorizia","65-69",1897,2670,4567
"031","Gorizia","70-74",1212,1914,3126
"031","Gorizia","75-79",761,1273,2034
"031","Gorizia","80-84",320,544,864
"031","Gorizia","85+",117,285,402
"032","Trieste","0",1286,1170,2456
"032","Trieste","1-4",6330,5967,12297
"032","Trieste","5-9",7876,7859,15735
"032","Trieste","10-14",9878,9593,19471
"032","Trieste","15-19",9200,9570,18770
"032","Trieste","20-24",10267,10401,20668
"032","Trieste","25-29",11586,13074,24660
"032","Trieste","30-34",9916,11117,21033
"032","Trieste","35-39",11648,12861,24509
"032","Trieste","40-44",13470,14964,28434
"032","Trieste","45-49",11971,13350,25321
"032","Trieste","50-54",10510,11589,22099
"032","Trieste","55-59",7783,9817,17600
"032","Trieste","60-64",6298,8569,14867
"032","Trieste","65-69",4676,7219,11895
"032","Trieste","70-74",3063,5361,8424
"032","Trieste","75-79",1823,3558,5381
"032","Trieste","80-84",670,1619,2289
"032","Trieste","85+",250,844,1094
"033","Piacenza","0",1841,1630,3471
"033","Piacenza","1-4",8108,7784,15892
"033","Piacenza","5-9",10268,10080,20348
"033","Piacenza","10-14",12166,11938,24104
"033","Piacenza","15-19",12026,11851,23877
"033","Piacenza","20-24",13127,12629,25756
"033","Piacenza","25-29",12911,12919,25830
"033","Piacenza","30-34",9301,9096,18397
"033","Piacenza","35-39",12114,12114,24228
"033","Piacenza","40-44",11734,11381,23115
"033","Piacenza","45-49",10184,10088,20272
"033","Piacenza","50-54",8557,9035,17592
"033","Piacenza","55-59",6820,8020,14840
"033","Piacenza","60-64",6188,6981,13169
"033","Piacenza","65-69",5027,5749,10776
"033","Piacenza","70-74",3966,4128,8094
"033","Piacenza","75-79",2749,2739,5488
"033","Piacenza","80-84",1277,1427,2704
"033","Piacenza","85+",513,670,1183
"034","Parma","0",2366,2289,4655
"034","Parma","1-4",10809,10264,21073
"034","Parma","5-9",13269,12169,25438
"034","Parma","10-14",15549,15021,30570
"034","Parma","15-19",15079,14637,29716
"034","Parma","20-24",16164,15667,31831
"034","Parma","25-29",16824,17208,34032
"034","Parma","30-34",12416,12742,25158
"034","Parma","35-39",16507,16290,32797
"034","Parma","40-44",15883,15899,31782
"034","Parma","45-49",13400,13535,26935
"034","Parma","50-54",11270,12036,23306
"034","Parma","55-59",9131,10635,19766
"034","Parma","60-64",7907,9455,17362
"034","Parma","65-69",6647,7577,14224
"034","Parma","70-74",4879,5662,10541
"034","Parma","75-79",3227,3571,6798
"034","Parma","80-84",1596,1953,3549
"034","Parma","85+",687,948,1635
"035","Reggio nell'Emilia","0",2614,2532,5146
"035","Reggio nell'Emilia","1-4",12309,11764,24073
"035","Reggio nell'Emilia","5-9",14014,13377,27391
"035","Reggio nell'Emilia","10-14",16245,15704,31949
"035","Reggio nell'Emilia","15-19",16081,14767,30848
"035","Reggio nell'Emilia","20-24",17077,15870,32947
"035","Reggio nell'Emilia","25-29",17668,17591,35259
"035","Reggio nell'Emilia","30-34",13001,13057,26058
"035","Reggio nell'Emilia","35-39",16216,15750,31966
"035","Reggio nell'Emilia","40-44",15450,15078,30528
"035","Reggio nell'Emilia","45-49",12606,12673,25279
"035","Reggio nell'Emilia","50-54",10801,11485,22286
"035","Reggio nell'Emilia","55-59",8963,10295,19258
"035","Reggio nell'Emilia","60-64",7628,8744,16372
"035","Reggio nell'Emilia","65-69",6117,6765,12882
"035","Reggio nell'Emilia","70-74",4050,4613,8663
