Age_column,Male_column,Female_column,Total
0,4291,4131,8422
1,3766,3554,7320
2,2645,2677,5322
3,2052,2035,4087
4,1998,2061,4059
5,2638,2620,5258
6,3358,3307,6685
7,3664,3561,7225
8,3669,3457,7126
9,3604,3441,7045
10,3559,3482,7041
11,3567,3506,7073
12,3350,3239,6589
13,3237,3188,6425
14 - 15,3243,2979,6222
15 - 16,3082,2904,5986
16 -17,3281,3014,6295
17 - 18,2975,2926,5901
18 - 19,2688,2561,5249
19 - 20,2691,2563,5254
20 -21,1676,2416,4092
21 - 25,9373,10035,19408
25 - 30,10490,10892,21382
30 - 35,9090,10350,20259
35 - 40,8844,9304,18148
40 - 45,8163,7941,16104
45 - 50,7735,7006,14741
50 - 55,7016,6132,13148
55 - 60,6913,6002,12915
60 - 65,5896,5294,11190
65 - 70,4577,3985,8562
70 - 75,3705,3055,6760
75 - 80,2019,1643,3662
80 - 85,737,620,1357
85 - 90,232,189,421
90 - 95,35,57,92
95 - 100,3,4,7
oltre 100,1,-,1
