Age_column,Male_column,Female_column,Total
0,1698,1795,3493
1,1618,1625,3243
2,1124,1117,2241
3,957,932,1889
4,997,974,1971
5,1257,1240,2497
6,1540,1358,2898
7,1556,1579,3135
8,1609,1476,3085
9,1665,1533,3098
10,1565,1469,3034
11,1589,1518,3107
12,1461,1425,2886
13,1535,1417,2952
14 - 15,1439,1405,2844
15 - 16,1353,1281,2634
16 -17,1360,1255,2615
17 - 18,1308,1268,2576
18 - 19,1195,1199,2394
19 - 20,1278,1241,2519
20 -21,1178,1171,2349
21 - 25,4091,4032,8123
25 - 30,3873,4625,8498
30 - 35,3535,4320,7855
35 - 40,3625,4107,7732
40 - 45,3830,4141,7971
45 - 50,3450,3715,7165
50 - 55,3065,3299,6564
55 - 60,2686,2997,5683
60 - 65,2118,2395,4513
65 - 70,1864,1936,3800
70 - 75,1392,1555,2947
75 - 80,905,880,1785
80 - 85,367,364,731
85 - 90,104,90,194
90 - 95,19,20,39
95 - 100,2,6,8
oltre 100,-,-,-
