Age_column,Male_column,Female_column,Total
0,7700.0,7624.0,15324.0
1,7481.0,7388.0,14869.0
2,5020.0,5064.0,10084.0
3,4053.0,4024.0,8077.0
4,4015.0,3341.0,7856.0
5,4958.0,4991.0,9949.0
6,6387.0,6274.0,12661.0
7,6650.0,6780.0,13430.0
8,6787.0,6733.0,13520.0
9,6760.0,6926.0,13683.0
10,6967.0,6666.0,13633.0
11,7041.0,6807.0,13348.0
12,6760.0,6776.0,13536.0
13,6479.0,6467.0,12946.0
14 - 15,6333.0,6278.0,12611.0
15 - 16,6288.0,6096.0,12384.0
16 -17,5595.0,5602.0,11197.0
17 - 18,5695.0,5748.0,11443.0
18 - 19,5468.0,5591.0,11059.0
19 - 20,5291.0,5724.0,11015.0
20 -21,3952.0,5288.0,9240.0
21 - 25,18018.0,19832.0,37880.0
25 - 30,19047.0,21113.0,40160.0
30 - 35,16763.0,18430.0,35193.0
35 - 40,15493.0,16826.0,32319.0
40 - 45,14214.0,14979.0,29193.0
45 - 50,13228.0,13244.0,26472.0
50 - 55,11660.0,11682.0,23342.0
55 - 60,10060.0,10215.0,20275.0
60 - 65,8425.0,8397.0,16822.0
65 - 70,6352.0,6382.0,12734.0
70 - 75,5007.0,4924.0,9931.0
75 - 80,3190.0,2908.0,6098.0
80 - 85,1420.0,1395.0,2815.0
85 - 90,363.0,394.0,757.0
90 - 95,54.0,57.0,111.0
95 - 100,6.0,15.0,21.0
oltre 100,,,
