Age_column,Male_column,Female_column,Total
0,3379.0,3202.0,6581.0
1,3130.0,2983.0,6113.0
2,2346.0,2160.0,4506.0
3,1842.0,1831.0,3673.0
4,2126.0,1927.0,4053.0
5,2603.0,2587.0,5190.0
6,3407.0,3374.0,6781.0
7,3367.0,3236.0,6703.0
8,3243.0,3439.0,6982.0
9,3464.0,3259.0,6723.0
10,3461.0,3382.0,6843.0
11,3316.0,3304.0,6620.0
12,3350.0,3155.0,6505.0
13,3087.0,3066.0,6183.0
14 - 15,3657.0,2944.0,6001.0
15 - 16,3106.0,3083.0,6189.0
16 -17,2892.0,2855.0,5747.0
17 - 18,3036.0,2937.0,5973.0
18 - 19,2772.0,2853.0,5625.0
19 - 20,2750.0,2666.0,5415.0
20 -21,3118.0,2529.0,5657.0
21 - 25,10155.0,9917.0,20072.0
25 - 30,9315.0,10583.0,19928.0
30 - 35,8673.0,9183.0,17858.0
35 - 40,7568.0,8304.0,15900.0
40 - 45,7464.0,7449.0,14913.0
45 - 50,7216.0,6572.0,13788.0
50 - 55,6333.0,5898.0,12231.0
55 - 60,6190.0,5624.0,11814.0
60 - 65,5373.0,5106.0,10479.0
65 - 70,4175.0,3904.0,8079.0
70 - 75,3066.0,2782.0,5848.0
75 - 80,1867.0,1636.0,3503.0
80 - 85,769.0,717.0,1486.0
85 - 90,192.0,217.0,409.0
90 - 95,48.0,56.0,104.0
95 - 100,5.0,5.0,10.0
oltre 100,,,
