Age_column,Male_column,Female_column,Total
0,4650,9575,4925
1,4320,8863,4543
2,2792,5740,2948
3,1997,4097,2100
4,2219,4478,2259
5,3003,6074,3071
6,3899,7919,4020
7,3713,7712,3999
8,3656,7564,3908
9,3582,7350,3768
10,3684,7276,3592
11,3902,7933,4031
12,3870,7876,4006
13,3478,7216,3738
14 - 15,3414,7049,3635
15 - 16,3627,7193,3566
16 -17,3562,7275,3713
17 - 18,3145,6168,3023
18 - 19,3030,5637,2607
19 - 20,3182,6040,2858
20 -21,2902,5129,2227
21 - 25,11963,21677,9714
25 - 30,12851,21177,8326
30 - 35,11558,19251,7693
35 - 40,10677,18622,7946
40 - 45,10072,18088,8016
45 - 50,9404,17706,8302
50 - 55,8451,15868,7417
55 - 60,8049,15224,7175
60 - 65,8290,15448,7158
65 - 70,7058,13533,6475
70 - 75,5099,10135,5036
75 - 80,2438,4893,2455
80 - 85,1111,2252,1141
85 - 90,308,624,316
90 - 95,74,115,41
95 - 100,6,10,4
oltre 100,1,2,1
