Age_column,Male_column,Female_column,Total
0,5859,5617,11476
1,5612,5462,11074
2,3836,3620,7456
3,2856,2744,5600
4,2952,2932,5884
5,3788,3770,7558
6,4938,4826,9764
7,4899,5012,9911
8,5110,5215,10325
9,5060,5094,10154
10,4935,5080,10015
11,4749,4700,9449
12,4524,4521,9045
13,4468,4318,8786
14 - 15,4332,4196,8528
15 - 16,4296,4066,8362
16 -17,4100,3954,8054
17 - 18,4101,3903,8004
18 - 19,3540,3476,7016
19 - 20,3667,3864,7531
20 -21,3421,3357,6778
21 - 25,13241,13514,26755
25 - 30,13824,15255,29079
30 - 35,12728,13550,26278
35 - 40,11206,11848,23054
40 - 45,9469,9780,19449
45 - 50,8883,8926,17809
50 - 55,8199,8024,16223
55 - 60,8610,8078,16688
60 - 65,7149,7034,14183
65 - 70,5235,4979,10214
70 - 75,3841,3622,7463
75 - 80,2202,2117,4319
80 - 85,777,891,1668
85 - 90,233,258,491
90 - 95,43,64,107
95 - 100,5,8,13
oltre 100,1,–,1
