Age_column,Male_column,Female_column,Total
0,6021,5423,11444
1,6045,5686,11731
2,5475,5060,10535
3,3945,3724,7669
4,4406,4027,8438
5,5123,4783,9861
6,6132,6938,11325
7,6024,5398,11422
8,6395,6010,12405
9,6143,6019,12167
10,6515,6312,12827
11,5895,5398,11293
12,6623,6015,12638
13,6178,5554,11732
14 - 15,6166,5513,11673
15 - 16,5717,5160,10877
16 -17,5742,5132,10874
17 - 18,5412,4889,10301
18 - 19,5485,4974,10459
19 - 20,4961,4505,9466
20 -21,4490,4640,9130
21 - 25,17497,17139,34836
25 - 30,18914,19743,38657
30 - 35,17595,20245,37840
35 - 40,16124,17557,33681
40 - 45,15265,15877,31142
45 - 50,13890,13143,27033
50 - 55,11748,11708,23456
55 - 60,10655,9540,20195
60 - 65,10304,9500,19804
65 - 70,6897,6255,13152
70 - 75,5028,4942,9870
75 - 80,2529,2272,4801
80 - 85,1359,1599,2958
85 - 90,310,362,672
90 - 95,93,138,231
95 - 100,17,31,48
oltre 100,3,6,9
