Age_column,Male_column,Female_column,Total
0,8647,8351,16998
1,8492,8320,16812
2,5970,5640,11610
3,4634,4360,8994
4,4689,4609,9298
5,6129,5970,12099
6,7389,7270,14659
7,7996,7643,15639
8,7539,7340,14897
9,7610,7287,14897
10,7829,7432,15261
11,7239,7090,14329
12,6856,6656,13512
13,6781,6905,13686
14 - 15,6645,6661,13306
15 - 16,6745,6705,13450
16 -17,6302,6120,12422
17 - 18,6725,6436,13161
18 - 19,5701,5780,11481
19 - 20,6055,6195,12250
20 -21,4852,5822,10674
21 - 25,20253,21716,41969
25 - 30,20745,22431,43176
30 - 35,17622,19455,37077
35 - 40,16011,17316,33327
40 - 45,13844,14355,28199
45 - 50,13554,13789,27343
50 - 55,12005,12075,24080
55 - 60,10623,10755,21378
60 - 65,8492,8800,17292
65 - 70,6259,6504,12763
70 - 75,4821,5295,10116
75 - 80,3094,3322,6416
80 - 85,1405,1545,2950
85 - 90,368,458,826
90 - 95,47,78,125
95 - 100,7,18,25
oltre 100,1,1,2
