Age_column,Male_column,Female_column,Total
0,8740,8304,17044
1,8325,8144,16469
2,4639,4475,9114
3,3589,3466,7055
4,4222,4133,8355
5,5619,5515,11134
6,7268,7164,14432
7,7473,7122,14595
8,7714,7526,15240
9,7755,7401,15156
10,7715,7361,15076
11,7386,7098,14484
12,7299,6818,14117
13,6957,6756,13713
14 - 15,6733,6711,13444
15 - 16,6619,6474,13093
16 -17,6349,6246,12595
17 - 18,6478,6372,12850
18 - 19,6121,6136,12257
19 - 20,6020,6042,12062
20 -21,5204,5598,10802
21 - 25,18211,19974,38125
25 - 30,19011,21213,40224
30 - 35,15833,17709,33542
35 - 40,13517,15101,28618
40 - 45,12566,12742,25308
45 - 50,11995,11971,23906
50 - 55,10857,10675,21532
55 - 60,9468,9397,18863
60 - 65,7303,7680,14983
65 - 70,5561,5731,11292
70 - 75,4191,4847,8538
75 - 80,2747,2768,5515
80 - 85,1288,1387,2675
85 - 90,332,503,885
90 - 95,64,91,155
95 - 100,15,17,82
oltre 100,-,1,1
