"code","province","age_class","male","female","total"
"014","Sondrio","75-79",905,880,1785
"014","Sondrio","80-84",367,364,731
"014","Sondrio","85+",125,116,241
"015","Milano","0",20620,19370,39990
"015","Milano","1-4",52657,51296,103953
"015","Milano","5-9",93679,92317,185996
"015","Milano","10-14",102770,102167,204937
"015","Milano","15-19",95952,99457,195409
"015","Milano","20-24",84841,93533,178374
"015","Milano","25-29",79244,86042,165286
"015","Milano","30-34",75345,79456,154801
"015","Milano","35-39",68115,70926,139041
"015","Milano","40-44",61847,61674,123521
"015","Milano","45-49",50241,50822,101063
"015","Milano","50-54",40803,41361,82164
"015","Milano","55-59",35120,36699,71819
"015","Milano","60-64",28654,30897,59551
"015","Milano","65-69",21019,23706,44725
"015","Milano","70-74",13181,16262,29443
"015","Milano","75-79",6966,8710,15676
"015","Milano","80-84",2541,3509,6050
"015","Milano","85+",678,1229,1907
"016","Bergamo","0",9221,9034,18255
"016","Bergamo","1-4",21030,20991,42021
"016","Bergamo","5-9",34422,33785,68207
"016","Bergamo","10-14",34942,34208,69150
"016","Bergamo","15-19",29358,30240,59598
"016","Bergamo","20-24",20628,25511,46139
"016","Bergamo","25-29",18288,21943,40231
"016","Bergamo","30-34",17062,20236,37298
"016","Bergamo","35-39",15566,17751,33317
"016","Bergamo","40-44",15006,15559,30565
"016","Bergamo","45-49",12873,13285,26158
"016","Bergamo","50-54",11076,11260,22336
"016","Bergamo","55-59",9765,9620,19385
"016","Bergamo","60-64",7897,8124,16021
"016","Bergamo","65-69",5881,6066,11947
"016","Bergamo","70-74",3863,3851,7714
"016","Bergamo","75-79",2079,2053,4132
"016","Bergamo","80-84",684,753,1437
"016","Bergamo","85+",199,239,438
"017","Brescia","0",9432,8778,18210
"017","Brescia","1-4",23801,23756,47557
"017","Brescia","5-9",36857,36599,73456
"017","Brescia","10-14",37351,36504,73855
"017","Brescia","15-19",32727,32456,65183
"017","Brescia","20-24",27470,29856,57326
"017","Brescia","25-29",24216,25953,50169
"017","Brescia","30-34",22023,23196,45219
"017","Brescia","35-39",19440,20455,39895
"017","Brescia","40-44",18147,18049,36196
"017","Brescia","45-49",16205,15908,32113
"017","Brescia","50-54",14817,14485,29302
"017","Brescia","55-59",12972,12616,25588
"017","Brescia","60-64",10205,10409,20614
"017","Brescia","65-69",7784,7994,15778
"017","Brescia","70-74",5075,5479,10554
"017","Brescia","75-79",2803,3074,5877
"017","Brescia","80-84",1061,1156,2217
"017","Brescia","85+",324,411,735
"018","Pavia","0",4433,4202,8635
"018","Pavia","1-4",11338,11186,22524
"018","Pavia","5-9",22957,22296,45253
"018","Pavia","10-14",26726,25442,52168
"018","Pavia","15-19",25751,25297,51048
"018","Pavia","20-24",20682,23621,44303
"018","Pavia","25-29",17827,19704,37531
"018","Pavia","30-34",16086,17545,33631
"018","Pavia","35-39",15439,16375,31814
"018","Pavia","40-44",15121,15557,30678
"018","Pavia","45-49",13947,13672,27619
"018","Pavia","50-54",12226,12346,24572
"018","Pavia","55-59",11725,11112,22837
"018","Pavia","60-64",9839,10058,19897
"018","Pavia","65-69",8254,8138,16392
"018","Pavia","70-74",5630,5620,11250
"018","Pavia","75-79",3483,3463,6946
"018","Pavia","80-84",1403,1528,2931
"018","Pavia","85+",489,550,1039
"019","Cremona","0",4509,4293,8802
"019","Cremona","1-4",10617,10266,20883
"019","Cremona","5-9",18872,18628,37500
"019","Cremona","10-14",20174,19588,39762
"019","Cremona","15-19",18414,18069,36483
"019","Cremona","20-24",15256,15779,31035
"019","Cremona","25-29",12993,14255,27248
"019","Cremona","30-34",11828,12766,24594
"019","Cremona","35-39",10749,11748,22497
"019","Cremona","40-44",9822,10092,19914
"019","Cremona","45-49",9437,9481,18918
"019","Cremona","50-54",8889,8903,17792
"019","Cremona","55-59",7918,8037,15955
"019","Cremona","60-64",6440,6378,12818
"019","Cremona","65-69",4923,5021,9944
"019","Cremona","70-74",3169,3364,6533
"019","Cremona","75-79",2019,2017,4036
"019","Cremona","80-84",775,815,1590
"019","Cremona","85+",225,243,468
"020","Mantova","0",4940,4763,9703
"020","Mantova","1-4",12768,12483,25251
"020","Mantova","5-9",21308,20692,42000
"020","Mantova","10-14",21043,20574,41617
"020","Mantova","15-19",19377,18361,37738
"020","Mantova","20-24",16151,16838,32989
"020","Mantova","25-29",13862,14626,28488
"020","Mantova","30-34",12688,13246,25934
"020","Mantova","35-39",11366,11351,22717
"020","Mantova","40-44",10413,10000,20413
"020","Mantova","45-49",9721,9384,19105
"020","Mantova","50-54",9187,8464,17651
"020","Mantova","55-59",8271,7900,16171
"020","Mantova","60-64",6310,6134,12444
"020","Mantova","65-69",4571,4721,9292
"020","Mantova","70-74",3500,3773,7273
"020","Mantova","75-79",2242,2263,4505
"020","Mantova","80-84",996,1115,2111
"020","Mantova","85+",325,407,732
"023","Verona","0",6948,6547,13495
"023","Verona","1-4",18190,17475,35665
"023","Verona","5-9",29075,28668,57743
"023","Verona","10-14",29199,28696,57895
"023","Verona","15-19",26326,26723,53049
"023","Verona","20-24",25054,23062,48116
"023","Verona","25-29",18319,20374,38693
"023","Verona","30-34",16352,18216,34568
"023","Verona","35-39",14669,16035,30704
"023","Verona","40-44",13908,13962,27870
"023","Verona","45-49",13096,12842,25938
"023","Verona","50-54",11996,11704,23700
"023","Verona","55-59",10423,10151,20574
"023","Verona","60-64",8498,8359,16857
"023","Verona","65-69",6337,6336,12673
"023","Verona","70-74",4595,4954,9549
"023","Verona","75-79",2993,3205,6198
"023","Verona","80-84",1375,1521,2896
"023","Verona","85+",461,584,1045
"024","Vicenza","0",7700,7624,15324
"024","Vicenza","1-4",20569,20317,40886
"024","Vicenza","5-9",31542,31704,63246
"024","Vicenza","10-14",33580,32994,66074
"024","Vicenza","15-19",28337,28761,57098
"024","Vicenza","20-24",22000,25120,47120
"024","Vicenza","25-29",19047,21113,40160
"024","Vicenza","30-34",16763,18430,35193
"024","Vicenza","35-39",15493,16826,32319
"024","Vicenza","40-44",14214,14979,29193
"024","Vicenza","45-49",13228,13244,26472
"024","Vicenza","50-54",11660,11682,23342
"024","Vicenza","55-59",10060,10215,20275
"024","Vicenza","60-64",8425,8397,16822
"024","Vicenza","65-69",6352,6382,12734
"024","Vicenza","70-74",5007,4924,9931
"024","Vicenza","75-79",3190,2908,6098
"024","Vicenza","80-84",1420,1395,2815
"024","Vicenza","85+",423,466,889
"025","Belluno","0",3757,3454,7211
"025","Belluno","1-4",9004,8998,18002
"025","Belluno","5-9",13556,13449,27005
"025","Belluno","10-14",13939,14128,28067
"025","Belluno","15-19",11815,11661,23476
"025","Belluno","20-24",9746,10076,19822
"025","Belluno","25-29",7297,8156,15453
"025","Belluno","30-34",6583,7313,13896
"025","Belluno","35-39",5811,6789,12600
"025","Belluno","40-44",5373,5864,11237
"025","Belluno","45-49",4976,5688,10664
"025","Belluno","50-54",4533,5209,9742
"025","Belluno","55-59",4061,4736,8797
"025","Belluno","60-64",3524,4173,7697
"025","Belluno","65-69",2635,2983,5618
"025","Belluno","70-74",1862,2194,4056
"025","Belluno","75-79",1273,1503,2776
"025","Belluno","80-84",628,671,1299
"025","Belluno","85+",268,307,575
"026","Treviso","0",8740,8304,17044
"026","Treviso","1-4",20775,20218,40993
"026","Treviso","5-9",35829,34728,70557
"026","Treviso","10-14",36090,34744,70834
"026","Treviso","15-19",31587,31270,62857
"026","Treviso","20-24",23415,25572,48987
"026","Treviso","25-29",19011,21213,40224
"026","Treviso","30-34",15833,17709,33542
"026","Treviso","35-39",13517,15101,28618
"026","Treviso","40-44",12566,12742,25308
"026","Treviso","45-49",11995,11971,23966
"026","Treviso","50-54",10857,10675,21532
"026","Treviso","55-59",9468,9397,18865
"026","Treviso","60-64",7303,7680,14983
"026","Treviso","65-69",5561,5731,11292
"026","Treviso","70-74",4191,4347,8538
"026","Treviso","75-79",2747,2768,5515
"026","Treviso","80-84",1288,1387,2675
"026","Treviso","85+",461,611,1072
"027","Venezia","0",8222,7642,15864
"027","Venezia","1-4",20540,20103,40643
"027","Venezia","5-9",31040,30187,61227
"027","Venezia","10-14",29590,29181,58411
"027","Venezia","15-19",26849,26429,53278
"027","Venezia","20-24",23530,23657,47187
"027","Venezia","25-29",20136,20635,40771
"027","Venezia","30-34",17449,18041,35490
"027","Venezia","35-39",14891,15718,30609
"027","Venezia","40-44",13198,12962,26160
"027","Venezia","45-49",12157,12011,24168
"027","Venezia","50-54",10198,10338,20536
"027","Venezia","55-59",9304,9914,19218
"027","Venezia","60-64",7436,8207,15643
"027","Venezia","65-69",5355,6279,11634
"027","Venezia","70-74",3829,4783,8612
"027","Venezia","75-79",2227,3022,5249
"027","Venezia","80-84",955,1447,2402
"027","Venezia","85+",316,552,868
"028","Padova","0",8647,8351,16998
"028","Padova","1-4",23785,22929,46714
"028","Padova","5-9",36663,35510,72173
"028","Padova","10-14",35350,34744,70094
"028","Padova","15-19",31528,31236,62764
"028","Padova","20-24",25105,27538,52643
"028","Padova","25-29",20745,22431,43176
"028","Padova","30-34",17622,19455,37077
"028","Padova","35-39",16011,17316,33327
"028","Padova","40-44",13844,14355,28199
"028","Padova","45-49",13554,13789,27343
"028","Padova","50-54",12005,12075,24080
"028","Padova","55-59",10623,10755,21378
"028","Padova","60-64",8492,8800,17292
"028","Padova","65-69",6259,6504,12763
"028","Padova","70-74",4821,5295,10116
"028","Padova","75-79",3094,3322,6416
"028","Padova","80-84",1405,1545,2950
"028","Padova","85+",422,554,976
"029","Rovigo","0",4710,4516,9226
"029","Rovigo","1-4",11672,11148,22820
"029","Rovigo","5-9",18506,17941,36447
"029","Rovigo","10-14",17348,16977,34325
"029","Rovigo","15-19",15184,14884,30248
"029","Rovigo","20-24",11100,13293,24393
"029","Rovigo","25-29",10046,11197,21243
"029","Rovigo","30-34",8605,9360,17965
"029","Rovigo","35-39",7397,7988,15385
"029","Rovigo","40-44",6918,6890,13808
"029","Rovigo","45-49",6755,6519,13274
"029","Rovigo","50-54",5850,5801,11651
"029","Rovigo","55-59",5465,5134,10599
"029","Rovigo","60-64",4239,4197,8436
"029","Rovigo","65-69",3045,3170,6215
"029","Rovigo","70-74",2592,2761,5353
"029","Rovigo","75-79",1637,1717,3354
"029","Rovigo","80-84",679,822,1501
"029","Rovigo","85+",193,252,445
"030","Udine","0",10785,10644,21429
"030","Udine","1-4",27975,27676,55651
"030","Udine","5-9",43341,42693,86034
"030","Udine","10-14",46551,45124,91675
"030","Udine","15-19",37302,38840,76142
"030","Udine","20-24",29048,31550,60598
"030","Udine","25-29",21937,27194,49131
"030","Udine","30-34",19923,24612,44535
"030","Udine","35-39",18398,22119,40517
"030","Udine","40-44",16849,19221,36070
"030","Udine","45-49",15623,17133,32756
"030","Udine","50-54",13627,14432,28059
"030","Udine","55-59",12724,13704,26428
"030","Udine","60-64",11190,11825,23015
"030","Udine","65-69",8471,9226,17697
"030","Udine","70-74",6567,6917,13484
"030","Udine","75-79",4249,4238,8487
"030","Udine","80-84",2041,2164,4205
"030","Udine","85+",843,825,1668
"033","Piacenza","0",3379,3202,6581
"033","Piacenza","1-4",9444,8901,18345
"033","Piacenza","5-9",16384,15995,32379
"033","Piacenza","10-14",16871,15881,32152
"033","Piacenza","15-19",14556,14393,28949
"033","Piacenza","20-24",13273,12456,25729
"033","Piacenza","25-29",9345,10583,19928
"033","Piacenza","30-34",8673,9183,17856
"033","Piacenza","35-39",7586,8304,15900
"033","Piacenza","40-44",7464,7449,14913
"033","Piacenza","45-49",7216,6572,13788
"033","Piacenza","50-54",6333,5898,12231
"033","Piacenza","55-59",6190,5624,11814
"033","Piacenza","60-64",5373,5106,10479
"033","Piacenza","65-69",4175,3904,8079
"033","Piacenza","70-74",3066,2782,5848
"033","Piacenza","75-79",1867,1636,3503
"033","Piacenza","80-84",769,717,1486
"033","Piacenza","85+",245,278,523
"034","Parma","0",4362,4270,8632
"034","Parma","1-4",11941,11601,23542
"034","Parma","5-9",20625,19918,40543
"034","Parma","10-14",19809,19640,39449
"034","Parma","15-19",18126,17165,35291
"034","Parma","20-24",25034,25729,50763
"034","Parma","25-29",11098,12079,23177
"034","Parma","30-34",10192,10457,20649
"034","Parma","35-39",9387,9379,18766
"034","Parma","40-44",8531,8454,16985
"034","Parma","45-49",7843,7538,15381
"034","Parma","50-54",7418,6926,14344
"034","Parma","55-59",6129,6217,12346
"034","Parma","60-64",4791,4723,9514
"034","Parma","65-69",3639,3515,7164
"034","Parma","70-74",2182,2084,4266
"034","Parma","75-79",871,1020,1891
"034","Parma","80-84",257,280,537
"034","Parma","85+",60,94,154
"035","Reggio Nell'emilia","0",4948,4872,9820
"035","Reggio Nell'emilia","1-4",12319,12077,24396
"035","Reggio Nell'emilia","5-9",21299,20916,42215
"035","Reggio Nell'emilia","10-14",20606,20538,41144
"035","Reggio Nell'emilia","15-19",17653,17019,34672
"035","Reggio Nell'emilia","20-24",14561,15146,29707
"035","Reggio Nell'emilia","25-29",12654,13404,26058
"035","Reggio Nell'emilia","30-34",11302,11977,23279
"035","Reggio Nell'emilia","35-39",10076,10281,20357
"035","Reggio Nell'emilia","40-44",8803,8423,17226
"035","Reggio Nell'emilia","45-49",8177,7654,15831
"035","Reggio Nell'emilia","50-54",7168,7389,14557
"035","Reggio Nell'emilia","55-59",7151,6615,13766
"035","Reggio Nell'emilia","60-64",5663,5688,11351
"035","Reggio Nell'emilia","65-69",4155,4113,8268
"035","Reggio Nell'emilia","70-74",3247,2983,6230
"035","Reggio Nell'emilia","75-79",1803,1765,3568
"035","Reggio Nell'emilia","80-84",668,771,1439
"035","Reggio Nell'emilia","85+",249,384,633
"036","Modena","0",5859,5617,11476
"036","Modena","1-4",15256,14758,30014
"036","Modena","5-9",23795,23917,47712
"036","Modena","10-14",23008,22815,45823
"036","Modena","15-19",19704,19263,38967
"036","Modena","20-24",16662,16871,33533
"036","Modena","25-29",13824,15255,29079
"036","Modena","30-34",12728,13550,26278
"036","Modena","35-39",11206,11848,23054
"036","Modena","40-44",9669,9780,19449
"036","Modena","45-49",8883,8926,17809
"036","Modena","50-54",8199,8024,16223
"036","Modena","55-59",8610,8078,16688
"036","Modena","60-64",7149,7034,14183
"036","Modena","65-69",5235,4979,10214
"036","Modena","70-74",3841,3622,7463
"036","Modena","75-79",2202,2117,4319
"036","Modena","80-84",777,891,1668
"036","Modena","85+",281,330,611
"037","Bologna","0",7718,7501,15219
"037","Bologna","1-4",20870,20598,41468
"037","Bologna","5-9",34928,33951,68879
"037","Bologna","10-14",34970,33644,68614
"037","Bologna","15-19",30822,30116,60938
"037","Bologna","20-24",29418,27764,57182
"037","Bologna","25-29",23690,26405,50095
"037","Bologna","30-34",23167,23934,47101
"037","Bologna","35-39",18427,21045,39472
"037","Bologna","40-44",17256,17974,35230
"037","Bologna","45-49",16332,16069,32401
"037","Bologna","50-54",14708,14705,29413
"037","Bologna","55-59",14540,14410,28950
"037","Bologna","60-64",12226,12841,25067
"037","Bologna","65-69",8406,8216,16622
"037","Bologna","70-74",6351,6740,13091
"037","Bologna","75-79",3761,4116,7877
"037","Bologna","80-84",1399,1648,3047
"037","Bologna","85+",437,664,1101
"038","Ferrara","0",5476,5209,10685
"038","Ferrara","1-4",14101,13463,27564
"038","Ferrara","5-9",21483,21065,42548
"038","Ferrara","10-14",21293,20369,41662
"038","Ferrara","15-19",18207,17812,36019
"038","Ferrara","20-24",13956,15073,29029
"038","Ferrara","25-29",12089,13169,25258
"038","Ferrara","30-34",10415,11218,21633
"038","Ferrara","35-39",9671,10174,19845
"038","Ferrara","40-44",8027,8044,16071
"038","Ferrara","45-49",8369,7957,16326
"038","Ferrara","50-54",6926,6532,13458
"038","Ferrara","55-59",7018,6673,13691
"038","Ferrara","60-64",5778,5730,11508
"038","Ferrara","65-69",4045,4122,8167
"038","Ferrara","70-74",2928,3182,6110
"038","Ferrara","75-79",1778,1992,3770
"038","Ferrara","80-84",640,921,1561
"038","Ferrara","85+",179,338,517
"039","Ravenna","0",2909,2767,5676
"039","Ravenna","1-4",7421,7119,14540
"039","Ravenna","5-9",13055,12480,25535
"039","Ravenna","10-14",13391,12680,26071
"039","Ravenna","15-19",12068,10901,22969
"039","Ravenna","20-24",10443,10222,20665
"039","Ravenna","25-29",9607,10009,19616
"039","Ravenna","30-34",8775,9143,17918
"039","Ravenna","35-39",8466,8484,16950
"039","Ravenna","40-44",7466,7245,14711
"039","Ravenna","45-49",7156,6721,13877
"039","Ravenna","50-54",6530,6152,12682
"039","Ravenna","55-59",6534,6295,12829
"039","Ravenna","60-64",5739,5511,11250
"039","Ravenna","65-69",4226,4093,8319
"039","Ravenna","70-74",3212,3275,6487
"039","Ravenna","75-79",2111,2027,4138
"039","Ravenna","80-84",759,942,1701
"039","Ravenna","85+",250,386,636
"040","Forlì","0",4709,4428,9137
"040","Forlì","1-4",11875,11614,23489
"040","Forlì","5-9",19278,18884,38162
"040","Forlì","10-14",19327,18870,38197
"040","Forlì","15-19",15857,16029,31886
"040","Forlì","20-24",13136,13907,27043
"040","Forlì","25-29",11324,12548,23872
"040","Forlì","30-34",10356,11529,21885
"040","Forlì","35-39",10008,10756,20764
"040","Forlì","40-44",8883,8861,17744
"040","Forlì","45-49",7804,7721,15525
"040","Forlì","50-54",7043,6936,13979
"040","Forlì","55-59",7059,6760,13819
"040","Forlì","60-64",5922,5904,11826
"040","Forlì","65-69",4665,4276,8941
"040","Forlì","70-74",3621,3370,6991
"040","Forlì","75-79",2120,1925,4045
"040","Forlì","80-84",754,796,1550
"040","Forlì","85+",263,304,567
"041","Pesaro E Urbino","0",3999,3945,7944
"041","Pesaro E Urbino","1-4",10271,9846,20117
"041","Pesaro E Urbino","5-9",16933,16030,32963
"041","Pesaro E Urbino","10-14",16335,15389,31724
"041","Pesaro E Urbino","15-19",13684,13712,27396
"041","Pesaro E Urbino","20-24",10907,11913,22820
"041","Pesaro E Urbino","25-29",8835,10589,19424
"041","Pesaro E Urbino","30-34",8186,9272,17458
"041","Pesaro E Urbino","35-39",7840,8717,16557
"041","Pesaro E Urbino","40-44",7223,7472,14695
"041","Pesaro E Urbino","45-49",6576,6592,13168
"041","Pesaro E Urbino","50-54",6393,6199,12592
"041","Pesaro E Urbino","55-59",6199,6099,12298
"041","Pesaro E Urbino","60-64",5610,5464,11074
"041","Pesaro E Urbino","65-69",4087,3854,7941
"041","Pesaro E Urbino","70-74",3117,2949,6066
"041","Pesaro E Urbino","75-79",1775,1672,3447
"041","Pesaro E Urbino","80-84",603,664,1267
"041","Pesaro E Urbino","85+",229,238,467
"042","Ancona","0",4547,4446,8993
"042","Ancona","1-4",11989,11997,23986
"042","Ancona","5-9",19177,18848,38025
"042","Ancona","10-14",19567,19006,38573
"042","Ancona","15-19",16093,16583,32676
"042","Ancona","20-24",13349,14973,28322
"042","Ancona","25-29",10881,13602,24483
"042","Ancona","30-34",10125,12248,22373
"042","Ancona","35-39",9498,10751,20249
"042","Ancona","40-44",8371,9084,17455
"042","Ancona","45-49",7491,8021,15512
"042","Ancona","50-54",7062,7509,14571
"042","Ancona","55-59",6645,7256,13901
"042","Ancona","60-64",5829,6491,12320
"042","Ancona","65-69",4485,4776,9261
"042","Ancona","70-74",3291,3587,6878
"042","Ancona","75-79",1915,2102,4017
"042","Ancona","80-84",688,837,1525
"042","Ancona","85+",228,340,568
"043","Macerata","0",3629,3544,7173
"043","Macerata","1-4",9718,9375,19093
"043","Macerata","5-9",15955,15203,31158
"043","Macerata","10-14",15894,15331,31225
"043","Macerata","15-19",12756,13133,25889
"043","Macerata","20-24",8889,11479,20368
"043","Macerata","25-29",7689,10223,17912
"043","Macerata","30-34",6841,9302,16143
"043","Macerata","35-39",6775,8483,15258
"043","Macerata","40-44",6236,7143,13379
"043","Macerata","45-49",5736,6203,11939
"043","Macerata","50-54",5400,6110,11510
"043","Macerata","55-59",5766,6224,11990
"043","Macerata","60-64",5414,5807,11221
"043","Macerata","65-69",4236,4240,8476
"043","Macerata","70-74",3526,3507,7033
"043","Macerata","75-79",1948,2050,3998
"043","Macerata","80-84",699,838,1537
"043","Macerata","85+",307,378,685
"044","Ascoli Piceno","0",3711,3465,7176
"044","Ascoli Piceno","1-4",9876,9399,19275
"044","Ascoli Piceno","5-9",15314,14426,29740
"044","Ascoli Piceno","10-14",15707,14917,30624
"044","Ascoli Piceno","15-19",12837,12725,25562
"044","Ascoli Piceno","20-24",8956,11744,20700
"044","Ascoli Piceno","25-29",7439,10657,18096
"044","Ascoli Piceno","30-34",6887,9692,16579
"044","Ascoli Piceno","35-39",6838,8532,15370
"044","Ascoli Piceno","40-44",6537,7471,14008
"044","Ascoli Piceno","45-49",5768,6371,12139
"044","Ascoli Piceno","50-54",5564,5979,11543
"044","Ascoli Piceno","55-59",5792,6072,11864
"044","Ascoli Piceno","60-64",5228,5512,10740
"044","Ascoli Piceno","65-69",3948,4006,7954
"044","Ascoli Piceno","70-74",3261,3245,6506
"044","Ascoli Piceno","75-79",1927,1883,3810
"044","Ascoli Piceno","80-84",810,853,1663
"044","Ascoli Piceno","85+",286,362,648
"045","Massa E Carrara","0",3397,3407,6804
"045","Massa E Carrara","1-4",8511,8431,16942
"045","Massa E Carrara","5-9",13271,12888,25559
"045","Massa E Carrara","10-14",13333,13012,26345
"045","Massa E Carrara","15-19",11891,11901,23792
"045","Massa E Carrara","20-24",9013,10655,19668
"045","Massa E Carrara","25-29",7816,9125,16941
"045","Massa E Carrara","30-34",6709,7802,14511
"045","Massa E Carrara","35-39",5753,6486,12239
"045","Massa E Carrara","40-44",5282,5511,10793
"045","Massa E Carrara","45-49",5041,5148,10189
"045","Massa E Carrara","50-54",4687,4721,9408
"045","Massa E Carrara","55-59",4475,4430,8905
