Age_column,Male_column,Female_column,Total
0,7110,6761,13871
1,6348,6159,12507
2,4704,4497,9201
3,3413,3259,6672
4,3560,3453,7013
5,4354,4179,8533
6,5571,5201,10772
7,5487,5192,10679
8,5825,5303,11128
9,5612,5077,10689
10,5782,5618,11403
11,5856,5484,11340
12,5781,5398,11179
13,5471,5270,10741
14 - 15,5315,5191,10506
15 - 16,4981,5009,9990
16 -17,4863,4799,9662
17 - 18,4396,4501,8897
18 - 19,4150,4460,8610
19 - 20,3852,3953,7805
20 -21,2903,4070,6973
21 - 25,15031,18281,33312
25 - 30,14101,17492,31593
30 - 35,12618,15313,27931
35 - 40,11486,13252,24738
40 - 45,11597,12938,24535
45 - 50,10998,11607,22605
50 - 55,10125,10935,21060
55 - 60,8641,9230,17871
60 - 65,8849,10332,19181
65 - 70,6753,7517,14270
70 - 75,5694,6196,11890
75 - 80,2835,2934,5769
80 - 85,1383,1690,3073
85 - 90,399,473,872
90 - 95,82,112,194
95 - 100,14,18,32
oltre 100,2,2,4
