Age_column,Male_column,Female_column,Total
0,4262.0,4270.0,8632.0
1,4358.0,4137.0,8495.0
2,2832.0,2777.0,5609.0
3,2206.0,2303.0,4509.0
4,2545.0,2384.0,4929.0
5,3266.0,3128.0,6394.0
6,4094.0,4152.0,8246.0
7,4439.0,4183.0,8622.0
8,4480.0,4242.0,8722.0
9,4346.0,4213.0,8559.0
10,4347.0,4282.0,8629.0
11,3923.0,3932.0,7855.0
12,3903.0,3953.0,7856.0
13,3850.0,3704.0,7554.0
14 - 15,3786.0,3769.0,7555.0
15 - 16,3668.0,3626.0,7294.0
16 -17,3660.0,3639.0,7299.0
17 - 18,3385.0,3329.0,6714.0
18 - 19,3622.0,3373.0,6995.0
19 - 20,3791.0,3198.0,6989.0
20 -21,12544.0,12301.0,24845.0
21 - 25,12490.0,13428.0,25918.0
25 - 30,11098.0,12079.0,23177.0
30 - 35,10192.0,10457.0,20649.0
35 - 40,9387.0,9379.0,18766.0
40 - 45,8531.0,8454.0,16985.0
45 - 50,7843.0,7538.0,15381.0
50 - 55,7418.0,6926.0,14344.0
55 - 60,6129.0,6217.0,12346.0
60 - 65,4791.0,4723.0,9514.0
65 - 70,3639.0,3515.0,7164.0
70 - 75,2182.0,2084.0,4266.0
75 - 80,871.0,1020.0,1891.0
80 - 85,257.0,280.0,537.0
85 - 90,57.0,69.0,126.0
90 - 95,3.0,22.0,25.0
95 - 100,,3.0,3.0
oltre 100,,,
