Age_column,Male_column,Female_column,Total
0,11145,10858,22003
1,10401,10011,20412
2,7438,7112,14550
3,6611,6590,13201
4,7310,7179,14489
5,8336,8177,16513
6,10561,10236,20797
7,10975,10767,21742
8,11262,10997,22259
9,11029,10831,21860
10,11458,11072,22530
11,11695,11296,22991
12,11147,11038,22185
13,11487,11172,22659
14 - 15,11013,10854,21867
15 - 16,11125,11284,22409
16 -17,11042,11168,22210
17 - 18,11483,11254,22737
18 - 19,10880,10959,21839
19 - 20,12141,11139,23280
20 -21,15707,11061,26768
21 - 25,43267,44066,87333
25 - 30,49087,53503,102590
30 - 35,46670,49118,95788
35 - 40,41265,41970,83235
40 - 45,37160,37612,74772
45 - 50,33061,32445,68506
50 - 55,28525,28360,56885
55 - 60,25785,25202,50987
60 - 65,20045,20937,40982
65 - 70,15066,16127,31193
70 - 75,10147,11489,21636
75 - 80,6151,6957,13108
80 - 85,2630,3302,5932
85 - 90,869,1196,2065
90 - 95,162,298,460
95 - 100,10,44,54
oltre 100,3,8,11
