Age_column,Male_column,Female_column,Total
0,4493.0,4298.0,8791.0
1,4385.0,4214.0,8599.0
2,2710.0,2668.0,5378.0
3,2080.0,1922.0,4002.0
4,2039.0,1846.0,3885.0
5,2620.0,2534.0,5154.0
6,3690.0,3521.0,7211.0
7,3726.0,3745.0,7471.0
8,3890.0,3672.0,7522.0
9,3784.0,3693.0,7477.0
10,3819.0,3692.0,7511.0
11,4178.0,3920.0,8098.0
12,4021.0,3792.0,7813.0
13,4162.0,3872.0,8034.0
14 - 15,3893.0,3634.0,7327.0
15 - 16,3866.0,3831.0,7697.0
16 -17,3791.0,3419.0,7240.0
17 - 18,3605.0,3444.0,7139.0
18 - 19,3479.0,3359.0,6838.0
19 - 20,3574.0,3523.0,7097.0
20 -21,3154.0,3193.0,6347.0
21 - 25,12096.0,12659.0,24755.0
25 - 30,13217.0,14777.0,27684.0
30 - 35,11998.0,12749.0,24747.0
35 - 40,10988.0,11415.0,22113.0
40 - 45,10571.0,10428.0,20909.0
45 - 50,9660.0,9121.0,18781.0
50 - 55,8705.0,8252.0,16957.0
55 - 60,8470.0,7902.0,16372.0
60 - 65,6745.0,6546.0,13921.0
65 - 70,5182.0,4926.0,10108.0
70 - 75,4277.0,4095.0,8372.0
75 - 80,2575.0,2259.0,4834.0
80 - 85,971.0,998.0,1964.0
85 - 90,311.0,328.0,639.0
90 - 95,47.0,74.0,121.0
95 - 100,4.0,19.0,23.0
oltre 100,,1.0,1.0
