Age_column,Male_column,Female_column,Total
0,12133,11701,23834
1,11237,10884,22121
2,7402,7224,14626
3,5677,5626,11309
4,5873,5443,11116
5,7232,7222,14454
6,9971,9770,19741
7,10584,10837,21231
8,10964,10795,21759
9,10990,10799,21798
10,10857,10552,21409
11,11051,11068,22117
12,10618,10362,20980
13,11005,10687,21692
14 - 15,10479,10137,20616
15 - 16,10166,10236,20402
16 -17,9821,10118,19839
17 - 18,9960,10323,20283
18 - 19,9123,9603,18726
19 - 20,9852,10004,19856
20 -21,9842,9425,19267
21 - 25,35461,37960,73421
25 - 30,38464,44360,82824
30 - 35,36390,40928,77318
35 - 40,32990,35580,68570
40 - 45,30142,31096,61238
45 - 50,28811,28503,57314
50 - 55,24578,24703,49281
55 - 60,24510,23543,48053
60 - 65,19302,19047,38349
65 - 70,14277,14415,28392
70 - 75,11712,11523,23235
75 - 80,6676,6322,12998
80 - 85,2582,2739,5321
85 - 90,794,905,1699
90 - 95,128,201,329
95 - 100,16,26,42
oltre 100,4,10,14
