Age_column,Male_column,Female_column,Total
0,9432.0,8778,18210
1,8050.0,7982,16032
2,5723.0,5732,11455
3,4926.0,4963,9889
4,5102.0,5079,10181
5,6247.0,6142,12389
6,7385.0,7457,14845
7,7680.0,7540,15220
8,7831.0,7815,15746
9,7611.0,7645,15256
10,7990.0,7774,15764
11,7832.0,7666,15498
12,7205.0,7027,14282
13,7295.0,7057,14356
14 - 15,7029.0,6980,14009
15 - 16,6307.0,6736,13543
16 -17,6526.0,6456,12985
17 - 18,6758.0,6737,13496
18 - 19,8333.0,6667,16606
19 - 20,6303.0,6260,12683
20 -21,5224.0,5663,11187
21 - 25,22463.0,23883,46189
25 - 30,24216.0,25953,50169
30 - 35,22023.0,23196,45219
35 - 40,19440.0,20455,39892
40 - 45,18147.0,18049,36196
45 - 50,16205.0,15908,32113
50 - 55,14817.0,14485,29304
55 - 60,12972.0,15616,25588
60 - 65,10205.0,10409,20614
65 - 70,7784.0,7994,15778
70 - 75,5075.0,5479,10554
75 - 80,2803.0,3074,5877
80 - 85,1061.0,1156,2217
85 - 90,271.0,352,623
90 - 95,44.0,45,89
95 - 100,9.0,14,23
oltre 100,,1,1
