Age_column,Male_column,Female_column,Total
0,20620,19870,39990
1,19568,18725,38298
2,12307,12003,24310
3,9973,9763,19736
4,10809,10805,21614
5,14224,13866,28090
6,18756,18398,37149
7,19587,19522,39109
8,20531,20383,40864
9,20581,20203,40784
10,20808,20539,41347
11,20979,20614,41593
12,20532,20432,40964
13,20668,20546,41214
14 - 15,19783,20036,39819
15 - 16,19583,20089,39672
16 -17,19101,19915,39016
17 - 18,19249,20346,39596
18 - 19,19120,19464,38584
19 - 20,18899,19643,38542
20 -21,15899,19247,35146
21 - 25,68942,74286,143228
25 - 30,79244,86042,165286
30 - 35,75345,79456,154801
35 - 40,68115,70926,139041
40 - 45,61847,61674,123521
45 - 50,50241,50822,101063
50 - 55,40803,41361,82164
55 - 60,35120,36699,71819
60 - 65,28654,30897,59551
65 - 70,21019,23706,44725
70 - 75,13181,16262,29443
75 - 80,6966,8710,15876
80 - 85,2541,3509,6050
85 - 90,598,1017,1615
90 - 95,68,185,253
95 - 100,12,27,39
oltre 100,-,3,3
