Age_column,Male_column,Female_column,Total
0,3629.0,3544,7173
1,3597.0,3408,7015
2,2392.0,2281,4673
3,1770.0,1755,3525
4,1959.0,1931,3890
5,2552.0,2493,5045
6,3353.0,3231,6584
7,3355.0,3239,6594
8,3366.0,3151,6517
9,3329.0,3089,6418
10,3425.0,3193,6618
11,3531.0,3406,6937
12,3027.0,3061,6088
13,3066.0,2880,5946
14 - 15,2845.0,2791,5636
15 - 16,2771.0,2774,5545
16 -17,2760.0,2823,5583
17 - 18,2400.0,2542,4942
18 - 19,2292.0,2483,4775
19 - 20,2533.0,2511,5044
20 -21,1391.0,2266,3657
21 - 25,7498.0,9213,16711
25 - 30,7689.0,10223,17912
30 - 35,6841.0,9305,16143
35 - 40,6775.0,8483,15258
40 - 45,6236.0,7143,13379
45 - 50,5736.0,6203,11939
50 - 55,5400.0,6110,11510
55 - 60,5766.0,6224,11990
60 - 65,5414.0,5807,11221
65 - 70,4236.0,4240,8476
70 - 75,3526.0,3507,7033
75 - 80,1948.0,2050,3998
80 - 85,699.0,838,1537
85 - 90,269.0,297,586
90 - 95,33.0,70,103
95 - 100,5.0,11,16
oltre 100,,1,1
